,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Martin Braithwaite,9.0,dk  DEN,FW,29-212,80,5,9,55.6,51,8,3,6,50.0,1,1,100.0,0,0,,0,0.0,1,0,1,0,1
1,Antoine Griezmann,7.0,fr  FRA,FW,29-288,10,1,2,50.0,17,1,0,0,,1,1,100.0,0,1,0.0,0,0.0,0,0,0,0,0
2,Ousmane Dembélé,11.0,fr  FRA,LW,23-233,90,78,84,92.9,1374,344,39,41,95.1,30,33,90.9,8,9,88.9,0,0.5,1,4,4,2,7
3,Lionel Messi,10.0,ar  ARG,RW,33-193,90,73,90,81.1,1123,267,44,48,91.7,23,31,74.2,6,10,60.0,1,0.4,1,7,2,1,5
4,Pedri,16.0,es  ESP,CM,18-039,90,62,77,80.5,967,212,35,43,81.4,20,21,95.2,5,8,62.5,0,0.4,4,4,3,0,8
5,Frenkie de Jong,21.0,nl  NED,"CM,DM",23-236,90,68,72,94.4,1078,240,33,34,97.1,32,32,100.0,2,3,66.7,0,0.0,0,7,0,0,6
6,Sergio Busquets,5.0,es  ESP,DM,32-171,74,101,105,96.2,1961,474,40,42,95.2,44,44,100.0,15,17,88.2,0,0.1,1,16,2,0,12
7,Miralem Pjanić,8.0,ba  BIH,"CM,DM",30-276,16,12,14,85.7,201,22,7,7,100.0,4,4,100.0,1,2,50.0,0,0.0,0,0,1,0,1
8,Jordi Alba,18.0,es  ESP,LB,31-288,90,125,136,91.9,2106,617,65,66,98.5,48,52,92.3,11,14,78.6,0,0.2,3,13,3,1,9
9,Clément Lenglet,15.0,fr  FRA,CB,25-200,90,102,106,96.2,1828,709,47,48,97.9,44,45,97.8,11,13,84.6,0,0.2,2,26,3,1,7
10,Ronald Araújo,4.0,uy  URU,CB,21-302,90,60,64,93.8,1323,350,16,16,100.0,30,33,90.9,12,13,92.3,0,0.0,0,4,0,0,2
11,Sergiño Dest,2.0,us  USA,RB,20-061,74,41,44,93.2,675,102,19,20,95.0,19,20,95.0,2,2,100.0,0,0.1,2,1,1,0,2
12,Óscar Mingueza,28.0,es  ESP,RB,21-235,16,6,10,60.0,110,37,2,4,50.0,4,5,80.0,0,0,,0,0.0,0,0,0,0,0
13,Marc-André ter Stegen,1.0,de  GER,GK,28-248,90,25,27,92.6,653,374,4,4,100.0,13,13,100.0,8,10,80.0,0,0.0,0,0,0,0,0
14,14 Players,,,,,990,759,840,90.4,13467,3757,354,379,93.4,313,335,93.4,81,102,79.4,1,1.9,15,82,20,5,60
