,Minute,Player,Squad,Outcome,Distance,Body Part,Notes,Player_SCA 1,Event_SCA 1,Player_SCA 2,Event_SCA 2
0,25.0,Jordi Alba,Barcelona,Off Target,13.0,Left Foot,Volley,,,,
1,27.0,Frenkie de Jong,Barcelona,Goal,5.0,Right Foot,,Lionel Messi,Pass (Live),Clément Lenglet,Pass (Live)
2,31.0,Martin Braithwaite,Barcelona,Blocked,6.0,Left Foot,,Sergiño Dest,Pass (Live),Pedri,Pass (Live)
3,,,,,,,,,,,
4,63.0,Rafa Mir,Huesca,Saved,2.0,Right Foot,Back heel,Sergio Gómez,Pass (Dead),Pedro Mosquera,Pass (Live)
5,73.0,Javier Ontiveros,Huesca,Saved,27.0,Right Foot,,Idrissa Doumbia,Pass (Live),Pablo Insua,Pass (Live)
6,77.0,Miralem Pjanić,Barcelona,Off Target,22.0,Right Foot,,Pedri,Pass (Live),Pedri,Dribble
7,85.0,Shinji Okazaki,Huesca,Saved,16.0,Head,,Javi Galán,Pass (Live),Dimitris Siovas,Pass (Live)
8,88.0,Juan Carlos,Huesca,Saved,14.0,Left Foot,Half volley,,,,
