,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Rafa Mir,9.0,es  ESP,"FW,RW",23-199,90,28,1,9,13,9,4,27,1,1,100.0,1,0,13,69,32,2,1,1,7,1,33,17,51.5,4
1,Javier Ontiveros,15.0,es  ESP,LW,23-116,90,55,3,14,35,15,0,54,2,4,50.0,2,0,47,317,161,8,3,0,2,1,61,47,77.0,5
2,Sergio Gómez,10.0,es  ESP,RW,20-121,71,33,4,17,9,8,1,31,1,1,100.0,1,0,20,97,69,3,0,1,2,0,18,15,83.3,0
3,Shinji Okazaki,12.0,jp  JPN,"FW,RW",34-262,19,3,0,0,2,2,1,3,0,0,,0,0,2,6,0,0,0,0,0,1,6,3,50.0,2
4,Jaime Seoane,20.0,es  ESP,CM,23-347,71,35,3,17,15,9,2,35,2,4,50.0,2,0,20,83,64,3,4,0,1,1,28,22,78.6,4
5,David Ferreiro,7.0,es  ESP,"RB,CM",32-277,19,9,2,3,4,3,0,9,0,0,,0,0,8,64,33,2,1,0,0,0,7,7,100.0,2
6,Pedro Mosquera,5.0,es  ESP,CM,32-257,90,58,6,25,33,3,0,55,0,0,,0,0,37,167,104,2,1,0,1,0,40,39,97.5,0
7,Mikel Rico,17.0,es  ESP,DM,36-060,64,25,1,11,15,2,0,24,0,0,,0,0,19,119,71,2,0,0,0,1,24,17,70.8,1
8,Idrissa Doumbia,2.0,ci  CIV,DM,22-264,26,11,2,5,5,2,0,11,1,1,100.0,1,0,10,65,28,1,1,0,0,0,10,10,100.0,0
9,Javi Galán,11.0,es  ESP,LB,26-045,90,69,7,28,33,15,2,63,2,2,100.0,2,0,50,378,264,9,2,0,4,1,53,49,92.5,2
10,Dimitris Siovas,18.0,gr  GRE,CB,32-109,90,47,16,34,13,0,0,43,0,0,,0,0,23,148,60,2,0,0,0,0,32,31,96.9,0
11,Pablo Insua,4.0,es  ESP,CB,27-116,90,30,11,23,7,0,0,30,0,0,,0,0,16,99,28,0,0,0,0,0,18,17,94.4,0
12,Jorge Pulido,14.0,es  ESP,RB,29-270,71,30,10,23,9,2,0,29,0,0,,0,0,14,72,45,3,2,0,0,0,14,13,92.9,0
13,Juan Carlos,21.0,es  ESP,"CM,RB",29-294,19,10,0,1,3,6,3,10,0,0,,0,0,7,38,9,1,0,1,0,2,8,7,87.5,2
14,Álvaro Fernández,1.0,es  ESP,GK,22-265,90,44,41,44,0,0,0,22,0,0,,0,0,9,31,8,0,0,0,0,0,13,13,100.0,0
15,15 Players,,,,,990,487,107,254,196,76,13,446,9,13,69.2,9,0,295,1753,976,38,15,3,17,8,365,307,84.1,22
