,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,Lionel Messi,10.0,ar  ARG,FW,33-102,90,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,
1,Ansu Fati,22.0,es  ESP,LW,17-339,60,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0.0
2,Pedri,16.0,es  ESP,LW,17-314,30,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,
3,Antoine Griezmann,7.0,fr  FRA,RW,29-197,60,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,
4,Francisco Trincão,17.0,pt  POR,RW,20-280,30,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0.0
5,Philippe Coutinho,14.0,br  BRA,AM,28-114,74,0,0,0,2,0,0,1,0,1,0,0,0,2,0,1,0.0
6,Miralem Pjanić,8.0,ba  BIH,AM,30-185,16,1,0,0,1,0,0,0,0,1,0,0,0,2,1,0,100.0
7,Frenkie de Jong,21.0,nl  NED,CM,23-145,90,0,0,0,1,2,0,0,0,0,0,0,0,6,1,1,50.0
8,Sergio Busquets,5.0,es  ESP,CM,32-080,90,0,0,0,1,5,0,0,0,2,0,0,0,6,1,1,50.0
9,Jordi Alba,18.0,es  ESP,LB,31-197,74,0,0,0,1,1,0,1,0,0,0,0,0,8,0,0,
10,Sergiño Dest,2.0,us  USA,LB,19-336,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
11,Gerard Piqué,3.0,es  ESP,CB,33-245,90,0,0,0,2,1,0,0,0,0,0,0,0,14,0,4,0.0
12,Ronald Araújo,30.0,uy  URU,CB,21-211,90,0,0,0,0,3,0,0,0,1,0,0,0,6,2,1,66.7
13,Sergi Roberto,20.0,es  ESP,RB,28-240,90,0,0,0,0,2,0,2,0,0,0,0,0,12,0,0,
14,Neto,13.0,br  BRA,GK,31-077,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
15,15 Players,,,,,990,1,0,0,11,19,0,6,0,7,0,0,0,74,5,10,33.3
