,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Luuk de Jong,9.0,nl  NED,FW,30-038,83,1,0,0,0,1,1,0,0,37,29,1,0,0,0.1,0.1,0.0,0,0,24,31,77.4,1,23,1,1,1
1,Carlos Fernández,24.0,es  ESP,FW,24-135,7,0,0,0,0,0,0,0,0,7,6,0,0,1,0.0,0.0,0.0,0,0,4,6,66.7,0,4,1,0,0
2,Suso,7.0,es  ESP,"LW,RW",26-320,60,0,0,0,0,1,0,0,0,46,6,0,1,1,0.0,0.0,0.2,5,0,35,41,85.4,2,41,8,1,1
3,Munir El Haddadi,11.0,es  ESP,RW,25-033,30,0,0,0,0,0,0,0,0,16,12,1,0,0,0.0,0.0,0.1,2,0,8,12,66.7,1,16,2,0,0
4,Lucas Ocampos,5.0,ar  ARG,"RW,LW",26-085,60,0,0,0,0,2,0,0,0,23,16,1,0,1,0.2,0.2,0.0,0,0,11,15,73.3,1,20,6,1,2
5,Youssef En-Nesyri,15.0,ma  MAR,LW,23-125,30,0,0,0,0,1,0,0,0,11,9,0,0,0,0.1,0.1,0.0,1,0,7,9,77.8,0,10,2,1,1
6,Joan Jordán,8.0,es  ESP,CM,26-090,84,0,0,0,0,2,0,0,0,74,24,0,1,0,0.0,0.0,0.1,3,0,65,70,92.9,4,51,9,1,1
7,Óliver Torres,21.0,es  ESP,CM,25-329,6,0,0,0,0,0,0,0,0,10,7,0,0,1,0.0,0.0,0.0,0,0,4,6,66.7,0,8,0,0,0
8,Ivan Rakitić,10.0,hr  CRO,CM,32-208,77,0,0,0,0,1,0,0,0,38,29,2,0,1,0.1,0.1,0.0,2,0,25,30,83.3,1,27,3,0,1
9,Nemanja Gudelj,6.0,rs  SRB,CM,28-323,13,0,0,0,0,0,0,1,0,13,4,0,0,0,0.0,0.0,0.0,1,0,12,12,100.0,0,9,0,0,0
10,Fernando,25.0,br  BRA,DM,33-071,90,0,0,0,0,0,0,0,0,58,19,4,0,2,0.0,0.0,0.0,0,0,45,48,93.8,1,44,1,0,0
11,Marcos Acuña,19.0,ar  ARG,LB,28-342,90,0,0,0,0,0,0,0,0,61,21,2,0,4,0.0,0.0,0.0,1,0,45,51,88.2,4,42,1,0,0
12,Diego Carlos,20.0,br  BRA,CB,27-203,90,0,0,0,0,0,0,0,0,71,7,1,2,0,0.0,0.0,0.0,0,0,57,66,86.4,2,58,0,0,0
13,Jules Koundé,12.0,fr  FRA,CB,21-327,90,0,0,0,0,2,0,0,0,90,6,1,0,2,0.2,0.2,0.0,0,0,77,82,93.9,4,74,2,0,0
14,Jesús Navas,16.0,es  ESP,RB,34-318,90,0,0,0,0,0,0,0,0,77,8,1,0,1,0.0,0.0,0.2,3,0,48,67,71.6,2,53,9,0,0
15,Yassine Bounou,13.0,ma  MAR,GK,29-182,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,0.0,0.0,0,0,26,29,89.7,0,21,0,1,1
16,16 Players,,,,,990,1,0,0,0,10,1,1,0,665,203,14,4,14,0.7,0.7,0.5,18,0,493,575,85.7,23,501,45,6,8
