,Player,#,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
0,Lionel Messi,10.0,ar  ARG,FW,33-102,90,0,0,0,0,0,0,0,,0,4,1,25.0,0,2,2,1,1,0,0,0,0,0,0
1,Ansu Fati,22.0,es  ESP,LW,17-339,60,1,0,1,0,0,0,2,0.0,2,13,3,23.1,3,6,4,1,0,0,1,0,1,0,0
2,Pedri,16.0,es  ESP,LW,17-314,30,2,1,0,2,0,0,0,,0,8,3,37.5,1,3,4,1,0,0,1,0,2,0,0
3,Antoine Griezmann,7.0,fr  FRA,RW,29-197,60,1,1,0,1,0,0,0,,0,5,1,20.0,0,4,1,0,0,0,0,0,1,0,0
4,Francisco Trincão,17.0,pt  POR,RW,20-280,30,1,0,0,0,1,0,0,,0,2,0,0.0,0,0,2,0,0,0,0,0,1,0,0
5,Philippe Coutinho,14.0,br  BRA,AM,28-114,74,1,1,0,1,0,0,0,,0,10,2,20.0,2,5,3,1,0,0,1,0,1,0,0
6,Miralem Pjanić,8.0,ba  BIH,AM,30-185,16,1,1,1,0,0,0,0,,0,4,1,25.0,2,0,2,0,0,0,0,0,1,0,0
7,Frenkie de Jong,21.0,nl  NED,CM,23-145,90,0,0,0,0,0,0,1,0.0,1,5,1,20.0,1,3,1,1,0,0,1,0,0,1,0
8,Sergio Busquets,5.0,es  ESP,CM,32-080,90,3,2,0,3,0,1,2,50.0,1,14,5,35.7,2,10,2,0,0,0,0,0,3,2,0
9,Jordi Alba,18.0,es  ESP,LB,31-197,74,0,0,0,0,0,0,1,0.0,1,9,1,11.1,2,7,0,3,0,0,3,0,0,2,0
10,Sergiño Dest,2.0,us  USA,LB,19-336,16,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,0,0,0
11,Gerard Piqué,3.0,es  ESP,CB,33-245,90,0,0,0,0,0,0,0,,0,9,5,55.6,3,6,0,0,0,0,0,0,0,2,0
12,Ronald Araújo,30.0,uy  URU,CB,21-211,90,1,1,1,0,0,1,1,100.0,0,5,2,40.0,3,2,0,0,0,0,0,0,1,2,0
13,Sergi Roberto,20.0,es  ESP,RB,28-240,90,0,0,0,0,0,0,1,0.0,1,7,2,28.6,4,3,0,2,1,0,1,0,0,0,0
14,Neto,13.0,br  BRA,GK,31-077,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
15,15 Players,,,,,990,11,7,3,7,1,2,8,25.0,6,96,28,29.2,24,51,21,10,2,0,8,0,11,9,0
