,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Luuk de Jong,9.0,nl  NED,FW,30-038,83,37,2,5,28,6,2,35,1,1,100.0,1,0,23,44,12,1,0,1,2,0,35,26,74.3,3
1,Carlos Fernández,24.0,es  ESP,FW,24-135,7,7,0,2,5,2,0,7,0,0,,0,0,4,57,35,1,1,0,0,0,4,3,75.0,0
2,Suso,7.0,es  ESP,"LW,RW",26-320,60,46,0,8,26,19,3,46,1,1,100.0,1,0,41,273,178,8,2,2,0,2,50,38,76.0,7
3,Munir El Haddadi,11.0,es  ESP,RW,25-033,30,16,0,4,13,2,0,16,0,0,,0,0,16,137,92,2,1,0,0,1,16,11,68.8,3
4,Lucas Ocampos,5.0,ar  ARG,"RW,LW",26-085,60,23,1,2,16,7,4,23,1,2,50.0,1,0,20,217,171,6,1,2,2,0,25,17,68.0,2
5,Youssef En-Nesyri,15.0,ma  MAR,LW,23-125,30,11,1,1,5,6,3,11,1,1,100.0,1,0,10,72,52,2,1,1,1,0,13,8,61.5,4
6,Joan Jordán,8.0,es  ESP,CM,26-090,84,74,1,19,44,18,0,62,1,1,100.0,1,0,51,204,105,9,3,0,1,0,57,54,94.7,2
7,Óliver Torres,21.0,es  ESP,CM,25-329,6,10,0,5,5,1,0,10,0,0,,0,0,8,39,21,0,0,0,2,1,8,7,87.5,0
8,Ivan Rakitić,10.0,hr  CRO,CM,32-208,77,38,0,10,21,10,2,38,0,1,0.0,0,0,27,81,40,3,1,1,0,1,32,31,96.9,3
9,Nemanja Gudelj,6.0,rs  SRB,CM,28-323,13,13,1,6,9,1,0,13,0,0,,0,0,9,67,10,0,0,0,0,0,11,11,100.0,0
10,Fernando,25.0,br  BRA,DM,33-071,90,58,5,27,27,4,0,58,0,0,,0,0,44,223,31,1,0,0,0,1,45,43,95.6,1
11,Marcos Acuña,19.0,ar  ARG,LB,28-342,90,61,4,23,34,6,0,55,0,0,,0,0,42,111,64,1,1,0,1,2,47,42,89.4,1
12,Diego Carlos,20.0,br  BRA,CB,27-203,90,71,13,43,29,0,0,71,0,0,,0,0,58,230,108,0,0,0,0,0,59,59,100.0,0
13,Jules Koundé,12.0,fr  FRA,CB,21-327,90,90,19,50,43,4,2,90,0,0,,0,0,74,410,230,2,1,0,0,0,75,73,97.3,2
14,Jesús Navas,16.0,es  ESP,RB,34-318,90,77,8,29,38,17,1,70,0,0,,0,0,53,282,228,9,4,0,0,1,56,53,94.6,2
15,Yassine Bounou,13.0,ma  MAR,GK,29-182,90,33,32,33,0,0,0,27,1,1,100.0,1,0,21,92,24,0,0,0,0,0,17,17,100.0,0
16,16 Players,,,,,990,665,87,267,343,103,17,632,6,8,75.0,6,0,501,2539,1401,45,16,7,9,9,550,493,89.6,30
