,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,Lucas Boyé,9.0,ar  ARG,FW,24-331,90,0,0,0,5,4,0,0,3,0,0,0,0,2,0,2,0.0
1,Emiliano Rigoni,22.0,ar  ARG,LM,27-355,74,0,0,0,2,0,0,0,0,1,0,0,0,3,0,1,0.0
2,Luismi,15.0,es  ESP,CM,28-264,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
3,Víctor Rodríguez,8.0,es  ESP,CM,31-185,81,0,0,0,3,0,0,0,3,0,0,0,0,3,1,0,100.0
4,Nino,7.0,es  ESP,CM,40-228,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,Raúl Guti,14.0,es  ESP,CM,24-025,73,0,0,0,0,1,0,0,1,1,0,0,0,7,1,0,100.0
6,Tete Morente,11.0,es  ESP,LM,24-051,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,Josan,17.0,es  ESP,RM,31-052,90,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0.0
8,Iván Marcone,4.0,ar  ARG,DM,30-235,90,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,
9,Johan Mojica,25.0,co  COL,LB,28-156,90,0,0,0,1,1,1,2,2,2,0,0,0,8,0,1,0.0
10,Diego González,2.0,es  ESP,CB,25-362,90,0,0,0,1,1,0,0,1,0,0,0,0,7,0,0,
11,Gonzalo Verdú,5.0,es  ESP,CB,32-095,90,0,0,0,0,1,0,0,2,2,0,0,0,2,0,0,
12,Antonio Barragán,19.0,es  ESP,RB,33-226,90,0,0,0,3,1,0,1,2,0,0,0,0,6,0,0,
13,Édgar Badía,13.0,es  ESP,GK,28-347,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
14,14 Players,,,,,990,0,0,0,17,10,1,5,14,6,0,0,0,51,2,5,28.6
