,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Lucas Boyé,9.0,ar  ARG,FW,24-331,90,38,0,6,22,10,3,35,0,2,0.0,0,0,32,78,16,1,0,0,7,1,51,29,56.9,6
1,Emiliano Rigoni,22.0,ar  ARG,LM,27-355,74,33,1,10,20,7,2,33,0,1,0.0,0,0,28,185,129,3,3,1,3,3,34,24,70.6,1
2,Luismi,15.0,es  ESP,CM,28-264,16,4,1,3,1,0,0,3,0,0,,0,0,3,0,0,0,0,0,0,0,3,3,100.0,0
3,Víctor Rodríguez,8.0,es  ESP,CM,31-185,81,36,1,22,15,1,0,35,2,2,100.0,2,0,29,133,92,0,0,0,0,0,26,25,96.2,0
4,Nino,7.0,es  ESP,CM,40-228,9,5,0,1,5,0,0,5,0,0,,0,0,4,2,0,0,0,0,1,0,6,5,83.3,0
5,Raúl Guti,14.0,es  ESP,CM,24-025,73,31,2,9,17,6,4,30,1,2,50.0,1,0,23,123,68,2,1,1,0,1,24,19,79.2,0
6,Tete Morente,11.0,es  ESP,LM,24-051,17,10,2,7,4,0,0,10,0,0,,0,0,6,15,1,0,0,0,0,2,7,6,85.7,0
7,Josan,17.0,es  ESP,RM,31-052,90,29,5,12,10,8,1,29,1,2,50.0,1,0,24,78,60,4,1,0,1,1,30,21,70.0,2
8,Iván Marcone,4.0,ar  ARG,DM,30-235,90,43,13,31,15,1,0,43,0,0,,0,0,32,124,68,1,0,0,0,0,36,34,94.4,0
9,Johan Mojica,25.0,co  COL,LB,28-156,90,52,7,30,17,6,0,46,0,0,,0,0,37,200,87,5,1,0,2,0,32,28,87.5,1
10,Diego González,2.0,es  ESP,CB,25-362,90,49,19,38,11,0,0,48,1,1,100.0,1,0,32,138,80,1,0,0,0,0,34,33,97.1,0
11,Gonzalo Verdú,5.0,es  ESP,CB,32-095,90,59,16,48,15,0,0,58,0,0,,0,0,45,143,58,1,0,0,0,0,50,50,100.0,0
12,Antonio Barragán,19.0,es  ESP,RB,33-226,90,51,7,33,18,4,0,44,0,0,,0,0,30,166,63,3,1,0,0,0,32,29,90.6,0
13,Édgar Badía,13.0,es  ESP,GK,28-347,90,52,51,52,0,0,0,36,0,0,,0,0,25,85,52,0,0,0,0,0,21,21,100.0,0
14,14 Players,,,,,990,492,125,302,170,43,10,455,5,10,50.0,5,0,350,1470,774,21,7,2,14,8,386,327,84.7,10
