,Minute,Player,Squad,Outcome,Distance,Body Part,Notes,Player_SCA 1,Event_SCA 1,Player_SCA 2,Event_SCA 2
0,6.0,Ronald Araújo,Barcelona,Off Target,5.0,Head,,Ousmane Dembélé,Pass (Dead),,
1,34.0,Sergio Busquets,Barcelona,Saved,24.0,Right Foot,,Pedri,Pass (Live),Pedri,Dribble
2,39.0,Frenkie de Jong,Barcelona,Goal,0.0,Right Foot,"Open goal, Half volley",,,,
3,41.0,Josan,Elche,Saved,21.0,Left Foot,,Lucas Boyé,Pass (Live),Gonzalo Verdú,Pass (Live)
4,,,,,,,,,,,
5,56.0,Emiliano Rigoni,Elche,Saved,17.0,Left Foot,,Emiliano Rigoni,Tackle,,
6,89.0,Riqui Puig,Barcelona,Goal,5.0,Head,,Frenkie de Jong,Pass (Live),Óscar Mingueza,Pass (Live)
