,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Antoine Griezmann,7.0,fr  FRA,FW,29-309,90,38,35,3,2,0,6,0,3,0,0,0,0,31,3,4,35,2,1,0,0,29,0,1,3,1
1,Martin Braithwaite,9.0,dk  DEN,LW,29-233,90,26,26,0,0,0,1,0,2,0,0,0,0,24,1,1,6,19,0,0,1,22,0,0,1,1
2,Ousmane Dembélé,11.0,fr  FRA,RW,23-254,73,52,45,7,3,0,8,2,5,4,2,0,0,42,2,8,31,21,0,0,0,40,0,0,2,3
3,Francisco Trincão,17.0,pt  POR,RW,21-026,17,17,16,1,0,0,4,0,0,1,0,0,0,16,0,1,14,3,0,0,0,16,0,0,1,0
4,Pedri,16.0,es  ESP,CM,18-060,86,54,53,1,0,0,7,0,0,1,0,0,0,50,2,2,6,47,1,0,0,49,0,0,1,2
5,Riqui Puig,12.0,es  ESP,CM,21-164,4,5,4,1,0,0,0,0,0,1,1,0,0,4,0,1,0,5,0,0,0,4,0,0,0,0
6,Frenkie de Jong,21.0,nl  NED,CM,23-257,90,79,79,0,0,0,7,0,2,0,0,0,0,73,3,3,8,71,0,0,0,66,1,1,2,3
7,Sergio Busquets,5.0,es  ESP,DM,32-192,90,96,92,4,4,0,5,0,0,0,0,0,0,85,6,5,14,78,3,0,1,88,0,4,1,1
8,Jordi Alba,18.0,es  ESP,LB,31-309,90,67,58,9,1,0,11,1,3,0,0,0,0,42,15,10,44,13,2,8,0,60,0,1,0,2
9,Samuel Umtiti,23.0,fr  FRA,CB,27-071,90,106,105,1,1,0,3,1,0,0,0,0,0,103,2,1,94,11,0,0,1,105,0,0,0,0
10,Ronald Araújo,4.0,uy  URU,CB,21-323,90,99,97,2,2,0,2,0,0,0,0,0,0,96,1,2,13,85,1,0,0,96,0,0,1,1
11,Óscar Mingueza,28.0,es  ESP,RB,21-256,90,65,58,7,0,0,3,1,3,0,0,0,0,51,7,7,5,52,1,7,0,54,0,2,0,4
12,Marc-André ter Stegen,1.0,de  GER,GK,28-269,90,28,22,6,3,0,1,1,0,0,0,0,0,27,1,0,6,20,0,0,2,27,0,0,1,0
13,13 Players,,,,,990,732,690,42,16,0,58,6,18,7,3,0,0,644,43,45,276,427,9,15,5,656,1,9,13,18
