,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Lucas Boyé,9.0,ar  ARG,FW,24-331,90,0,0,0,0,0,0,0,0,38,18,0,3,1,0.0,0.0,0.1,1,0,16,22,72.7,0,32,1,0,2
1,Emiliano Rigoni,22.0,ar  ARG,LM,27-355,74,0,0,0,0,1,1,0,0,33,10,2,0,4,0.5,0.5,0.0,2,0,18,20,90.0,2,28,3,0,1
2,Luismi,15.0,es  ESP,CM,28-264,16,0,0,0,0,0,0,0,0,4,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,3,0,0,0
3,Víctor Rodríguez,8.0,es  ESP,CM,31-185,81,0,0,0,0,0,0,0,0,36,16,0,3,1,0.0,0.0,0.0,0,0,27,31,87.1,1,29,0,2,2
4,Nino,7.0,es  ESP,CM,40-228,9,0,0,0,0,0,0,0,0,5,1,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,4,0,0,0
5,Raúl Guti,14.0,es  ESP,CM,24-025,73,0,0,0,0,2,0,0,0,31,5,1,1,0,0.2,0.2,0.0,0,0,21,23,91.3,2,23,2,1,2
6,Tete Morente,11.0,es  ESP,LM,24-051,17,0,0,0,0,0,0,0,0,10,5,1,0,1,0.0,0.0,0.0,0,0,3,4,75.0,0,6,0,0,0
7,Josan,17.0,es  ESP,RM,31-052,90,0,0,0,0,1,1,0,0,29,9,0,0,3,0.1,0.1,0.0,0,0,10,20,50.0,0,24,4,1,2
8,Iván Marcone,4.0,ar  ARG,DM,30-235,90,0,0,0,0,0,0,0,0,43,15,0,0,2,0.0,0.0,0.0,0,0,34,38,89.5,1,32,1,0,0
9,Johan Mojica,25.0,co  COL,LB,28-156,90,0,0,0,0,0,0,0,0,52,14,4,2,1,0.0,0.0,0.2,1,0,30,44,68.2,0,37,5,0,0
10,Diego González,2.0,es  ESP,CB,25-362,90,0,0,0,0,0,0,0,0,49,8,0,1,3,0.0,0.0,0.0,0,0,37,42,88.1,0,32,1,1,1
11,Gonzalo Verdú,5.0,es  ESP,CB,32-095,90,0,0,0,0,0,0,0,0,59,8,2,2,1,0.0,0.0,0.0,1,0,46,54,85.2,1,45,1,0,0
12,Antonio Barragán,19.0,es  ESP,RB,33-226,90,0,0,0,0,0,0,0,0,51,14,2,2,2,0.0,0.0,0.0,0,0,38,43,88.4,3,30,3,0,0
13,Édgar Badía,13.0,es  ESP,GK,28-347,90,0,0,0,0,0,0,0,0,52,0,0,0,0,0.0,0.0,0.0,0,0,40,49,81.6,0,25,0,0,0
14,14 Players,,,,,990,0,0,0,0,4,2,0,0,492,128,12,14,19,0.8,0.8,0.2,5,0,327,398,82.2,10,350,21,5,10
