,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Antoine Griezmann,7.0,fr  FRA,FW,29-309,90,29,38,76.3,479,48,15,18,83.3,13,16,81.3,1,2,50.0,0,0.2,1,2,1,0,3
1,Martin Braithwaite,9.0,dk  DEN,LW,29-233,90,22,26,84.6,263,27,17,19,89.5,5,6,83.3,0,0,,0,0.1,1,1,0,0,0
2,Ousmane Dembélé,11.0,fr  FRA,RW,23-254,73,40,52,76.9,711,226,19,21,90.5,15,19,78.9,5,7,71.4,0,0.3,2,5,2,0,5
3,Francisco Trincão,17.0,pt  POR,RW,21-026,17,16,17,94.1,257,48,10,10,100.0,3,3,100.0,2,3,66.7,0,0.0,0,0,2,0,2
4,Pedri,16.0,es  ESP,CM,18-060,86,49,54,90.7,835,151,25,26,96.2,17,19,89.5,5,5,100.0,0,0.2,4,4,2,0,6
5,Riqui Puig,12.0,es  ESP,CM,21-164,4,4,5,80.0,70,24,2,2,100.0,2,2,100.0,0,1,0.0,0,0.0,0,0,0,0,0
6,Frenkie de Jong,21.0,nl  NED,CM,23-257,90,66,79,83.5,1100,271,31,35,88.6,29,32,90.6,4,7,57.1,1,0.1,1,7,1,0,8
7,Sergio Busquets,5.0,es  ESP,DM,32-192,90,88,96,91.7,1540,389,43,45,95.6,34,34,100.0,8,12,66.7,0,0.0,1,19,0,0,11
8,Jordi Alba,18.0,es  ESP,LB,31-309,90,60,67,89.6,1144,228,23,24,95.8,30,32,93.8,7,9,77.8,0,0.0,1,4,1,1,4
9,Samuel Umtiti,23.0,fr  FRA,CB,27-071,90,105,106,99.1,1978,556,33,33,100.0,65,65,100.0,7,8,87.5,0,0.0,1,3,0,0,5
10,Ronald Araújo,4.0,uy  URU,CB,21-323,90,96,99,97.0,1773,351,33,34,97.1,58,58,100.0,4,6,66.7,0,0.0,0,6,0,0,4
11,Óscar Mingueza,28.0,es  ESP,RB,21-256,90,54,65,83.1,944,258,25,29,86.2,23,26,88.5,5,9,55.6,0,0.0,0,5,0,0,1
12,Marc-André ter Stegen,1.0,de  GER,GK,28-269,90,27,28,96.4,674,378,4,4,100.0,15,16,93.8,8,8,100.0,0,0.0,0,0,0,0,0
13,13 Players,,,,,990,656,732,89.6,11768,2955,280,300,93.3,309,328,94.2,56,77,72.7,1,0.9,12,56,9,1,49
