,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes
479,Theo Walcott,eng  ENG,"FW,MF",Arsenal,25,1989,14,4,447,5.0,5,0,5,0,0,0,0,1.01,0.00,1.01,1.01,1.01
480,Kyle Walker,eng  ENG,DF,Tottenham,24,1990,15,15,1306,14.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
481,Ross Wallace,sco  SCO,"FW,MF",Burnley,29,1985,15,1,241,2.7,1,0,1,0,0,2,0,0.37,0.00,0.37,0.37,0.37
482,Jonathan Walters,ie  IRL,"FW,MF",Stoke City,30,1983,32,28,2419,26.9,8,4,8,0,0,5,0,0.30,0.15,0.45,0.30,0.45
483,Victor Wanyama,ke  KEN,MF,Southampton,23,1991,32,26,2360,26.2,3,1,3,0,0,10,0,0.11,0.04,0.15,0.11,0.15
484,Joel Ward,eng  ENG,"DF,MF",Crystal Palace,24,1989,37,37,3330,37.0,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03
485,Stephen Ward,ie  IRL,"DF,FW",Burnley,28,1985,9,7,624,6.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
486,James Ward-Prowse,eng  ENG,MF,Southampton,19,1994,25,16,1477,16.4,1,6,0,1,1,0,1,0.06,0.37,0.43,0.00,0.37
487,Marcin Wasilewski,pl  POL,DF,Leicester City,34,1980,25,22,1989,22.1,1,0,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05
488,Andreas Weimann,at  AUT,"FW,MF",Aston Villa,22,1991,31,20,1775,19.7,3,2,3,0,0,5,0,0.15,0.10,0.25,0.15,0.25
489,Ashley Westwood,eng  ENG,MF,Aston Villa,24,1990,27,25,2149,23.9,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04
490,Glenn Whelan,ie  IRL,MF,Stoke City,30,1984,28,26,2258,25.1,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
491,Connor Wickham,eng  ENG,"FW,MF",Sunderland,21,1993,36,31,2768,30.8,5,1,5,0,0,8,0,0.16,0.03,0.20,0.16,0.20
492,Ashley Williams,wal  WAL,DF,Swansea City,29,1984,37,37,3330,37.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
493,Jonny Williams,wal  WAL,MF,Crystal Palace,20,1993,2,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
494,Mike Williamson,eng  ENG,DF,Newcastle Utd,30,1983,31,27,2420,26.9,1,1,1,0,0,7,2,0.04,0.04,0.07,0.04,0.07
495,Willian,br  BRA,"FW,MF",Chelsea,25,1988,36,28,2402,26.7,2,3,2,0,0,3,0,0.07,0.11,0.19,0.07,0.19
496,Jack Wilshere,eng  ENG,MF,Arsenal,22,1992,14,9,729,8.1,2,1,2,0,0,4,0,0.25,0.12,0.37,0.25,0.37
497,James Wilson,eng  ENG,FW,Manchester Utd,18,1995,13,2,357,4.0,1,0,1,0,0,3,0,0.25,0.00,0.25,0.25,0.25
498,Marc Wilson,ie  IRL,"DF,MF",Stoke City,26,1987,27,25,2123,23.6,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00
499,Andre Wisdom,eng  ENG,DF,West Brom,21,1993,24,22,1972,21.9,0,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05
500,Philipp Wollscheid,de  GER,DF,Stoke City,25,1989,12,12,1006,11.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
501,Chris Wood,nz  NZL,FW,Leicester City,22,1991,7,0,114,1.3,1,0,1,0,0,0,0,0.79,0.00,0.79,0.79,0.79
502,Shaun Wright-Phillips,eng  ENG,"FW,MF",QPR,32,1981,4,1,129,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
503,Claudio Yacob,ar  ARG,MF,West Brom,27,1987,20,16,1393,15.5,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00
504,DeAndre Yedlin,us  USA,DF,Tottenham,21,1993,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
505,Maya Yoshida,jp  JPN,DF,Southampton,25,1988,22,18,1692,18.8,1,1,1,0,0,3,0,0.05,0.05,0.11,0.05,0.11
506,Ashley Young,eng  ENG,"DF,FW",Manchester Utd,29,1985,26,23,2065,22.9,2,5,2,0,0,5,0,0.09,0.22,0.31,0.09,0.31
507,Pablo Zabaleta,ar  ARG,"DF,MF",Manchester City,29,1985,29,29,2586,28.7,1,4,1,0,0,7,1,0.03,0.14,0.17,0.03,0.17
508,Wilfried Zaha,ci  CIV,"FW,MF",Crystal Palace,21,1992,31,23,1977,22.0,4,2,4,0,0,1,0,0.18,0.09,0.27,0.18,0.27
509,Bobby Zamora,eng  ENG,FW,QPR,33,1981,31,19,1779,19.8,3,4,3,0,0,4,0,0.15,0.20,0.35,0.15,0.35
510,Kurt Zouma,fr  FRA,DF,Chelsea,19,1994,15,7,647,7.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
511,Filip Đuričić,rs  SRB,"FW,MF",Southampton,22,1992,9,3,329,3.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
