,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes
0,Patrick van Aanholt,nl  NED,DF,Sunderland,23,1990,28,26,2307,25.6,0,5,0,0,0,4,0,0.00,0.20,0.20,0.00,0.20
1,Rolando Aarons,eng  ENG,MF,Newcastle Utd,18,1995,4,0,132,1.5,1,0,1,0,0,1,0,0.68,0.00,0.68,0.68,0.68
2,Mehdi Abeid,dz  ALG,MF,Newcastle Utd,21,1992,13,7,664,7.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
3,Charlie Adam,sco  SCO,MF,Stoke City,28,1985,29,15,1511,16.8,7,1,6,1,1,5,0,0.42,0.06,0.48,0.36,0.42
4,Emmanuel Adebayor,tg  TOG,FW,Tottenham,30,1984,13,9,813,9.0,2,1,2,0,0,1,0,0.22,0.11,0.33,0.22,0.33
5,Adrián,es  ESP,GK,West Ham,27,1987,38,38,3392,37.7,0,0,,,,3,1,0.00,0.00,0.00,,
6,Gabby Agbonlahor,eng  ENG,"FW,MF",Aston Villa,27,1986,34,30,2693,29.9,6,1,6,0,0,7,1,0.20,0.03,0.23,0.20,0.23
7,Sergio Agüero,ar  ARG,FW,Manchester City,26,1988,33,30,2531,28.1,26,8,21,5,6,4,0,0.92,0.28,1.21,0.75,1.03
8,Nathan Aké,nl  NED,"DF,MF",Chelsea,19,1995,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
9,Chuba Akpom,eng  ENG,FW,Arsenal,18,1995,3,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
10,Marc Albrighton,eng  ENG,"FW,MF",Leicester City,24,1989,18,10,1031,11.5,2,3,2,0,0,3,0,0.17,0.26,0.44,0.17,0.44
11,Antolín Alcaraz,py  PAR,DF,Everton,32,1982,8,6,527,5.9,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
12,Toby Alderweireld,be  BEL,DF,Southampton,25,1989,26,26,2261,25.1,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04
13,Joe Allen,wal  WAL,MF,Liverpool,24,1990,21,16,1470,16.3,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06
14,Jak Alnwick,eng  ENG,GK,Newcastle Utd,21,1993,6,5,495,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
15,Jozy Altidore,us  USA,FW,Sunderland,24,1989,11,2,311,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
16,Sone Aluko,ng  NGA,"FW,MF",Hull City,25,1989,25,13,1242,13.8,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07
17,Ricky Álvarez,ar  ARG,MF,Sunderland,26,1988,13,5,497,5.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
18,Morgan Amalfitano,fr  FRA,MF,West Ham,29,1985,24,14,1184,13.2,3,1,3,0,0,3,0,0.23,0.08,0.30,0.23,0.30
19,Jordi Amat,es  ESP,DF,Swansea City,22,1992,10,7,588,6.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
20,Sammy Ameobi,eng  ENG,"FW,MF",Newcastle Utd,22,1992,25,15,1418,15.8,2,2,2,0,0,2,0,0.13,0.13,0.25,0.13,0.25
21,Shola Ameobi,ng  NGA,FW,Crystal Palace,32,1981,4,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
22,Anderson,br  BRA,MF,Manchester Utd,26,1988,1,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
23,Victor Anichebe,ng  NGA,FW,West Brom,26,1988,21,11,1035,11.5,3,1,3,0,0,0,0,0.26,0.09,0.35,0.26,0.35
24,Vurnon Anita,cw  CUW,"DF,MF",Newcastle Utd,25,1989,19,17,1266,14.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
25,Scott Arfield,ca  CAN,MF,Burnley,25,1988,37,36,3202,35.6,2,2,2,0,1,6,0,0.06,0.06,0.11,0.06,0.11
26,Adam Armstrong,eng  ENG,"FW,MF",Newcastle Utd,17,1997,11,1,211,2.3,0,1,0,0,0,1,0,0.00,0.43,0.43,0.00,0.43
27,Marko Arnautović,at  AUT,"FW,MF",Stoke City,25,1989,29,20,1918,21.3,1,5,1,0,0,2,0,0.05,0.23,0.28,0.05,0.28
28,Mikel Arteta,es  ESP,MF,Arsenal,32,1982,7,6,447,5.0,0,1,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20
29,Oussama Assaidi,ma  MAR,"FW,MF",Stoke City,25,1988,9,1,231,2.6,0,1,0,0,0,1,0,0.00,0.39,0.39,0.00,0.39
30,Christian Atsu,gh  GHA,"FW,MF",Everton,22,1992,5,1,113,1.3,0,1,0,0,0,0,0,0.00,0.80,0.80,0.00,0.80
31,Charlie Austin,eng  ENG,FW,QPR,25,1989,35,35,3066,34.1,18,6,15,3,5,5,1,0.53,0.18,0.70,0.44,0.62
32,César Azpilicueta,es  ESP,DF,Chelsea,24,1989,29,29,2482,27.6,0,3,0,0,0,1,1,0.00,0.11,0.11,0.00,0.11
33,Leandro Bacuna,cw  CUW,"DF,MF",Aston Villa,22,1991,19,10,983,10.9,0,5,0,0,0,1,0,0.00,0.46,0.46,0.00,0.46
34,Leighton Baines,eng  ENG,DF,Everton,29,1984,31,31,2773,30.8,2,9,0,2,3,4,0,0.06,0.29,0.36,0.00,0.29
35,Chris Baird,nir  NIR,"DF,MF",West Brom,32,1982,19,9,806,9.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
36,Nathan Baker,eng  ENG,DF,Aston Villa,23,1991,11,8,764,8.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
37,Mario Balotelli,it  ITA,FW,Liverpool,23,1990,16,10,939,10.4,1,0,1,0,0,5,0,0.10,0.00,0.10,0.10,0.10
38,Barry Bannan,sco  SCO,MF,Crystal Palace,24,1989,7,2,138,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
39,Phil Bardsley,sco  SCO,DF,Stoke City,29,1985,25,24,2082,23.1,0,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04
40,Ross Barkley,eng  ENG,MF,Everton,20,1993,29,22,1961,21.8,2,2,2,0,1,1,0,0.09,0.09,0.18,0.09,0.18
41,Ashley Barnes,eng  ENG,FW,Burnley,24,1989,35,28,2416,26.8,5,2,5,0,0,5,1,0.19,0.07,0.26,0.19,0.26
42,Modou Barrow,gm  GAM,"FW,MF",Swansea City,21,1992,11,1,286,3.2,0,1,0,0,0,1,0,0.00,0.31,0.31,0.00,0.31
43,Gareth Barry,eng  ENG,MF,Everton,33,1981,33,33,2823,31.4,0,2,0,0,0,11,1,0.00,0.06,0.06,0.00,0.06
44,Kyle Bartley,eng  ENG,DF,Swansea City,23,1991,7,7,630,7.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
45,Joey Barton,eng  ENG,MF,QPR,31,1982,28,27,2349,26.1,1,3,1,0,0,11,1,0.04,0.11,0.15,0.04,0.15
46,Asmir Begović,ba  BIH,GK,Stoke City,27,1987,35,35,3150,35.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
47,Héctor Bellerín,es  ESP,"DF,MF",Arsenal,19,1995,20,17,1563,17.4,2,1,2,0,0,5,0,0.12,0.06,0.17,0.12,0.17
48,Hatem Ben Arfa,fr  FRA,"FW,MF",Hull City,27,1987,8,5,383,4.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
49,Darren Bent,eng  ENG,FW,Aston Villa,30,1984,7,0,83,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
50,Nabil Bentaleb,dz  ALG,MF,Tottenham,19,1994,26,25,2193,24.4,0,2,0,0,0,8,0,0.00,0.08,0.08,0.00,0.08
51,Christian Benteke,be  BEL,FW,Aston Villa,23,1990,29,26,2379,26.4,13,2,12,1,1,1,1,0.49,0.08,0.57,0.45,0.53
52,Saido Berahino,bi  BDI,"FW,MF",West Brom,20,1993,38,32,2924,32.5,14,1,10,4,4,2,0,0.43,0.03,0.46,0.31,0.34
53,Ryan Bertrand,eng  ENG,"DF,MF",Southampton,24,1989,34,34,3054,33.9,2,2,2,0,0,3,1,0.06,0.06,0.12,0.06,0.12
54,Muhamed Bešić,ba  BIH,"DF,MF",Everton,21,1992,23,15,1284,14.3,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00
55,Mame Biram Diouf,sn  SEN,"FW,MF",Stoke City,26,1987,34,28,2433,27.0,11,3,11,0,0,7,0,0.41,0.11,0.52,0.41,0.52
56,Tyler Blackett,eng  ENG,DF,Manchester Utd,20,1994,11,6,654,7.3,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00
57,Sebastián Blanco,ar  ARG,"FW,MF",West Brom,26,1988,3,0,39,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
58,Daley Blind,nl  NED,"DF,MF",Manchester Utd,24,1990,25,25,2169,24.1,2,2,2,0,0,4,0,0.08,0.08,0.17,0.08,0.17
59,Yannick Bolasie,cd  COD,"FW,MF",Crystal Palace,25,1989,34,31,2769,30.8,4,6,4,0,0,3,0,0.13,0.20,0.33,0.13,0.33
60,Fabio Borini,it  ITA,"FW,MF",Liverpool,23,1991,12,3,397,4.4,1,1,1,0,0,2,1,0.23,0.23,0.45,0.23,0.45
61,Dedryck Boyata,be  BEL,DF,Manchester City,23,1990,2,1,92,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
62,Robbie Brady,ie  IRL,"DF,FW",Hull City,22,1992,27,17,1759,19.5,0,2,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10
63,Liam Bridcutt,sco  SCO,"DF,MF",Sunderland,25,1989,18,10,912,10.1,0,2,0,0,0,7,1,0.00,0.20,0.20,0.00,0.20
64,Leon Britton,eng  ENG,MF,Swansea City,31,1982,9,7,534,5.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
65,Izzy Brown,eng  ENG,"FW,MF",Chelsea,17,1997,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
66,Wes Brown,eng  ENG,DF,Sunderland,34,1979,25,23,1993,22.1,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00
67,Tyias Browning,cn  CHN,DF,Everton,20,1994,2,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
68,Alex Bruce,nir  NIR,DF,Hull City,29,1984,22,17,1449,16.1,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06
69,Chris Brunt,nir  NIR,"DF,MF",West Brom,29,1984,34,33,2894,32.2,2,9,2,0,0,5,0,0.06,0.28,0.34,0.06,0.34
70,Will Buckley,eng  ENG,"FW,MF",Sunderland,24,1989,22,9,876,9.7,0,2,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21
71,Reece Burke,eng  ENG,DF,West Ham,17,1996,5,4,415,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
72,Jack Butland,eng  ENG,GK,Stoke City,21,1993,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
73,Willy Caballero,ar  ARG,GK,Manchester City,32,1981,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
74,Rémy Cabella,fr  FRA,"FW,MF",Newcastle Utd,24,1990,31,21,1943,21.6,1,2,1,0,0,2,0,0.05,0.09,0.14,0.05,0.14
75,Gary Cahill,eng  ENG,DF,Chelsea,28,1985,36,33,2986,33.2,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06
76,Esteban Cambiasso,ar  ARG,MF,Leicester City,33,1980,31,27,2415,26.8,5,1,5,0,0,1,0,0.19,0.04,0.22,0.19,0.22
77,Geoff Cameron,us  USA,"DF,MF",Stoke City,29,1985,27,21,2138,23.8,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04
78,Fraizer Campbell,eng  ENG,FW,Crystal Palace,26,1987,20,13,1172,13.0,4,0,4,0,0,5,0,0.31,0.00,0.31,0.31,0.31
79,Joel Campbell,cr  CRC,"FW,MF",Arsenal,22,1992,4,0,41,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
80,Emre Can,de  GER,"DF,MF",Liverpool,20,1994,27,23,2065,22.9,1,0,1,0,0,3,1,0.04,0.00,0.04,0.04,0.04
81,Étienne Capoue,fr  FRA,MF,Tottenham,26,1988,12,11,897,10.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
82,Michael Carrick,eng  ENG,MF,Manchester Utd,33,1981,18,16,1457,16.2,1,2,1,0,0,1,0,0.06,0.12,0.19,0.06,0.19
83,Andy Carroll,eng  ENG,FW,West Ham,25,1989,14,12,1024,11.4,5,1,5,0,0,2,0,0.44,0.09,0.53,0.44,0.53
84,Tom Carroll,eng  ENG,MF,Swansea City,22,1992,13,8,692,7.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
85,Lee Cattermole,eng  ENG,MF,Sunderland,26,1988,28,26,2357,26.2,1,0,1,0,0,14,0,0.04,0.00,0.04,0.04,0.04
86,Steven Caulker,eng  ENG,DF,QPR,22,1991,35,34,3015,33.5,1,0,1,0,0,1,0,0.03,0.00,0.03,0.03,0.03
87,Santi Cazorla,es  ESP,MF,Arsenal,29,1984,37,33,2990,33.2,7,11,1,6,6,5,0,0.21,0.33,0.54,0.03,0.36
88,Petr Čech,cz  CZE,GK,Chelsea,32,1982,7,6,607,6.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
89,Nacer Chadli,be  BEL,"FW,MF",Tottenham,24,1989,35,28,2406,26.7,11,5,11,0,0,3,0,0.41,0.19,0.60,0.41,0.60
90,Nathaniel Chalobah,eng  ENG,"DF,MF",Burnley,19,1994,4,0,69,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
91,Marouane Chamakh,ma  MAR,FW,Crystal Palace,30,1984,18,15,1149,12.8,2,0,2,0,0,4,0,0.16,0.00,0.16,0.16,0.16
92,Calum Chambers,eng  ENG,"DF,MF",Arsenal,19,1995,23,17,1573,17.5,1,0,1,0,0,8,1,0.06,0.00,0.06,0.06,0.06
93,James Chester,wal  WAL,DF,Hull City,25,1989,23,23,1872,20.8,2,0,2,0,0,5,1,0.10,0.00,0.10,0.10,0.10
94,Vlad Chiricheș,ro  ROU,DF,Tottenham,24,1989,10,8,708,7.9,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00
95,Andreas Christensen,dk  DEN,DF,Chelsea,18,1996,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
96,Lee Chung-yong,kr  KOR,"FW,MF",Crystal Palace,26,1988,3,1,92,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
97,Papiss Cissé,sn  SEN,FW,Newcastle Utd,29,1985,22,11,1158,12.9,11,1,10,1,1,1,0,0.85,0.08,0.93,0.78,0.85
98,Aly Cissokho,fr  FRA,DF,Aston Villa,26,1987,25,24,2128,23.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
99,Ciaran Clark,ie  IRL,"DF,MF",Aston Villa,24,1989,25,22,1991,22.1,1,2,1,0,0,9,1,0.05,0.09,0.14,0.05,0.14
100,Gaël Clichy,fr  FRA,DF,Manchester City,29,1985,23,23,2057,22.9,1,3,1,0,0,1,0,0.04,0.13,0.18,0.04,0.18
101,Nathaniel Clyne,eng  ENG,DF,Southampton,23,1991,35,35,3146,35.0,2,0,2,0,0,4,0,0.06,0.00,0.06,0.06,0.06
102,Sebastián Coates,uy  URU,DF,Sunderland,23,1990,9,8,823,9.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
103,Jack Colback,eng  ENG,MF,Newcastle Utd,24,1989,35,35,3128,34.8,4,6,4,0,0,12,0,0.12,0.17,0.29,0.12,0.29
104,Carlton Cole,eng  ENG,FW,West Ham,30,1983,23,8,912,10.1,2,0,2,0,0,2,0,0.20,0.00,0.20,0.20,0.20
105,Joe Cole,eng  ENG,MF,Aston Villa,32,1981,12,3,284,3.2,1,1,1,0,0,0,0,0.32,0.32,0.63,0.32,0.63
106,Séamus Coleman,ie  IRL,"DF,MF",Everton,25,1988,35,34,3066,34.1,3,2,3,0,0,5,0,0.09,0.06,0.15,0.09,0.15
107,James Collins,wal  WAL,DF,West Ham,30,1983,27,21,1882,20.9,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00
108,Fabricio Coloccini,ar  ARG,"DF,MF",Newcastle Utd,32,1982,32,32,2836,31.5,1,0,1,0,0,3,1,0.03,0.00,0.03,0.03,0.03
109,Brandon Comley,ms  MSR,MF,QPR,18,1995,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
110,Francis Coquelin,fr  FRA,"DF,MF",Arsenal,23,1991,22,19,1661,18.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
111,Diego Costa,es  ESP,FW,Chelsea,25,1988,26,24,2068,23.0,20,3,19,1,1,8,0,0.87,0.13,1.00,0.83,0.96
112,Thibaut Courtois,be  BEL,GK,Chelsea,22,1992,32,32,2813,31.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
113,Philippe Coutinho,br  BRA,"FW,MF",Liverpool,22,1992,35,32,2792,31.0,5,5,5,0,0,3,0,0.16,0.16,0.32,0.16,0.32
114,Aaron Cresswell,eng  ENG,"DF,MF",West Ham,24,1989,38,38,3420,38.0,2,4,2,0,0,5,0,0.05,0.11,0.16,0.05,0.16
115,Peter Crouch,eng  ENG,FW,Stoke City,33,1981,33,17,1685,18.7,8,2,8,0,0,4,0,0.43,0.11,0.53,0.43,0.53
116,Juan Cuadrado,co  COL,"DF,FW",Chelsea,26,1988,12,4,315,3.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
117,Scott Dann,eng  ENG,DF,Crystal Palace,27,1987,34,34,2920,32.4,2,3,2,0,0,6,0,0.06,0.09,0.15,0.06,0.15
118,Jason Davidson,au  AUS,"DF,MF",West Brom,23,1991,2,1,102,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
119,Ben Davies,wal  WAL,"DF,MF",Tottenham,21,1993,14,9,895,9.9,0,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10
120,Curtis Davies,eng  ENG,DF,Hull City,29,1985,21,21,1812,20.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
121,Kelvin Davis,eng  ENG,GK,Southampton,37,1976,7,6,617,6.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
122,Steven Davis,nir  NIR,MF,Southampton,29,1985,35,32,2637,29.3,0,2,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07
123,Craig Dawson,eng  ENG,DF,West Brom,24,1990,29,29,2590,28.8,2,0,2,0,0,6,0,0.07,0.00,0.07,0.07,0.07
124,Michael Dawson,eng  ENG,DF,Hull City,30,1983,28,28,2432,27.0,1,0,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04
125,Ritchie De Laet,be  BEL,DF,Leicester City,25,1988,26,20,1883,20.9,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05
126,Mathieu Debuchy,fr  FRA,DF,Arsenal,29,1985,10,10,805,8.9,1,0,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11
127,Jermain Defoe,eng  ENG,FW,Sunderland,31,1982,17,17,1451,16.1,4,0,4,0,0,1,0,0.25,0.00,0.25,0.25,0.25
128,Damien Delaney,ie  IRL,DF,Crystal Palace,33,1981,29,28,2434,27.0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00
129,Fabian Delph,eng  ENG,"DF,MF",Aston Villa,24,1989,28,27,2434,27.0,0,3,0,0,0,1,1,0.00,0.11,0.11,0.00,0.11
130,Mousa Dembélé,be  BEL,MF,Tottenham,27,1987,26,10,1146,12.7,1,1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16
131,Guy Demel,ci  CIV,"DF,MF",West Ham,33,1981,6,3,258,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
132,Martín Demichelis,ar  ARG,"DF,MF",Manchester City,33,1980,31,28,2562,28.5,1,0,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04
133,Ángel Di María,ar  ARG,"FW,MF",Manchester Utd,26,1988,27,20,1639,18.2,3,10,3,0,0,1,0,0.16,0.55,0.71,0.16,0.71
134,Eric Dier,eng  ENG,"DF,MF",Tottenham,20,1994,28,25,2293,25.5,2,2,2,0,0,4,0,0.08,0.08,0.16,0.08,0.16
135,Sylvain Distin,fr  FRA,DF,Everton,36,1977,13,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
136,Graham Dorrans,sco  SCO,"FW,MF",West Brom,27,1987,21,19,1587,17.6,1,3,1,0,1,5,0,0.06,0.17,0.23,0.06,0.23
137,Michael Doughty,wal  WAL,MF,QPR,21,1992,3,0,54,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
138,Stewart Downing,eng  ENG,"FW,MF",West Ham,30,1984,37,37,3312,36.8,6,8,6,0,0,3,0,0.16,0.22,0.38,0.16,0.38
139,Kevin Doyle,ie  IRL,FW,Crystal Palace,30,1983,3,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
140,Danny Drinkwater,eng  ENG,MF,Leicester City,24,1990,23,16,1488,16.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
141,Didier Drogba,ci  CIV,FW,Chelsea,36,1978,28,8,869,9.7,4,1,4,0,0,5,0,0.41,0.10,0.52,0.41,0.52
142,Michael Duff,nir  NIR,DF,Burnley,36,1978,21,21,1808,20.1,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00
143,Paul Dummett,wal  WAL,DF,Newcastle Utd,22,1991,25,24,2107,23.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
144,Richard Dunne,ie  IRL,DF,QPR,34,1979,23,22,1870,20.8,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00
145,Nathan Dyer,eng  ENG,"FW,MF",Swansea City,26,1987,32,23,1862,20.7,3,3,3,0,0,2,0,0.15,0.15,0.29,0.15,0.29
146,Edin Džeko,ba  BIH,FW,Manchester City,28,1986,22,11,932,10.4,4,2,4,0,0,1,0,0.39,0.19,0.58,0.39,0.58
147,Eljero Elia,nl  NED,"FW,MF",Southampton,27,1987,16,9,787,8.7,2,0,2,0,0,2,0,0.23,0.00,0.23,0.23,0.23
148,Rob Elliot,ie  IRL,GK,Newcastle Utd,28,1986,3,3,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
149,Ahmed Elmohamady,eg  EGY,"DF,MF",Hull City,26,1987,38,38,3419,38.0,2,5,2,0,0,4,0,0.05,0.13,0.18,0.05,0.18
150,Marvin Emnes,nl  NED,"FW,MF",Swansea City,26,1988,17,3,514,5.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
151,José Enrique,es  ESP,DF,Liverpool,28,1986,4,2,205,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
152,Christian Eriksen,dk  DEN,"FW,MF",Tottenham,22,1992,38,37,3131,34.8,10,2,10,0,0,4,0,0.29,0.06,0.34,0.29,0.34
153,Samuel Eto'o,cm  CMR,FW,Everton,33,1981,14,8,787,8.7,3,1,3,0,0,1,0,0.34,0.11,0.46,0.34,0.46
154,Jonny Evans,nir  NIR,DF,Manchester Utd,26,1988,14,12,1090,12.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
155,Łukasz Fabiański,pl  POL,GK,Swansea City,29,1985,37,37,3308,36.8,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
156,Cesc Fàbregas,es  ESP,"FW,MF",Chelsea,27,1987,34,33,2883,32.0,3,18,3,0,0,11,1,0.09,0.56,0.66,0.09,0.66
157,Radamel Falcao,co  COL,FW,Manchester Utd,28,1986,26,14,1287,14.3,4,4,4,0,0,2,0,0.28,0.28,0.56,0.28,0.56
158,Alejandro Faurlín,ar  ARG,MF,QPR,27,1986,2,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
159,Federico Fazio,ar  ARG,DF,Tottenham,27,1987,20,20,1777,19.7,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
160,Marouane Fellaini,be  BEL,MF,Manchester Utd,26,1987,27,19,1831,20.3,6,0,6,0,0,5,1,0.29,0.00,0.29,0.29,0.29
161,Leroy Fer,nl  NED,MF,QPR,24,1990,29,27,2360,26.2,6,2,6,0,0,4,0,0.23,0.08,0.31,0.23,0.31
162,Rio Ferdinand,eng  ENG,DF,QPR,35,1978,11,11,990,11.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
163,Federico Fernández,ar  ARG,DF,Swansea City,25,1989,28,27,2475,27.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
164,Fernandinho,br  BRA,"DF,MF",Manchester City,29,1985,33,25,2267,25.2,3,3,3,0,0,7,0,0.12,0.12,0.24,0.12,0.24
165,Fernando,br  BRA,MF,Manchester City,27,1987,25,22,1879,20.9,2,2,2,0,0,6,0,0.10,0.10,0.19,0.10,0.19
166,Maynor Figueroa,hn  HON,DF,Hull City,31,1983,3,2,209,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
167,Mathieu Flamini,fr  FRA,MF,Arsenal,30,1984,23,15,1460,16.2,1,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12
168,Steven Fletcher,sco  SCO,FW,Sunderland,27,1987,30,20,1784,19.8,5,2,5,0,0,4,0,0.25,0.10,0.35,0.25,0.35
169,José Fonte,pt  POR,DF,Southampton,30,1983,37,37,3330,37.0,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03
170,Fraser Forster,eng  ENG,GK,Southampton,26,1988,30,30,2623,29.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
171,Ben Foster,eng  ENG,GK,West Brom,31,1983,28,28,2485,27.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
172,Zeki Fryers,eng  ENG,DF,Crystal Palace,21,1992,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
173,Jay Fulton,sco  SCO,MF,Swansea City,20,1994,2,1,115,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
174,Darnell Furlong,eng  ENG,DF,QPR,18,1995,3,3,225,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
175,Brendan Galloway,eng  ENG,DF,Everton,18,1996,2,2,173,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
176,Cristian Gamboa,cr  CRC,"DF,MF",West Brom,24,1989,10,1,242,2.7,0,1,0,0,0,1,0,0.00,0.37,0.37,0.00,0.37
177,Dominic Gape,eng  ENG,MF,Southampton,19,1994,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
