,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance
266,Niko Kranjčar,hr  CRO,MF,QPR,29,1984,12.4,2,0,,24,,,,,,,,
267,Bojan Krkić,es  ESP,"FW,MF",Stoke City,23,1990,13.4,2,0,,7,,,,,,,,
268,Tim Krul,nl  NED,GK,Newcastle Utd,26,1988,30.0,1,0,,0,,,,,,,,
269,Daniel Lafferty,nir  NIR,DF,Burnley,25,1989,0.2,0,0,,1,,,,,,,,
270,Adam Lallana,eng  ENG,"FW,MF",Liverpool,26,1988,19.8,4,0,,25,,,,,,,,
271,Rickie Lambert,eng  ENG,FW,Liverpool,32,1982,9.3,2,0,,12,,,,,,,,
272,Érik Lamela,ar  ARG,"FW,MF",Tottenham,22,1992,25.5,6,0,,50,,,,,,,,
273,Frank Lampard,eng  ENG,MF,Manchester City,36,1978,11.1,1,0,,7,,,,,,,,
274,Seb Larsson,se  SWE,MF,Sunderland,29,1985,33.9,10,0,,50,,,,,,,,
275,Tom Lawrence,wal  WAL,"FW,MF",Leicester City,20,1994,0.6,0,0,,1,,,,,,,,
276,Joe Ledley,wal  WAL,MF,Crystal Palace,27,1987,28.6,0,0,,14,,,,,,,,
277,Elliot Lee,eng  ENG,"FW,MF",West Ham,19,1994,0.2,0,0,,0,,,,,,,,
278,Lucas Leiva,br  BRA,MF,Liverpool,27,1987,14.6,4,0,,28,,,,,,,,
279,Joleon Lescott,eng  ENG,DF,West Brom,31,1982,34.0,3,0,,25,,,,,,,,
280,Jesse Lingard,eng  ENG,"FW,MF",Manchester Utd,21,1992,0.3,0,0,,1,,,,,,,,
281,Jake Livermore,eng  ENG,MF,Hull City,24,1989,33.6,10,0,,52,,,,,,,,
282,Hugo Lloris,fr  FRA,GK,Tottenham,27,1986,34.0,0,0,,0,,,,,,,,
283,Ruben Loftus-Cheek,eng  ENG,MF,Chelsea,18,1996,1.5,0,0,,3,,,,,,,,
284,Kevin Long,ie  IRL,DF,Burnley,23,1990,0.2,0,0,,0,,,,,,,,
285,Shane Long,ie  IRL,FW,Southampton,27,1987,17.2,2,0,,27,,,,,,,,
286,Dejan Lovren,hr  CRO,DF,Liverpool,25,1989,22.6,4,0,,18,,,,,,,,
287,Matthew Lowton,eng  ENG,DF,Aston Villa,25,1989,8.4,2,0,,8,,,,,,,,
288,Filipe Luís,br  BRA,DF,Chelsea,28,1985,10.5,1,0,,18,,,,,,,,
289,Romelu Lukaku,be  BEL,FW,Everton,21,1993,31.9,1,0,,29,,,,,,,,
290,Harry Maguire,eng  ENG,DF,Hull City,21,1993,1.0,1,0,,4,,,,,,,,
291,Riyad Mahrez,dz  ALG,"FW,MF",Leicester City,23,1991,23.1,0,0,,27,,,,,,,,
292,Ainsley Maitland-Niles,eng  ENG,"DF,FW",Arsenal,16,1997,0.0,0,0,,0,,,,,,,,
293,Mikael Mandron,fr  FRA,FW,Sunderland,19,1994,0.1,0,0,,0,,,,,,,,
294,Sadio Mané,sn  SEN,"FW,MF",Southampton,22,1992,23.7,5,0,,35,,,,,,,,
295,Eliaquim Mangala,fr  FRA,DF,Manchester City,23,1991,24.3,4,1,,21,,,,,,,,
296,Vito Mannone,it  ITA,GK,Sunderland,26,1988,10.0,0,0,,0,,,,,,,,
297,Javier Manquillo,es  ESP,DF,Liverpool,20,1994,8.4,3,0,,3,,,,,,,,
298,Adrian Mariappa,jm  JAM,DF,Crystal Palace,27,1986,9.4,3,0,,12,,,,,,,,
299,Lazar Marković,rs  SRB,"FW,MF",Liverpool,20,1994,10.4,0,0,,10,,,,,,,,
300,Dean Marney,eng  ENG,MF,Burnley,30,1984,18.7,6,0,,19,,,,,,,,
301,Emiliano Martínez,ar  ARG,GK,Arsenal,21,1992,3.4,0,0,,0,,,,,,,,
302,Ryan Mason,eng  ENG,MF,Tottenham,23,1991,25.7,10,0,,26,,,,,,,,
303,Juan Mata,es  ESP,"FW,MF",Manchester Utd,26,1988,25.6,2,0,,28,,,,,,,,
304,Nemanja Matić,rs  SRB,MF,Chelsea,25,1988,34.7,10,1,,48,,,,,,,,
305,Emmanuel Mayuka,zm  ZAM,FW,Southampton,23,1990,0.6,0,0,,2,,,,,,,,
306,James McArthur,sco  SCO,MF,Crystal Palace,26,1987,28.9,6,0,,43,,,,,,,,
307,Gareth McAuley,nir  NIR,DF,West Brom,34,1979,23.0,2,1,,10,,,,,,,,
308,Alex McCarthy,eng  ENG,GK,QPR,24,1989,2.6,0,0,,0,,,,,,,,
309,James McCarthy,ie  IRL,MF,Everton,23,1990,26.7,7,0,,31,,,,,,,,
310,Jason McCarthy,eng  ENG,DF,Southampton,18,1995,0.0,0,0,,0,,,,,,,,
311,Aiden McGeady,ie  IRL,"FW,MF",Everton,28,1986,9.8,1,0,,16,,,,,,,,
312,Allan McGregor,sco  SCO,GK,Hull City,32,1982,26.0,0,0,,0,,,,,,,,
313,Callum McManaman,eng  ENG,"FW,MF",West Brom,23,1991,3.8,1,0,,5,,,,,,,,
314,Paddy McNair,nir  NIR,"DF,MF",Manchester Utd,19,1995,11.4,2,0,,8,,,,,,,,
315,Paul McShane,ie  IRL,DF,Hull City,28,1986,18.8,2,0,,13,,,,,,,,
316,Ben Mee,eng  ENG,DF,Burnley,24,1989,32.1,10,0,,28,,,,,,,,
317,Per Mertesacker,de  GER,DF,Arsenal,29,1984,35.0,2,0,,8,,,,,,,,
318,David Meyler,ie  IRL,MF,Hull City,25,1989,19.2,7,1,,34,,,,,,,,
319,Simon Mignolet,be  BEL,GK,Liverpool,26,1988,35.8,0,0,,0,,,,,,,,
320,James Milner,eng  ENG,"DF,MF",Manchester City,28,1986,19.4,6,0,,28,,,,,,,,
321,Kevin Mirallas,be  BEL,"FW,MF",Everton,26,1987,15.8,3,0,,15,,,,,,,,
322,Nacho Monreal,es  ESP,DF,Arsenal,28,1986,25.7,3,0,,24,,,,,,,,
323,Jefferson Montero,ec  ECU,"FW,MF",Swansea City,24,1989,17.5,0,0,,12,,,,,,,,
324,Liam Moore,jm  JAM,DF,Leicester City,21,1993,10.4,4,0,,8,,,,,,,,
325,Alberto Moreno,es  ESP,"DF,MF",Liverpool,22,1992,25.0,6,0,,36,,,,,,,,
326,Wes Morgan,jm  JAM,DF,Leicester City,30,1984,36.5,1,1,,29,,,,,,,,
327,James Morrison,sco  SCO,"FW,MF",West Brom,28,1986,28.4,3,0,,30,,,,,,,,
328,Ravel Morrison,jm  JAM,MF,West Ham,21,1993,0.4,0,0,,0,,,,,,,,
329,Victor Moses,ng  NGA,"DF,FW",Stoke City,23,1990,16.0,3,0,,20,,,,,,,,
330,Youssouf Mulumbu,cd  COD,MF,West Brom,27,1987,10.0,1,1,,26,,,,,,,,
331,Marc Muniesa,es  ESP,"DF,MF",Stoke City,22,1992,15.4,3,0,,18,,,,,,,,
332,Glenn Murray,eng  ENG,FW,Crystal Palace,30,1983,9.7,4,1,,28,,,,,,,,
333,Boaz Myhill,wal  WAL,GK,West Brom,31,1982,10.4,1,0,,0,,,,,,,,
334,Dame N'Doye,sn  SEN,FW,Hull City,29,1985,13.3,3,0,,32,,,,,,,,
335,Charles N'Zogbia,fr  FRA,"DF,FW",Aston Villa,28,1986,15.8,3,0,,31,,,,,,,,
336,Steven Naismith,sco  SCO,"FW,MF",Everton,27,1986,22.9,8,0,,40,,,,,,,,
337,Nani,pt  POR,"FW,MF",Manchester Utd,27,1986,0.5,0,0,,0,,,,,,,,
338,Samir Nasri,fr  FRA,"FW,MF",Manchester City,27,1987,17.4,5,0,,13,,,,,,,,
339,Jesús Navas,es  ESP,"DF,MF",Manchester City,28,1985,25.0,3,0,,22,,,,,,,,
340,Nenê,br  BRA,"FW,MF",West Ham,33,1981,1.5,0,0,,0,,,,,,,,
341,Mark Noble,eng  ENG,MF,West Ham,27,1987,25.6,4,0,,34,,,,,,,,
342,Kevin Nolan,eng  ENG,MF,West Ham,32,1982,19.4,2,0,,22,,,,,,,,
343,David Nugent,eng  ENG,FW,Leicester City,29,1985,19.0,3,0,,23,,,,,,,,
344,Steven Nzonzi,fr  FRA,MF,Stoke City,25,1988,37.5,2,0,,31,,,,,,,,
345,Joey O'Brien,ie  IRL,"DF,MF",West Ham,28,1986,5.8,2,0,,8,,,,,,,,
346,Stuart O'Keefe,eng  ENG,MF,Crystal Palace,23,1991,0.9,0,0,,3,,,,,,,,
347,John O'Shea,ie  IRL,"DF,MF",Sunderland,33,1981,36.3,4,0,,28,,,,,,,,
348,Gabriel Obertan,fr  FRA,"FW,MF",Newcastle Utd,25,1989,7.2,0,0,,3,,,,,,,,
349,John Obi Mikel,ng  NGA,MF,Chelsea,27,1987,7.8,1,0,,14,,,,,,,,
350,Peter Odemwingie,ng  NGA,FW,Stoke City,33,1981,2.2,0,0,,1,,,,,,,,
351,Jores Okore,dk  DEN,DF,Aston Villa,21,1992,22.3,6,0,,19,,,,,,,,
352,Nélson Oliveira,pt  POR,FW,Swansea City,22,1991,4.3,0,0,,5,,,,,,,,
353,Jonas Olsson,se  SWE,DF,West Brom,31,1983,9.2,2,0,,6,,,,,,,,
354,Nedum Onuoha,eng  ENG,DF,QPR,27,1986,21.4,3,1,,22,,,,,,,,
355,Oscar,br  BRA,MF,Chelsea,22,1991,22.4,5,0,,34,,,,,,,,
356,Leon Osman,eng  ENG,MF,Everton,33,1981,14.2,0,0,,17,,,,,,,,
357,David Ospina,co  COL,GK,Arsenal,25,1988,18.0,0,0,,0,,,,,,,,
358,Bryan Oviedo,cr  CRC,"DF,MF",Everton,24,1990,3.6,3,0,,6,,,,,,,,
359,Alex Oxlade-Chamberlain,eng  ENG,MF,Arsenal,20,1993,16.6,4,0,,14,,,,,,,,
360,Mesut Özil,de  GER,MF,Arsenal,25,1988,20.6,0,0,,10,,,,,,,,
361,Costel Pantilimon,ro  ROU,GK,Sunderland,27,1987,28.0,2,0,,0,,,,,,,,
362,Paulinho,br  BRA,MF,Tottenham,26,1988,5.4,3,0,,11,,,,,,,,
363,Gabriel Paulista,br  BRA,DF,Arsenal,23,1990,3.9,0,0,,3,,,,,,,,
364,Graziano Pellè,it  ITA,FW,Southampton,29,1985,36.5,6,0,,70,,,,,,,,
365,Andreas Pereira,br  BRA,MF,Manchester Utd,18,1996,0.2,0,0,,1,,,,,,,,
366,Ayoze Pérez,es  ESP,"FW,MF",Newcastle Utd,21,1993,26.3,0,0,,31,,,,,,,,
367,Robin van Persie,nl  NED,FW,Manchester Utd,30,1983,23.4,5,0,,34,,,,,,,,
368,Matt Phillips,sco  SCO,MF,QPR,23,1991,20.2,1,0,,19,,,,,,,,
369,Steven Pienaar,za  RSA,MF,Everton,32,1982,3.5,1,0,,7,,,,,,,,
370,Erik Pieters,nl  NED,"DF,MF",Stoke City,25,1988,28.5,8,0,,45,,,,,,,,
371,Sébastien Pocognoli,be  BEL,"DF,MF",West Brom,26,1987,13.4,1,0,,20,,,,,,,,
372,Lukas Podolski,de  GER,"FW,MF",Arsenal,29,1985,1.2,0,0,,1,,,,,,,,
373,Nick Powell,eng  ENG,"FW,MF",Leicester City,20,1994,0.5,0,0,,0,,,,,,,,
374,Diego Poyet,uy  URU,MF,West Ham,19,1995,1.0,1,0,,2,,,,,,,,
375,José Pozo,es  ESP,"FW,MF",Manchester City,18,1996,1.5,0,0,,2,,,,,,,,
376,Jason Puncheon,eng  ENG,MF,Crystal Palace,28,1986,31.4,8,1,,49,,,,,,,,
377,Stephen Quinn,ie  IRL,MF,Hull City,28,1986,18.2,3,1,,19,,,,,,,,
378,Rafael,br  BRA,"DF,MF",Manchester Utd,24,1990,6.6,2,0,,6,,,,,,,,
379,Ramires,br  BRA,MF,Chelsea,27,1987,12.3,4,0,,19,,,,,,,,
380,Aaron Ramsey,wal  WAL,MF,Arsenal,23,1990,22.3,6,0,,22,,,,,,,,
381,Àngel Rangel,es  ESP,DF,Swansea City,31,1982,22.6,2,1,,28,,,,,,,,
382,Harrison Reed,eng  ENG,MF,Southampton,19,1995,5.1,0,0,,8,,,,,,,,
383,Steven Reid,ie  IRL,"DF,MF",Burnley,33,1981,1.2,1,0,,2,,,,,,,,
384,Winston Reid,nz  NZL,DF,West Ham,26,1988,27.8,10,0,,29,,,,,,,,
385,Anthony Réveillère,fr  FRA,DF,Sunderland,34,1979,14.7,0,0,,8,,,,,,,,
386,Jazz Richards,wal  WAL,"DF,MF",Swansea City,23,1991,7.1,1,0,,7,,,,,,,,
387,Kieran Richardson,eng  ENG,"DF,MF",Aston Villa,29,1984,14.9,2,1,,13,,,,,,,,
388,Emmanuel Rivière,fr  FRA,FW,Newcastle Utd,24,1990,13.4,0,0,,13,,,,,,,,
389,Valentin Roberge,fr  FRA,DF,Sunderland,27,1987,1.0,1,0,,2,,,,,,,,
390,Andrew Robertson,sco  SCO,"DF,MF",Hull City,20,1994,17.0,7,0,,11,,,,,,,,
391,Joel Robles,es  ESP,GK,Everton,24,1990,6.5,1,0,,0,,,,,,,,
392,Jack Rodwell,eng  ENG,"DF,MF",Sunderland,23,1991,16.5,5,0,,26,,,,,,,,
393,Marcos Rojo,ar  ARG,DF,Manchester Utd,24,1990,19.6,6,0,,24,,,,,,,,
394,Wayne Rooney,eng  ENG,"FW,MF",Manchester Utd,28,1985,31.9,5,1,,37,,,,,,,,
395,Danny Rose,eng  ENG,"DF,MF",Tottenham,24,1990,26.3,7,0,,49,,,,,,,,
396,Liam Rosenior,eng  ENG,DF,Hull City,30,1984,6.5,0,0,,4,,,,,,,,
397,Tomáš Rosický,cz  CZE,MF,Arsenal,33,1980,6.5,1,0,,7,,,,,,,,
398,Wayne Routledge,eng  ENG,"FW,MF",Swansea City,29,1985,25.7,1,1,,36,,,,,,,,
399,Yannick Sagbo,ci  CIV,FW,Hull City,26,1988,0.7,0,0,,3,,,,,,,,
400,Bacary Sagna,fr  FRA,DF,Manchester City,31,1983,8.2,1,0,,5,,,,,,,,
401,Diafra Sakho,sn  SEN,FW,West Ham,24,1989,19.5,2,0,,26,,,,,,,,
402,Mamadou Sakho,fr  FRA,DF,Liverpool,24,1990,15.8,1,0,,8,,,,,,,,
403,Mohamed Salah,eg  EGY,"FW,MF",Chelsea,22,1992,0.4,0,0,,1,,,,,,,,
404,Georgios Samaras,gr  GRE,"FW,MF",West Brom,29,1985,0.8,0,0,,3,,,,,,,,
405,Alexis Sánchez,cl  CHI,"FW,MF",Arsenal,25,1988,32.7,4,0,,44,,,,,,,,
406,Carlos Sánchez,co  COL,MF,Aston Villa,28,1986,22.1,7,1,,47,,,,,,,,
407,Sandro,br  BRA,MF,QPR,25,1989,13.4,6,0,,27,,,,,,,,
408,Jeffrey Schlupp,gh  GHA,"DF,FW",Leicester City,21,1992,28.1,4,0,,29,,,,,,,,
409,Kasper Schmeichel,dk  DEN,GK,Leicester City,27,1986,24.0,0,0,,0,,,,,,,,
410,Morgan Schneiderlin,fr  FRA,MF,Southampton,24,1989,24.3,6,1,,46,,,,,,,,
411,André Schürrle,de  GER,"FW,MF",Chelsea,23,1990,4.8,2,0,,10,,,,,,,,
412,Mark Schwarzer,au  AUS,GK,Leicester City,41,1972,6.0,0,0,,0,,,,,,,,
413,Ryan Seager,eng  ENG,FW,Southampton,18,1996,0.0,0,0,,0,,,,,,,,
414,Philippe Senderos,ch  SUI,DF,Aston Villa,29,1985,7.0,2,0,,9,,,,,,,,
415,Stéphane Sessègnon,bj  BEN,"FW,MF",West Brom,30,1984,19.6,5,0,,15,,,,,,,,
416,Jason Shackell,eng  ENG,DF,Burnley,30,1983,37.2,3,0,,23,,,,,,,,
417,Luke Shaw,eng  ENG,"DF,MF",Manchester Utd,19,1995,12.5,2,1,,12,,,,,,,,
418,Ryan Shawcross,eng  ENG,DF,Stoke City,26,1987,31.5,7,0,,28,,,,,,,,
419,Jonjo Shelvey,eng  ENG,MF,Swansea City,22,1992,27.2,9,1,,35,,,,,,,,
420,Ollie Shenton,eng  ENG,MF,Stoke City,16,1997,0.0,0,0,,0,,,,,,,,
421,Steve Sidwell,eng  ENG,MF,Stoke City,31,1982,5.0,3,0,,12,,,,,,,,
422,Gylfi Sigurðsson,is  ISL,"FW,MF",Swansea City,24,1989,29.8,2,0,,23,,,,,,,,
423,David Silva,es  ESP,"FW,MF",Manchester City,28,1986,29.4,8,0,,36,,,,,,,,
424,Jerome Sinclair,eng  ENG,FW,Liverpool,17,1996,0.3,0,0,,0,,,,,,,,
425,Moussa Sissoko,fr  FRA,MF,Newcastle Utd,24,1989,33.7,9,2,,54,,,,,,,,
426,Martin Škrtel,sk  SVK,DF,Liverpool,29,1984,33.0,8,0,,24,,,,,,,,
427,Chris Smalling,eng  ENG,DF,Manchester Utd,24,1989,20.9,2,1,,24,,,,,,,,
428,Robert Snodgrass,sco  SCO,"FW,MF",Hull City,26,1987,0.4,0,0,,0,,,,,,,,
429,Roberto Soldado,es  ESP,FW,Tottenham,29,1985,8.9,1,0,,11,,,,,,,,
430,Alex Song,cm  CMR,"DF,MF",West Ham,26,1987,24.9,4,0,,50,,,,,,,,
431,Marvin Sordell,eng  ENG,FW,Burnley,23,1991,3.2,2,0,,4,,,,,,,,
432,Pape Souaré,sn  SEN,DF,Crystal Palace,24,1990,6.7,1,0,,6,,,,,,,,
433,Julián Speroni,ar  ARG,GK,Crystal Palace,35,1979,35.6,1,0,,0,,,,,,,,
434,Benjamin Stambouli,fr  FRA,"DF,MF",Tottenham,23,1990,5.1,4,0,,6,,,,,,,,
435,Jed Steer,eng  ENG,GK,Aston Villa,21,1992,1.0,0,0,,0,,,,,,,,
436,Raheem Sterling,eng  ENG,"FW,MF",Liverpool,19,1994,33.8,5,0,,45,,,,,,,,
437,John Stones,eng  ENG,DF,Everton,20,1994,22.7,1,0,,7,,,,,,,,
438,Daniel Sturridge,eng  ENG,"FW,MF",Liverpool,24,1989,8.4,0,0,,5,,,,,,,,
439,Yun Suk-young,kr  KOR,"DF,MF",QPR,24,1990,19.1,4,0,,15,,,,,,,,
440,Ki Sung-yueng,kr  KOR,MF,Swansea City,25,1989,29.9,4,0,,26,,,,,,,,
441,Wojciech Szczęsny,pl  POL,GK,Arsenal,24,1990,16.6,1,0,,0,,,,,,,,
442,Adel Taarabt,ma  MAR,"FW,MF",QPR,25,1989,3.3,0,0,,2,,,,,,,,
443,Dušan Tadić,rs  SRB,"FW,MF",Southampton,25,1988,22.8,2,0,,29,,,,,,,,
444,Matt Targett,eng  ENG,"DF,MF",Southampton,18,1995,2.5,0,0,,1,,,,,,,,
445,Matthew Taylor,eng  ENG,"DF,MF",Burnley,32,1981,6.3,0,0,,9,,,,,,,,
446,Neil Taylor,wal  WAL,DF,Swansea City,25,1989,33.3,9,0,,31,,,,,,,,
447,Ryan Taylor,eng  ENG,"DF,MF",Newcastle Utd,29,1984,10.1,3,0,,8,,,,,,,,
448,Steven Taylor,eng  ENG,DF,Newcastle Utd,28,1986,7.3,3,1,,6,,,,,,,,
449,Gary Taylor-Fletcher,eng  ENG,"FW,MF",Leicester City,33,1981,0.2,0,0,,1,,,,,,,,
450,Dionatan Teixeira,br  BRA,DF,Stoke City,22,1992,0.1,0,0,,0,,,,,,,,
451,John Terry,eng  ENG,DF,Chelsea,33,1980,38.0,2,0,,13,,,,,,,,
452,Jerome Thomas,eng  ENG,"FW,MF",Crystal Palace,31,1983,0.1,0,0,,0,,,,,,,,
453,Tom Thorpe,eng  ENG,DF,Manchester Utd,21,1993,0.0,0,0,,0,,,,,,,,
454,Dwight Tiendalli,nl  NED,DF,Swansea City,28,1985,1.4,0,0,,3,,,,,,,,
455,Cheick Tioté,ci  CIV,MF,Newcastle Utd,28,1986,9.9,5,0,,24,,,,,,,,
456,James Tomkins,eng  ENG,"DF,MF",West Ham,25,1989,20.6,6,0,,18,,,,,,,,
457,Kolo Touré,ci  CIV,DF,Liverpool,33,1981,7.4,0,0,,3,,,,,,,,
458,Yaya Touré,ci  CIV,MF,Manchester City,31,1983,26.1,5,0,,33,,,,,,,,
459,Andros Townsend,eng  ENG,"FW,MF",Tottenham,23,1991,8.3,2,0,,6,,,,,,,,
460,Armand Traoré,sn  SEN,"DF,MF",QPR,24,1989,8.7,2,0,,11,,,,,,,,
461,Gerhard Tremmel,de  GER,GK,Swansea City,35,1978,1.2,0,0,,0,,,,,,,,
462,Kieran Trippier,eng  ENG,"DF,MF",Burnley,23,1990,37.9,2,0,,17,,,,,,,,
463,Leonardo Ulloa,ar  ARG,FW,Leicester City,28,1986,26.6,3,0,,68,,,,,,,,
464,Fredrik Ulvestad,no  NOR,"DF,MF",Burnley,22,1992,0.7,1,0,,1,,,,,,,,
465,Matthew Upson,eng  ENG,DF,Leicester City,35,1979,4.1,0,0,,2,,,,,,,,
466,Víctor Valdés,es  ESP,GK,Manchester Utd,32,1982,1.2,0,0,,0,,,,,,,,
467,Antonio Valencia,ec  ECU,"DF,MF",Manchester Utd,28,1985,28.7,4,0,,37,,,,,,,,
468,Enner Valencia,ec  ECU,"FW,MF",West Ham,24,1989,23.3,2,0,,37,,,,,,,,
469,Jamie Vardy,eng  ENG,FW,Leicester City,27,1987,24.9,5,0,,41,,,,,,,,
470,Silvestre Varela,pt  POR,"FW,MF",West Brom,29,1985,3.7,1,0,,7,,,,,,,,
471,Eduardo Vargas,cl  CHI,"FW,MF",QPR,24,1989,15.4,1,0,,12,,,,,,,,
472,Ricardo Vaz Tê,pt  POR,"FW,MF",West Ham,27,1986,2.5,0,0,,0,,,,,,,,
473,Santiago Vergini,ar  ARG,DF,Sunderland,25,1988,29.1,6,0,,17,,,,,,,,
474,Jan Vertonghen,be  BEL,DF,Tottenham,27,1987,31.2,6,0,,21,,,,,,,,
475,Ron Vlaar,nl  NED,DF,Aston Villa,29,1985,18.3,4,1,,9,,,,,,,,
476,Sam Vokes,wal  WAL,FW,Burnley,24,1989,6.3,0,0,,5,,,,,,,,
477,Michel Vorm,nl  NED,GK,Tottenham,30,1983,4.0,0,0,,0,,,,,,,,
478,Haris Vučkić,si  SVN,"FW,MF",Newcastle Utd,21,1992,0.1,0,0,,0,,,,,,,,
479,Theo Walcott,eng  ENG,"FW,MF",Arsenal,25,1989,5.0,0,0,,2,,,,,,,,
480,Kyle Walker,eng  ENG,DF,Tottenham,24,1990,14.5,3,0,,15,,,,,,,,
481,Ross Wallace,sco  SCO,"FW,MF",Burnley,29,1985,2.7,2,0,,5,,,,,,,,
482,Jonathan Walters,ie  IRL,"FW,MF",Stoke City,30,1983,26.9,5,0,,33,,,,,,,,
483,Victor Wanyama,ke  KEN,MF,Southampton,23,1991,26.2,10,0,,67,,,,,,,,
484,Joel Ward,eng  ENG,"DF,MF",Crystal Palace,24,1989,37.0,4,0,,38,,,,,,,,
485,Stephen Ward,ie  IRL,"DF,FW",Burnley,28,1985,6.9,3,0,,4,,,,,,,,
486,James Ward-Prowse,eng  ENG,MF,Southampton,19,1994,16.4,0,1,,19,,,,,,,,
487,Marcin Wasilewski,pl  POL,DF,Leicester City,34,1980,22.1,6,0,,41,,,,,,,,
488,Andreas Weimann,at  AUT,"FW,MF",Aston Villa,22,1991,19.7,5,0,,16,,,,,,,,
489,Ashley Westwood,eng  ENG,MF,Aston Villa,24,1990,23.9,4,0,,22,,,,,,,,
490,Glenn Whelan,ie  IRL,MF,Stoke City,30,1984,25.1,6,0,,25,,,,,,,,
491,Connor Wickham,eng  ENG,"FW,MF",Sunderland,21,1993,30.8,8,0,,59,,,,,,,,
492,Ashley Williams,wal  WAL,DF,Swansea City,29,1984,37.0,6,0,,29,,,,,,,,
493,Jonny Williams,wal  WAL,MF,Crystal Palace,20,1993,0.4,0,0,,0,,,,,,,,
494,Mike Williamson,eng  ENG,DF,Newcastle Utd,30,1983,26.9,7,2,,16,,,,,,,,
495,Willian,br  BRA,"FW,MF",Chelsea,25,1988,26.7,3,0,,27,,,,,,,,
496,Jack Wilshere,eng  ENG,MF,Arsenal,22,1992,8.1,4,0,,11,,,,,,,,
497,James Wilson,eng  ENG,FW,Manchester Utd,18,1995,4.0,3,0,,3,,,,,,,,
498,Marc Wilson,ie  IRL,"DF,MF",Stoke City,26,1987,23.6,5,1,,25,,,,,,,,
499,Andre Wisdom,eng  ENG,DF,West Brom,21,1993,21.9,1,0,,13,,,,,,,,
500,Philipp Wollscheid,de  GER,DF,Stoke City,25,1989,11.2,4,0,,9,,,,,,,,
501,Chris Wood,nz  NZL,FW,Leicester City,22,1991,1.3,0,0,,5,,,,,,,,
502,Shaun Wright-Phillips,eng  ENG,"FW,MF",QPR,32,1981,1.4,0,0,,2,,,,,,,,
503,Claudio Yacob,ar  ARG,MF,West Brom,27,1987,15.5,5,1,,27,,,,,,,,
504,DeAndre Yedlin,us  USA,DF,Tottenham,21,1993,0.1,0,0,,0,,,,,,,,
505,Maya Yoshida,jp  JPN,DF,Southampton,25,1988,18.8,3,0,,15,,,,,,,,
506,Ashley Young,eng  ENG,"DF,FW",Manchester Utd,29,1985,22.9,5,0,,24,,,,,,,,
507,Pablo Zabaleta,ar  ARG,"DF,MF",Manchester City,29,1985,28.7,7,1,,30,,,,,,,,
508,Wilfried Zaha,ci  CIV,"FW,MF",Crystal Palace,21,1992,22.0,1,0,,45,,,,,,,,
509,Bobby Zamora,eng  ENG,FW,QPR,33,1981,19.8,4,0,,46,,,,,,,,
510,Kurt Zouma,fr  FRA,DF,Chelsea,19,1994,7.2,0,0,,6,,,,,,,,
511,Filip Đuričić,rs  SRB,"FW,MF",Southampton,22,1992,3.7,1,0,,4,,,,,,,,
