,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success
366,David Meyler,ie  IRL,MF,Hull City,25,1989,28,1730,62,50.6,19.2,19,,11,9,,4,0.86,15,27,-12,-0.62,-0.30
367,Simon Mignolet,be  BEL,GK,Liverpool,26,1988,36,3225,90,94.3,35.8,35,,35,1,,2,1.69,50,43,+7,+0.20,+1.58
368,James Milner,eng  ENG,"DF,MF",Manchester City,28,1986,32,1749,55,51.1,19.4,18,,11,14,,2,2.16,50,19,+31,+1.60,+0.84
369,Kevin Mirallas,be  BEL,"FW,MF",Everton,26,1987,29,1420,49,41.5,15.8,18,,3,11,,1,1.03,21,27,-6,-0.38,-0.56
370,Aaron Mitchell,eng  ENG,MF,QPR,18,1996,0,,,,,0,,0,0,,2,,,,,,
371,Nacho Monreal,es  ESP,DF,Arsenal,28,1986,28,2311,83,67.6,25.7,26,,25,2,,5,2.07,49,23,+26,+1.01,+0.28
372,Jefferson Montero,ec  ECU,"FW,MF",Swansea City,24,1989,30,1577,53,46.1,17.5,15,,8,15,,0,1.47,22,21,+1,+0.06,+0.25
373,Liam Moore,jm  JAM,DF,Leicester City,21,1993,11,937,85,27.4,10.4,10,,10,1,,9,0.82,12,19,-7,-0.67,-0.60
374,Alberto Moreno,es  ESP,"DF,MF",Liverpool,22,1992,28,2254,81,65.9,25.0,26,,17,2,,6,1.57,33,33,0,0.00,-0.31
375,Wes Morgan,jm  JAM,DF,Leicester City,30,1984,37,3286,89,96.1,36.5,37,,34,0,,0,1.11,45,52,-7,-0.19,+1.15
376,James Morrison,sco  SCO,"FW,MF",West Brom,28,1986,33,2552,77,74.6,28.4,29,,18,4,,0,1.18,31,35,-4,-0.14,+0.79
377,Ravel Morrison,jm  JAM,MF,West Ham,21,1993,1,34,34,1.0,0.4,0,,0,1,,1,0.00,0,2,-2,-5.29,-5.27
378,Victor Moses,ng  NGA,"DF,FW",Stoke City,23,1990,19,1444,76,42.2,16.0,19,,8,0,,1,1.63,23,19,+4,+0.25,+0.29
379,Youssouf Mulumbu,cd  COD,MF,West Brom,27,1987,17,899,53,26.3,10.0,10,,5,7,,10,0.71,6,14,-8,-0.80,-0.62
380,Marc Muniesa,es  ESP,"DF,MF",Stoke City,22,1992,19,1389,73,40.6,15.4,14,,12,5,,9,1.74,23,16,+7,+0.45,+0.63
381,Brian Murphy,ie  IRL,GK,QPR,31,1983,0,,,,,0,,0,0,,7,,,,,,
382,Glenn Murray,eng  ENG,FW,Crystal Palace,30,1983,17,869,51,25.4,9.7,9,,3,8,,3,1.65,21,10,+11,+1.14,+1.67
383,Boaz Myhill,wal  WAL,GK,West Brom,31,1982,11,935,85,27.3,10.4,10,,10,1,,24,1.36,13,17,-4,-0.39,-0.06
384,Dame N'Doye,sn  SEN,FW,Hull City,29,1985,15,1195,80,34.9,13.3,13,,10,2,,0,1.07,12,18,-6,-0.45,+0.03
385,Charles N'Zogbia,fr  FRA,"DF,FW",Aston Villa,28,1986,27,1421,53,41.5,15.8,19,,1,8,,7,1.11,19,13,+6,+0.38,+1.82
386,Adil Nabi,eng  ENG,"FW,MF",West Brom,20,1994,0,,,,,0,,0,0,,2,,,,,,
387,Steven Naismith,sco  SCO,"FW,MF",Everton,27,1986,31,2057,66,60.1,22.9,22,,15,9,,3,1.29,28,32,-4,-0.18,-0.31
388,Nani,pt  POR,"FW,MF",Manchester Utd,27,1986,1,45,45,1.3,0.5,0,,0,1,,0,0.00,1,1,0,0.00,-0.67
389,Samir Nasri,fr  FRA,"FW,MF",Manchester City,27,1987,24,1569,65,45.9,17.4,18,,4,6,,2,2.08,40,17,+23,+1.32,+0.25
390,Jesús Navas,es  ESP,"DF,MF",Manchester City,28,1985,35,2254,64,65.9,25.0,23,,18,12,,1,2.09,52,29,+23,+0.92,-0.78
391,Nenê,br  BRA,"FW,MF",West Ham,33,1981,8,135,17,3.9,1.5,0,,0,8,,4,0.75,2,3,-1,-0.67,-0.61
392,Mark Noble,eng  ENG,MF,West Ham,27,1987,28,2301,82,67.3,25.6,27,,19,1,,2,1.14,27,31,-4,-0.16,-0.24
393,Kevin Nolan,eng  ENG,MF,West Ham,32,1982,29,1749,60,51.1,19.4,19,,12,10,,3,1.28,17,21,-4,-0.21,-0.26
394,David Nugent,eng  ENG,FW,Leicester City,29,1985,29,1711,59,50.0,19.0,16,,11,13,,1,0.97,24,31,-7,-0.37,-0.26
395,Steven Nzonzi,fr  FRA,MF,Stoke City,25,1988,38,3374,89,98.7,37.5,38,,36,0,,0,1.42,48,44,+4,+0.11,+2.06
396,Joey O'Brien,ie  IRL,"DF,MF",West Ham,28,1986,9,526,58,15.4,5.8,6,,4,3,,25,1.33,6,11,-5,-0.86,-0.92
397,Stuart O'Keefe,eng  ENG,MF,Crystal Palace,23,1991,2,83,42,2.4,0.9,1,,0,1,,0,0.00,1,3,-2,-2.17,-2.11
398,Liam O'Neil,eng  ENG,"DF,MF",West Brom,21,1993,0,,,,,0,,0,0,,1,,,,,,
399,John O'Shea,ie  IRL,"DF,MF",Sunderland,33,1981,37,3270,88,95.6,36.3,37,,36,0,,0,0.95,28,53,-25,-0.69,-2.49
400,Gabriel Obertan,fr  FRA,"FW,MF",Newcastle Utd,25,1989,13,652,50,19.1,7.2,8,,3,5,,8,1.08,6,10,-4,-0.55,+0.07
401,John Obi Mikel,ng  NGA,MF,Chelsea,27,1987,18,702,39,20.5,7.8,6,,3,12,,10,2.39,14,8,+6,+0.77,-0.39
402,Peter Odemwingie,ng  NGA,FW,Stoke City,33,1981,7,194,28,5.7,2.2,1,,1,6,,0,1.71,4,3,+1,+0.46,+0.41
403,Sheyi Ojo,eng  ENG,"FW,MF",Liverpool,17,1997,0,,,,,0,,0,0,,2,,,,,,
404,Jores Okore,dk  DEN,DF,Aston Villa,21,1992,23,2010,87,58.8,22.3,22,,22,1,,6,1.00,21,35,-14,-0.63,+0.14
405,Nélson Oliveira,pt  POR,FW,Swansea City,22,1991,10,389,39,11.4,4.3,4,,0,6,,4,1.40,5,9,-4,-0.93,-0.96
406,Jonas Olsson,se  SWE,DF,West Brom,31,1983,13,825,63,24.1,9.2,9,,7,4,,5,1.25,7,15,-8,-0.87,-0.70
407,Manny Onariase,ng  NGA,DF,West Ham,17,1996,0,,,,,0,,0,0,,1,,,,,,
408,Josh Onomah,eng  ENG,"FW,MF",Tottenham,17,1997,0,,,,,0,,0,0,,1,,,,,,
409,Nedum Onuoha,eng  ENG,DF,QPR,27,1986,23,1927,84,56.3,21.4,22,,19,1,,10,0.61,23,40,-17,-0.79,+0.05
410,Oscar,br  BRA,MF,Chelsea,22,1991,28,2020,72,59.1,22.4,26,,6,2,,3,2.36,46,14,+32,+1.43,+0.85
411,Leon Osman,eng  ENG,MF,Everton,33,1981,21,1279,61,37.4,14.2,13,,10,8,,5,1.48,23,14,+9,+0.63,+1.10
412,David Ospina,co  COL,GK,Arsenal,25,1988,18,1620,90,47.4,18.0,18,,18,0,,5,2.33,37,11,+26,+1.44,+0.99
413,Bryan Oviedo,cr  CRC,"DF,MF",Everton,24,1990,6,320,53,9.4,3.6,2,,2,4,,2,0.83,0,1,-1,-0.28,-0.25
414,Reece Oxford,eng  ENG,DF,West Ham,15,1998,0,,,,,0,,0,0,,5,,,,,,
415,Alex Oxlade-Chamberlain,eng  ENG,MF,Arsenal,20,1993,23,1490,65,43.6,16.6,17,,6,6,,1,1.83,27,18,+9,+0.54,-0.67
416,Mesut Özil,de  GER,MF,Arsenal,25,1988,22,1856,84,54.3,20.6,21,,16,1,,1,1.95,37,16,+21,+1.02,+0.21
417,Wilson Palacios,hn  HON,MF,Stoke City,30,1984,0,,,,,0,,0,0,,4,,,,,,
418,Alex Palmer,eng  ENG,GK,West Brom,17,1996,0,,,,,0,,0,0,,1,,,,,,
419,Costel Pantilimon,ro  ROU,GK,Sunderland,27,1987,28,2520,90,73.7,28.0,28,,28,0,,9,1.07,22,33,-11,-0.39,+0.71
420,Paulinho,br  BRA,MF,Tottenham,26,1988,15,489,33,14.3,5.4,3,,2,12,,6,1.93,9,6,+3,+0.55,+0.49
421,Gabriel Paulista,br  BRA,DF,Arsenal,23,1990,6,350,58,10.2,3.9,4,,3,2,,7,3.00,9,4,+5,+1.29,+0.41
422,Graziano Pellè,it  ITA,FW,Southampton,29,1985,38,3281,86,95.9,36.5,37,,33,1,,0,1.58,51,31,+20,+0.55,-0.10
423,Andreas Pereira,br  BRA,MF,Manchester Utd,18,1996,1,14,14,0.4,0.2,0,,0,1,,11,3.00,0,0,0,0.00,-0.66
424,Ayoze Pérez,es  ESP,"FW,MF",Newcastle Utd,21,1993,36,2369,66,69.3,26.3,25,,15,11,,1,1.00,29,50,-21,-0.80,-0.63
425,Robin van Persie,nl  NED,FW,Manchester Utd,30,1983,27,2108,78,61.6,23.4,25,,17,2,,2,1.67,40,23,+17,+0.73,+0.18
426,Michael Petrasso,ca  CAN,"DF,MF",QPR,19,1995,0,,,,,0,,0,0,,1,,,,,,
427,Matt Phillips,sco  SCO,MF,QPR,23,1991,25,1821,73,53.2,20.2,20,,16,5,,12,0.75,23,47,-24,-1.19,-0.79
428,Jordan Pickford,eng  ENG,GK,Sunderland,20,1994,0,,,,,0,,0,0,,1,,,,,,
429,Steven Pienaar,za  RSA,MF,Everton,32,1982,9,317,35,9.3,3.5,3,,0,6,,4,1.56,6,5,+1,+0.28,+0.37
430,Erik Pieters,nl  NED,"DF,MF",Stoke City,25,1988,31,2562,83,74.9,28.5,29,,25,2,,2,1.42,37,30,+7,+0.25,+0.67
431,Sébastien Pocognoli,be  BEL,"DF,MF",West Brom,26,1987,15,1209,81,35.4,13.4,15,,8,0,,9,1.06,15,21,-6,-0.45,-0.16
432,Lukas Podolski,de  GER,"FW,MF",Arsenal,29,1985,7,106,15,3.1,1.2,0,,0,7,,9,1.86,5,0,+5,+4.25,+3.43
433,Nick Powell,eng  ENG,"FW,MF",Leicester City,20,1994,3,43,14,1.3,0.5,0,,0,3,,1,0.00,0,1,-1,-2.09,-1.88
434,Diego Poyet,uy  URU,MF,West Ham,19,1995,3,91,30,2.7,1.0,1,,0,2,,9,1.33,1,2,-1,-0.99,-0.93
435,José Pozo,es  ESP,"FW,MF",Manchester City,18,1996,3,137,46,4.0,1.5,1,,0,2,,4,3.00,2,0,+2,+1.31,+0.14
436,Jason Puncheon,eng  ENG,MF,Crystal Palace,28,1986,37,2824,76,82.6,31.4,31,,24,6,,0,1.30,39,41,-2,-0.06,+0.24
437,Stephen Quinn,ie  IRL,MF,Hull City,28,1986,28,1639,59,47.9,18.2,17,,8,11,,9,0.82,14,25,-11,-0.60,-0.25
438,Rafael,br  BRA,"DF,MF",Manchester Utd,24,1990,10,592,59,17.3,6.6,6,,5,4,,5,1.90,14,11,+3,+0.46,-0.24
439,Ramires,br  BRA,MF,Chelsea,27,1987,23,1107,48,32.4,12.3,11,,7,12,,3,2.43,24,13,+11,+0.89,-0.27
440,Aaron Ramsey,wal  WAL,MF,Arsenal,23,1990,29,2007,69,58.7,22.3,23,,15,6,,1,1.93,40,16,+24,+1.08,+0.38
441,Àngel Rangel,es  ESP,DF,Swansea City,31,1982,27,2037,75,59.6,22.6,22,,19,5,,8,1.59,29,26,+3,+0.13,+0.52
442,Harrison Reed,eng  ENG,MF,Southampton,19,1995,9,460,51,13.5,5.1,5,,3,4,,20,1.89,6,3,+3,+0.59,+0.04
443,Steven Reid,ie  IRL,"DF,MF",Burnley,33,1981,6,109,18,3.2,1.2,1,,0,5,,15,1.71,2,3,-1,-0.83,-0.17
444,Winston Reid,nz  NZL,DF,West Ham,26,1988,30,2502,83,73.2,27.8,29,,27,1,,0,1.17,37,39,-2,-0.07,+0.03
445,Anthony Réveillère,fr  FRA,DF,Sunderland,34,1979,16,1327,83,38.8,14.7,15,,15,1,,8,1.06,11,18,-7,-0.47,+0.17
446,Jazz Richards,wal  WAL,"DF,MF",Swansea City,23,1991,10,636,64,18.6,7.1,7,,4,3,,7,1.10,9,12,-3,-0.42,-0.42
447,Kieran Richardson,eng  ENG,"DF,MF",Aston Villa,29,1984,22,1345,61,39.3,14.9,16,,9,6,,3,1.27,16,25,-9,-0.60,+0.14
448,Emmanuel Rivière,fr  FRA,FW,Newcastle Utd,24,1990,23,1209,53,35.4,13.4,15,,3,8,,10,0.74,13,26,-13,-0.97,-0.56
449,Valentin Roberge,fr  FRA,DF,Sunderland,27,1987,1,90,90,2.6,1.0,1,,1,0,,1,1.00,2,2,0,0.00,+0.59
450,Tyler Roberts,wal  WAL,"FW,MF",West Brom,15,1999,0,,,,,0,,0,0,,1,,,,,,
451,Andrew Robertson,sco  SCO,"DF,MF",Hull City,20,1994,24,1526,64,44.6,17.0,17,,10,7,,6,0.79,16,27,-11,-0.65,-0.32
452,Callum Robinson,ie  IRL,"FW,MF",Aston Villa,19,1995,0,,,,,0,,0,0,,6,,,,,,
453,Joel Robles,es  ESP,GK,Everton,24,1990,7,585,84,17.1,6.5,6,,6,1,,31,0.86,4,6,-2,-0.31,-0.31
454,Thomas Robson,eng  ENG,"DF,MF",Sunderland,18,1995,0,,,,,0,,0,0,,3,,,,,,
455,Jack Rodwell,eng  ENG,"DF,MF",Sunderland,23,1991,23,1483,64,43.4,16.5,17,,10,6,,4,0.83,12,34,-22,-1.34,-1.34
456,Marcos Rojo,ar  ARG,DF,Manchester Utd,24,1990,22,1762,80,51.5,19.6,20,,17,2,,0,2.14,38,19,+19,+0.97,+0.64
457,Wayne Rooney,eng  ENG,"FW,MF",Manchester Utd,28,1985,33,2873,87,84.0,31.9,33,,28,0,,0,1.85,53,30,+23,+0.72,+0.39
458,Danny Rose,eng  ENG,"DF,MF",Tottenham,24,1990,28,2367,85,69.2,26.3,27,,22,1,,4,1.64,43,38,+5,+0.19,+0.19
459,Jack Rose,eng  ENG,GK,West Brom,19,1995,0,,,,,0,,0,0,,10,,,,,,
460,Liam Rosenior,eng  ENG,DF,Hull City,30,1984,13,581,45,17.0,6.5,5,,4,8,,15,1.46,11,9,+2,+0.31,+0.94
461,Tomáš Rosický,cz  CZE,MF,Arsenal,33,1980,15,583,39,17.0,6.5,5,,3,10,,15,2.27,14,7,+7,+1.08,+0.19
462,Jordan Rossiter,eng  ENG,MF,Liverpool,17,1997,0,,,,,0,,0,0,,1,,,,,,
463,Wayne Routledge,eng  ENG,"FW,MF",Swansea City,29,1985,29,2310,80,67.5,25.7,27,,16,2,,0,1.38,28,31,-3,-0.12,-0.12
464,Yannick Sagbo,ci  CIV,FW,Hull City,26,1988,4,59,15,1.7,0.7,0,,0,4,,13,0.75,1,1,0,0.00,+0.48
465,Bacary Sagna,fr  FRA,DF,Manchester City,31,1983,9,741,82,21.7,8.2,8,,8,1,,23,1.67,15,9,+6,+0.73,-0.58
466,Diafra Sakho,sn  SEN,FW,West Ham,24,1989,23,1754,76,51.3,19.5,20,,11,3,,1,1.39,27,23,+4,+0.21,+0.58
467,Mamadou Sakho,fr  FRA,DF,Liverpool,24,1990,16,1419,89,41.5,15.8,15,,15,1,,2,1.69,25,21,+4,+0.25,+0.25
468,Mohamed Salah,eg  EGY,"FW,MF",Chelsea,22,1992,3,33,11,1.0,0.4,0,,0,3,,6,2.00,1,3,-2,-5.45,-6.60
469,Georgios Samaras,gr  GRE,"FW,MF",West Brom,29,1985,5,72,14,2.1,0.8,0,,0,5,,5,0.60,1,0,+1,+1.25,+1.63
470,Alexis Sánchez,cl  CHI,"FW,MF",Arsenal,25,1988,35,2942,84,86.0,32.7,34,,22,1,,1,1.97,56,31,+25,+0.76,-1.12
471,Carlos Sánchez,co  COL,MF,Aston Villa,28,1986,28,1988,71,58.1,22.1,20,,14,8,,9,1.14,15,33,-18,-0.81,-0.31
472,Sandro,br  BRA,MF,QPR,25,1989,17,1209,71,35.4,13.4,17,,5,0,,0,0.53,14,20,-6,-0.45,+0.57
473,Davide Santon,it  ITA,DF,Newcastle Utd,23,1991,0,,,,,0,,0,0,,5,,,,,,
474,Ľubomír Šatka,sk  SVK,DF,Newcastle Utd,18,1995,0,,,,,0,,0,0,,6,,,,,,
475,Jeffrey Schlupp,gh  GHA,"DF,FW",Leicester City,21,1992,32,2531,79,74.0,28.1,30,,20,2,,2,1.09,35,40,-5,-0.18,+0.23
476,Kasper Schmeichel,dk  DEN,GK,Leicester City,27,1986,24,2160,90,63.2,24.0,24,,24,0,,1,1.21,36,37,-1,-0.04,+0.53
477,Morgan Schneiderlin,fr  FRA,MF,Southampton,24,1989,26,2186,84,63.9,24.3,24,,20,2,,0,1.81,39,16,+23,+0.95,+1.09
478,André Schürrle,de  GER,"FW,MF",Chelsea,23,1990,14,436,31,12.7,4.8,5,,0,9,,4,2.21,11,6,+5,+1.03,-0.05
479,Ryan Seager,eng  ENG,FW,Southampton,18,1996,1,1,1,0.0,0.0,0,,0,1,,2,0.00,0,0,0,0.00,-0.55
480,Philippe Senderos,ch  SUI,DF,Aston Villa,29,1985,8,633,79,18.5,7.0,7,,7,1,,4,1.38,4,9,-5,-0.71,-0.03
481,Stéphane Sessègnon,bj  BEN,"FW,MF",West Brom,30,1984,28,1761,63,51.5,19.6,20,,9,8,,6,1.14,19,28,-9,-0.46,-0.24
482,Jason Shackell,eng  ENG,DF,Burnley,30,1983,38,3346,88,97.8,37.2,38,,37,0,,0,0.87,25,51,-26,-0.70,-1.92
483,Luke Shaw,eng  ENG,"DF,MF",Manchester Utd,19,1995,16,1121,70,32.8,12.5,15,,7,1,,2,1.44,14,14,0,0.00,-0.98
484,Ryan Shawcross,eng  ENG,DF,Stoke City,26,1987,32,2831,88,82.8,31.5,32,,31,0,,0,1.28,39,39,0,0.00,-0.46
485,Josh Sheehan,wal  WAL,MF,Swansea City,19,1995,0,,,,,0,,0,0,,2,,,,,,
486,Jonjo Shelvey,eng  ENG,MF,Swansea City,22,1992,31,2449,79,71.6,27.2,28,,17,3,,1,1.65,34,30,+4,+0.15,+0.80
487,Ollie Shenton,eng  ENG,MF,Stoke City,16,1997,1,1,1,0.0,0.0,0,,0,1,,7,0.00,0,0,0,0.00,-0.08
488,Liam Shephard,wal  WAL,"DF,MF",Swansea City,19,1994,0,,,,,0,,0,0,,4,,,,,,
489,Steve Sidwell,eng  ENG,MF,Stoke City,31,1982,12,450,38,13.2,5.0,5,,2,7,,15,1.33,7,8,-1,-0.20,-0.32
490,Gylfi Sigurðsson,is  ISL,"FW,MF",Swansea City,24,1989,32,2682,84,78.4,29.8,32,,17,0,,0,1.44,40,43,-3,-0.10,-0.10
491,David Silva,es  ESP,"FW,MF",Manchester City,28,1986,32,2646,83,77.4,29.4,32,,17,0,,0,1.97,63,32,+31,+1.05,-0.57
492,Jerome Sinclair,eng  ENG,FW,Liverpool,17,1996,2,27,14,0.8,0.3,0,,0,2,,0,0.50,0,1,-1,-3.33,-3.47
493,Moussa Sissoko,fr  FRA,MF,Newcastle Utd,24,1989,34,3031,89,88.6,33.7,34,,30,0,,0,1.12,35,51,-16,-0.48,+1.14
494,Martin Škrtel,sk  SVK,DF,Liverpool,29,1984,33,2970,90,86.8,33.0,33,,33,0,,0,1.67,44,41,+3,+0.09,-0.11
495,Chris Smalling,eng  ENG,DF,Manchester Utd,24,1989,25,1879,75,54.9,20.9,21,,17,4,,5,1.60,31,23,+8,+0.38,-0.61
496,Adam Smith,eng  ENG,GK,Leicester City,21,1992,0,,,,,0,,0,0,,9,,,,,,
497,Robert Snodgrass,sco  SCO,"FW,MF",Hull City,26,1987,1,39,39,1.1,0.4,1,,0,0,,0,3.00,0,0,0,0.00,+0.48
498,Dominic Solanke,eng  ENG,FW,Chelsea,16,1997,0,,,,,0,,0,0,,3,,,,,,
499,Roberto Soldado,es  ESP,FW,Tottenham,29,1985,24,804,34,23.5,8.9,7,,2,17,,10,1.63,11,14,-3,-0.34,-0.61
500,Alex Song,cm  CMR,"DF,MF",West Ham,26,1987,28,2245,80,65.6,24.9,25,,19,3,,2,1.18,31,32,-1,-0.04,+0.11
501,Marvin Sordell,eng  ENG,FW,Burnley,23,1991,14,289,21,8.5,3.2,2,,0,12,,8,0.21,1,2,-1,-0.31,+0.38
502,Pape Souaré,sn  SEN,DF,Crystal Palace,24,1990,9,605,67,17.7,6.7,7,,5,2,,3,1.67,8,9,-1,-0.15,-0.05
503,Julián Speroni,ar  ARG,GK,Crystal Palace,35,1979,36,3204,89,93.7,35.6,36,,35,0,,2,1.17,43,49,-6,-0.17,-1.00
504,Benjamin Stambouli,fr  FRA,"DF,MF",Tottenham,23,1990,12,459,38,13.4,5.1,4,,2,8,,11,2.42,5,3,+2,+0.39,+0.30
505,Jed Steer,eng  ENG,GK,Aston Villa,21,1992,1,90,90,2.6,1.0,1,,1,0,,0,0.00,0,1,-1,-1.00,-0.32
506,Jack Stephens,eng  ENG,DF,Southampton,20,1994,0,,,,,0,,0,0,,1,,,,,,
507,Raheem Sterling,eng  ENG,"FW,MF",Liverpool,19,1994,35,3045,87,89.0,33.8,34,,25,1,,1,1.60,45,38,+7,+0.21,+0.93
508,Jamie Sterry,eng  ENG,DF,Newcastle Utd,18,1995,0,,,,,0,,0,0,,2,,,,,,
509,John Stones,eng  ENG,DF,Everton,20,1994,23,2043,89,59.7,22.7,23,,22,0,,5,1.22,23,25,-2,-0.09,-0.09
510,Remie Streete,eng  ENG,DF,Newcastle Utd,19,1994,0,,,,,0,,0,0,,2,,,,,,
511,Daniel Sturridge,eng  ENG,"FW,MF",Liverpool,24,1989,12,752,63,22.0,8.4,7,,5,5,,0,2.08,15,9,+6,+0.72,+0.79
512,Yun Suk-young,kr  KOR,"DF,MF",QPR,24,1990,23,1722,75,50.4,19.1,19,,14,4,,0,1.00,27,39,-12,-0.63,+0.38
513,Ki Sung-yueng,kr  KOR,MF,Swansea City,25,1989,33,2689,81,78.6,29.9,30,,26,3,,0,1.58,36,33,+3,+0.10,+0.84
514,Suso,es  ESP,"FW,MF",Liverpool,20,1993,0,,,,,0,,0,0,,1,,,,,,
515,Frankie Sutherland,ie  IRL,"DF,MF",QPR,20,1993,0,,,,,0,,0,0,,1,,,,,,
516,Wojciech Szczęsny,pl  POL,GK,Arsenal,24,1990,17,1498,88,43.8,16.6,17,,16,0,,17,1.59,29,21,+8,+0.48,-0.78
517,Thomas Sørensen,dk  DEN,GK,Stoke City,38,1976,0,,,,,0,,0,0,,14,,,,,,
518,Adel Taarabt,ma  MAR,"FW,MF",QPR,25,1989,7,297,42,8.7,3.3,3,,2,4,,3,0.43,2,6,-4,-1.21,-0.43
519,Dušan Tadić,rs  SRB,"FW,MF",Southampton,25,1988,31,2056,66,60.1,22.8,24,,11,7,,2,1.61,35,17,+18,+0.79,+0.59
520,Saphir Taïder,dz  ALG,MF,Southampton,22,1992,0,,,,,0,,0,0,,2,,,,,,
521,Matt Targett,eng  ENG,"DF,MF",Southampton,18,1995,6,226,38,6.6,2.5,3,,2,3,,20,2.17,2,3,-1,-0.40,-1.02
522,Matthew Taylor,eng  ENG,"DF,MF",Burnley,32,1981,10,565,57,16.5,6.3,7,,0,3,,0,0.80,2,6,-4,-0.64,+0.02
523,Neil Taylor,wal  WAL,DF,Swansea City,25,1989,34,2998,88,87.7,33.3,34,,32,0,,0,1.56,41,41,0,0.00,+0.64
524,Ryan Taylor,eng  ENG,"DF,MF",Newcastle Utd,29,1984,14,906,65,26.5,10.1,11,,7,3,,5,0.71,6,20,-14,-1.39,-1.07
525,Steven Taylor,eng  ENG,DF,Newcastle Utd,28,1986,10,653,65,19.1,7.3,7,,5,3,,5,1.50,10,6,+4,+0.55,+1.43
526,Gary Taylor-Fletcher,eng  ENG,"FW,MF",Leicester City,33,1981,1,18,18,0.5,0.2,0,,0,1,,1,0.00,0,1,-1,-5.00,-4.79
527,Dionatan Teixeira,br  BRA,DF,Stoke City,22,1992,1,5,5,0.1,0.1,0,,0,1,,7,3.00,1,0,+1,+18.00,+17.95
528,John Terry,eng  ENG,DF,Chelsea,33,1980,38,3420,90,100.0,38.0,38,,38,0,,0,2.29,73,32,+41,+1.08,
529,Jerome Thomas,eng  ENG,"FW,MF",Crystal Palace,31,1983,1,7,7,0.2,0.1,0,,0,1,,9,0.00,0,0,0,0.00,+0.11
530,Tom Thorpe,eng  ENG,DF,Manchester Utd,21,1993,1,1,1,0.0,0.0,0,,0,1,,1,3.00,0,0,0,0.00,-0.66
531,Dwight Tiendalli,nl  NED,DF,Swansea City,28,1985,3,129,43,3.8,1.4,1,,1,2,,8,2.00,1,5,-4,-2.79,-2.82
532,Cheick Tioté,ci  CIV,MF,Newcastle Utd,28,1986,11,895,81,26.2,9.9,10,,7,1,,0,0.91,13,19,-6,-0.60,0.00
533,James Tomkins,eng  ENG,"DF,MF",West Ham,25,1989,22,1852,84,54.2,20.6,20,,18,2,,1,1.41,33,27,+6,+0.29,+0.81
534,Fernando Torres,es  ESP,FW,Chelsea,30,1984,0,,,,,0,,0,0,,1,,,,,,
535,Kolo Touré,ci  CIV,DF,Liverpool,33,1981,11,667,61,19.5,7.4,7,,5,4,,21,1.75,9,12,-3,-0.40,-0.63
536,Yaya Touré,ci  CIV,MF,Manchester City,31,1983,29,2353,81,68.8,26.1,27,,22,2,,0,2.24,55,24,+31,+1.19,0.00
537,Andros Townsend,eng  ENG,"FW,MF",Tottenham,23,1991,17,749,44,21.9,8.3,10,,0,7,,12,1.59,15,15,0,0.00,-0.17
538,Armand Traoré,sn  SEN,"DF,MF",QPR,24,1989,16,786,49,23.0,8.7,7,,5,9,,4,0.69,8,19,-11,-1.26,-0.58
539,Gerhard Tremmel,de  GER,GK,Swansea City,35,1978,2,112,56,3.3,1.2,1,,1,1,,36,0.00,1,3,-2,-1.61,-1.58
540,Kieran Trippier,eng  ENG,"DF,MF",Burnley,23,1990,38,3415,90,99.9,37.9,38,,37,0,,0,0.87,27,53,-26,-0.69,-18.69
541,Leonardo Ulloa,ar  ARG,FW,Leicester City,28,1986,37,2398,65,70.1,26.6,29,,11,8,,1,1.08,34,38,-4,-0.15,+0.29
542,Fredrik Ulvestad,no  NOR,"DF,MF",Burnley,22,1992,2,67,34,2.0,0.7,1,,0,1,,4,2.00,1,0,+1,+1.34,+2.04
543,Matthew Upson,eng  ENG,DF,Leicester City,35,1979,5,373,75,10.9,4.1,5,,3,0,,2,0.40,3,8,-5,-1.21,-1.09
544,Víctor Valdés,es  ESP,GK,Manchester Utd,32,1982,2,107,54,3.1,1.2,1,,1,1,,13,1.00,0,1,-1,-0.84,-1.55
545,Antonio Valencia,ec  ECU,"DF,MF",Manchester Utd,28,1985,32,2580,81,75.4,28.7,29,,23,3,,2,2.00,44,21,+23,+0.80,+0.59
546,Enner Valencia,ec  ECU,"FW,MF",West Ham,24,1989,32,2101,66,61.4,23.3,25,,12,7,,1,1.19,25,24,+1,+0.04,+0.32
547,Jamie Vardy,eng  ENG,FW,Leicester City,27,1987,34,2241,66,65.5,24.9,26,,13,8,,0,1.09,36,40,-4,-0.16,+0.22
548,Silvestre Varela,pt  POR,"FW,MF",West Brom,29,1985,7,336,48,9.8,3.7,3,,2,4,,0,0.71,3,7,-4,-1.07,-0.81
549,Eduardo Vargas,cl  CHI,"FW,MF",QPR,24,1989,21,1382,66,40.4,15.4,16,,8,5,,4,0.90,23,31,-8,-0.52,+0.49
550,Ricardo Vaz Tê,pt  POR,"FW,MF",West Ham,27,1986,4,223,56,6.5,2.5,3,,1,1,,7,0.75,4,2,+2,+0.81,+0.95
