,minute,team,player,x,y,xG,result,shotType,assist
0,27,Sevilla,Rafa Mir,0.7959999847412109,0.524000015258789,0.04046669974923134,MissedShots,LeftFoot,Thomas Delaney
1,31,Sevilla,Alejandro Gomez,0.879000015258789,0.46599998474121096,0.06759276986122131,Goal,RightFoot,Ivan Rakitic
2,50,Sevilla,Thomas Delaney,0.9259999847412109,0.36,0.04007021710276604,MissedShots,LeftFoot,Alejandro Gomez
3,52,Sevilla,Rafa Mir,0.9290000152587891,0.28700000762939454,0.05397655814886093,BlockedShot,RightFoot,None
4,52,Sevilla,Thomas Delaney,0.914000015258789,0.5220000076293946,0.09731972962617874,MissedShots,Head,Ivan Rakitic
5,7,Barcelona,Ferrán Jutglà,0.9059999847412109,0.5279999923706055,0.046305038034915924,MissedShots,Head,Ousmane Dembélé
6,11,Barcelona,Ferrán Jutglà,0.7380000305175781,0.355,0.015681952238082886,MissedShots,RightFoot,Ousmane Dembélé
7,13,Barcelona,Frenkie de Jong,0.9730000305175781,0.3970000076293945,0.04684605821967125,SavedShot,Head,Jordi Alba
8,14,Barcelona,Gavi,0.815,0.539000015258789,0.06348598748445511,MissedShots,LeftFoot,Sergio Busquets
9,16,Barcelona,Ferrán Jutglà,0.6969999694824218,0.6079999923706054,0.016248175874352455,BlockedShot,RightFoot,Abdessamad Ezzalzouli
10,17,Barcelona,Ronald Araújo,0.9690000152587891,0.345,0.04554883390665054,BlockedShot,RightFoot,Gerard Piqué
11,17,Barcelona,Ronald Araújo,0.9169999694824219,0.47900001525878905,0.06034442037343979,BlockedShot,Head,Eric Garcia
12,17,Barcelona,Ferrán Jutglà,0.9540000152587891,0.48700000762939455,0.6207951903343201,SavedShot,RightFoot,Ronald Araújo
13,23,Barcelona,Abdessamad Ezzalzouli,0.769000015258789,0.74,0.018945524469017982,BlockedShot,RightFoot,Jordi Alba
14,29,Barcelona,Ousmane Dembélé,0.750999984741211,0.28,0.014298181980848312,SavedShot,LeftFoot,None
15,37,Barcelona,Sergio Busquets,0.8119999694824219,0.514000015258789,0.02121281437575817,MissedShots,RightFoot,None
16,37,Barcelona,Ousmane Dembélé,0.9419999694824219,0.27600000381469725,0.0333598367869854,BlockedShot,RightFoot,Gerard Piqué
17,38,Barcelona,Jordi Alba,0.8019999694824219,0.67,0.021839940920472145,MissedShots,LeftFoot,None
18,39,Barcelona,Abdessamad Ezzalzouli,0.9630000305175781,0.5629999923706055,0.06334397196769714,SavedShot,Head,Frenkie de Jong
19,44,Barcelona,Ronald Araújo,0.9290000152587891,0.4570000076293945,0.054865073412656784,Goal,Head,Ousmane Dembélé
20,61,Barcelona,Abdessamad Ezzalzouli,0.89,0.6790000152587891,0.06196877732872963,MissedShots,LeftFoot,Frenkie de Jong
21,70,Barcelona,Jordi Alba,0.7519999694824219,0.57,0.02358059398829937,BlockedShot,LeftFoot,Sergio Busquets
22,71,Barcelona,Ousmane Dembélé,0.8240000152587891,0.3039999961853027,0.029775118455290794,MissedShots,LeftFoot,Frenkie de Jong
23,79,Barcelona,Ousmane Dembélé,0.7919999694824219,0.32099998474121094,0.02529137209057808,BlockedShot,LeftFoot,Sergio Busquets
24,80,Barcelona,Gavi,0.9359999847412109,0.49400001525878906,0.46010732650756836,MissedShots,Head,Abdessamad Ezzalzouli
25,83,Barcelona,Ousmane Dembélé,0.8419999694824218,0.31,0.03390883281826973,ShotOnPost,LeftFoot,Nico González
26,94,Barcelona,Luuk de Jong,0.9280000305175782,0.5479999923706055,0.13241317868232727,SavedShot,Head,Ousmane Dembélé
27,96,Barcelona,Jordi Alba,0.8030000305175782,0.5629999923706055,0.033058132976293564,SavedShot,LeftFoot,None
