,minute,team,player,x,y,xG,result,shotType,assist
0,17,Barcelona,Eric Garcia,0.9130000305175782,0.525,0.30578747391700745,SavedShot,Head,Memphis Depay
1,21,Barcelona,Sergio Agüero,0.7119999694824218,0.485,0.034300077706575394,MissedShots,RightFoot,Sergio Busquets
2,44,Barcelona,Memphis Depay,0.7580000305175781,0.7030000305175781,0.016719559207558632,SavedShot,RightFoot,Gavi
3,48,Barcelona,Memphis Depay,0.8040000152587891,0.6519999694824219,0.03241124376654625,Goal,RightFoot,Jordi Alba
4,49,Barcelona,Sergiño Dest,0.9669999694824218,0.37900001525878907,0.02292751520872116,MissedShots,Head,Gavi
5,53,Barcelona,Philippe Coutinho,0.879000015258789,0.6859999847412109,0.04553835466504097,SavedShot,RightFoot,Memphis Depay
6,54,Barcelona,Gavi,0.8059999847412109,0.5259999847412109,0.04478677362203598,BlockedShot,RightFoot,Memphis Depay
7,55,Barcelona,Nico González,0.745999984741211,0.3820000076293945,0.023056039586663246,MissedShots,RightFoot,Sergio Busquets
8,57,Barcelona,Jordi Alba,0.7340000152587891,0.685,0.013809924013912678,MissedShots,LeftFoot,None
9,58,Barcelona,Memphis Depay,0.9030000305175782,0.5220000076293946,0.48977360129356384,ShotOnPost,RightFoot,Gavi
10,60,Barcelona,Memphis Depay,0.8719999694824219,0.5590000152587891,0.29831892251968384,SavedShot,LeftFoot,Nico González
11,67,Barcelona,Jordi Alba,0.730999984741211,0.645,0.010424787178635597,BlockedShot,LeftFoot,None
12,74,Barcelona,Nico González,0.754000015258789,0.345,0.021182335913181305,BlockedShot,RightFoot,Sergio Busquets
13,76,Barcelona,Philippe Coutinho,0.8809999847412109,0.4829999923706055,0.0281020887196064,MissedShots,Head,Óscar Mingueza
14,83,Barcelona,Philippe Coutinho,0.8119999694824219,0.45799999237060546,0.15170834958553314,MissedShots,RightFoot,None
15,85,Barcelona,Philippe Coutinho,0.7369999694824219,0.37099998474121093,0.02122739888727665,MissedShots,RightFoot,Eric Garcia
16,29,Alaves,Edgar Méndez,0.8959999847412109,0.41,0.05439472571015358,MissedShots,Head,Rubén Duarte
17,51,Alaves,Luis Rioja,0.955999984741211,0.5690000152587891,0.5197935700416565,Goal,LeftFoot,Joselu
18,88,Alaves,Florian Lejeune,0.8619999694824219,0.41400001525878904,0.025439973920583725,SavedShot,Head,Manu García
