,minute,team,player,x,y,xG,result,shotType,assist
0,35,Valencia,Omar Alderete,0.9059999847412109,0.37900001525878907,0.03483132645487785,MissedShots,Head,Bryan Gil Salvatierra
1,51,Valencia,Carlos Soler,0.9109999847412109,0.5279999923706055,0.30233854055404663,Goal,Head,Bryan Gil Salvatierra
2,57,Valencia,Carlos Soler,0.815,0.735,0.07207546383142471,SavedShot,RightFoot,None
3,58,Valencia,Carlos Soler,0.7880000305175782,0.40299999237060546,0.03356300666928291,MissedShots,RightFoot,Maxi Gómez
4,68,Valencia,Uros Racic,0.8590000152587891,0.545,0.09027495980262756,BlockedShot,RightFoot,Bryan Gil Salvatierra
5,69,Valencia,Dimitri Foulquier,0.765,0.6659999847412109,0.010847454890608788,MissedShots,RightFoot,None
6,70,Valencia,Bryan Gil Salvatierra,0.8780000305175781,0.69,0.018513061106204987,BlockedShot,LeftFoot,Gonçalo Guedes
7,73,Valencia,Hugo Duro,0.924000015258789,0.48700000762939455,0.057826507836580276,SavedShot,Head,Carlos Soler
8,78,Valencia,Hugo Duro,0.9130000305175782,0.66,0.07554119825363159,SavedShot,LeftFoot,None
9,83,Valencia,Hugo Duro,0.9669999694824218,0.6569999694824219,0.07074443995952606,MissedShots,LeftFoot,Gonçalo Guedes
10,94,Valencia,Carlos Soler,0.6580000305175782,0.4520000076293945,0.008311676792800426,SavedShot,RightFoot,Uros Racic
11,22,Barcelona,Pierre-Emerick Aubameyang,0.874000015258789,0.39099998474121095,0.312633216381073,Goal,RightFoot,Jordi Alba
12,31,Barcelona,Frenkie de Jong,0.950999984741211,0.51,0.6521553993225098,Goal,RightFoot,Ousmane Dembélé
13,37,Barcelona,Pierre-Emerick Aubameyang,0.9719999694824218,0.5029999923706054,0.9456425309181213,Goal,LeftFoot,Gavi
14,46,Barcelona,Gavi,0.8,0.4879999923706055,0.0617852658033371,SavedShot,LeftFoot,Ousmane Dembélé
15,62,Barcelona,Pedri,0.745999984741211,0.35400001525878905,0.03179033473134041,Goal,RightFoot,None
16,78,Barcelona,Pierre-Emerick Aubameyang,0.914000015258789,0.38799999237060545,0.4645918309688568,SavedShot,RightFoot,None
