,minute,team,player,x,y,xG,result,shotType,assist
0,7,Barcelona,Ferrán Torres,0.8490000152587891,0.7140000152587891,0.02167467400431633,MissedShots,RightFoot,Ronald Araújo
1,10,Barcelona,Ousmane Dembélé,0.8090000152587891,0.37400001525878906,0.0395156629383564,BlockedShot,LeftFoot,Frenkie de Jong
2,11,Barcelona,Frenkie de Jong,0.955999984741211,0.48900001525878906,0.6041858196258545,MissedShots,Head,Ousmane Dembélé
3,13,Barcelona,Ronald Araújo,0.935,0.46900001525878904,0.06719569861888885,MissedShots,Head,Dani Alves
4,20,Barcelona,Jordi Alba,0.95,0.72,0.04847468435764313,MissedShots,LeftFoot,Pierre-Emerick Aubameyang
5,26,Barcelona,Pedri,0.840999984741211,0.34,0.042577024549245834,MissedShots,RightFoot,Frenkie de Jong
6,38,Barcelona,Ferrán Torres,0.860999984741211,0.6469999694824219,0.025720946490764618,SavedShot,RightFoot,Dani Alves
7,41,Barcelona,Sergio Busquets,0.8419999694824218,0.355,0.04948114976286888,MissedShots,RightFoot,None
8,45,Barcelona,Pierre-Emerick Aubameyang,0.860999984741211,0.37599998474121094,0.10972452908754349,SavedShot,RightFoot,Ousmane Dembélé
9,62,Barcelona,Ferrán Torres,0.889000015258789,0.4159999847412109,0.11140012741088867,SavedShot,RightFoot,Ousmane Dembélé
10,62,Barcelona,Ronald Araújo,0.9180000305175782,0.445,0.0335225872695446,SavedShot,Head,Ousmane Dembélé
11,63,Barcelona,Ferrán Torres,0.8630000305175781,0.6170000076293946,0.08212524652481079,MissedShots,RightFoot,Jordi Alba
12,67,Barcelona,Gerard Piqué,0.7480000305175781,0.44599998474121094,0.024923400953412056,BlockedShot,RightFoot,None
13,68,Barcelona,Gerard Piqué,0.8969999694824219,0.54,0.061513274908065796,ShotOnPost,Head,Ousmane Dembélé
14,68,Barcelona,Sergio Busquets,0.919000015258789,0.54,0.09585033357143402,MissedShots,LeftFoot,Gerard Piqué
15,70,Barcelona,Ousmane Dembélé,0.9219999694824219,0.3770000076293945,0.08066476136445999,MissedShots,RightFoot,Sergio Busquets
16,71,Barcelona,Pedri,0.8180000305175781,0.43900001525878907,0.0568135641515255,Goal,RightFoot,Ousmane Dembélé
17,76,Barcelona,Ferrán Torres,0.8930000305175781,0.46599998474121096,0.27466198801994324,SavedShot,Head,Ousmane Dembélé
18,92,Barcelona,Gavi,0.899000015258789,0.6370000076293946,0.10359565168619156,BlockedShot,LeftFoot,Jordi Alba
19,33,Sevilla,Anthony Martial,0.735999984741211,0.6140000152587891,0.019683802500367165,BlockedShot,LeftFoot,Erik Lamela
20,46,Sevilla,Lucas Ocampos,0.8540000152587891,0.6609999847412109,0.09964098781347275,MissedShots,RightFoot,None
21,46,Sevilla,Erik Lamela,0.82,0.4859999847412109,0.09066136926412582,SavedShot,LeftFoot,None
22,65,Sevilla,Ivan Rakitic,0.7519999694824219,0.6020000076293945,0.0670233741402626,MissedShots,RightFoot,None
23,70,Sevilla,Anthony Martial,0.8440000152587891,0.39299999237060546,0.0453917570412159,SavedShot,LeftFoot,Joan Jordán
24,83,Sevilla,Lucas Ocampos,0.8419999694824218,0.7269999694824218,0.025984928011894226,MissedShots,RightFoot,Jesús Corona
25,91,Sevilla,Rafa Mir,0.899000015258789,0.36,0.06957703828811646,BlockedShot,RightFoot,Youssef En-Nesyri
26,91,Sevilla,Ludwig Augustinsson,0.915,0.5659999847412109,0.07923170179128647,SavedShot,RightFoot,None
