,minute,team,player,x,y,xG,result,shotType,assist
0,22,Granada,Luis Suárez,0.784000015258789,0.46700000762939453,0.03552258387207985,BlockedShot,RightFoot,Jorge Molina
1,23,Granada,Quini,0.8680000305175781,0.37099998474121093,0.07040917873382568,MissedShots,RightFoot,Luis Milla
2,25,Granada,Darwin Machís,0.879000015258789,0.629000015258789,0.07800554484128952,SavedShot,LeftFoot,Antonio Puertas
3,32,Granada,Maxime Gonalons,0.7319999694824219,0.615,0.015866611152887344,MissedShots,LeftFoot,Luis Milla
4,47,Granada,Darwin Machís,0.7709999847412109,0.5770000076293945,0.02859930880367756,MissedShots,RightFoot,Maxime Gonalons
5,51,Granada,Luis Suárez,0.91,0.3529999923706055,0.06670868396759033,MissedShots,RightFoot,None
6,59,Granada,Antonio Puertas,0.885,0.575999984741211,0.041673172265291214,MissedShots,Head,Carlos Neva
7,73,Granada,Antonio Puertas,0.7780000305175782,0.5670000076293945,0.04538549482822418,BlockedShot,RightFoot,None
8,75,Granada,Antonio Puertas,0.8680000305175781,0.5279999923706055,0.094321109354496,BlockedShot,RightFoot,Luis Suárez
9,82,Granada,Luis Milla,0.7809999847412109,0.6780000305175782,0.023673424497246742,SavedShot,RightFoot,Álex Collado
10,85,Granada,Domingos Duarte,0.9480000305175781,0.41,0.045556001365184784,MissedShots,Head,Montoro
11,88,Granada,Jorge Molina,0.9019999694824219,0.5509999847412109,0.10636350512504578,BlockedShot,RightFoot,Luis Suárez
12,88,Granada,Antonio Puertas,0.8959999847412109,0.425,0.08082139492034912,Goal,LeftFoot,None
13,93,Granada,Montoro,0.7219999694824218,0.600999984741211,0.014851383864879608,SavedShot,RightFoot,None
14,16,Barcelona,Luuk de Jong,0.93,0.575,0.09886074811220169,MissedShots,LeftFoot,Ferrán Jutglà
15,19,Barcelona,Gerard Piqué,0.9219999694824219,0.4520000076293945,0.04318051412701607,BlockedShot,Head,Ousmane Dembélé
16,24,Barcelona,Ousmane Dembélé,0.8059999847412109,0.24100000381469727,0.021872418001294136,MissedShots,LeftFoot,Nico González
17,37,Barcelona,Ferrán Jutglà,0.7519999694824219,0.6969999694824218,0.01836678571999073,MissedShots,RightFoot,Gavi
18,39,Barcelona,Ousmane Dembélé,0.7169999694824218,0.40299999237060546,0.0168184582144022,MissedShots,RightFoot,Sergio Busquets
19,41,Barcelona,Eric Garcia,0.68,0.54,0.013529431074857712,BlockedShot,RightFoot,Sergio Busquets
20,47,Barcelona,Ousmane Dembélé,0.7569999694824219,0.34599998474121096,0.019055623561143875,MissedShots,LeftFoot,Nico González
21,50,Barcelona,Ousmane Dembélé,0.7959999847412109,0.3240000152587891,0.02700813300907612,BlockedShot,RightFoot,Dani Alves
22,50,Barcelona,Gerard Piqué,0.9280000305175782,0.4540000152587891,0.11092346906661987,MissedShots,Head,Ousmane Dembélé
23,56,Barcelona,Luuk de Jong,0.9219999694824219,0.5179999923706055,0.364123672246933,Goal,Head,Dani Alves
24,63,Barcelona,Gavi,0.9019999694824219,0.44799999237060545,0.11364530771970749,BlockedShot,Head,Dani Alves
25,75,Barcelona,Abdessamad Ezzalzouli,0.8380000305175781,0.654000015258789,0.10088848322629929,MissedShots,RightFoot,None
26,91,Barcelona,Gerard Piqué,0.735,0.42400001525878905,0.018961308524012566,MissedShots,RightFoot,Álvaro Sanz
