,minute,team,player,x,y,xG,result,shotType,assist
0,6,Barcelona,Jordi Alba,0.735,0.509000015258789,0.028956538066267967,BlockedShot,LeftFoot,Pedri
1,9,Barcelona,Ousmane Dembélé,0.8469999694824218,0.28600000381469726,0.03789062052965164,MissedShots,LeftFoot,None
2,13,Barcelona,Ferrán Torres,0.885,0.5,0.7432776093482971,Goal,RightFoot,None
3,17,Barcelona,Pierre-Emerick Aubameyang,0.919000015258789,0.44099998474121094,0.3414577841758728,SavedShot,RightFoot,Dani Alves
4,20,Barcelona,Ferrán Torres,0.8919999694824219,0.62,0.34259241819381714,Goal,RightFoot,Ousmane Dembélé
5,22,Barcelona,Ferrán Torres,0.81,0.4829999923706055,0.06880267709493637,BlockedShot,RightFoot,None
6,23,Barcelona,Sergio Busquets,0.725999984741211,0.624000015258789,0.020749449729919434,BlockedShot,RightFoot,Jordi Alba
7,25,Barcelona,Pedri,0.8159999847412109,0.2989999961853027,0.036044687032699585,BlockedShot,LeftFoot,Sergio Busquets
8,26,Barcelona,Pierre-Emerick Aubameyang,0.9330000305175781,0.46,0.4989992380142212,Goal,RightFoot,Ousmane Dembélé
9,40,Barcelona,Ferrán Torres,0.7719999694824219,0.4540000152587891,0.037507642060518265,MissedShots,RightFoot,Pedri
10,49,Barcelona,Ousmane Dembélé,0.9259999847412109,0.3129999923706055,0.09126575291156769,BlockedShot,RightFoot,Sergio Busquets
11,49,Barcelona,Ousmane Dembélé,0.889000015258789,0.3240000152587891,0.13179416954517365,MissedShots,LeftFoot,Gavi
12,50,Barcelona,Pierre-Emerick Aubameyang,0.875,0.4909999847412109,0.11628668755292892,MissedShots,RightFoot,Ousmane Dembélé
13,52,Barcelona,Pedri,0.8219999694824218,0.5370000076293945,0.06398119032382965,BlockedShot,LeftFoot,None
14,52,Barcelona,Pierre-Emerick Aubameyang,0.8390000152587891,0.700999984741211,0.02533647231757641,BlockedShot,RightFoot,None
15,63,Barcelona,Ferrán Torres,0.9269999694824219,0.6840000152587891,0.09094080328941345,BlockedShot,LeftFoot,Ousmane Dembélé
16,66,Barcelona,Ferrán Torres,0.8519999694824218,0.7390000152587891,0.028098389506340027,MissedShots,RightFoot,None
17,69,Barcelona,Ousmane Dembélé,0.884000015258789,0.33099998474121095,0.09126856178045273,SavedShot,RightFoot,Dani Alves
18,69,Barcelona,Jordi Alba,0.7269999694824218,0.4979999923706055,0.030315808951854706,SavedShot,LeftFoot,Pedri
19,71,Barcelona,Dani Alves,0.6759999847412109,0.3609999847412109,0.015594184398651123,MissedShots,RightFoot,Sergio Busquets
20,74,Barcelona,Riqui Puig,0.82,0.5459999847412109,0.04758933559060097,SavedShot,RightFoot,Ousmane Dembélé
21,74,Barcelona,Riqui Puig,0.9819999694824219,0.5659999847412109,0.8473636507987976,Goal,RightFoot,None
22,77,Barcelona,Memphis Depay,0.855,0.5279999923706055,0.06926621496677399,SavedShot,Head,Dani Alves
23,83,Barcelona,Memphis Depay,0.9159999847412109,0.37599998474121094,0.09967437386512756,MissedShots,RightFoot,Dani Alves
24,11,Osasuna,Rubén García,0.68,0.5579999923706055,0.010282606817781925,SavedShot,LeftFoot,Lucas Torró
25,33,Osasuna,Iker Benito,0.7559999847412109,0.37900001525878907,0.021703705191612244,SavedShot,LeftFoot,Jon Moncayola
26,47,Osasuna,Javi Martínez,0.950999984741211,0.5929999923706055,0.06743711233139038,SavedShot,LeftFoot,None
27,81,Osasuna,Roberto Torres,0.735999984741211,0.6969999694824218,0.011460769921541214,MissedShots,RightFoot,Juan Cruz
