,minute,team,player,x,y,xG,result,shotType,assist
0,4,Real Betis,Marc Bartra,0.4,0.6430000305175781,0.0067441328428685665,SavedShot,RightFoot,None
1,6,Real Betis,Juanmi,0.894000015258789,0.685,0.07660765200853348,MissedShots,LeftFoot,Borja Iglesias
2,17,Real Betis,Germán Pezzella,0.9019999694824219,0.445,0.06268221884965897,SavedShot,Head,Nabil Fekir
3,27,Real Betis,Guido Rodríguez,0.794000015258789,0.4109999847412109,0.0373111218214035,ShotOnPost,RightFoot,Sergio Canales
4,28,Real Betis,Sergio Canales,0.745,0.505,0.02213478833436966,SavedShot,LeftFoot,None
5,48,Real Betis,Guido Rodríguez,0.7080000305175781,0.4229999923706055,0.015527693554759026,BlockedShot,RightFoot,Andrés Guardado
6,61,Real Betis,Juanmi,0.8530000305175781,0.6430000305175781,0.10023656487464905,BlockedShot,LeftFoot,Guido Rodríguez
7,64,Real Betis,Nabil Fekir,0.7759999847412109,0.634000015258789,0.07878508418798447,BlockedShot,LeftFoot,None
8,67,Real Betis,Juanmi,0.8959999847412109,0.6940000152587891,0.04462922364473343,SavedShot,LeftFoot,Borja Iglesias
9,78,Real Betis,Marc Bartra,0.8930000305175781,0.48200000762939454,0.04525933042168617,Goal,OtherBodyPart,Nabil Fekir
10,81,Real Betis,Borja Iglesias,0.835,0.8180000305175781,0.021517962217330933,BlockedShot,RightFoot,Sergio Canales
11,81,Real Betis,Germán Pezzella,0.8809999847412109,0.4640000152587891,0.040787432342767715,MissedShots,Head,None
12,83,Real Betis,Álex Moreno,0.885,0.6519999694824219,0.05213441327214241,BlockedShot,LeftFoot,Guido Rodríguez
13,83,Real Betis,William Carvalho,0.750999984741211,0.5640000152587891,0.02345663495361805,MissedShots,RightFoot,Nabil Fekir
14,5,Barcelona,Ferrán Torres,0.8130000305175781,0.509000015258789,0.05247090384364128,BlockedShot,RightFoot,Memphis Depay
15,19,Barcelona,Ronald Araújo,0.91,0.48200000762939454,0.09152959287166595,SavedShot,Head,Memphis Depay
16,32,Barcelona,Memphis Depay,0.7880000305175782,0.6790000152587891,0.022766485810279846,SavedShot,RightFoot,Jordi Alba
17,53,Barcelona,Ousmane Dembélé,0.879000015258789,0.27100000381469724,0.03827076777815819,MissedShots,RightFoot,Neto
18,66,Barcelona,Ferrán Torres,0.6940000152587891,0.6509999847412109,0.0180572047829628,BlockedShot,RightFoot,Jordi Alba
19,68,Barcelona,Gavi,0.915,0.6659999847412109,0.0682423785328865,BlockedShot,LeftFoot,Ferrán Torres
20,70,Barcelona,Pierre-Emerick Aubameyang,0.919000015258789,0.3120000076293945,0.048469968140125275,MissedShots,RightFoot,Frenkie de Jong
21,72,Barcelona,Ferrán Torres,0.8969999694824219,0.5940000152587891,0.3757460117340088,SavedShot,RightFoot,None
22,75,Barcelona,Anssumane Fati,0.8469999694824218,0.5670000076293945,0.08279339224100113,Goal,RightFoot,Jordi Alba
23,79,Barcelona,Pierre-Emerick Aubameyang,0.9119999694824219,0.544000015258789,0.33207157254219055,MissedShots,RightFoot,Jordi Alba
24,93,Barcelona,Jordi Alba,0.8919999694824219,0.6509999847412109,0.06617338955402374,Goal,LeftFoot,Dani Alves
