,minute,team,player,x,y,xG,result,shotType,assist
0,2,Barcelona,Memphis Depay,0.76,0.5270000076293946,0.019878651946783066,SavedShot,RightFoot,Frenkie de Jong
1,6,Barcelona,Ilias Akhomach,0.840999984741211,0.2610000038146973,0.027068329975008965,BlockedShot,LeftFoot,Sergio Busquets
2,9,Barcelona,Nico González,0.8090000152587891,0.6329999923706054,0.0356944240629673,MissedShots,RightFoot,Memphis Depay
3,24,Barcelona,Memphis Depay,0.8730000305175781,0.6840000152587891,0.065804623067379,BlockedShot,RightFoot,Frenkie de Jong
4,24,Barcelona,Memphis Depay,0.9630000305175781,0.6409999847412109,0.12349120527505875,SavedShot,LeftFoot,None
5,26,Barcelona,Gavi,0.9030000305175782,0.669000015258789,0.01071632094681263,SavedShot,Head,Ilias Akhomach
6,27,Barcelona,Nico González,0.855999984741211,0.5120000076293946,0.09966003149747849,BlockedShot,RightFoot,Jordi Alba
7,29,Barcelona,Sergio Busquets,0.8059999847412109,0.49700000762939456,0.05486423149704933,SavedShot,LeftFoot,Frenkie de Jong
8,31,Barcelona,Ilias Akhomach,0.8480000305175781,0.30100000381469727,0.05262152478098869,BlockedShot,LeftFoot,Nico González
9,31,Barcelona,Jordi Alba,0.8959999847412109,0.7030000305175781,0.02441895380616188,MissedShots,LeftFoot,Nico González
10,39,Barcelona,Gavi,0.7930000305175782,0.720999984741211,0.021425748243927956,MissedShots,RightFoot,Jordi Alba
11,47,Barcelona,Memphis Depay,0.885,0.5,0.7432776093482971,Goal,RightFoot,None
12,50,Barcelona,Sergio Busquets,0.7440000152587891,0.5059999847412109,0.028416819870471954,BlockedShot,RightFoot,None
13,55,Barcelona,Nico González,0.8640000152587891,0.5879999923706055,0.08824644982814789,BlockedShot,RightFoot,None
14,72,Barcelona,Abdessamad Ezzalzouli,0.889000015258789,0.30700000762939456,0.05598440766334534,MissedShots,LeftFoot,Sergio Busquets
15,90,Barcelona,Memphis Depay,0.8959999847412109,0.32799999237060545,0.06917201727628708,SavedShot,RightFoot,Ronald Araújo
16,7,Espanyol,Adrián Embarba,0.845999984741211,0.4,0.059380803257226944,MissedShots,LeftFoot,None
17,11,Espanyol,Raúl de Tomás,0.874000015258789,0.28700000762939454,0.017476681619882584,MissedShots,RightFoot,Adrià Pedrosa
18,43,Espanyol,Raúl de Tomás,0.9430000305175781,0.6959999847412109,0.05348077416419983,MissedShots,LeftFoot,None
19,50,Espanyol,Adrián Embarba,0.889000015258789,0.725999984741211,0.030597370117902756,SavedShot,LeftFoot,Javi Puado
20,67,Espanyol,Adrián Embarba,0.92,0.8209999847412109,0.07059966027736664,SavedShot,RightFoot,None
21,67,Espanyol,Manuel Morlanes,0.8119999694824219,0.46900001525878904,0.04280368611216545,MissedShots,RightFoot,Adrià Pedrosa
22,69,Espanyol,Raúl de Tomás,0.8440000152587891,0.6179999923706054,0.05091967433691025,MissedShots,LeftFoot,None
23,80,Espanyol,Raúl de Tomás,0.7280000305175781,0.645,0.04779147729277611,ShotOnPost,RightFoot,None
24,83,Espanyol,Landry Dimata,0.9459999847412109,0.5179999923706055,0.5437059998512268,MissedShots,Head,Wu Lei
25,85,Espanyol,Raúl de Tomás,0.9030000305175782,0.48200000762939454,0.34013617038726807,ShotOnPost,Head,Manuel Morlanes
26,92,Espanyol,Nicolás Melamed,0.8519999694824218,0.6930000305175781,0.06100288778543472,BlockedShot,RightFoot,Adrià Pedrosa
27,95,Espanyol,Sergi Gómez,0.9209999847412109,0.5509999847412109,0.09501616656780243,MissedShots,Head,Nicolás Melamed
