,minute,team,player,x,y,xG,result,shotType,assist
0,32,Real Sociedad,Igor Zubeldia,0.695,0.4540000152587891,0.015477936714887619,SavedShot,RightFoot,Rafinha
1,34,Real Sociedad,Alexander Sørloth,0.97,0.5879999923706055,0.04806838184595108,SavedShot,Head,Adnan Januzaj
2,42,Real Sociedad,Alexander Isak,0.8959999847412109,0.3840000152587891,0.34270521998405457,MissedShots,RightFoot,Alexander Sørloth
3,46,Real Sociedad,Alexander Sørloth,0.9769999694824218,0.4209999847412109,0.48359671235084534,MissedShots,RightFoot,None
4,57,Real Sociedad,Alexander Sørloth,0.94,0.6630000305175782,0.05859890580177307,SavedShot,LeftFoot,Adnan Januzaj
5,59,Real Sociedad,Adnan Januzaj,0.9259999847412109,0.6680000305175782,0.05925606191158295,BlockedShot,LeftFoot,Alexander Isak
6,79,Real Sociedad,Zaldúa,0.7519999694824219,0.34599998474121096,0.013116263784468174,SavedShot,RightFoot,None
7,86,Real Sociedad,Ander Martín,0.715,0.37099998474121093,0.011583518236875534,SavedShot,LeftFoot,Mikel Merino
8,5,Barcelona,Ousmane Dembélé,0.7980000305175782,0.37400001525878906,0.03468639776110649,MissedShots,LeftFoot,Ferrán Torres
9,6,Barcelona,Frenkie de Jong,0.7180000305175781,0.5020000076293946,0.018630070611834526,MissedShots,LeftFoot,Sergio Busquets
10,10,Barcelona,Ousmane Dembélé,0.9430000305175781,0.35400001525878905,0.3449675440788269,ShotOnPost,LeftFoot,Gavi
11,10,Barcelona,Pierre-Emerick Aubameyang,0.9790000152587891,0.5329999923706055,0.6818526983261108,Goal,Head,Ferrán Torres
12,16,Barcelona,Ferrán Torres,0.8580000305175781,0.43900001525878907,0.1001610979437828,MissedShots,RightFoot,Dani Alves
13,17,Barcelona,Frenkie de Jong,0.8590000152587891,0.5429999923706055,0.039998915046453476,MissedShots,Head,Dani Alves
14,28,Barcelona,Frenkie de Jong,0.8190000152587891,0.6969999694824218,0.034472718834877014,MissedShots,RightFoot,Ousmane Dembélé
15,30,Barcelona,Ousmane Dembélé,0.8680000305175781,0.30700000762939456,0.05710146948695183,BlockedShot,RightFoot,Frenkie de Jong
16,38,Barcelona,Ferrán Torres,0.8580000305175781,0.7190000152587891,0.041851483285427094,MissedShots,RightFoot,Frenkie de Jong
17,39,Barcelona,Pierre-Emerick Aubameyang,0.815,0.31799999237060544,0.12429296970367432,MissedShots,RightFoot,Frenkie de Jong
18,73,Barcelona,Gavi,0.9030000305175782,0.5259999847412109,0.4869617521762848,MissedShots,RightFoot,Ferrán Torres
