,minute,team,player,x,y,xG,result,shotType,assist
0,6,Barcelona,Memphis Depay,0.885,0.5,0.7432776093482971,Goal,RightFoot,None
1,9,Barcelona,Philippe Coutinho,0.7619999694824219,0.7269999694824218,0.023429246619343758,SavedShot,RightFoot,Memphis Depay
2,13,Barcelona,Luuk de Jong,0.8669999694824219,0.515,0.38352125883102417,Goal,RightFoot,Sergiño Dest
3,17,Barcelona,Philippe Coutinho,0.775,0.5129999923706055,0.04784153774380684,SavedShot,RightFoot,Óscar Mingueza
4,22,Barcelona,Gerard Piqué,0.98,0.43099998474121093,0.5394953489303589,MissedShots,RightFoot,None
5,26,Barcelona,Gavi,0.9159999847412109,0.46,0.056075405329465866,MissedShots,Head,Sergiño Dest
6,38,Barcelona,Gavi,0.904000015258789,0.34599998474121096,0.3551740348339081,SavedShot,RightFoot,Óscar Mingueza
7,42,Barcelona,Memphis Depay,0.965,0.6029999923706054,0.1540246456861496,SavedShot,Head,Óscar Mingueza
8,48,Barcelona,Memphis Depay,0.8009999847412109,0.649000015258789,0.04417036101222038,SavedShot,RightFoot,None
9,50,Barcelona,Memphis Depay,0.8640000152587891,0.7019999694824218,0.06871995329856873,SavedShot,RightFoot,None
10,63,Barcelona,Nico González,0.7559999847412109,0.5029999923706054,0.031204821541905403,MissedShots,RightFoot,Sergiño Dest
11,64,Barcelona,Memphis Depay,0.9009999847412109,0.6459999847412109,0.11371054500341415,SavedShot,LeftFoot,Luuk de Jong
12,65,Barcelona,Riqui Puig,0.7980000305175782,0.5179999923706055,0.04545886814594269,BlockedShot,LeftFoot,None
13,66,Barcelona,Memphis Depay,0.8919999694824219,0.5970000076293945,0.09537852555513382,BlockedShot,RightFoot,None
14,67,Barcelona,Luuk de Jong,0.904000015258789,0.5420000076293945,0.06661415100097656,SavedShot,LeftFoot,Memphis Depay
15,69,Barcelona,Sergiño Dest,0.7880000305175782,0.649000015258789,0.0587911494076252,SavedShot,RightFoot,Luuk de Jong
16,79,Barcelona,Luuk de Jong,0.93,0.46900001525878904,0.09027451276779175,MissedShots,Head,Memphis Depay
17,84,Barcelona,Anssumane Fati,0.875999984741211,0.705,0.08122909814119339,BlockedShot,LeftFoot,Nico González
18,90,Barcelona,Anssumane Fati,0.8130000305175781,0.4879999923706055,0.07398617267608643,Goal,RightFoot,None
19,91,Barcelona,Riqui Puig,0.795,0.6179999923706054,0.04089798405766487,BlockedShot,LeftFoot,Anssumane Fati
20,81,Levante,Morales,0.8640000152587891,0.40599998474121096,0.06546568870544434,MissedShots,RightFoot,None
21,82,Levante,Alejandro Cantero,0.915,0.46599998474121096,0.4308924376964569,SavedShot,RightFoot,Pablo Martínez
22,82,Levante,Pablo Martínez,0.9530000305175781,0.25799999237060545,0.04533916339278221,MissedShots,RightFoot,Roger
23,92,Levante,Alejandro Cantero,0.774000015258789,0.8330000305175781,0.09304839372634888,SavedShot,RightFoot,Pablo Martínez
24,92,Levante,Roger,0.7330000305175781,0.43599998474121093,0.01972980424761772,MissedShots,RightFoot,Gonzalo Melero
25,92,Levante,Alejandro Cantero,0.9690000152587891,0.6659999847412109,0.0582134984433651,MissedShots,LeftFoot,Pablo Martínez
