,minute,team,player,x,y,xG,result,shotType,assist
0,15,Barcelona,Ferrán Jutglà,0.9390000152587891,0.5420000076293945,0.06700883060693741,Goal,Head,Ousmane Dembélé
1,18,Barcelona,Gavi,0.845,0.475,0.18570701777935028,Goal,RightFoot,Clement Lenglet
2,20,Barcelona,Abdessamad Ezzalzouli,0.9269999694824219,0.6909999847412109,0.10905460268259048,BlockedShot,RightFoot,Jordi Alba
3,20,Barcelona,Gavi,0.855,0.3129999923706055,0.04493135213851929,MissedShots,RightFoot,None
4,24,Barcelona,Frenkie de Jong,0.9219999694824219,0.395,0.48245924711227417,SavedShot,RightFoot,Ousmane Dembélé
5,27,Barcelona,Ferrán Jutglà,0.91,0.33299999237060546,0.13152830302715302,SavedShot,RightFoot,Ousmane Dembélé
6,29,Barcelona,Abdessamad Ezzalzouli,0.7090000152587891,0.45799999237060546,0.017147494480013847,BlockedShot,RightFoot,None
7,30,Barcelona,Abdessamad Ezzalzouli,0.8480000305175781,0.5270000076293946,0.06304346770048141,BlockedShot,RightFoot,None
8,30,Barcelona,Sergio Busquets,0.7719999694824219,0.43900001525878907,0.01994711346924305,BlockedShot,RightFoot,None
9,31,Barcelona,Ousmane Dembélé,0.9669999694824218,0.33,0.07290555536746979,MissedShots,LeftFoot,None
10,33,Barcelona,Abdessamad Ezzalzouli,0.905,0.700999984741211,0.06711045652627945,MissedShots,RightFoot,Jordi Alba
11,43,Barcelona,Gavi,0.91,0.4759999847412109,0.5459675192832947,BlockedShot,RightFoot,Abdessamad Ezzalzouli
12,50,Barcelona,Gavi,0.8480000305175781,0.3659999847412109,0.039927124977111816,MissedShots,LeftFoot,Abdessamad Ezzalzouli
13,57,Barcelona,Ferrán Jutglà,0.84,0.5320000076293945,0.13763362169265747,SavedShot,LeftFoot,Gavi
14,65,Barcelona,Ferrán Jutglà,0.975999984741211,0.4620000076293945,0.6851085424423218,MissedShots,RightFoot,None
15,74,Barcelona,Nico González,0.8209999847412109,0.5509999847412109,0.08663441240787506,BlockedShot,RightFoot,None
16,74,Barcelona,Nico González,0.85,0.5840000152587891,0.06427980214357376,SavedShot,RightFoot,None
17,84,Barcelona,Nico González,0.9,0.549000015258789,0.12894196808338165,Goal,RightFoot,Gavi
18,94,Barcelona,Jordi Alba,0.675,0.935,0.020201746374368668,MissedShots,LeftFoot,None
19,23,Elche,Enzo Roco,0.9280000305175782,0.43900001525878907,0.3796065151691437,MissedShots,LeftFoot,Lucas Pérez
20,45,Elche,Lucas Boyé,0.9230000305175782,0.41900001525878905,0.2610194683074951,SavedShot,RightFoot,Tete Morente
21,47,Elche,Lucas Pérez,0.909000015258789,0.3120000076293945,0.21191538870334625,MissedShots,LeftFoot,None
22,61,Elche,Tete Morente,0.8730000305175781,0.345,0.0577559657394886,Goal,RightFoot,Lucas Boyé
23,62,Elche,Pere Milla,0.9619999694824218,0.5790000152587891,0.3552257716655731,Goal,Head,Tete Morente
