,minute,team,player,x,y,xG,result,shotType,assist
0,6,Elche,Raúl Guti,0.764000015258789,0.33099998474121095,0.021706411615014076,MissedShots,RightFoot,Lucas Boyé
1,35,Elche,Pere Milla,0.805,0.575,0.046879228204488754,MissedShots,LeftFoot,Lucas Boyé
2,36,Elche,Tete Morente,0.8730000305175781,0.4759999847412109,0.08010050654411316,MissedShots,LeftFoot,Lucas Boyé
3,43,Elche,Fidel,0.9209999847412109,0.664000015258789,0.07053801417350769,Goal,LeftFoot,None
4,49,Elche,Lucas Boyé,0.774000015258789,0.36700000762939455,0.07744835317134857,BlockedShot,RightFoot,None
5,63,Elche,Pere Milla,0.874000015258789,0.5579999923706055,0.10838481038808823,SavedShot,RightFoot,Fidel
6,63,Elche,Lucas Boyé,0.8619999694824219,0.4490000152587891,0.043658629059791565,BlockedShot,RightFoot,Fidel
7,69,Elche,Ezequiel Ponce,0.9530000305175781,0.49,0.15703490376472473,MissedShots,Head,Fidel
8,79,Elche,Iván Marcone,0.845999984741211,0.4929999923706055,0.07021286338567734,MissedShots,RightFoot,None
9,86,Elche,Pere Milla,0.9219999694824219,0.610999984741211,0.03940039500594139,BlockedShot,Head,Diego González
10,92,Elche,Josan,0.885,0.3029999923706055,0.03993617370724678,SavedShot,RightFoot,Ezequiel Ponce
11,93,Elche,Guido Carrillo,0.8440000152587891,0.5309999847412109,0.019829005002975464,BlockedShot,Head,Antonio Barragán
12,93,Elche,Enzo Roco,0.8690000152587891,0.56,0.07639367878437042,BlockedShot,RightFoot,None
13,10,Barcelona,Ousmane Dembélé,0.7819999694824219,0.4279999923706055,0.03360160440206528,MissedShots,LeftFoot,Pedri
14,12,Barcelona,Pierre-Emerick Aubameyang,0.94,0.42700000762939455,0.13501106202602386,BlockedShot,RightFoot,Ousmane Dembélé
15,20,Barcelona,Jordi Alba,0.7969999694824219,0.5990000152587891,0.0365992896258831,SavedShot,RightFoot,None
16,26,Barcelona,Ousmane Dembélé,0.9180000305175782,0.675,0.20882289111614227,SavedShot,LeftFoot,Pierre-Emerick Aubameyang
17,26,Barcelona,Frenkie de Jong,0.9290000152587891,0.5129999923706055,0.5648080706596375,BlockedShot,RightFoot,None
18,26,Barcelona,Pierre-Emerick Aubameyang,0.9119999694824219,0.5179999923706055,0.10750103741884232,MissedShots,RightFoot,Jordi Alba
19,37,Barcelona,Frenkie de Jong,0.865,0.5929999923706055,0.2798900306224823,SavedShot,RightFoot,Sergio Busquets
20,38,Barcelona,Gerard Piqué,0.8690000152587891,0.5479999923706055,0.013539012521505356,MissedShots,Head,Dani Alves
21,40,Barcelona,Pedri,0.7809999847412109,0.39,0.01965337060391903,MissedShots,RightFoot,None
22,43,Barcelona,Ronald Araújo,0.7240000152587891,0.41,0.00891890935599804,MissedShots,LeftFoot,Frenkie de Jong
23,46,Barcelona,Pedri,0.8619999694824219,0.5879999923706055,0.06127624586224556,MissedShots,RightFoot,None
24,51,Barcelona,Ferrán Torres,0.9330000305175781,0.6409999847412109,0.034459877759218216,MissedShots,RightFoot,Dani Alves
25,59,Barcelona,Jordi Alba,0.889000015258789,0.5990000152587891,0.0579279325902462,BlockedShot,RightFoot,Ousmane Dembélé
26,59,Barcelona,Ferrán Torres,0.9459999847412109,0.49,0.6100082993507385,Goal,RightFoot,Jordi Alba
27,61,Barcelona,Ferrán Torres,0.9130000305175782,0.56,0.442202091217041,MissedShots,LeftFoot,Jordi Alba
28,75,Barcelona,Ferrán Torres,0.9119999694824219,0.645,0.29548096656799316,SavedShot,LeftFoot,Memphis Depay
29,75,Barcelona,Ferrán Torres,0.9259999847412109,0.47,0.42094752192497253,SavedShot,RightFoot,Adama Traoré
30,80,Barcelona,Ferrán Torres,0.9209999847412109,0.6580000305175782,0.0579894557595253,MissedShots,LeftFoot,Jordi Alba
31,83,Barcelona,Memphis Depay,0.885,0.5,0.7432776093482971,Goal,RightFoot,None
32,91,Barcelona,Adama Traoré,0.9340000152587891,0.27700000762939453,0.1077628955245018,SavedShot,RightFoot,Sergio Busquets
