,minute,team,player,x,y,xG,result,shotType,assist
0,44,Alaves,Pere Pons,0.8830000305175781,0.34700000762939454,0.3504968583583832,SavedShot,RightFoot,Luis Rioja
1,45,Alaves,Joselu,0.7019999694824218,0.6759999847412109,0.015606394037604332,MissedShots,LeftFoot,Jason
2,51,Alaves,Pere Pons,0.9580000305175781,0.5579999923706055,0.14454180002212524,MissedShots,LeftFoot,Joselu
3,77,Alaves,Joselu,0.9159999847412109,0.4879999923706055,0.13146808743476868,MissedShots,Head,Jason
4,92,Alaves,Joselu,0.805,0.28299999237060547,0.021321747452020645,BlockedShot,RightFoot,Miguel De la Fuente
5,92,Alaves,Edgar Méndez,0.9130000305175782,0.43400001525878906,0.06978777796030045,SavedShot,Head,Jason
6,2,Barcelona,Abdessamad Ezzalzouli,0.8590000152587891,0.625999984741211,0.02379067987203598,BlockedShot,RightFoot,None
7,12,Barcelona,Luuk de Jong,0.874000015258789,0.5509999847412109,0.0627189353108406,MissedShots,RightFoot,Pedri
8,26,Barcelona,Gerard Piqué,0.855999984741211,0.5459999847412109,0.012927139177918434,SavedShot,Head,Pedri
9,29,Barcelona,Gerard Piqué,0.919000015258789,0.44,0.03163730725646019,MissedShots,Head,Pedri
10,31,Barcelona,Ferrán Torres,0.769000015258789,0.6569999694824219,0.037999849766492844,MissedShots,RightFoot,Abdessamad Ezzalzouli
11,37,Barcelona,Sergio Busquets,0.9319999694824219,0.34299999237060547,0.016325082629919052,SavedShot,Head,Pedri
12,58,Barcelona,Sergio Busquets,0.919000015258789,0.40400001525878904,0.049683649092912674,BlockedShot,Head,Pedri
13,62,Barcelona,Luuk de Jong,0.9119999694824219,0.49900001525878906,0.36661532521247864,SavedShot,RightFoot,Pedri
14,69,Barcelona,Luuk de Jong,0.9009999847412109,0.5070000076293946,0.045583367347717285,BlockedShot,Head,Frenkie de Jong
15,86,Barcelona,Frenkie de Jong,0.9169999694824219,0.5429999923706055,0.5021960735321045,Goal,RightFoot,Ferrán Torres
