,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PSxG_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Cmp_Launched,Att_Launched,Cmp%_Launched,Att_Passes,Thr_Passes,Launch%_Passes,AvgLen_Passes,Att_Goal Kicks,Launch%_Goal Kicks,AvgLen_Goal Kicks,Opp_Crosses,Stp_Crosses,Stp%_Crosses,#OPA_Sweeper,AvgDist_Sweeper,Match Report
0,2018-08-25,Sat,Serie A,Matchweek 2,Away,L 2–3,Milan,Napoli,Y,GK,90,9,3,6,66.7,0,3.0,0,0,0,0,5,8,62.5,47,10,17.0,24.4,3,0.0,23.7,9,1,11.1,1,15.8,Match Report
1,2018-08-31,Fri,Serie A,Matchweek 3,Home,W 2–1,Milan,Roma,Y,GK,90,2,1,1,50.0,0,0.6,0,0,0,0,1,5,20.0,27,6,14.8,25.7,2,50.0,41.5,11,2,18.2,1,20.0,Match Report
2,2018-09-07,Fri,UEFA Nations League,League A,Home,D 1–1,it  Italy,pl  Poland,Y,GK,90,,1,,,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
3,2018-09-10,Mon,UEFA Nations League,League A,Away,L 0–1,it  Italy,pt  Portugal,Y,GK,90,,1,,,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
4,2018-09-16,Sun,Serie A,Matchweek 4,Away,D 1–1,Milan,Cagliari,Y,GK,90,2,1,1,50.0,0,0.3,0,0,0,0,5,7,71.4,28,6,21.4,25.0,7,14.3,28.6,7,1,14.3,0,12.5,Match Report
5,2018-09-20,Thu,Europa Lg,Group stage,Away,W 1–0,it  Milan,lu  F91 Dudelange,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
6,2018-09-23,Sun,Serie A,Matchweek 5,Home,D 2–2,Milan,Atalanta,Y,GK,90,5,2,3,60.0,0,2.0,0,0,0,0,11,21,52.4,44,2,36.4,33.5,12,41.7,38.7,12,1,8.3,0,13.8,Match Report
7,2018-09-27,Thu,Serie A,Matchweek 6,Away,D 1–1,Milan,Empoli,Y,GK,90,1,1,1,100.0,0,1.4,1,1,0,0,3,8,37.5,14,2,42.9,35.9,7,28.6,33.9,4,2,50.0,0,15.0,Match Report
8,2018-09-30,Sun,Serie A,Matchweek 7,Away,W 4–1,Milan,Sassuolo,Y,GK,90,3,1,2,66.7,0,0.9,0,0,0,0,7,10,70.0,16,4,31.3,33.7,8,62.5,51.1,12,1,8.3,0,11.0,Match Report
9,2018-10-04,Thu,Europa Lg,Group stage,Home,W 3–1,it  Milan,gr  Olympiacos,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
10,2018-10-07,Sun,Serie A,Matchweek 8,Home,W 3–1,Milan,Chievo,Y,GK,90,1,1,0,0.0,0,0.3,0,0,0,0,5,8,62.5,35,6,20.0,27.3,5,20.0,29.4,13,1,7.7,0,11.8,Match Report
11,2018-10-10,Wed,Friendlies (M),Friendlies (M),Home,D 1–1,it  Italy,ua  Ukraine,Y,GK,90,,1,,,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
12,2018-10-14,Sun,UEFA Nations League,League A,Away,W 1–0,it  Italy,pl  Poland,Y,GK,90,,0,,,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
13,2018-10-21,Sun,Serie A,Matchweek 9,Away,L 0–1,Milan,Inter,Y,GK,90,3,1,2,66.7,0,0.9,0,0,0,0,5,7,71.4,22,5,18.2,27.2,11,27.3,33.8,24,1,4.2,0,5.0,Match Report
14,2018-10-25,Thu,Europa Lg,Group stage,Home,L 1–2,it  Milan,es  Betis,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
15,2018-10-28,Sun,Serie A,Matchweek 10,Home,W 3–2,Milan,Sampdoria,Y,GK,90,2,2,0,0.0,0,0.9,0,0,0,0,3,8,37.5,19,3,31.6,33.4,6,33.3,41.0,8,0,0.0,0,14.7,Match Report
16,2018-10-31,Wed,Serie A,Matchweek 1,Home,W 2–1,Milan,Genoa,Y,GK,90,2,1,2,50.0,0,0.4,0,0,0,0,8,11,72.7,21,9,23.8,27.8,8,75.0,44.5,12,2,16.7,2,23.0,Match Report
17,2018-11-04,Sun,Serie A,Matchweek 11,Away,W 1–0,Milan,Udinese,Y,GK,90,3,0,3,100.0,1,0.3,0,0,0,0,8,19,42.1,25,9,40.0,35.0,10,90.0,57.9,8,0,0.0,1,14.1,Match Report
18,2018-11-08,Thu,Europa Lg,Group stage,Away,D 1–1,it  Milan,es  Betis,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
19,2018-11-11,Sun,Serie A,Matchweek 12,Home,L 0–2,Milan,Juventus,Y,GK,90,6,2,4,66.7,0,2.3,0,0,0,0,7,14,50.0,30,6,33.3,31.8,7,57.1,40.1,17,0,0.0,1,14.8,Match Report
