,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PSxG_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Cmp_Launched,Att_Launched,Cmp%_Launched,Att_Passes,Thr_Passes,Launch%_Passes,AvgLen_Passes,Att_Goal Kicks,Launch%_Goal Kicks,AvgLen_Goal Kicks,Opp_Crosses,Stp_Crosses,Stp%_Crosses,#OPA_Sweeper,AvgDist_Sweeper,Match Report
0,2021-07-02,Fri,UEFA Euro,Quarter-finals,Away,W 2–1,it  Italy,be  Belgium,Y,GK,90,2,1,2,100.0,0,2.2,1,1,0,0,5,10,50.0,24,6,37.5,30.3,2,50.0,46.0,5,2,40.0,1,14.2,Match Report
1,2021-07-06,Tue,UEFA Euro,Semi-finals,Home,D 1  (4)  –1  (2),it  Italy,es  Spain,Y,GK,120,4,1,3,75.0,0,1.3,0,0,0,0,6,17,35.3,41,5,31.7,32.6,7,57.1,43.9,11,2,18.2,1,12.3,Match Report
2,2021-07-11,Sun,UEFA Euro,Final,Neutral,D 1  (3)  –1  (2),it  Italy,eng  England,Y,GK,120,1,1,0,0.0,0,0.2,0,0,0,0,2,3,66.7,27,11,11.1,19.0,7,0.0,13.6,3,1,33.3,1,15.6,Match Report
3,2021-08-20,Fri,Ligue 1,Matchweek 3,Away,W 4–2,Paris S-G,Brest,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
4,2021-08-29,Sun,Ligue 1,Matchweek 4,Away,W 2–0,Paris S-G,Reims,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
5,2021-09-02,Thu,WCQ — UEFA (M),First round,Home,D 1–1,it  Italy,bg  Bulgaria,Y,GK,90,2,1,1,50.0,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
6,2021-09-05,Sun,WCQ — UEFA (M),First round,Away,D 0–0,it  Italy,ch  Switzerland,Y,GK,90,2,0,2,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
7,2021-09-08,Wed,WCQ — UEFA (M),First round,Home,W 5–0,it  Italy,lt  Lithuania,Y,GK,45,1,0,1,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
8,2021-09-11,Sat,Ligue 1,Matchweek 5,Home,W 4–0,Paris S-G,Clermont Foot,Y,GK,90,2,0,2,100.0,1,0.1,0,0,0,0,1,3,33.3,25,5,12.0,23.2,8,0.0,17.3,9,0,0.0,2,13.3,Match Report
9,2021-09-15,Wed,Champions Lg,Group stage,Away,D 1–1,fr  Paris S-G,be  Club Brugge,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
10,2021-09-19,Sun,Ligue 1,Matchweek 6,Home,W 2–1,Paris S-G,Lyon,Y,GK,90,5,1,4,80.0,0,0.7,0,0,0,0,1,2,50.0,23,6,4.3,18.9,6,16.7,21.2,4,1,25.0,0,13.0,Match Report
11,2021-09-22,Wed,Ligue 1,Matchweek 7,Away,W 2–1,Paris S-G,Metz,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
12,2021-09-25,Sat,Ligue 1,Matchweek 8,Home,W 2–0,Paris S-G,Montpellier,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
13,2021-09-28,Tue,Champions Lg,Group stage,Home,W 2–0,fr  Paris S-G,eng  Manchester City,Y,GK,90,7,0,7,100.0,1,0.8,0,0,0,0,4,10,40.0,19,8,26.3,32.2,9,55.6,36.2,15,2,13.3,1,14.5,Match Report
14,2021-10-03,Sun,Ligue 1,Matchweek 9,Away,L 0–2,Paris S-G,Rennes,Y,GK,90,4,2,2,50.0,0,1.6,0,0,0,0,2,3,66.7,29,13,6.9,19.7,7,14.3,21.7,8,1,12.5,0,16.3,Match Report
15,2021-10-06,Wed,UEFA Nations League,Semi-finals,Neutral,L 1–2,it  Italy,es  Spain,Y,GK,90,0,,0,,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
16,2021-10-10,Sun,UEFA Nations League,Third-place match,Neutral,W 2–1,it  Italy,be  Belgium,Y*,GK,90,0,,0,,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
17,2021-10-15,Fri,Ligue 1,Matchweek 10,Home,W 2–1,Paris S-G,Angers,Y,GK,90,2,1,1,50.0,0,1.6,0,0,0,0,2,3,66.7,13,6,15.4,23.0,6,16.7,17.7,7,1,14.3,0,7.7,Match Report
