,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success,onxG_Team Success (xG),onxGA_Team Success (xG),xG+/-_Team Success (xG),xG+/-90_Team Success (xG),On-Off_Team Success (xG)
10,Jean-Eudes Aholou,ci  CIV,MF,Monaco,24,1994,17,1075,63,31.4,11.9,12,77,7,5,30,5,1.00,10,13,-3,-0.25,+0.36,15.4,12.6,+2.7,+0.23,+0.27
11,Rayan Aït Nouri,fr  FRA,DF,Angers,17,2001,3,57,19,1.7,0.6,0,,0,3,18,16,0.33,1,3,-2,-3.16,-3.08,0.7,1.7,-1.0,-1.62,-1.67
12,Ludovic Ajorque,re  REU,FW,Strasbourg,24,1994,25,1531,61,44.8,17.0,18,79,6,7,16,3,1.20,22,25,-3,-0.18,-0.80,17.5,25.0,-7.5,-0.44,-0.44
13,Sofiane Alakouch,fr  FRA,DF,Nîmes,20,1998,25,1895,76,55.4,21.1,23,80,14,2,25,3,1.24,28,36,-8,-0.38,-0.79,23.2,36.4,-13.2,-0.63,-0.94
14,Alexis Alegue,fr  FRA,FW,Nantes,21,1996,1,5,5,0.1,0.1,0,,0,1,4,0,0.00,1,0,+1,+18.00,+18.03,0.1,0.0,+0.1,+0.95,+0.96
15,Rúnar Alex Rúnarsson,is  ISL,GK,Dijon,23,1995,25,2250,90,65.8,25.0,25,90,25,0,,12,1.04,24,43,-19,-0.76,+0.01,29.3,38.7,-9.4,-0.38,+0.55
16,Abdallah Ali Mohamed,km  COM,DF,Marseille,19,1999,0,,,,,0,,0,0,,5,,,,,,,,,,,
17,Rachid Alioui,ma  MAR,FW,Nîmes,26,1992,27,1252,46,36.6,13.9,11,88,9,16,18,4,1.52,23,21,+2,+0.14,+0.27,18.0,18.5,-0.5,-0.03,+0.28
18,Bobby Allain,fr  FRA,GK,Dijon,26,1991,13,1170,90,34.2,13.0,13,90,13,0,,25,0.62,7,17,-10,-0.77,-0.01,10.2,22.3,-12.1,-0.93,-0.55
19,Mickaël Alphonse,GPE,DF,Dijon,29,1989,11,571,52,16.7,6.3,6,91,6,5,5,11,1.00,7,16,-9,-1.42,-0.79,6.3,9.8,-3.6,-0.56,0.00
20,Dani Alves,br  BRA,"MF,DF",Paris S-G,35,1983,23,1622,71,47.4,18.0,19,82,12,4,17,0,2.00,45,22,+23,+1.28,-1.08,45.2,19.1,+26.1,+1.45,-0.01
21,Romain Amalfitano,fr  FRA,"MF,FW",Dijon,28,1989,32,2522,79,73.7,28.0,30,83,21,2,24,2,0.88,20,46,-26,-0.93,-0.63,25.9,45.1,-19.3,-0.69,-0.47
22,Jordan Amavi,fr  FRA,DF,Marseille,24,1994,28,2177,78,63.7,24.2,24,88,20,4,19,4,1.39,40,34,+6,+0.25,+0.10,32.1,31.5,+0.5,+0.02,-0.40
23,Kelvin Amian,fr  FRA,DF,Toulouse,20,1998,32,2880,90,84.2,32.0,32,90,32,0,,1,1.09,31,47,-16,-0.50,+0.50,38.5,49.7,-11.2,-0.35,+0.21
24,Yanis Ammour,fr  FRA,MF,Montpellier,19,1999,1,2,2,0.1,0.0,0,,0,1,1,2,3.00,0,0,0,0.00,-0.29,0.0,0.2,-0.2,-7.41,-7.47
25,Benjamin André,fr  FRA,MF,Rennes,27,1990,30,2495,83,73.0,27.7,28,87,24,2,34,0,1.20,36,38,-2,-0.07,-0.56,36.3,34.0,+2.3,+0.08,-0.03
26,Yoann Andreu,fr  FRA,DF,Angers,29,1989,1,4,4,0.1,0.0,0,,0,1,3,2,0.00,0,1,-1,-22.50,-22.39,0.0,0.3,-0.3,-6.04,-6.07
27,Houssem Aouar,fr  FRA,MF,Lyon,20,1998,37,3061,83,89.5,34.0,35,87,26,2,11,1,1.86,62,45,+17,+0.50,-1.00,64.4,39.4,+25.0,+0.73,-0.93
28,Luiz Araújo,br  BRA,"FW,MF",Lille,22,1996,25,781,31,22.8,8.7,6,77,1,19,17,11,1.76,12,11,+1,+0.12,-1.04,11.3,10.4,+0.9,+0.11,-0.39
29,Alphonse Areola,fr  FRA,GK,Paris S-G,25,1993,21,1890,90,55.3,21.0,21,90,21,0,,13,2.43,55,17,+38,+1.81,-0.07,49.3,19.4,+29.9,+1.42,-0.07
30,Yoël Armougom,fr  FRA,"DF,MF",Caen,20,1998,29,1853,64,54.2,20.6,20,86,16,9,15,6,0.97,18,29,-11,-0.53,+0.27,18.5,32.4,-13.8,-0.67,+0.06
31,Youcef Attal,dz  ALG,"DF,MF",Nice,22,1996,29,2263,78,66.2,25.1,25,87,23,4,20,0,1.38,21,21,0,0.00,+0.39,32.1,31.5,+0.7,+0.03,+0.45
32,Ludovic Baal,gf  GUF,DF,Rennes,32,1986,2,126,63,3.7,1.4,1,91,1,1,35,0,1.50,3,3,0,0.00,-0.08,1.5,2.2,-0.7,-0.52,-0.64
33,Stéphane Bahoken,cm  CMR,FW,Angers,26,1992,32,2469,77,72.2,27.4,31,79,6,1,32,0,1.28,31,28,+3,+0.11,+0.87,31.5,33.4,-1.9,-0.07,-0.32
34,Florent Balmont,fr  FRA,MF,Dijon,38,1980,20,1076,54,31.5,12.0,15,66,4,5,17,8,0.95,9,25,-16,-1.34,-0.84,9.4,21.5,-12.1,-1.01,-0.65
35,Abdoulaye Bamba,ci  CIV,DF,Angers,28,1990,30,2573,86,75.2,28.6,29,89,27,1,0,4,1.33,36,33,+3,+0.10,+0.95,35.8,35.5,+0.3,+0.01,-0.03
36,Jonathan Bamba,fr  FRA,"FW,MF",Lille,22,1996,38,3004,79,87.8,33.4,35,84,25,3,19,0,1.97,62,29,+33,+0.99,+0.56,52.0,39.1,+12.9,+0.39,-0.18
37,Yacine Bammou,ma  MAR,"FW,MF",Caen,26,1991,17,923,54,27.0,10.3,9,85,6,8,19,5,0.76,9,11,-2,-0.20,+0.63,9.1,13.4,-4.2,-0.41,+0.39
38,Théo Barbet,fr  FRA,DF,Dijon,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
39,Danilo Barbosa,br  BRA,MF,Nice,22,1996,22,1548,70,45.3,17.2,18,82,10,4,20,5,1.55,15,17,-2,-0.12,+0.03,20.3,22.7,-2.4,-0.14,-0.03
40,Antonio Barreca,it  ITA,DF,Monaco,23,1995,7,593,85,17.3,6.6,7,85,4,0,,2,0.86,9,9,0,0.00,+0.60,11.4,7.8,+3.6,+0.54,+0.60
41,Toma Bašić,hr  CRO,MF,Bordeaux,21,1996,23,1333,58,39.0,14.8,16,75,6,7,18,8,0.78,11,18,-7,-0.47,-0.43,14.5,22.5,-8.1,-0.54,-0.34
42,Thomas Basila,fr  FRA,DF,Nantes,19,1999,2,92,46,2.7,1.0,1,91,1,1,1,2,3.00,2,1,+1,+0.98,+1.01,1.1,1.3,-0.2,-0.19,-0.19
43,Claudio Beauvue,GPE,FW,Caen,30,1988,25,1499,60,43.8,16.7,16,83,8,9,20,3,0.68,13,23,-10,-0.60,+0.10,14.1,24.8,-10.7,-0.64,+0.10
44,Sami Ben Amar,ma  MAR,FW,Nîmes,20,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
45,Hatem Ben Arfa,fr  FRA,"MF,FW",Rennes,31,1987,26,2033,78,59.4,22.6,23,85,16,3,23,2,1.27,30,30,0,0.00,-0.19,29.8,26.7,+3.1,+0.14,+0.12
46,Diego Benaglio,ch  SUI,GK,Monaco,34,1983,23,2058,89,60.2,22.9,22,90,22,1,77,11,0.78,20,38,-18,-0.79,-0.72,26.7,29.7,-3.0,-0.13,-0.44
47,Nicolas Benezet,fr  FRA,"MF,FW",Guingamp,27,1991,25,1666,67,48.7,18.5,18,82,12,7,27,0,0.68,11,28,-17,-0.92,+0.26,18.5,22.9,-4.4,-0.24,+0.06
48,Walter Benítez,ar  ARG,GK,Nice,25,1993,35,3150,90,92.1,35.0,35,90,35,0,,3,1.57,29,29,0,0.00,+1.67,40.2,45.9,-5.8,-0.16,-0.50
49,Bilal Benkhedim,fr  FRA,MF,Saint-Étienne,17,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
50,Yassine Benrahou,fr  FRA,"MF,DF",Bordeaux,19,1999,4,177,44,5.2,2.0,1,92,1,3,28,2,0.00,0,2,-2,-1.02,-0.85,1.2,1.4,-0.2,-0.11,+0.24
51,Ramy Bensebaini,dz  ALG,DF,Rennes,23,1995,25,2152,86,62.9,23.9,24,86,21,1,77,1,1.36,33,33,0,0.00,-0.21,32.9,29.5,+3.3,+0.14,+0.13
52,Yassine Benzia,dz  ALG,MF,Lille,23,1994,2,160,80,4.7,1.8,2,80,0,0,,0,2.00,3,1,+2,+1.13,+0.21,2.0,1.9,+0.1,+0.06,-0.37
53,Robert Berić,si  SVN,FW,Saint-Étienne,27,1991,23,1175,51,34.4,13.1,12,79,5,11,21,12,1.43,26,13,+13,+1.00,+0.80,20.1,15.5,+4.6,+0.35,+0.32
54,Paul Bernardoni,fr  FRA,GK,Nîmes,21,1997,38,3420,90,100.0,38.0,38,90,38,0,,0,1.39,57,58,-1,-0.03,,47.9,55.8,-7.9,-0.21,
55,Juan Bernat,es  ESP,"DF,MF",Paris S-G,25,1993,25,1836,73,53.7,20.4,21,84,15,4,18,0,2.28,55,15,+40,+1.96,+0.26,50.9,19.8,+31.1,+1.53,+0.16
56,Antoine Bernede,fr  FRA,MF,Paris S-G,19,1999,2,169,85,4.9,1.9,2,85,1,0,,2,3.00,4,1,+3,+1.60,-0.26,4.4,1.3,+3.1,+1.64,+0.20
57,Dimitry Bertaud,fr  FRA,GK,Montpellier,20,1998,1,90,90,2.6,1.0,1,90,1,0,,30,1.00,0,0,0,0.00,-0.30,0.4,1.1,-0.6,-0.64,-0.71
58,Dorian Bertrand,fr  FRA,MF,Angers,25,1993,0,,,,,0,,0,0,,5,,,,,,,,,,,
59,Loïc Bessile,tg  TOG,DF,Toulouse,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
60,Giulian Biancone,fr  FRA,DF,Monaco,18,2000,1,90,90,2.6,1.0,1,90,1,0,,5,0.00,0,2,-2,-2.00,-1.54,0.6,1.1,-0.5,-0.47,-0.53
61,Yohan Bilingi,fr  FRA,DF,Guingamp,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
62,Ludovic Blas,fr  FRA,"MF,FW",Guingamp,20,1997,34,2372,70,69.4,26.4,27,82,15,7,21,2,0.76,20,42,-22,-0.83,+0.71,27.0,33.6,-6.6,-0.25,+0.06
63,Alexis Blin,fr  FRA,MF,Amiens,21,1996,27,1990,74,58.2,22.1,25,79,14,2,6,3,1.00,15,27,-12,-0.54,+0.02,19.5,28.6,-9.1,-0.41,-0.23
64,Antonin Bobichon,fr  FRA,MF,Nîmes,22,1995,30,2153,72,63.0,23.9,24,86,17,6,15,8,1.40,36,34,+2,+0.08,+0.30,29.4,37.4,-8.0,-0.33,-0.34
65,Yann Bodiger,fr  FRA,MF,Toulouse,23,1995,1,13,13,0.4,0.1,0,,0,1,12,3,0.00,0,0,0,0.00,+0.58,0.1,0.0,+0.1,+0.91,+1.30
66,Mathieu Bodmer,fr  FRA,"MF,FW",Amiens,35,1982,26,1073,41,31.4,11.9,10,80,5,16,17,8,0.65,11,21,-10,-0.84,-0.42,10.5,16.4,-6.0,-0.50,-0.28
67,Sacha Boey,fr  FRA,"DF,MF",Rennes,17,2000,1,14,14,0.4,0.2,0,,0,1,13,4,1.00,0,0,0,0.00,-0.08,0.6,0.4,+0.2,+1.05,+0.96
68,Olivier Boscagli,fr  FRA,"DF,MF",Nice,20,1997,14,863,62,25.2,9.6,10,83,7,4,9,14,1.36,4,12,-8,-0.83,-0.94,9.0,11.6,-2.7,-0.28,-0.20
69,Gabriel Boschilia,br  BRA,"FW,MF",Nantes,22,1996,29,1319,45,38.6,14.7,14,76,1,15,17,4,1.17,19,23,-4,-0.27,-0.44,18.3,22.3,-4.0,-0.27,-0.43
70,John Bostock,tt  TRI,MF,Toulouse,26,1992,16,984,62,28.8,10.9,10,84,6,6,25,17,0.94,10,16,-6,-0.55,+0.04,14.0,16.0,-2.0,-0.18,+0.28
71,Denis Bouanga,ga  GAB,"FW,MF",Nîmes,23,1994,35,2633,75,77.0,29.3,29,85,15,6,27,1,1.46,41,44,-3,-0.10,-0.33,36.6,41.3,-4.7,-0.16,+0.21
72,Zacharie Boucher,fr  FRA,GK,Angers,26,1992,2,180,90,5.3,2.0,2,90,2,0,,30,2.00,2,1,+1,+0.50,+0.67,2.1,1.8,+0.4,+0.18,+0.16
73,Mehdi Boudjemaa,dz  ALG,MF,Guingamp,20,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,
74,Arnold Bouka Moutou,cg  CGO,"DF,FW",Dijon,29,1988,3,66,22,1.9,0.7,0,,0,3,21,5,0.33,0,2,-2,-2.73,-2.00,0.7,2.3,-1.6,-2.17,-1.64
75,Benjamin Bourigeaud,fr  FRA,"MF,FW",Rennes,24,1994,34,2425,71,70.9,26.9,28,81,13,6,26,2,1.41,37,39,-2,-0.07,-0.53,33.5,36.6,-3.1,-0.11,-0.71
76,Bilal Boutobba,fr  FRA,MF,Montpellier,19,1998,2,32,16,0.9,0.4,0,,0,2,15,5,0.50,0,2,-2,-5.63,-5.97,0.8,1.1,-0.3,-0.73,-0.79
77,Umut Bozok,tr  TUR,FW,Nîmes,21,1996,25,1235,49,36.1,13.7,14,77,2,11,15,11,0.96,21,22,-1,-0.07,-0.07,18.9,19.8,-0.9,-0.07,+0.22
78,Pedro Brazão,pt  POR,"FW,DF",Nice,15,2002,1,14,14,0.4,0.2,0,,0,1,13,0,0.00,0,0,0,0.00,+0.13,0.2,0.0,+0.2,+1.47,+1.60
79,Anthony Briançon,fr  FRA,DF,Nîmes,23,1994,33,2924,89,85.5,32.5,33,89,32,0,,0,1.39,48,48,0,0.00,+0.18,41.7,48.4,-6.6,-0.20,+0.03
80,Jimmy Briand,fr  FRA,FW,Bordeaux,32,1985,35,2495,71,73.0,27.7,28,83,18,7,26,1,1.06,25,34,-9,-0.32,-0.42,29.6,39.5,-9.8,-0.35,-0.07
81,Lucas Buadés,fr  FRA,FW,Nîmes,20,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
82,Gianluigi Buffon,it  ITA,GK,Paris S-G,40,1978,17,1530,90,44.7,17.0,17,90,17,0,,20,2.35,50,18,+32,+1.88,+0.07,41.8,16.4,+25.4,+1.49,+0.07
83,Patrick Burner,fr  FRA,DF,Nice,22,1996,17,1352,80,39.5,15.0,15,84,11,2,44,12,1.35,10,16,-6,-0.40,-0.44,15.2,20.1,-5.0,-0.33,-0.34
84,Ludovic Butelle,fr  FRA,GK,Angers,35,1983,36,3239,90,94.7,36.0,36,90,35,0,,0,1.17,42,48,-6,-0.17,-0.66,45.5,45.2,+0.4,+0.01,-0.16
85,Rémy Cabella,fr  FRA,"MF,FW",Saint-Étienne,28,1990,34,2997,88,87.6,33.3,34,88,31,0,,0,1.74,53,33,+20,+0.60,+1.03,50.6,40.4,+10.2,+0.31,+1.32
86,Anthony Caci,fr  FRA,DF,Strasbourg,21,1997,29,2298,79,67.2,25.5,26,87,20,3,16,5,1.45,39,29,+10,+0.39,+0.39,27.7,33.3,-5.6,-0.22,-0.07
87,Mathieu Cafaro,fr  FRA,"FW,MF",Reims,21,1997,34,2095,62,61.3,23.3,24,79,8,10,19,1,1.38,22,22,0,0.00,+0.20,24.5,25.0,-0.4,-0.02,+0.24
88,Yannick Cahuzac,fr  FRA,"MF,DF",Toulouse,33,1985,23,1431,62,41.8,15.9,15,84,10,8,21,9,1.00,12,28,-16,-1.01,-0.73,16.0,25.9,-9.8,-0.62,-0.40
89,Marc-Aurèle Caillard,fr  FRA,GK,Guingamp,24,1994,21,1890,90,55.3,21.0,21,90,21,0,,13,0.90,16,34,-18,-0.86,+0.44,21.4,29.1,-7.7,-0.37,-0.22
90,Duje Ćaleta-Car,hr  CRO,DF,Marseille,21,1996,20,1547,77,45.2,17.2,17,88,15,3,15,14,1.65,23,22,+1,+0.06,-0.28,22.7,20.9,+1.9,+0.11,-0.11
91,Mahdi Camara,fr  FRA,FW,Saint-Étienne,20,1998,1,10,10,0.3,0.1,0,,0,1,9,4,3.00,0,0,0,0.00,-0.48,0.0,0.0,0.0,+0.44,+0.29
92,Souleymane Camara,sn  SEN,"FW,MF",Montpellier,35,1982,12,137,11,4.0,1.5,0,,0,12,10,24,1.25,5,2,+3,+1.97,+1.75,3.4,2.2,+1.3,+0.82,+0.80
93,Eduardo Camavinga,fr  FRA,MF,Rennes,15,2002,7,364,52,10.6,4.0,4,81,1,3,13,7,1.43,8,5,+3,+0.74,+0.74,7.2,6.4,+0.9,+0.21,+0.13
94,Pierrick Capelle,fr  FRA,"MF,DF",Angers,31,1987,26,1842,71,53.9,20.5,21,83,14,5,19,4,1.08,27,29,-2,-0.10,+0.07,28.8,26.1,+2.7,+0.13,+0.25
95,Maxence Caqueret,fr  FRA,MF,Lyon,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
96,Yoan Cardinale,fr  FRA,GK,Nice,24,1994,3,270,90,7.9,3.0,3,90,3,0,,6,0.33,1,6,-5,-1.67,-1.67,4.0,3.0,+1.0,+0.33,+0.50
97,Diego Carlos,br  BRA,DF,Nantes,25,1993,35,3148,90,92.0,35.0,35,90,34,0,,1,1.34,46,44,+2,+0.06,+0.72,43.8,42.8,+1.0,+0.03,+0.41
98,Louis Carnot,fr  FRA,MF,Guingamp,17,2001,1,8,8,0.2,0.1,0,,0,1,7,1,1.00,0,0,0,0.00,+1.06,0.6,0.0,+0.6,+6.27,+6.56
99,Lionel Carole,fr  FRA,"DF,MF",Strasbourg,27,1991,23,1727,75,50.5,19.2,20,84,15,3,15,1,1.39,32,25,+7,+0.36,+0.21,20.4,26.6,-6.2,-0.32,-0.26
100,Johann Carrasso,fr  FRA,GK,Reims,30,1988,0,,,,,0,,0,0,,25,,,,,,,,,,,
101,Thomas Carrique,fr  FRA,DF,Bordeaux,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
102,Matis Carvalho,pt  POR,GK,Toulouse,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
103,Moreto Cassamã,gw  GNB,MF,Reims,20,1998,1,59,59,1.7,0.7,1,59,0,0,,0,1.00,0,0,0,0.00,+0.08,0.0,0.2,-0.2,-0.28,-0.17
104,Edinson Cavani,uy  URU,FW,Paris S-G,31,1987,21,1671,80,48.9,18.6,20,83,14,1,17,2,2.52,57,15,+42,+2.26,+0.82,46.2,19.1,+27.1,+1.46,+0.01
105,Zeki Çelik,tr  TUR,DF,Lille,21,1997,34,2971,87,86.9,33.0,34,87,29,0,,1,2.06,60,26,+34,+1.03,+0.83,50.8,37.2,+13.6,+0.41,+0.03
106,Florian Chabrolle,fr  FRA,MF,Marseille,20,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,
107,Nacer Chadli,be  BEL,"MF,FW",Monaco,28,1989,16,691,43,20.2,7.7,9,66,2,7,14,11,0.75,6,10,-4,-0.52,-0.03,6.5,10.6,-4.0,-0.53,-0.71
108,Fouad Chafik,ma  MAR,DF,Dijon,31,1986,21,1847,88,54.0,20.5,21,88,14,0,,13,0.90,15,25,-10,-0.49,+0.60,17.8,32.7,-15.0,-0.73,-0.36
109,Kwon Chang-hoon,kr  KOR,"FW,MF",Dijon,24,1994,19,938,49,27.4,10.4,10,82,4,9,14,2,0.79,6,18,-12,-1.15,-0.53,9.2,20.1,-10.9,-1.05,-0.66
110,Xavier Chavalerin,fr  FRA,MF,Reims,27,1991,36,3240,90,94.7,36.0,36,90,36,0,,0,1.47,36,39,-3,-0.08,-0.08,38.4,41.2,-2.8,-0.08,+0.68
111,Pablo Chavarría,ar  ARG,FW,Reims,30,1988,30,1973,66,57.7,21.9,23,79,12,7,21,0,1.40,20,25,-5,-0.23,-0.35,21.5,27.0,-5.5,-0.25,-0.33
112,Pape Cheikh Diop,sn  SEN,MF,Lyon,20,1997,12,454,38,13.3,5.0,5,73,0,7,12,24,1.75,10,6,+4,+0.79,+0.22,11.6,5.1,+6.5,+1.29,+0.53
113,Sébastien Cibois,fr  FRA,GK,Paris S-G,20,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,
114,Laurent Ciman,be  BEL,DF,Dijon,32,1985,9,717,80,21.0,8.0,7,90,7,2,43,3,0.56,5,19,-14,-1.76,-1.26,7.6,15.5,-8.0,-1.00,-0.55
115,Ibrahim Cissé,sn  SEN,DF,Angers,22,1996,0,,,,,0,,0,0,,4,,,,,,,,,,,
116,Till Cissokho,fr  FRA,DF,Bordeaux,18,2000,1,78,78,2.3,0.9,1,78,0,0,,2,0.00,0,2,-2,-2.31,-2.15,0.5,1.8,-1.3,-1.46,-1.16
117,Yannis Clementia,fr  FRA,GK,Nice,21,1997,0,,,,,0,,0,0,,29,,,,,,,,,,,
118,Marcus Coco,fr  FRA,"FW,MF",Guingamp,22,1996,33,1840,56,53.8,20.4,21,78,8,12,17,1,0.64,17,41,-24,-1.17,-0.26,21.4,23.8,-2.4,-0.12,+0.33
119,Racine Coly,sn  SEN,"DF,MF",Nice,22,1995,9,503,56,14.7,5.6,6,83,5,3,2,17,1.89,6,8,-2,-0.36,-0.27,6.0,8.8,-2.7,-0.48,-0.42
120,Daniel Congré,fr  FRA,DF,Montpellier,33,1985,37,3292,89,96.3,36.6,37,89,36,0,,0,1.57,51,41,+10,+0.27,-0.43,44.3,42.5,+1.8,+0.05,-0.10
121,Benjamin Corgnet,fr  FRA,"MF,FW",Strasbourg,31,1987,17,671,39,19.6,7.5,6,79,0,11,18,10,1.24,16,6,+10,+1.34,+1.34,10.4,5.8,+4.5,+0.61,+1.00
122,Andreas Cornelius,dk  DEN,FW,Bordeaux,25,1993,20,792,40,23.2,8.8,6,82,4,14,22,0,1.45,13,7,+6,+0.68,+1.16,9.1,12.3,-3.2,-0.36,-0.03
123,Maxwel Cornet,ci  CIV,FW,Lyon,21,1996,27,1281,47,37.5,14.2,12,80,5,15,22,2,1.70,25,22,+3,+0.21,-0.63,30.8,16.4,+14.5,+1.02,+0.29
124,Quentin Cornette,fr  FRA,"MF,FW",Amiens,24,1994,5,209,42,6.1,2.3,3,57,0,2,20,4,0.80,1,6,-5,-2.15,-1.70,1.6,2.2,-0.6,-0.27,+0.04
125,Nuno da Costa,cv  CPV,FW,Strasbourg,27,1991,34,2052,60,60.0,22.8,22,85,9,12,16,3,1.21,37,31,+6,+0.26,0.00,26.5,32.3,-5.8,-0.26,-0.15
126,Benoît Costil,fr  FRA,GK,Bordeaux,31,1987,37,3330,90,97.4,37.0,37,90,37,0,,1,1.03,33,42,-9,-0.24,-1.24,39.4,52.5,-13.1,-0.35,-0.70
127,Kalifa Coulibaly,ml  MLI,FW,Nantes,26,1991,32,1751,55,51.2,19.5,19,85,13,13,11,4,1.38,24,22,+2,+0.10,+0.21,25.9,22.9,+3.0,+0.15,+0.33
128,Senou Coulibaly,ml  MLI,"DF,MF",Dijon,23,1994,9,411,46,12.0,4.6,6,64,4,3,8,9,0.89,2,6,-4,-0.88,-0.13,5.4,10.4,-4.9,-1.08,-0.59
129,Nicolas Cozza,fr  FRA,DF,Montpellier,19,1999,12,984,82,28.8,10.9,11,83,8,1,71,17,1.08,17,17,0,0.00,-0.41,12.7,15.6,-2.9,-0.26,-0.44
130,Enzo Crivelli,fr  FRA,FW,Caen,23,1995,33,2260,68,66.1,25.1,28,76,10,5,24,1,0.85,17,35,-18,-0.72,-0.17,20.5,37.0,-16.5,-0.66,+0.13
131,Wylan Cyprien,fr  FRA,MF,Nice,23,1995,29,2360,81,69.0,26.2,27,85,22,2,27,1,1.48,20,22,-2,-0.08,+0.18,30.0,32.8,-2.8,-0.11,+0.06
132,Damien Da Silva,fr  FRA,DF,Rennes,30,1988,33,2874,87,84.0,31.9,32,90,31,1,3,1,1.45,47,42,+5,+0.16,+0.49,45.6,41.3,+4.4,+0.14,+0.28
133,Kouadio-Yves Dabila,ci  CIV,DF,Lille,21,1997,12,782,65,22.9,8.7,8,91,8,4,15,20,1.92,16,10,+6,+0.69,-0.30,10.9,10.5,+0.4,+0.05,-0.47
134,Abdoulaye Dabo,fr  FRA,FW,Nantes,17,2001,2,116,58,3.4,1.3,2,58,0,0,,2,0.50,0,2,-2,-1.55,-1.61,1.8,1.5,+0.3,+0.20,+0.21
135,Mouhamadou Dabo,fr  FRA,DF,Caen,31,1986,0,,,,,0,,0,0,,3,,,,,,,,,,,
136,Colin Dagba,fr  FRA,DF,Paris S-G,19,1998,17,918,54,26.8,10.2,9,81,7,8,23,4,2.35,26,15,+11,+1.08,-1.04,22.7,12.4,+10.3,+1.01,-0.60
137,Dante,br  BRA,DF,Nice,34,1983,36,3226,90,94.3,35.8,36,90,35,0,,0,1.56,30,31,-1,-0.03,+1.83,42.6,46.1,-3.5,-0.10,+0.47
138,Romain Danzé,fr  FRA,"DF,MF",Rennes,32,1986,0,,,,,0,,0,0,,3,,,,,,,,,,,
139,Lucas Deaux,fr  FRA,MF,Guingamp,29,1988,18,1188,66,34.7,13.2,17,70,6,1,1,5,1.00,9,17,-8,-0.61,+0.68,12.5,15.1,-2.6,-0.20,+0.11
