,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
12,Alexis Alegue,fr  FRA,FW,Nantes,21,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,Rúnar Alex Rúnarsson,is  ISL,GK,Dijon,23,1995,25.0,0,0,0,0,4,0,0,0,0,0,0,0,136,0,0,
14,Rachid Alioui,ma  MAR,FW,Nîmes,26,1992,13.9,1,0,0,11,12,7,23,3,6,0,0,0,79,35,60,36.8
15,Bobby Allain,fr  FRA,GK,Dijon,26,1991,13.0,1,0,0,1,6,0,0,0,0,0,1,0,78,0,0,
16,Mickaël Alphonse,GPE,DF,Dijon,29,1989,6.3,0,0,0,8,10,0,15,5,3,0,0,0,71,12,4,75.0
17,Dani Alves,br  BRA,"MF,DF",Paris S-G,35,1983,18.0,4,0,0,43,23,4,45,9,29,0,0,0,180,9,11,45.0
18,Romain Amalfitano,fr  FRA,"MF,FW",Dijon,28,1989,28.0,3,1,0,43,30,1,17,34,41,0,0,0,252,11,24,31.4
19,Jordan Amavi,fr  FRA,DF,Marseille,24,1994,24.2,7,2,0,47,33,1,62,32,29,0,1,0,303,58,27,68.2
20,Kelvin Amian,fr  FRA,DF,Toulouse,20,1998,32.0,6,0,0,40,11,3,17,23,46,0,0,0,261,36,33,52.2
21,Yanis Ammour,fr  FRA,MF,Montpellier,19,1999,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
22,Benjamin André,fr  FRA,MF,Rennes,27,1990,27.7,8,1,1,59,48,4,11,37,66,1,0,0,338,116,66,63.7
23,Yoann Andreu,fr  FRA,DF,Angers,29,1989,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
24,Houssem Aouar,fr  FRA,MF,Lyon,20,1998,34.0,2,0,0,30,53,11,12,31,36,2,0,0,284,8,25,24.2
25,Luiz Araújo,br  BRA,"FW,MF",Lille,22,1996,8.7,2,1,0,22,9,1,17,1,11,0,0,0,47,2,8,20.0
26,Alphonse Areola,fr  FRA,GK,Paris S-G,25,1993,21.0,1,0,0,0,2,0,0,0,0,0,0,0,84,0,0,
27,Yoël Armougom,fr  FRA,"DF,MF",Caen,20,1998,20.6,5,1,1,20,15,1,49,8,18,0,0,0,159,17,12,58.6
28,Youcef Attal,dz  ALG,"DF,MF",Nice,22,1996,25.1,8,0,0,42,58,9,58,26,33,3,0,0,222,33,31,51.6
29,Ludovic Baal,gf  GUF,DF,Rennes,32,1986,1.4,0,0,0,0,2,0,3,0,1,0,0,0,24,0,1,0.0
30,Stéphane Bahoken,cm  CMR,FW,Angers,26,1992,27.4,3,0,0,55,37,31,32,5,12,0,0,0,110,27,65,29.3
31,Florent Balmont,fr  FRA,MF,Dijon,38,1980,12.0,3,0,0,22,22,1,12,4,21,0,0,0,115,1,8,11.1
32,Abdoulaye Bamba,ci  CIV,DF,Angers,28,1990,28.6,6,0,0,22,25,2,48,31,30,0,0,0,252,19,21,47.5
33,Jonathan Bamba,fr  FRA,"FW,MF",Lille,22,1996,33.4,4,0,0,26,68,2,39,25,20,0,0,0,253,25,30,45.5
34,Yacine Bammou,ma  MAR,"FW,MF",Caen,26,1991,10.3,2,0,0,9,9,3,22,7,6,0,0,0,90,7,21,25.0
35,Danilo Barbosa,br  BRA,MF,Nice,22,1996,17.2,1,1,0,18,34,0,4,12,20,0,0,0,111,15,9,62.5
36,Antonio Barreca,it  ITA,DF,Monaco,23,1995,6.6,0,0,0,7,7,0,13,4,3,0,0,0,56,8,9,47.1
37,Toma Bašić,hr  CRO,MF,Bordeaux,21,1996,14.8,3,0,0,24,23,0,20,7,17,0,0,0,113,27,22,55.1
38,Thomas Basila,fr  FRA,DF,Nantes,19,1999,1.0,0,0,0,0,1,0,0,1,2,0,0,0,8,3,1,75.0
39,Claudio Beauvue,GPE,FW,Caen,30,1988,16.7,1,0,0,23,28,4,26,3,12,1,0,0,75,38,54,41.3
40,Hatem Ben Arfa,fr  FRA,"MF,FW",Rennes,31,1987,22.6,1,0,0,18,42,4,25,2,7,1,0,0,111,1,10,9.1
41,Diego Benaglio,ch  SUI,GK,Monaco,34,1983,22.9,2,0,0,1,2,0,0,0,0,0,1,0,119,0,0,
42,Nicolas Benezet,fr  FRA,"MF,FW",Guingamp,27,1991,18.5,1,0,0,24,43,8,57,13,28,0,0,0,173,10,31,24.4
43,Walter Benítez,ar  ARG,GK,Nice,25,1993,35.0,1,0,0,0,4,0,0,0,0,0,0,0,161,0,0,
44,Yassine Benrahou,fr  FRA,"MF,DF",Bordeaux,19,1999,2.0,0,0,0,2,4,0,5,2,3,0,0,0,17,1,3,25.0
45,Ramy Bensebaini,dz  ALG,DF,Rennes,23,1995,23.9,9,0,0,31,35,1,29,25,30,0,1,1,238,39,25,60.9
46,Yassine Benzia,dz  ALG,MF,Lille,23,1994,1.8,0,0,0,3,3,0,2,0,1,0,0,0,14,0,0,
47,Robert Berić,si  SVN,FW,Saint-Étienne,27,1991,13.1,0,0,0,33,23,5,5,3,5,0,0,0,44,22,44,33.3
48,Paul Bernardoni,fr  FRA,GK,Nîmes,21,1997,38.0,0,0,0,0,7,0,0,0,0,0,0,0,199,0,1,0.0
49,Juan Bernat,es  ESP,"DF,MF",Paris S-G,25,1993,20.4,6,1,0,33,20,6,47,14,28,0,0,0,141,12,17,41.4
50,Antoine Bernede,fr  FRA,MF,Paris S-G,19,1999,1.9,0,0,0,2,1,0,0,3,6,0,0,0,16,0,5,0.0
51,Dimitry Bertaud,fr  FRA,GK,Montpellier,20,1998,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
52,Giulian Biancone,fr  FRA,DF,Monaco,18,2000,1.0,0,0,0,2,0,0,1,2,2,0,0,0,9,1,2,33.3
53,Ludovic Blas,fr  FRA,"MF,FW",Guingamp,20,1997,26.4,5,0,0,38,35,2,19,24,43,0,0,0,306,32,57,36.0
54,Alexis Blin,fr  FRA,MF,Amiens,21,1996,22.1,4,0,0,29,31,1,2,23,58,0,1,0,290,35,51,40.7
55,Antonin Bobichon,fr  FRA,MF,Nîmes,22,1995,23.9,2,0,0,35,11,1,14,15,21,0,0,0,223,16,27,37.2
56,Yann Bodiger,fr  FRA,MF,Toulouse,23,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
57,Mathieu Bodmer,fr  FRA,"MF,FW",Amiens,35,1982,11.9,1,0,0,13,13,1,7,4,12,0,0,0,64,27,30,47.4
58,Sacha Boey,fr  FRA,"DF,MF",Rennes,17,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
59,Olivier Boscagli,fr  FRA,"DF,MF",Nice,20,1997,9.6,1,0,0,6,22,0,18,13,6,0,0,0,94,11,17,39.3
60,Gabriel Boschilia,br  BRA,"FW,MF",Nantes,22,1996,14.7,1,0,0,19,24,0,15,9,18,0,0,0,112,1,14,6.7
61,John Bostock,tt  TRI,MF,Toulouse,26,1992,10.9,1,0,0,19,14,0,5,11,13,0,0,0,103,8,7,53.3
62,Denis Bouanga,ga  GAB,"FW,MF",Nîmes,23,1994,29.3,5,0,0,41,28,7,50,11,44,0,0,0,206,20,52,27.8
63,Zacharie Boucher,fr  FRA,GK,Angers,26,1992,2.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,
64,Arnold Bouka Moutou,cg  CGO,"DF,FW",Dijon,29,1988,0.7,0,0,0,1,1,0,2,2,1,0,0,0,10,0,0,
65,Benjamin Bourigeaud,fr  FRA,"MF,FW",Rennes,24,1994,26.9,5,0,0,36,14,3,58,14,27,0,0,0,210,10,28,26.3
66,Bilal Boutobba,fr  FRA,MF,Montpellier,19,1998,0.4,0,0,0,0,3,0,2,0,0,0,0,0,4,0,0,
67,Umut Bozok,tr  TUR,FW,Nîmes,21,1996,13.7,1,0,0,16,29,11,5,2,7,0,0,0,51,14,30,31.8
68,Pedro Brazão,pt  POR,"FW,DF",Nice,15,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
69,Anthony Briançon,fr  FRA,DF,Nîmes,23,1994,32.5,9,1,0,34,24,1,2,47,26,0,3,0,330,56,39,58.9
70,Jimmy Briand,fr  FRA,FW,Bordeaux,32,1985,27.7,1,0,0,37,48,19,12,6,11,0,0,0,110,31,76,29.0
71,Gianluigi Buffon,it  ITA,GK,Paris S-G,40,1978,17.0,0,0,0,1,1,0,0,0,0,0,0,0,78,1,0,100.0
72,Patrick Burner,fr  FRA,DF,Nice,22,1996,15.0,3,0,0,14,12,0,22,20,18,0,1,0,108,10,12,45.5
73,Ludovic Butelle,fr  FRA,GK,Angers,35,1983,36.0,1,1,0,2,5,0,0,0,0,0,1,0,199,0,0,
74,Rémy Cabella,fr  FRA,"MF,FW",Saint-Étienne,28,1990,33.3,5,1,1,35,67,4,65,12,45,0,0,0,268,12,25,32.4
75,Anthony Caci,fr  FRA,DF,Strasbourg,21,1997,25.5,1,0,0,27,9,1,27,31,33,0,1,0,228,17,23,42.5
76,Mathieu Cafaro,fr  FRA,"FW,MF",Reims,21,1997,23.3,5,0,0,36,29,3,64,13,29,0,0,0,158,10,32,23.8
77,Yannick Cahuzac,fr  FRA,"MF,DF",Toulouse,33,1985,15.9,8,1,0,24,21,0,1,22,30,0,1,0,209,17,17,50.0
78,Marc-Aurèle Caillard,fr  FRA,GK,Guingamp,24,1994,21.0,0,0,0,0,5,0,0,0,0,0,0,0,92,0,0,
79,Duje Ćaleta-Car,hr  CRO,DF,Marseille,21,1996,17.2,1,2,0,13,5,1,1,9,11,0,0,0,174,56,22,71.8
80,Mahdi Camara,fr  FRA,FW,Saint-Étienne,20,1998,0.1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,
81,Souleymane Camara,sn  SEN,"FW,MF",Montpellier,35,1982,1.5,0,0,0,3,6,2,1,0,0,0,0,0,11,6,11,35.3
82,Eduardo Camavinga,fr  FRA,MF,Rennes,15,2002,4.0,1,0,0,9,11,0,0,2,12,0,0,0,39,3,2,60.0
83,Pierrick Capelle,fr  FRA,"MF,DF",Angers,31,1987,20.5,2,0,0,33,8,1,36,30,28,0,0,0,188,23,20,53.5
84,Yoan Cardinale,fr  FRA,GK,Nice,24,1994,3.0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,
85,Diego Carlos,br  BRA,DF,Nantes,25,1993,35.0,8,0,0,46,26,2,3,22,44,0,1,0,382,58,52,52.7
86,Louis Carnot,fr  FRA,MF,Guingamp,17,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
87,Lionel Carole,fr  FRA,"DF,MF",Strasbourg,27,1991,19.2,2,0,0,12,27,2,42,29,17,0,0,0,165,24,24,50.0
88,Moreto Cassamã,gw  GNB,MF,Reims,20,1998,0.7,0,0,0,2,0,0,0,0,3,0,0,0,5,0,0,
89,Edinson Cavani,uy  URU,FW,Paris S-G,31,1987,18.6,1,0,0,13,16,12,10,9,7,2,0,0,72,3,6,33.3
90,Zeki Çelik,tr  TUR,DF,Lille,21,1997,33.0,5,1,0,55,29,1,70,34,55,2,3,0,300,15,28,34.9
91,Nacer Chadli,be  BEL,"MF,FW",Monaco,28,1989,7.7,1,0,0,10,8,3,10,4,3,0,0,0,51,10,6,62.5
92,Fouad Chafik,ma  MAR,DF,Dijon,31,1986,20.5,2,0,0,14,18,1,38,14,35,0,0,0,182,19,17,52.8
93,Kwon Chang-hoon,kr  KOR,"FW,MF",Dijon,24,1994,10.4,1,0,0,9,12,4,21,4,6,0,0,0,78,12,22,35.3
94,Xavier Chavalerin,fr  FRA,MF,Reims,27,1991,36.0,8,0,0,49,12,1,39,55,66,0,1,0,331,14,17,45.2
95,Pablo Chavarría,ar  ARG,FW,Reims,30,1988,21.9,3,0,0,47,24,30,29,3,19,0,0,0,81,52,77,40.3
96,Pape Cheikh Diop,sn  SEN,MF,Lyon,20,1997,5.0,3,0,0,13,8,0,0,1,2,0,0,0,35,0,6,0.0
97,Laurent Ciman,be  BEL,DF,Dijon,32,1985,8.0,3,0,0,11,5,0,0,4,9,0,0,0,87,14,8,63.6
98,Till Cissokho,fr  FRA,DF,Bordeaux,18,2000,0.9,0,0,0,1,1,0,0,1,1,0,0,0,6,4,0,100.0
99,Marcus Coco,fr  FRA,"FW,MF",Guingamp,22,1996,20.4,3,1,0,48,50,7,49,12,33,1,0,0,141,53,52,50.5
100,Racine Coly,sn  SEN,"DF,MF",Nice,22,1995,5.6,2,0,0,7,7,0,9,7,3,0,0,0,51,7,8,46.7
101,Daniel Congré,fr  FRA,DF,Montpellier,33,1985,36.6,5,1,0,37,30,1,5,44,40,0,0,0,347,63,39,61.8
102,Benjamin Corgnet,fr  FRA,"MF,FW",Strasbourg,31,1987,7.5,0,0,0,17,19,2,10,2,8,0,0,0,44,18,21,46.2
103,Andreas Cornelius,dk  DEN,FW,Bordeaux,25,1993,8.8,4,0,0,39,17,8,4,1,2,0,0,0,47,52,32,61.9
104,Maxwel Cornet,ci  CIV,FW,Lyon,21,1996,14.2,2,0,0,8,18,9,42,6,11,0,0,0,77,11,20,35.5
105,Quentin Cornette,fr  FRA,"MF,FW",Amiens,24,1994,2.3,0,0,0,3,7,1,3,1,5,0,0,0,18,1,0,100.0
106,Nuno da Costa,cv  CPV,FW,Strasbourg,27,1991,22.8,3,0,0,41,42,9,19,23,21,1,0,0,97,41,53,43.6
107,Benoît Costil,fr  FRA,GK,Bordeaux,31,1987,37.0,0,0,0,0,5,0,0,0,0,0,0,0,162,0,0,
108,Kalifa Coulibaly,ml  MLI,FW,Nantes,26,1991,19.5,6,1,1,55,22,20,22,2,11,1,0,0,74,86,72,54.4
109,Senou Coulibaly,ml  MLI,"DF,MF",Dijon,23,1994,4.6,1,1,0,9,1,0,0,7,5,0,0,0,47,8,5,61.5
110,Nicolas Cozza,fr  FRA,DF,Montpellier,19,1999,10.9,0,0,0,11,10,0,3,15,11,0,1,0,111,14,11,56.0
111,Enzo Crivelli,fr  FRA,FW,Caen,23,1995,25.1,7,0,0,44,46,5,7,2,10,0,0,0,91,72,98,42.4
112,Wylan Cyprien,fr  FRA,MF,Nice,23,1995,26.2,2,1,1,24,49,1,38,12,24,0,0,0,259,9,7,56.3
113,Damien Da Silva,fr  FRA,DF,Rennes,30,1988,31.9,4,0,0,24,25,0,2,34,24,0,2,0,318,65,36,64.4
114,Kouadio-Yves Dabila,ci  CIV,DF,Lille,21,1997,8.7,2,0,0,6,3,0,0,2,9,0,1,0,90,4,10,28.6
115,Abdoulaye Dabo,fr  FRA,FW,Nantes,17,2001,1.3,0,0,0,2,2,0,1,0,0,0,0,0,8,0,2,0.0
116,Colin Dagba,fr  FRA,DF,Paris S-G,19,1998,10.2,2,0,0,19,6,1,22,4,11,0,0,0,66,3,12,20.0
117,Dante,br  BRA,DF,Nice,34,1983,35.8,11,0,0,43,20,1,4,34,39,0,1,0,323,49,34,59.0
118,Lucas Deaux,fr  FRA,MF,Guingamp,29,1988,13.2,4,0,0,33,12,2,14,10,35,0,0,0,134,22,24,47.8
119,Mathieu Debuchy,fr  FRA,DF,Saint-Étienne,33,1985,21.6,5,1,1,35,20,7,67,24,22,0,2,0,204,68,36,65.4
120,Romain Del Castillo,fr  FRA,"FW,MF",Rennes,22,1996,14.9,1,0,0,31,21,3,47,14,23,0,0,0,129,19,24,44.2
121,Andy Delort,dz  ALG,FW,Montpellier,26,1991,34.6,4,0,0,91,54,25,116,10,20,0,0,0,198,97,122,44.3
122,Moussa Dembélé,fr  FRA,FW,Lyon,22,1996,22.4,1,0,0,35,13,17,13,5,9,3,0,0,87,32,46,41.0
123,Jessy Deminguet,fr  FRA,"MF,FW",Caen,20,1998,14.1,2,0,0,22,14,0,6,13,28,0,0,0,129,12,11,52.2
124,Jason Denayer,be  BEL,DF,Lyon,23,1995,30.6,2,0,0,14,10,0,2,24,22,0,0,0,278,37,25,59.7
125,Memphis Depay,nl  NED,"FW,MF",Lyon,24,1994,30.4,5,0,0,36,33,11,78,7,15,0,0,0,158,7,13,35.0
126,Clément Depres,fr  FRA,FW,Nîmes,23,1994,4.9,1,0,0,13,6,1,2,1,4,0,0,0,27,36,24,60.0
127,Ángel Di María,ar  ARG,"FW,MF",Paris S-G,30,1988,25.8,2,0,0,11,19,6,89,20,19,1,0,0,165,0,1,0.0
128,Boulaye Dia,sn  SEN,FW,Reims,21,1996,8.3,2,0,0,9,13,2,3,1,7,1,0,0,46,16,28,36.4
129,Moussa Diaby,fr  FRA,"MF,FW",Paris S-G,19,1999,12.7,1,0,0,15,6,2,28,10,12,0,0,0,73,1,9,10.0
130,Bafodé Diakité,fr  FRA,DF,Toulouse,17,2001,7.0,2,0,0,8,7,0,4,9,7,0,1,0,77,19,10,65.5
131,Abdoulaye Diallo,sn  SEN,GK,Rennes,26,1992,5.5,0,0,0,0,1,0,0,0,0,0,0,0,22,0,0,
132,Mustapha Diallo,sn  SEN,MF,Nîmes,32,1986,5.1,5,0,0,20,10,0,2,11,14,0,0,0,79,12,4,75.0
133,Lassana Diarra,fr  FRA,MF,Paris S-G,33,1985,1.8,0,0,0,6,3,0,0,2,2,0,0,0,14,1,1,50.0
134,Bakaye Dibassy,ml  MLI,DF,Amiens,28,1989,32.7,5,1,0,35,17,2,40,25,28,0,1,0,326,46,52,46.9
135,Étienne Didot,fr  FRA,MF,Guingamp,35,1983,23.4,4,0,0,42,28,2,21,22,35,0,0,0,352,22,25,46.8
136,Tristan Dingomé,cm  CMR,MF,Reims,27,1991,14.9,5,0,0,29,12,2,10,8,16,0,0,0,114,4,16,20.0
137,Ismaël Diomandé,ci  CIV,"MF,DF",Caen,25,1992,14.4,5,1,1,27,19,1,3,8,17,0,0,0,137,8,4,66.7
138,Lois Diony,fr  FRA,FW,Saint-Étienne,25,1992,17.7,3,0,0,29,28,6,28,2,12,0,0,0,86,23,37,38.3
139,Sofiane Diop,fr  FRA,"MF,FW",Monaco,18,2000,8.2,1,0,0,18,11,1,12,13,8,0,0,0,49,5,4,55.6
140,Assane Dioussé,sn  SEN,MF,Saint-Étienne,20,1997,2.4,0,0,0,2,3,0,2,1,6,0,0,0,34,2,2,50.0
141,Axel Disasi,fr  FRA,DF,Reims,20,1998,1.8,0,0,0,0,0,0,0,2,1,0,0,0,17,5,2,71.4
142,Koffi Djidji,ci  CIV,DF,Nantes,25,1992,1.0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,
143,Alexander Djiku,gh  GHA,DF,Caen,23,1994,30.6,9,1,0,51,43,1,0,52,38,0,2,0,358,62,41,60.2
144,Papy Djilobodji,sn  SEN,"DF,FW",Guingamp,29,1988,1.9,1,1,0,3,0,0,1,0,1,0,0,0,22,8,3,72.7
145,Keagan Dolly,za  RSA,FW,Montpellier,25,1993,1.0,0,0,0,2,2,0,1,0,1,0,0,0,7,0,3,0.0
146,Gabriel Dos Santos,br  BRA,DF,Lille,20,1997,11.8,1,0,0,14,13,0,0,11,11,0,0,0,88,38,13,74.5
147,Mathieu Dossevi,tg  TOG,"FW,MF",Toulouse,30,1988,27.4,0,0,0,30,46,19,113,26,31,1,0,0,168,6,22,21.4
148,Moussa Doumbia,ml  MLI,"FW,MF",Reims,23,1994,17.8,5,0,0,30,68,10,29,5,18,1,0,0,147,9,21,30.0
149,Souleyman Doumbia,ci  CIV,DF,Rennes,21,1996,6.7,0,0,0,7,7,1,5,1,8,0,0,0,59,11,5,68.8
150,Julian Draxler,de  GER,"MF,FW",Paris S-G,24,1993,22.7,6,0,0,25,14,1,22,11,21,0,0,0,181,13,10,56.5
151,Leo Dubois,fr  FRA,DF,Lyon,23,1994,22.7,2,0,0,30,15,2,78,19,34,0,0,0,236,27,21,56.3
152,Maxime Dupé,fr  FRA,GK,Nantes,25,1993,10.4,1,0,0,0,0,0,0,0,0,0,0,0,42,0,0,
153,Jimmy Durmaz,se  SWE,"MF,FW",Toulouse,29,1989,21.1,5,0,0,28,19,1,40,12,27,0,0,0,173,4,18,18.2
154,Félix Eboa Eboa,cm  CMR,DF,Guingamp,21,1997,27.0,5,0,0,25,18,0,10,26,34,0,1,0,317,80,38,67.8
155,Björn Engels,be  BEL,DF,Reims,23,1994,33.0,4,0,0,21,17,2,4,23,9,0,0,1,271,70,38,64.8
156,Lucas Evangelista,br  BRA,"FW,MF",Nantes,23,1995,8.0,0,0,0,19,31,0,17,5,16,0,0,0,72,14,12,53.8
157,Valentin Eysseric,fr  FRA,"MF,FW",Nantes,26,1992,2.3,1,0,0,8,9,0,4,1,1,1,0,0,20,0,4,0.0
158,Fábio,br  BRA,DF,Nantes,28,1990,14.2,4,1,0,18,19,1,32,19,34,0,1,0,113,13,11,54.2
159,Cesc Fàbregas,es  ESP,MF,Monaco,31,1987,10.7,2,0,0,6,17,0,5,6,12,0,0,0,107,6,16,27.3
160,Romain Faivre,fr  FRA,"MF,FW",Monaco,20,1998,1.0,1,0,0,3,2,0,0,1,1,0,0,0,8,0,1,0.0
161,Fayçal Fajr,ma  MAR,MF,Caen,29,1988,36.0,6,0,0,43,89,4,64,22,30,0,0,0,390,11,21,34.4
162,Radamel Falcao,co  COL,FW,Monaco,32,1986,28.4,10,0,0,70,63,14,7,5,17,1,1,0,112,62,77,44.6
163,Nabil Fekir,fr  FRA,MF,Lyon,25,1993,22.1,5,0,0,44,65,18,38,11,26,1,0,0,114,10,27,27.0
164,Yassin Fekir,fr  FRA,FW,Lyon,21,1997,0.1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,
165,Juan Ferney Otero,co  COL,"FW,MF",Amiens,23,1995,24.2,1,0,0,29,39,14,61,15,17,0,0,0,186,30,54,35.7
166,Wesley Fofana,fr  FRA,DF,Saint-Étienne,17,2000,1.8,0,0,0,2,4,0,1,1,6,0,0,0,14,4,2,66.7
167,Youssouf Fofana,fr  FRA,MF,Strasbourg,19,1999,10.1,0,0,0,17,9,0,4,12,19,0,0,0,68,3,3,50.0
168,Thomas Foket,be  BEL,DF,Reims,23,1994,32.0,7,0,0,51,42,4,32,35,49,0,2,0,295,20,28,41.7
169,Thomas Fontaine,mg  MAD,"DF,MF",Reims,27,1991,4.7,1,0,0,6,3,0,0,3,4,0,0,0,41,6,3,66.7
170,José Fonte,pt  POR,DF,Lille,34,1983,34.6,5,1,0,30,17,0,3,25,19,0,2,0,361,89,35,71.8
171,Rui Fonte,pt  POR,FW,Lille,28,1990,7.0,1,0,0,22,4,2,3,1,15,0,0,0,35,25,22,53.2
172,Steven Fortes,cv  CPV,DF,Toulouse,26,1992,1.5,0,0,0,1,1,0,0,2,3,0,0,0,14,3,1,75.0
173,Angelo Fulgini,fr  FRA,"MF,FW",Angers,21,1996,18.2,1,0,0,20,46,1,18,29,20,1,0,0,144,13,19,40.6
174,Milan Gajić,rs  SRB,DF,Bordeaux,22,1996,1.0,0,0,0,1,1,0,3,1,2,0,0,0,7,2,2,50.0
175,Ignatius Ganago,cm  CMR,FW,Nice,19,1999,11.5,1,0,0,9,12,2,6,1,4,1,0,0,35,11,17,39.3
176,Ganso,br  BRA,"MF,FW",Amiens,28,1989,5.8,0,0,0,9,9,0,5,4,9,0,0,0,36,3,1,75.0
177,Manu García,es  ESP,MF,Toulouse,20,1998,20.5,2,1,1,29,47,0,7,12,22,0,0,0,158,2,7,22.2
178,Jérémy Gélin,fr  FRA,"DF,MF",Rennes,21,1997,14.2,3,1,0,18,8,0,1,20,16,0,0,0,167,7,15,31.8
179,Romain Genevois,ht  HAI,DF,Caen,30,1987,4.0,0,0,0,4,0,0,3,4,6,0,0,0,35,2,3,40.0
180,Valère Germain,fr  FRA,FW,Marseille,28,1990,24.1,1,0,0,23,20,5,17,7,17,0,0,0,105,72,116,38.3
181,Willem Geubbels,fr  FRA,MF,Monaco,16,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
182,Lamine Ghezali,fr  FRA,"FW,MF",Saint-Étienne,19,1999,0.5,1,0,0,3,2,0,2,0,1,0,0,0,7,0,2,0.0
183,Saman Ghoddos,ir  IRN,"FW,MF",Amiens,24,1993,20.3,4,0,0,29,43,5,35,3,18,0,0,0,129,11,21,34.4
184,Andrei Girotto,br  BRA,MF,Nantes,26,1992,16.4,6,3,2,34,23,0,7,15,36,0,0,0,214,38,29,56.7
185,Kamil Glik,pl  POL,DF,Monaco,30,1988,33.0,10,0,0,31,40,0,2,39,23,0,2,0,286,82,58,58.6
186,Eddy Gnahoré,fr  FRA,MF,Amiens,24,1993,24.9,4,2,2,34,9,3,6,15,35,0,0,0,218,27,22,55.1
187,Mauro Goicoechea,uy  URU,GK,Toulouse,30,1988,7.9,0,0,0,0,2,0,0,0,0,0,0,0,49,0,0,
188,Aleksandr Golovin,ru  RUS,"MF,FW",Monaco,22,1996,25.4,7,1,0,45,43,1,54,15,26,0,0,0,223,9,21,30.0
189,Anthony Gonçalves,fr  FRA,"MF,FW",Strasbourg,32,1986,11.8,3,0,0,32,9,2,50,7,12,0,0,0,84,9,11,45.0
190,Mathieu Gorgelin,fr  FRA,GK,Lyon,27,1990,4.0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,
191,Prince-Désir Gouano,fr  FRA,DF,Amiens,24,1993,29.1,2,0,0,30,41,0,0,29,21,0,2,1,267,61,32,65.6
192,Yoann Gourcuff,fr  FRA,"MF,FW",Dijon,32,1986,1.5,0,0,0,2,3,0,2,0,1,0,0,0,14,0,1,0.0
193,Max Gradel,ci  CIV,"FW,MF",Toulouse,30,1987,36.0,6,0,0,70,94,17,96,14,35,2,0,0,248,33,55,37.5
