,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Performance,PKatt_Performance,xG_Expected,npxG_Expected,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected
0,Ismael Aaneba,fr  FRA,DF,Strasbourg,19,1999,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1,Yunis Abdelhamid,ma  MAR,DF,Reims,30,1987,38.0,0,18,4,22.2,0.47,0.11,0.00,0.00,13.1,0,0,0,1.7,1.7,0.09,-1.7,-1.7
2,Mehdi Abeid,dz  ALG,MF,Dijon,25,1992,22.5,3,35,11,31.4,1.56,0.49,0.06,0.18,22.9,0,1,1,3.1,2.4,0.07,-0.1,-0.4
3,Charles Abi,fr  FRA,"FW,MF",Saint-Étienne,18,2000,0.4,0,1,0,0.0,2.81,0.00,0.00,,12.0,0,0,0,0.2,0.2,0.16,-0.2,-0.2
4,Khaled Adénon,bj  BEN,DF,Amiens,33,1985,22.2,0,11,0,0.0,0.50,0.00,0.00,,9.1,0,0,0,0.9,0.9,0.08,-0.9,-0.9
5,Yacine Adli,fr  FRA,"MF,FW",Bordeaux,18,2000,2.4,0,1,0,0.0,0.42,0.00,0.00,,47.3,0,0,0,0.0,0.0,0.02,0.0,0.0
6,Nayef Aguerd,ma  MAR,DF,Dijon,22,1996,11.7,3,10,4,40.0,0.86,0.34,0.30,0.75,12.6,0,0,0,1.5,1.5,0.15,+1.5,+1.5
7,Ruben Aguilar,fr  FRA,"DF,MF",Montpellier,25,1993,28.1,1,13,4,30.8,0.46,0.14,0.08,0.25,21.7,0,0,0,0.7,0.7,0.06,+0.3,+0.3
8,Jean-Eudes Aholou,ci  CIV,MF,Monaco,24,1994,11.9,0,14,3,21.4,1.17,0.25,0.00,0.00,18.3,0,0,0,0.6,0.6,0.04,-0.6,-0.6
9,Rayan Aït Nouri,fr  FRA,DF,Angers,17,2001,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
10,Ludovic Ajorque,re  REU,FW,Strasbourg,24,1994,17.0,9,47,17,36.2,2.76,1.00,0.19,0.53,13.7,2,0,0,5.7,5.7,0.12,+3.3,+3.3
11,Sofiane Alakouch,fr  FRA,DF,Nîmes,20,1998,21.1,1,13,2,15.4,0.62,0.09,0.08,0.50,22.3,0,0,0,0.6,0.6,0.04,+0.4,+0.4
12,Alexis Alegue,fr  FRA,FW,Nantes,21,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
13,Rúnar Alex Rúnarsson,is  ISL,GK,Dijon,23,1995,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
14,Rachid Alioui,ma  MAR,FW,Nîmes,26,1992,13.9,5,50,20,40.0,3.59,1.44,0.10,0.25,19.6,4,0,0,5.3,5.3,0.11,-0.3,-0.3
15,Bobby Allain,fr  FRA,GK,Dijon,26,1991,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
16,Mickaël Alphonse,GPE,DF,Dijon,29,1989,6.3,1,4,2,50.0,0.63,0.32,0.25,0.50,20.2,0,0,0,0.3,0.3,0.06,+0.7,+0.7
17,Dani Alves,br  BRA,"MF,DF",Paris S-G,35,1983,18.0,1,27,6,22.2,1.50,0.33,0.04,0.17,21.6,2,0,0,2.2,2.2,0.08,-1.2,-1.2
18,Romain Amalfitano,fr  FRA,"MF,FW",Dijon,28,1989,28.0,0,20,4,20.0,0.71,0.14,0.00,0.00,25.0,0,0,0,0.6,0.6,0.03,-0.6,-0.6
19,Jordan Amavi,fr  FRA,DF,Marseille,24,1994,24.2,0,25,5,20.0,1.03,0.21,0.00,0.00,24.1,0,0,0,0.6,0.6,0.02,-0.6,-0.6
20,Kelvin Amian,fr  FRA,DF,Toulouse,20,1998,32.0,0,18,4,22.2,0.56,0.12,0.00,0.00,25.5,0,0,0,0.5,0.5,0.03,-0.5,-0.5
21,Yanis Ammour,fr  FRA,MF,Montpellier,19,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
22,Benjamin André,fr  FRA,MF,Rennes,27,1990,27.7,3,32,9,28.1,1.15,0.32,0.09,0.33,12.2,0,0,0,3.3,3.3,0.10,-0.3,-0.3
23,Yoann Andreu,fr  FRA,DF,Angers,29,1989,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
24,Houssem Aouar,fr  FRA,MF,Lyon,20,1998,34.0,7,72,23,31.9,2.12,0.68,0.10,0.30,16.6,1,0,0,7.5,7.5,0.10,-0.5,-0.5
25,Luiz Araújo,br  BRA,"FW,MF",Lille,22,1996,8.7,3,25,9,36.0,2.88,1.04,0.12,0.33,22.5,2,0,0,2.4,2.4,0.10,+0.6,+0.6
26,Alphonse Areola,fr  FRA,GK,Paris S-G,25,1993,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
27,Yoël Armougom,fr  FRA,"DF,MF",Caen,20,1998,20.6,0,10,2,20.0,0.49,0.10,0.00,0.00,30.2,0,0,0,0.2,0.2,0.02,-0.2,-0.2
28,Youcef Attal,dz  ALG,"DF,MF",Nice,22,1996,25.1,6,36,16,44.4,1.43,0.64,0.17,0.38,17.2,0,0,1,3.6,2.9,0.08,+2.4,+3.1
29,Ludovic Baal,gf  GUF,DF,Rennes,32,1986,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
30,Stéphane Bahoken,cm  CMR,FW,Angers,26,1992,27.4,11,69,33,47.8,2.52,1.20,0.13,0.27,16.1,2,2,3,8.9,6.6,0.10,+2.1,+2.4
31,Florent Balmont,fr  FRA,MF,Dijon,38,1980,12.0,0,5,0,0.0,0.42,0.00,0.00,,32.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
32,Abdoulaye Bamba,ci  CIV,DF,Angers,28,1990,28.6,0,7,0,0.0,0.24,0.00,0.00,,26.0,0,0,0,0.2,0.2,0.02,-0.2,-0.2
33,Jonathan Bamba,fr  FRA,"FW,MF",Lille,22,1996,33.4,13,66,27,40.9,1.98,0.81,0.18,0.44,19.3,1,1,1,8.2,7.4,0.11,+4.8,+4.6
34,Yacine Bammou,ma  MAR,"FW,MF",Caen,26,1991,10.3,2,15,4,26.7,1.46,0.39,0.07,0.25,24.1,0,1,1,1.2,0.5,0.03,+0.8,+0.5
35,Danilo Barbosa,br  BRA,MF,Nice,22,1996,17.2,0,25,8,32.0,1.45,0.47,0.00,0.00,20.2,5,0,0,2.6,2.6,0.11,-2.6,-2.6
36,Antonio Barreca,it  ITA,DF,Monaco,23,1995,6.6,0,4,1,25.0,0.61,0.15,0.00,0.00,23.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
37,Toma Bašić,hr  CRO,MF,Bordeaux,21,1996,14.8,2,21,7,33.3,1.42,0.47,0.10,0.29,25.2,5,0,0,1.3,1.3,0.06,+0.7,+0.7
38,Thomas Basila,fr  FRA,DF,Nantes,19,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
39,Claudio Beauvue,GPE,FW,Caen,30,1988,16.7,3,40,13,32.5,2.40,0.78,0.05,0.15,15.3,0,1,1,4.7,3.9,0.10,-1.7,-1.9
40,Hatem Ben Arfa,fr  FRA,"MF,FW",Rennes,31,1987,22.6,7,51,13,25.5,2.26,0.58,0.10,0.38,21.3,9,2,3,6.3,4.0,0.08,+0.7,+1.0
41,Diego Benaglio,ch  SUI,GK,Monaco,34,1983,22.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
42,Nicolas Benezet,fr  FRA,"MF,FW",Guingamp,27,1991,18.5,3,28,8,28.6,1.51,0.43,0.11,0.38,15.4,3,0,0,3.1,3.1,0.11,-0.1,-0.1
43,Walter Benítez,ar  ARG,GK,Nice,25,1993,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
44,Yassine Benrahou,fr  FRA,"MF,DF",Bordeaux,19,1999,2.0,0,6,3,50.0,3.05,1.53,0.00,0.00,20.0,2,0,0,0.4,0.4,0.07,-0.4,-0.4
45,Ramy Bensebaini,dz  ALG,DF,Rennes,23,1995,23.9,1,15,4,26.7,0.63,0.17,0.07,0.25,18.7,0,0,0,0.9,0.9,0.06,+0.1,+0.1
46,Yassine Benzia,dz  ALG,MF,Lille,23,1994,1.8,0,6,1,16.7,3.38,0.56,0.00,0.00,23.3,1,0,0,0.2,0.2,0.04,-0.2,-0.2
47,Robert Berić,si  SVN,FW,Saint-Étienne,27,1991,13.1,9,35,18,51.4,2.68,1.38,0.26,0.50,9.9,0,0,0,6.6,6.6,0.19,+2.4,+2.4
48,Paul Bernardoni,fr  FRA,GK,Nîmes,21,1997,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
49,Juan Bernat,es  ESP,"DF,MF",Paris S-G,25,1993,20.4,1,5,1,20.0,0.25,0.05,0.20,1.00,10.8,0,0,0,0.7,0.7,0.15,+0.3,+0.3
50,Antoine Bernede,fr  FRA,MF,Paris S-G,19,1999,1.9,0,1,1,100.0,0.53,0.53,0.00,0.00,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0
51,Dimitry Bertaud,fr  FRA,GK,Montpellier,20,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
52,Giulian Biancone,fr  FRA,DF,Monaco,18,2000,1.0,0,1,0,0.0,1.00,0.00,0.00,,23.8,0,0,0,0.0,0.0,0.03,0.0,0.0
53,Ludovic Blas,fr  FRA,"MF,FW",Guingamp,20,1997,26.4,1,41,8,19.5,1.56,0.30,0.00,0.00,21.7,0,1,1,3.1,2.3,0.06,-2.1,-2.3
54,Alexis Blin,fr  FRA,MF,Amiens,21,1996,22.1,1,6,1,16.7,0.27,0.05,0.17,1.00,20.0,0,0,0,0.3,0.3,0.05,+0.7,+0.7
55,Antonin Bobichon,fr  FRA,MF,Nîmes,22,1995,23.9,7,37,12,32.4,1.55,0.50,0.19,0.58,22.6,5,0,1,2.7,1.9,0.05,+4.3,+5.1
