,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Ismael Aaneba,fr  FRA,DF,Strasbourg,19,1999,2.3,157,8,56,68,39,0,128,2,3,66.7,2,0,85,449,273,11,2,0,2,2,76,70,92.1,4
1,Yunis Abdelhamid,ma  MAR,DF,Reims,30,1987,38.0,2023,310,1347,754,46,26,1972,22,24,91.7,22,0,1227,6642,3350,41,4,0,10,5,1210,1179,97.4,11
2,Mehdi Abeid,dz  ALG,MF,Dijon,25,1992,22.5,1356,34,302,883,267,27,1327,38,61,62.3,40,2,1016,5129,2566,95,20,1,33,36,1007,897,89.1,63
3,Charles Abi,fr  FRA,"FW,MF",Saint-Étienne,18,2000,0.4,29,1,7,11,14,3,29,2,3,66.7,2,0,20,80,52,1,1,0,1,2,23,15,65.2,1
4,Khaled Adénon,bj  BEN,DF,Amiens,33,1985,22.2,1192,125,667,579,24,15,1164,2,2,100.0,2,0,722,4085,2362,47,3,0,2,9,708,695,98.2,12
5,Yacine Adli,fr  FRA,"MF,FW",Bordeaux,18,2000,2.4,187,0,16,109,85,8,181,11,16,68.8,13,1,154,879,466,25,12,1,13,6,170,149,87.6,15
6,Nayef Aguerd,ma  MAR,DF,Dijon,22,1996,11.7,735,74,346,396,39,10,698,5,6,83.3,5,0,469,2290,1174,22,6,0,2,4,470,453,96.4,6
7,Ruben Aguilar,fr  FRA,"DF,MF",Montpellier,25,1993,28.1,1973,68,449,989,670,36,1695,58,79,73.4,59,2,1309,6240,3839,181,61,13,38,38,1366,1194,87.4,70
8,Jean-Eudes Aholou,ci  CIV,MF,Monaco,24,1994,11.9,659,10,120,457,142,21,650,7,13,53.8,7,0,481,2663,1570,81,32,5,16,13,492,454,92.3,30
9,Rayan Aït Nouri,fr  FRA,DF,Angers,17,2001,0.6,39,2,6,22,13,2,37,0,1,0.0,0,0,27,125,96,3,1,1,0,0,29,27,93.1,0
10,Ludovic Ajorque,re  REU,FW,Strasbourg,24,1994,17.0,651,11,38,367,277,82,623,14,24,58.3,15,0,393,1366,578,27,15,3,50,20,838,506,60.4,173
11,Sofiane Alakouch,fr  FRA,DF,Nîmes,20,1998,21.1,1379,65,428,624,412,20,1141,26,38,68.4,28,0,753,3403,2197,92,38,3,20,19,777,715,92.0,33
12,Alexis Alegue,fr  FRA,FW,Nantes,21,1996,0.1,3,0,0,1,2,0,3,0,0,,0,0,2,0,0,0,0,0,1,1,5,3,60.0,1
13,Rúnar Alex Rúnarsson,is  ISL,GK,Dijon,23,1995,25.0,897,727,894,4,0,0,624,3,3,100.0,3,0,458,1608,848,0,0,0,2,0,374,374,100.0,0
14,Rachid Alioui,ma  MAR,FW,Nîmes,26,1992,13.9,525,7,30,225,301,57,502,11,17,64.7,12,0,332,1585,781,40,16,5,24,9,607,374,61.6,125
15,Bobby Allain,fr  FRA,GK,Dijon,26,1991,13.0,514,439,513,1,0,0,345,0,0,,0,0,230,1140,730,0,0,0,0,0,146,146,100.0,0
16,Mickaël Alphonse,GPE,DF,Dijon,29,1989,6.3,379,25,109,170,120,8,319,3,3,100.0,3,0,212,1199,751,37,12,1,6,5,207,193,93.2,14
17,Dani Alves,br  BRA,"MF,DF",Paris S-G,35,1983,18.0,1775,28,272,1078,547,41,1693,24,36,66.7,25,0,1383,5244,3072,143,52,7,13,28,1513,1407,93.0,108
18,Romain Amalfitano,fr  FRA,"MF,FW",Dijon,28,1989,28.0,1395,55,307,914,260,17,1378,28,49,57.1,33,1,1009,5469,2711,126,35,2,39,38,1029,911,88.5,63
19,Jordan Amavi,fr  FRA,DF,Marseille,24,1994,24.2,1640,84,489,830,437,26,1405,27,45,60.0,28,3,933,4839,2945,127,55,9,28,35,914,841,92.0,53
20,Kelvin Amian,fr  FRA,DF,Toulouse,20,1998,32.0,1527,122,554,782,307,17,1297,26,40,65.0,29,1,835,4748,2972,135,51,3,16,19,822,734,89.3,39
21,Yanis Ammour,fr  FRA,MF,Montpellier,19,1999,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0
22,Benjamin André,fr  FRA,MF,Rennes,27,1990,27.7,1855,65,370,1156,444,51,1823,27,42,64.3,31,0,1240,5897,2897,129,49,0,35,39,1377,1205,87.5,169
23,Yoann Andreu,fr  FRA,DF,Angers,29,1989,0.0,3,0,0,2,1,0,2,0,0,,0,0,1,0,0,0,0,0,0,1,1,1,100.0,0
24,Houssem Aouar,fr  FRA,MF,Lyon,20,1998,34.0,2472,37,354,1629,682,122,2447,67,103,65.0,72,1,2048,10501,5282,269,74,24,62,50,2207,1977,89.6,211
25,Luiz Araújo,br  BRA,"FW,MF",Lille,22,1996,8.7,440,3,56,203,220,19,412,26,40,65.0,31,1,350,1887,1151,50,12,8,20,20,384,320,83.3,50
26,Alphonse Areola,fr  FRA,GK,Paris S-G,25,1993,21.0,546,488,544,3,0,0,389,0,0,,0,0,260,1183,635,0,0,0,0,0,229,229,100.0,0
27,Yoël Armougom,fr  FRA,"DF,MF",Caen,20,1998,20.6,1116,50,359,601,236,11,932,19,40,47.5,23,1,661,3379,1935,81,25,4,21,10,715,622,87.0,34
28,Youcef Attal,dz  ALG,"DF,MF",Nice,22,1996,25.1,1765,67,389,858,692,90,1575,110,200,55.0,119,10,1325,7176,5019,244,70,35,89,50,1317,1138,86.4,114
29,Ludovic Baal,gf  GUF,DF,Rennes,32,1986,1.4,101,3,37,48,21,2,86,1,1,100.0,1,0,67,281,180,4,1,0,2,2,59,54,91.5,2
30,Stéphane Bahoken,cm  CMR,FW,Angers,26,1992,27.4,842,4,27,400,464,124,775,16,27,59.3,17,1,578,2551,1094,65,19,16,82,64,1188,579,48.7,249
31,Florent Balmont,fr  FRA,MF,Dijon,38,1980,12.0,803,17,172,526,147,2,753,6,6,100.0,6,0,599,2335,1264,55,11,0,10,8,612,568,92.8,12
32,Abdoulaye Bamba,ci  CIV,DF,Angers,28,1990,28.6,1522,71,482,775,355,22,1227,20,30,66.7,20,1,884,4320,2546,99,39,7,11,21,834,755,90.5,27
33,Jonathan Bamba,fr  FRA,"FW,MF",Lille,22,1996,33.4,1645,16,239,796,806,111,1589,45,88,51.1,47,2,1339,8596,4814,203,89,25,73,88,1490,1199,80.5,253
34,Yacine Bammou,ma  MAR,"FW,MF",Caen,26,1991,10.3,446,22,76,206,192,28,439,12,20,60.0,14,1,316,1257,501,20,11,3,19,18,420,283,67.4,73
35,Danilo Barbosa,br  BRA,MF,Nice,22,1996,17.2,914,35,215,554,219,36,904,35,53,66.0,38,1,716,2975,1550,68,26,3,40,38,776,672,86.6,80
36,Antonio Barreca,it  ITA,DF,Monaco,23,1995,6.6,341,14,116,163,86,9,261,5,8,62.5,5,0,191,927,550,21,10,3,11,8,186,167,89.8,16
37,Toma Bašić,hr  CRO,MF,Bordeaux,21,1996,14.8,784,17,132,495,213,16,721,16,27,59.3,18,1,541,2563,1317,60,16,1,25,25,617,528,85.6,66
38,Thomas Basila,fr  FRA,DF,Nantes,19,1999,1.0,39,6,22,19,0,0,38,0,0,,0,0,17,56,36,1,0,0,0,0,17,17,100.0,0
39,Claudio Beauvue,GPE,FW,Caen,30,1988,16.7,599,26,75,299,251,71,577,12,22,54.5,13,0,383,1413,660,38,13,7,53,26,674,423,62.8,133
40,Hatem Ben Arfa,fr  FRA,"MF,FW",Rennes,31,1987,22.6,1236,2,86,705,591,69,1093,119,187,63.6,125,2,1075,5965,3577,205,64,13,51,76,1107,942,85.1,122
41,Diego Benaglio,ch  SUI,GK,Monaco,34,1983,22.9,687,625,686,1,0,0,468,0,0,,0,0,314,1584,899,0,0,0,0,0,241,240,99.6,0
42,Nicolas Benezet,fr  FRA,"MF,FW",Guingamp,27,1991,18.5,1161,6,142,537,588,73,1039,38,64,59.4,41,2,852,4771,2548,136,51,15,52,54,962,762,79.2,163
