,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,Drib_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,Drib_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types
43,Walter Benítez,ar  ARG,GK,Nice,25,1993,35.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
44,Yassine Benrahou,fr  FRA,"MF,DF",Bordeaux,19,1999,2.0,6,3.05,3,1,1,0,1,0,0,0.00,0,0,0,0,0,0
45,Ramy Bensebaini,dz  ALG,DF,Rennes,23,1995,23.9,29,1.21,23,1,0,1,4,0,2,0.08,2,0,0,0,0,0
46,Yassine Benzia,dz  ALG,MF,Lille,23,1994,1.8,10,5.63,9,0,0,1,0,0,3,1.69,3,0,0,0,0,0
47,Robert Berić,si  SVN,FW,Saint-Étienne,27,1991,13.1,28,2.14,18,1,3,4,2,0,3,0.23,1,1,0,0,1,0
48,Paul Bernardoni,fr  FRA,GK,Nîmes,21,1997,38.0,8,0.21,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0
49,Juan Bernat,es  ESP,"DF,MF",Paris S-G,25,1993,20.4,43,2.11,38,4,0,0,1,0,6,0.29,5,1,0,0,0,0
50,Antoine Bernede,fr  FRA,MF,Paris S-G,19,1999,1.9,3,1.60,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
51,Dimitry Bertaud,fr  FRA,GK,Montpellier,20,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
52,Giulian Biancone,fr  FRA,DF,Monaco,18,2000,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
53,Ludovic Blas,fr  FRA,"MF,FW",Guingamp,20,1997,26.4,49,1.86,37,0,7,3,0,2,9,0.34,7,0,1,1,0,0
54,Alexis Blin,fr  FRA,MF,Amiens,21,1996,22.1,24,1.09,21,0,0,0,0,3,2,0.09,2,0,0,0,0,0
55,Antonin Bobichon,fr  FRA,MF,Nîmes,22,1995,23.9,62,2.59,39,12,3,5,1,2,4,0.17,0,2,0,1,1,0
56,Yann Bodiger,fr  FRA,MF,Toulouse,23,1995,0.1,1,6.92,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
57,Mathieu Bodmer,fr  FRA,"MF,FW",Amiens,35,1982,11.9,27,2.26,22,0,0,1,2,2,2,0.17,1,0,0,1,0,0
58,Sacha Boey,fr  FRA,"DF,MF",Rennes,17,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
59,Olivier Boscagli,fr  FRA,"DF,MF",Nice,20,1997,9.6,22,2.29,19,2,0,0,0,1,1,0.10,1,0,0,0,0,0
60,Gabriel Boschilia,br  BRA,"FW,MF",Nantes,22,1996,14.7,58,3.96,34,11,1,7,5,0,8,0.55,6,0,0,2,0,0
61,John Bostock,tt  TRI,MF,Toulouse,26,1992,10.9,15,1.37,10,4,0,0,1,0,1,0.09,1,0,0,0,0,0
62,Denis Bouanga,ga  GAB,"FW,MF",Nîmes,23,1994,29.3,78,2.67,49,2,15,7,2,3,6,0.21,3,0,0,0,2,1
63,Zacharie Boucher,fr  FRA,GK,Angers,26,1992,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
64,Arnold Bouka Moutou,cg  CGO,"DF,FW",Dijon,29,1988,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
65,Benjamin Bourigeaud,fr  FRA,"MF,FW",Rennes,24,1994,26.9,66,2.45,39,17,1,4,2,3,9,0.33,4,2,0,3,0,0
66,Bilal Boutobba,fr  FRA,MF,Montpellier,19,1998,0.4,3,8.44,1,0,0,0,2,0,0,0.00,0,0,0,0,0,0
67,Umut Bozok,tr  TUR,FW,Nîmes,21,1996,13.7,33,2.40,17,0,4,3,9,0,6,0.44,4,0,1,0,1,0
68,Pedro Brazão,pt  POR,"FW,DF",Nice,15,2002,0.2,1,6.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
69,Anthony Briançon,fr  FRA,DF,Nîmes,23,1994,32.5,13,0.40,10,1,0,2,0,0,2,0.06,2,0,0,0,0,0
70,Jimmy Briand,fr  FRA,FW,Bordeaux,32,1985,27.7,61,2.20,49,0,3,4,3,2,6,0.22,6,0,0,0,0,0
71,Gianluigi Buffon,it  ITA,GK,Paris S-G,40,1978,17.0,2,0.12,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
72,Patrick Burner,fr  FRA,DF,Nice,22,1996,15.0,12,0.80,7,2,1,0,2,0,1,0.07,0,0,0,0,1,0
73,Ludovic Butelle,fr  FRA,GK,Angers,35,1983,36.0,3,0.08,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
74,Rémy Cabella,fr  FRA,"MF,FW",Saint-Étienne,28,1990,33.3,115,3.45,81,5,7,10,8,4,15,0.45,11,0,0,2,2,0
75,Anthony Caci,fr  FRA,DF,Strasbourg,21,1997,25.5,24,0.94,23,0,1,0,0,0,2,0.08,2,0,0,0,0,0
76,Mathieu Cafaro,fr  FRA,"FW,MF",Reims,21,1997,23.3,68,2.92,39,17,5,5,0,2,6,0.26,4,0,1,0,0,1
77,Yannick Cahuzac,fr  FRA,"MF,DF",Toulouse,33,1985,15.9,15,0.94,12,0,0,0,1,2,1,0.06,1,0,0,0,0,0
78,Marc-Aurèle Caillard,fr  FRA,GK,Guingamp,24,1994,21.0,3,0.14,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
79,Duje Ćaleta-Car,hr  CRO,DF,Marseille,21,1996,17.2,9,0.52,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0
80,Mahdi Camara,fr  FRA,FW,Saint-Étienne,20,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
81,Souleymane Camara,sn  SEN,"FW,MF",Montpellier,35,1982,1.5,5,3.28,2,0,1,1,1,0,1,0.66,1,0,0,0,0,0
82,Eduardo Camavinga,fr  FRA,MF,Rennes,15,2002,4.0,8,1.98,4,0,0,0,3,1,2,0.49,0,0,0,0,1,1
83,Pierrick Capelle,fr  FRA,"MF,DF",Angers,31,1987,20.5,56,2.74,34,11,3,8,0,0,6,0.29,2,3,1,0,0,0
84,Yoan Cardinale,fr  FRA,GK,Nice,24,1994,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
85,Diego Carlos,br  BRA,DF,Nantes,25,1993,35.0,27,0.77,21,1,0,5,0,0,3,0.09,2,0,0,1,0,0
86,Louis Carnot,fr  FRA,MF,Guingamp,17,2001,0.1,1,11.25,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
87,Lionel Carole,fr  FRA,"DF,MF",Strasbourg,27,1991,19.2,34,1.77,29,2,2,0,0,1,6,0.31,5,1,0,0,0,0
88,Moreto Cassamã,gw  GNB,MF,Reims,20,1998,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
89,Edinson Cavani,uy  URU,FW,Paris S-G,31,1987,18.6,30,1.62,17,0,4,3,5,1,9,0.48,4,0,1,2,2,0
90,Zeki Çelik,tr  TUR,DF,Lille,21,1997,33.0,73,2.21,54,4,6,1,3,5,12,0.36,7,1,1,0,2,1
91,Nacer Chadli,be  BEL,"MF,FW",Monaco,28,1989,7.7,16,2.08,6,8,0,1,0,1,0,0.00,0,0,0,0,0,0
92,Fouad Chafik,ma  MAR,DF,Dijon,31,1986,20.5,35,1.71,27,1,2,2,2,1,3,0.15,2,0,0,1,0,0
93,Kwon Chang-hoon,kr  KOR,"FW,MF",Dijon,24,1994,10.4,20,1.92,14,3,1,1,1,0,0,0.00,0,0,0,0,0,0
94,Xavier Chavalerin,fr  FRA,MF,Reims,27,1991,36.0,77,2.14,48,25,1,1,0,2,2,0.06,1,1,0,0,0,0
95,Pablo Chavarría,ar  ARG,FW,Reims,30,1988,21.9,32,1.46,23,0,3,3,3,0,4,0.18,4,0,0,0,0,0
96,Pape Cheikh Diop,sn  SEN,MF,Lyon,20,1997,5.0,6,1.19,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
97,Laurent Ciman,be  BEL,DF,Dijon,32,1985,8.0,10,1.26,8,0,0,1,1,0,1,0.13,1,0,0,0,0,0
98,Till Cissokho,fr  FRA,DF,Bordeaux,18,2000,0.9,1,1.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
99,Marcus Coco,fr  FRA,"FW,MF",Guingamp,22,1996,20.4,49,2.40,38,0,3,2,4,2,3,0.15,2,0,0,0,1,0
100,Racine Coly,sn  SEN,"DF,MF",Nice,22,1995,5.6,5,0.89,3,2,0,0,0,0,2,0.36,2,0,0,0,0,0
101,Daniel Congré,fr  FRA,DF,Montpellier,33,1985,36.6,25,0.68,20,1,0,2,2,0,3,0.08,2,1,0,0,0,0
102,Benjamin Corgnet,fr  FRA,"MF,FW",Strasbourg,31,1987,7.5,13,1.74,10,1,0,1,1,0,3,0.40,2,0,0,0,1,0
103,Andreas Cornelius,dk  DEN,FW,Bordeaux,25,1993,8.8,17,1.93,15,0,0,1,1,0,3,0.34,3,0,0,0,0,0
104,Maxwel Cornet,ci  CIV,FW,Lyon,21,1996,14.2,55,3.86,33,2,8,6,5,1,8,0.56,5,0,2,1,0,0
105,Quentin Cornette,fr  FRA,"MF,FW",Amiens,24,1994,2.3,1,0.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
106,Nuno da Costa,cv  CPV,FW,Strasbourg,27,1991,22.8,49,2.15,33,0,8,3,5,0,12,0.53,9,0,1,0,2,0
107,Benoît Costil,fr  FRA,GK,Bordeaux,31,1987,37.0,6,0.16,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
108,Kalifa Coulibaly,ml  MLI,FW,Nantes,26,1991,19.5,50,2.57,36,0,7,0,5,2,7,0.36,5,0,1,0,1,0
109,Senou Coulibaly,ml  MLI,"DF,MF",Dijon,23,1994,4.6,2,0.44,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
110,Nicolas Cozza,fr  FRA,DF,Montpellier,19,1999,10.9,6,0.55,6,0,0,0,0,0,1,0.09,1,0,0,0,0,0
111,Enzo Crivelli,fr  FRA,FW,Caen,23,1995,25.1,32,1.27,20,0,1,0,10,1,2,0.08,1,0,0,0,1,0
112,Wylan Cyprien,fr  FRA,MF,Nice,23,1995,26.2,103,3.93,56,37,0,3,6,1,5,0.19,4,1,0,0,0,0
113,Damien Da Silva,fr  FRA,DF,Rennes,30,1988,31.9,14,0.44,14,0,0,0,0,0,0,0.00,0,0,0,0,0,0
114,Kouadio-Yves Dabila,ci  CIV,DF,Lille,21,1997,8.7,1,0.12,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
115,Abdoulaye Dabo,fr  FRA,FW,Nantes,17,2001,1.3,5,3.88,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0
116,Colin Dagba,fr  FRA,DF,Paris S-G,19,1998,10.2,22,2.16,18,3,0,0,0,1,3,0.29,3,0,0,0,0,0
117,Dante,br  BRA,DF,Nice,34,1983,35.8,17,0.47,14,1,0,1,0,1,1,0.03,1,0,0,0,0,0
118,Lucas Deaux,fr  FRA,MF,Guingamp,29,1988,13.2,16,1.21,15,0,0,0,0,1,1,0.08,1,0,0,0,0,0
119,Mathieu Debuchy,fr  FRA,DF,Saint-Étienne,33,1985,21.6,36,1.67,27,3,2,2,2,0,3,0.14,2,1,0,0,0,0
120,Romain Del Castillo,fr  FRA,"FW,MF",Rennes,22,1996,14.9,53,3.55,32,4,9,4,3,1,7,0.47,4,1,0,1,0,1
121,Andy Delort,dz  ALG,FW,Montpellier,26,1991,34.6,105,3.03,77,6,12,5,3,2,8,0.23,8,0,0,0,0,0
122,Moussa Dembélé,fr  FRA,FW,Lyon,22,1996,22.4,61,2.72,41,0,7,3,10,0,8,0.36,6,0,1,0,1,0
123,Jessy Deminguet,fr  FRA,"MF,FW",Caen,20,1998,14.1,15,1.06,11,2,1,0,0,1,3,0.21,3,0,0,0,0,0
124,Jason Denayer,be  BEL,DF,Lyon,23,1995,30.6,13,0.42,9,0,0,3,0,1,1,0.03,1,0,0,0,0,0
125,Memphis Depay,nl  NED,"FW,MF",Lyon,24,1994,30.4,216,7.10,122,56,13,14,9,2,13,0.43,9,1,1,2,0,0
126,Clément Depres,fr  FRA,FW,Nîmes,23,1994,4.9,14,2.86,11,0,0,3,0,0,3,0.61,1,0,0,2,0,0
127,Ángel Di María,ar  ARG,"FW,MF",Paris S-G,30,1988,25.8,111,4.30,71,15,14,6,3,2,23,0.89,14,3,3,2,1,0
128,Boulaye Dia,sn  SEN,FW,Reims,21,1996,8.3,26,3.13,12,0,8,3,3,0,3,0.36,0,0,1,1,1,0
129,Moussa Diaby,fr  FRA,"MF,FW",Paris S-G,19,1999,12.7,35,2.76,25,1,9,0,0,0,10,0.79,7,0,3,0,0,0
130,Bafodé Diakité,fr  FRA,DF,Toulouse,17,2001,7.0,8,1.14,5,1,1,1,0,0,1,0.14,0,1,0,0,0,0
131,Abdoulaye Diallo,sn  SEN,GK,Rennes,26,1992,5.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
132,Mustapha Diallo,sn  SEN,MF,Nîmes,32,1986,5.1,2,0.40,2,0,0,0,0,0,1,0.20,1,0,0,0,0,0
133,Lassana Diarra,fr  FRA,MF,Paris S-G,33,1985,1.8,2,1.13,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
134,Bakaye Dibassy,ml  MLI,DF,Amiens,28,1989,32.7,13,0.40,13,0,0,0,0,0,1,0.03,1,0,0,0,0,0
135,Étienne Didot,fr  FRA,MF,Guingamp,35,1983,23.4,45,1.92,32,7,0,0,5,1,3,0.13,3,0,0,0,0,0
136,Tristan Dingomé,cm  CMR,MF,Reims,27,1991,14.9,40,2.68,37,1,0,0,0,2,5,0.33,5,0,0,0,0,0
137,Ismaël Diomandé,ci  CIV,"MF,DF",Caen,25,1992,14.4,9,0.63,9,0,0,0,0,0,1,0.07,1,0,0,0,0,0
138,Lois Diony,fr  FRA,FW,Saint-Étienne,25,1992,17.7,37,2.09,27,1,1,2,6,0,3,0.17,2,0,1,0,0,0
139,Sofiane Diop,fr  FRA,"MF,FW",Monaco,18,2000,8.2,17,2.06,9,1,4,2,1,0,0,0.00,0,0,0,0,0,0
140,Assane Dioussé,sn  SEN,MF,Saint-Étienne,20,1997,2.4,2,0.83,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
141,Axel Disasi,fr  FRA,DF,Reims,20,1998,1.8,1,0.57,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
142,Koffi Djidji,ci  CIV,DF,Nantes,25,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
143,Alexander Djiku,gh  GHA,DF,Caen,23,1994,30.6,17,0.56,13,0,0,1,2,1,2,0.07,2,0,0,0,0,0
144,Papy Djilobodji,sn  SEN,"DF,FW",Guingamp,29,1988,1.9,2,1.03,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
145,Keagan Dolly,za  RSA,FW,Montpellier,25,1993,1.0,3,3.07,0,3,0,0,0,0,1,1.02,0,1,0,0,0,0
146,Gabriel Dos Santos,br  BRA,DF,Lille,20,1997,11.8,10,0.84,8,1,0,0,1,0,0,0.00,0,0,0,0,0,0
147,Mathieu Dossevi,tg  TOG,"FW,MF",Toulouse,30,1988,27.4,85,3.10,54,20,7,0,4,0,6,0.22,3,1,2,0,0,0
148,Moussa Doumbia,ml  MLI,"FW,MF",Reims,23,1994,17.8,57,3.21,38,0,8,1,10,0,9,0.51,5,0,2,0,2,0
149,Souleyman Doumbia,ci  CIV,DF,Rennes,21,1996,6.7,1,0.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
150,Julian Draxler,de  GER,"MF,FW",Paris S-G,24,1993,22.7,88,3.87,64,9,9,3,1,2,15,0.66,12,1,1,0,0,1
151,Leo Dubois,fr  FRA,DF,Lyon,23,1994,22.7,49,2.16,38,2,3,2,3,1,7,0.31,7,0,0,0,0,0
152,Maxime Dupé,fr  FRA,GK,Nantes,25,1993,10.4,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
153,Jimmy Durmaz,se  SWE,"MF,FW",Toulouse,29,1989,21.1,81,3.84,42,18,13,3,2,3,6,0.28,3,1,1,1,0,0
154,Félix Eboa Eboa,cm  CMR,DF,Guingamp,21,1997,27.0,10,0.37,9,0,0,1,0,0,0,0.00,0,0,0,0,0,0
155,Björn Engels,be  BEL,DF,Reims,23,1994,33.0,23,0.70,20,0,0,1,2,0,1,0.03,1,0,0,0,0,0
156,Lucas Evangelista,br  BRA,"FW,MF",Nantes,23,1995,8.0,21,2.62,14,0,2,0,4,1,0,0.00,0,0,0,0,0,0
157,Valentin Eysseric,fr  FRA,"MF,FW",Nantes,26,1992,2.3,11,4.74,1,4,1,2,3,0,0,0.00,0,0,0,0,0,0
158,Fábio,br  BRA,DF,Nantes,28,1990,14.2,27,1.90,21,2,0,1,1,2,3,0.21,3,0,0,0,0,0
159,Cesc Fàbregas,es  ESP,MF,Monaco,31,1987,10.7,39,3.63,28,10,0,1,0,0,3,0.28,3,0,0,0,0,0
160,Romain Faivre,fr  FRA,"MF,FW",Monaco,20,1998,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
161,Fayçal Fajr,ma  MAR,MF,Caen,29,1988,36.0,107,2.97,46,43,1,5,10,2,8,0.22,3,3,0,1,1,0
162,Radamel Falcao,co  COL,FW,Monaco,32,1986,28.4,47,1.65,27,0,4,7,7,2,4,0.14,2,0,0,2,0,0
163,Nabil Fekir,fr  FRA,MF,Lyon,25,1993,22.1,122,5.52,75,15,11,10,11,0,14,0.63,12,0,1,0,1,0
164,Yassin Fekir,fr  FRA,FW,Lyon,21,1997,0.1,1,7.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
165,Juan Ferney Otero,co  COL,"FW,MF",Amiens,23,1995,24.2,63,2.61,47,2,6,3,5,0,5,0.21,4,0,0,1,0,0
166,Wesley Fofana,fr  FRA,DF,Saint-Étienne,17,2000,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
167,Youssouf Fofana,fr  FRA,MF,Strasbourg,19,1999,10.1,14,1.38,9,0,3,0,2,0,1,0.10,1,0,0,0,0,0
168,Thomas Foket,be  BEL,DF,Reims,23,1994,32.0,29,0.91,25,3,1,0,0,0,1,0.03,0,1,0,0,0,0
169,Thomas Fontaine,mg  MAD,"DF,MF",Reims,27,1991,4.7,4,0.86,2,0,1,1,0,0,2,0.43,1,0,1,0,0,0
170,José Fonte,pt  POR,DF,Lille,34,1983,34.6,23,0.67,19,1,1,2,0,0,2,0.06,2,0,0,0,0,0
171,Rui Fonte,pt  POR,FW,Lille,28,1990,7.0,14,2.01,13,0,0,1,0,0,1,0.14,1,0,0,0,0,0
172,Steven Fortes,cv  CPV,DF,Toulouse,26,1992,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
173,Angelo Fulgini,fr  FRA,"MF,FW",Angers,21,1996,18.2,66,3.63,47,7,3,2,7,0,4,0.22,2,0,1,0,1,0
174,Milan Gajić,rs  SRB,DF,Bordeaux,22,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
175,Ignatius Ganago,cm  CMR,FW,Nice,19,1999,11.5,29,2.52,14,0,5,5,3,2,1,0.09,0,0,0,0,1,0
176,Ganso,br  BRA,"MF,FW",Amiens,28,1989,5.8,24,4.15,20,4,0,0,0,0,3,0.52,2,1,0,0,0,0
177,Manu García,es  ESP,MF,Toulouse,20,1998,20.5,47,2.30,36,0,3,2,5,1,5,0.24,5,0,0,0,0,0
178,Jérémy Gélin,fr  FRA,"DF,MF",Rennes,21,1997,14.2,13,0.92,11,0,1,0,1,0,0,0.00,0,0,0,0,0,0
179,Romain Genevois,ht  HAI,DF,Caen,30,1987,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
180,Valère Germain,fr  FRA,FW,Marseille,28,1990,24.1,42,1.74,31,0,1,6,2,2,6,0.25,4,0,0,2,0,0
181,Willem Geubbels,fr  FRA,MF,Monaco,16,2001,0.1,1,11.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
182,Lamine Ghezali,fr  FRA,"FW,MF",Saint-Étienne,19,1999,0.5,1,2.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
183,Saman Ghoddos,ir  IRN,"FW,MF",Amiens,24,1993,20.3,61,3.00,27,22,2,4,6,0,4,0.20,3,1,0,0,0,0
184,Andrei Girotto,br  BRA,MF,Nantes,26,1992,16.4,17,1.04,12,1,1,1,0,2,0,0.00,0,0,0,0,0,0
185,Kamil Glik,pl  POL,DF,Monaco,30,1988,33.0,13,0.39,11,0,0,1,0,1,2,0.06,2,0,0,0,0,0
186,Eddy Gnahoré,fr  FRA,MF,Amiens,24,1993,24.9,57,2.29,49,1,4,2,0,1,7,0.28,5,0,1,0,0,1
