,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
15,Bobby Allain,fr  FRA,GK,Dijon,26,1991,13.0,466,290,176,50,0,29,7,0,0,0,0,0,149,12,305,27,342,0,0,71,288,0,24,1,0
16,Mickaël Alphonse,GPE,DF,Dijon,29,1989,6.3,307,246,61,6,0,32,1,15,0,0,0,0,153,36,118,23,199,22,55,1,197,0,12,2,13
17,Dani Alves,br  BRA,"MF,DF",Paris S-G,35,1983,18.0,1589,1505,84,17,18,360,42,45,6,0,0,0,1167,195,227,164,1328,29,61,3,1327,11,28,27,45
18,Romain Amalfitano,fr  FRA,"MF,FW",Dijon,28,1989,28.0,1071,1050,21,9,4,182,53,17,0,0,0,0,721,125,225,116,887,43,12,4,839,5,24,16,24
19,Jordan Amavi,fr  FRA,DF,Marseille,24,1994,24.2,1295,1051,244,19,1,243,24,62,0,0,0,0,713,235,347,698,236,92,225,2,967,3,36,23,51
20,Kelvin Amian,fr  FRA,DF,Toulouse,20,1998,32.0,1188,956,232,30,1,191,20,17,0,0,0,0,714,211,263,158,749,50,202,1,938,4,29,27,27
21,Yanis Ammour,fr  FRA,MF,Montpellier,19,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Benjamin André,fr  FRA,MF,Rennes,27,1990,27.7,1479,1444,35,27,3,336,24,11,0,0,0,0,1019,233,227,187,1105,90,1,7,1182,10,30,39,33
23,Yoann Andreu,fr  FRA,DF,Angers,29,1989,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
24,Houssem Aouar,fr  FRA,MF,Lyon,20,1998,34.0,2069,2035,34,23,11,321,58,12,2,0,0,0,1736,191,142,159,1854,38,8,4,1801,4,21,42,47
25,Luiz Araújo,br  BRA,"FW,MF",Lille,22,1996,8.7,311,284,27,10,1,72,18,17,10,2,4,0,200,40,71,253,41,7,7,1,232,5,6,5,9
26,Alphonse Areola,fr  FRA,GK,Paris S-G,25,1993,21.0,508,350,158,24,0,37,11,0,0,0,0,0,378,15,115,36,372,0,0,96,437,0,11,1,1
27,Yoël Armougom,fr  FRA,"DF,MF",Caen,20,1998,20.6,910,724,186,6,2,128,21,49,1,0,0,0,448,167,295,629,43,47,179,1,636,0,21,18,32
28,Youcef Attal,dz  ALG,"DF,MF",Nice,22,1996,25.1,1278,1077,201,28,1,176,26,58,2,0,1,0,888,182,208,66,982,39,171,1,1027,1,17,34,39
29,Ludovic Baal,gf  GUF,DF,Rennes,32,1986,1.4,90,74,16,1,0,7,1,3,0,0,0,0,52,15,23,68,3,4,15,0,70,0,2,0,2
30,Stéphane Bahoken,cm  CMR,FW,Angers,26,1992,27.4,512,449,63,2,1,109,5,32,0,0,0,0,354,98,60,49,399,24,6,13,349,0,12,15,38
31,Florent Balmont,fr  FRA,MF,Dijon,38,1980,12.0,711,655,56,37,1,111,22,12,18,4,6,3,515,56,140,41,664,5,1,0,579,2,11,8,17
32,Abdoulaye Bamba,ci  CIV,DF,Angers,28,1990,28.6,1276,974,302,16,1,204,12,48,0,0,0,0,714,241,321,99,830,45,286,3,976,2,34,19,42
33,Jonathan Bamba,fr  FRA,"FW,MF",Lille,22,1996,33.4,1224,1158,66,20,5,267,29,39,21,0,1,0,950,142,132,140,1003,33,24,2,962,1,14,34,55
34,Yacine Bammou,ma  MAR,"FW,MF",Caen,26,1991,10.3,317,311,6,0,0,59,5,22,0,0,0,0,200,54,63,79,191,28,6,8,227,2,4,7,21
35,Danilo Barbosa,br  BRA,MF,Nice,22,1996,17.2,671,659,12,11,1,145,12,4,1,0,0,0,575,52,44,150,490,23,0,2,581,1,11,15,18
36,Antonio Barreca,it  ITA,DF,Monaco,23,1995,6.6,289,208,81,1,0,39,7,13,0,0,0,0,117,90,82,177,9,15,80,0,204,2,10,5,21
37,Toma Bašić,hr  CRO,MF,Bordeaux,21,1996,14.8,620,554,66,32,2,156,38,20,29,8,2,0,407,68,145,503,60,31,3,1,480,2,12,9,9
38,Thomas Basila,fr  FRA,DF,Nantes,19,1999,1.0,26,25,1,1,0,2,1,0,0,0,0,0,18,3,5,3,20,2,0,0,22,0,0,0,0
39,Claudio Beauvue,GPE,FW,Caen,30,1988,16.7,389,367,22,2,1,87,10,26,0,0,0,0,217,83,89,73,227,42,9,8,248,1,9,12,23
40,Hatem Ben Arfa,fr  FRA,"MF,FW",Rennes,31,1987,22.6,926,781,145,46,7,229,45,25,54,9,2,2,713,102,111,768,128,10,17,2,747,6,21,12,27
41,Diego Benaglio,ch  SUI,GK,Monaco,34,1983,22.9,618,398,220,61,0,33,10,0,0,0,0,0,351,31,236,39,445,0,0,105,459,1,18,0,2
42,Nicolas Benezet,fr  FRA,"MF,FW",Guingamp,27,1991,18.5,911,783,128,40,1,186,24,57,66,1,1,0,551,166,194,281,565,39,14,3,624,3,30,30,40
43,Walter Benítez,ar  ARG,GK,Nice,25,1993,35.0,1143,751,392,86,0,79,22,0,0,0,0,0,679,70,394,88,819,0,0,199,895,3,18,6,2
44,Yassine Benrahou,fr  FRA,"MF,DF",Bordeaux,19,1999,2.0,111,100,11,3,0,15,2,5,8,5,3,0,77,14,20,87,21,3,0,0,81,0,3,2,5
45,Ramy Bensebaini,dz  ALG,DF,Rennes,23,1995,23.9,1267,1039,228,27,0,235,32,29,0,0,0,0,770,200,297,767,213,57,201,6,991,4,35,22,45
46,Yassine Benzia,dz  ALG,MF,Lille,23,1994,1.8,100,98,2,1,0,18,5,2,0,0,0,0,71,15,14,12,86,2,0,0,81,0,2,0,2
47,Robert Berić,si  SVN,FW,Saint-Étienne,27,1991,13.1,194,172,22,0,1,41,0,5,0,0,0,0,129,31,34,19,137,17,1,7,137,0,2,7,9
48,Paul Bernardoni,fr  FRA,GK,Nîmes,21,1997,38.0,1113,663,450,160,0,50,24,0,0,0,0,0,355,39,719,743,143,2,0,162,627,3,47,1,6
49,Juan Bernat,es  ESP,"DF,MF",Paris S-G,25,1993,20.4,1202,1082,120,19,2,210,11,47,5,2,0,1,961,158,83,1037,39,20,96,2,1063,4,9,14,25
50,Antoine Bernede,fr  FRA,MF,Paris S-G,19,1999,1.9,166,165,1,0,0,26,1,0,0,0,0,0,158,4,4,34,129,2,1,0,158,0,2,0,0
51,Dimitry Bertaud,fr  FRA,GK,Montpellier,20,1998,1.0,36,18,18,5,0,2,1,0,0,0,0,0,7,2,27,0,31,0,0,3,18,0,1,0,1
52,Giulian Biancone,fr  FRA,DF,Monaco,18,2000,1.0,48,37,11,1,0,9,1,1,0,0,0,0,23,11,14,6,28,2,10,1,35,0,0,0,1
53,Ludovic Blas,fr  FRA,"MF,FW",Guingamp,20,1997,26.4,939,929,10,4,5,217,35,19,0,0,0,0,639,111,189,732,109,67,3,2,716,3,21,17,30
54,Alexis Blin,fr  FRA,MF,Amiens,21,1996,22.1,928,911,17,14,0,139,13,2,0,0,0,0,647,135,146,97,717,80,2,6,761,5,15,16,22
55,Antonin Bobichon,fr  FRA,MF,Nîmes,22,1995,23.9,891,823,68,30,3,200,26,14,29,1,3,2,630,108,153,51,782,35,8,1,729,1,13,17,11
56,Yann Bodiger,fr  FRA,MF,Toulouse,23,1995,0.1,13,12,1,1,0,0,0,0,0,0,0,0,10,1,2,9,3,1,0,0,9,0,0,1,0
57,Mathieu Bodmer,fr  FRA,"MF,FW",Amiens,35,1982,11.9,636,606,30,15,2,126,8,7,0,0,0,0,405,101,130,88,461,57,3,2,446,4,16,17,22
58,Sacha Boey,fr  FRA,"DF,MF",Rennes,17,2000,0.2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0
59,Olivier Boscagli,fr  FRA,"DF,MF",Nice,20,1997,9.6,648,557,91,15,1,71,26,18,9,4,5,0,393,98,157,457,95,21,67,0,503,3,18,12,9
60,Gabriel Boschilia,br  BRA,"FW,MF",Nantes,22,1996,14.7,554,483,71,18,1,111,21,15,45,2,1,1,404,56,94,392,127,22,7,5,422,2,9,15,15
61,John Bostock,tt  TRI,MF,Toulouse,26,1992,10.9,606,560,46,33,0,76,18,5,13,0,0,0,454,53,99,527,41,31,0,0,508,1,9,9,9
62,Denis Bouanga,ga  GAB,"FW,MF",Nîmes,23,1994,29.3,678,655,23,2,3,151,21,50,1,0,0,0,452,108,118,97,511,39,13,2,456,1,20,21,24
63,Zacharie Boucher,fr  FRA,GK,Angers,26,1992,2.0,54,30,24,7,0,1,2,0,0,0,0,0,18,3,33,1,38,0,0,9,30,0,2,0,0
64,Arnold Bouka Moutou,cg  CGO,"DF,FW",Dijon,29,1988,0.7,28,22,6,2,0,2,1,2,0,0,0,0,18,3,7,21,3,0,4,0,20,0,0,1,1
65,Benjamin Bourigeaud,fr  FRA,"MF,FW",Rennes,24,1994,26.9,1227,1115,112,39,4,232,72,58,52,9,2,1,806,149,272,152,997,45,20,5,922,4,24,31,38
66,Bilal Boutobba,fr  FRA,MF,Montpellier,19,1998,0.4,13,11,2,1,0,2,0,2,0,0,0,0,10,1,2,7,6,0,0,0,11,0,0,0,0
67,Umut Bozok,tr  TUR,FW,Nîmes,21,1996,13.7,301,275,26,0,2,67,4,5,0,0,0,0,231,41,29,56,215,12,1,4,223,1,9,7,17
68,Pedro Brazão,pt  POR,"FW,DF",Nice,15,2002,0.2,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,0,0,5,0,0,0,0
69,Anthony Briançon,fr  FRA,DF,Nîmes,23,1994,32.5,1263,1175,88,86,1,127,70,2,0,0,0,0,856,111,296,72,1070,95,2,5,1042,1,29,10,13
70,Jimmy Briand,fr  FRA,FW,Bordeaux,32,1985,27.7,713,648,65,6,8,157,7,12,1,0,0,0,517,133,63,96,542,34,6,19,521,2,12,28,31
71,Gianluigi Buffon,it  ITA,GK,Paris S-G,40,1978,17.0,402,274,128,25,0,19,4,0,0,0,0,0,307,31,64,26,296,1,0,75,367,1,3,1,1
72,Patrick Burner,fr  FRA,DF,Nice,22,1996,15.0,742,609,133,15,1,112,9,22,1,0,0,0,497,142,103,33,575,12,117,0,629,1,11,10,16
73,Ludovic Butelle,fr  FRA,GK,Angers,35,1983,36.0,971,563,408,131,0,50,28,0,0,0,0,0,312,56,603,554,183,0,0,170,607,4,29,3,0
74,Rémy Cabella,fr  FRA,"MF,FW",Saint-Étienne,28,1990,33.3,2100,2011,89,39,9,404,30,65,19,0,0,0,1665,241,194,307,1721,36,12,12,1757,6,35,48,41
75,Anthony Caci,fr  FRA,DF,Strasbourg,21,1997,25.5,1414,1240,174,16,1,250,59,27,2,0,0,0,908,230,276,350,831,54,156,8,1153,1,29,27,34
76,Mathieu Cafaro,fr  FRA,"FW,MF",Reims,21,1997,23.3,747,639,108,38,5,138,50,64,59,10,12,5,404,113,230,74,622,35,6,3,456,5,18,15,34
77,Yannick Cahuzac,fr  FRA,"MF,DF",Toulouse,33,1985,15.9,547,527,20,13,0,87,3,1,0,0,0,0,326,111,110,26,418,73,6,11,448,0,15,7,10
78,Marc-Aurèle Caillard,fr  FRA,GK,Guingamp,24,1994,21.0,548,309,239,66,0,32,14,0,0,0,0,0,137,21,390,16,410,1,0,66,292,4,31,0,4
79,Duje Ćaleta-Car,hr  CRO,DF,Marseille,21,1996,17.2,806,787,19,17,1,119,31,1,0,0,0,0,581,70,155,195,526,51,2,5,696,2,16,2,7
80,Mahdi Camara,fr  FRA,FW,Saint-Étienne,20,1998,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
81,Souleymane Camara,sn  SEN,"FW,MF",Montpellier,35,1982,1.5,53,50,3,0,0,14,0,1,0,0,0,0,37,11,5,13,31,2,1,1,36,0,0,1,5
82,Eduardo Camavinga,fr  FRA,MF,Rennes,15,2002,4.0,143,141,2,2,0,28,2,0,0,0,0,0,109,20,14,116,20,5,0,0,122,1,1,2,3
83,Pierrick Capelle,fr  FRA,"MF,DF",Angers,31,1987,20.5,959,840,119,22,1,152,22,36,19,0,0,0,654,122,183,732,96,36,78,2,763,3,10,14,27
84,Yoan Cardinale,fr  FRA,GK,Nice,24,1994,3.0,63,55,8,1,0,6,1,0,0,0,0,0,61,1,1,1,45,0,0,17,62,0,0,0,0
85,Diego Carlos,br  BRA,DF,Nantes,25,1993,35.0,1679,1604,75,66,3,227,75,3,0,0,0,0,1167,128,384,154,1398,92,9,5,1389,12,42,9,16
86,Louis Carnot,fr  FRA,MF,Guingamp,17,2001,0.1,4,3,1,1,0,1,0,0,0,0,0,0,2,1,1,2,2,0,0,0,3,0,0,0,1
87,Lionel Carole,fr  FRA,"DF,MF",Strasbourg,27,1991,19.2,1043,846,197,18,1,168,20,42,0,0,0,0,616,241,186,719,77,51,179,4,815,1,17,16,45
88,Moreto Cassamã,gw  GNB,MF,Reims,20,1998,0.7,48,48,0,0,0,6,1,0,0,0,0,0,41,2,5,2,44,1,0,1,41,0,2,2,2
89,Edinson Cavani,uy  URU,FW,Paris S-G,31,1987,18.6,364,338,26,1,0,59,3,10,1,0,0,0,283,60,21,75,274,7,3,4,276,2,6,14,14
90,Zeki Çelik,tr  TUR,DF,Lille,21,1997,33.0,1723,1355,368,15,2,260,20,70,0,0,0,0,974,334,415,117,1152,85,353,4,1294,6,36,26,70
91,Nacer Chadli,be  BEL,"MF,FW",Monaco,28,1989,7.7,330,269,61,15,0,79,12,10,22,0,3,0,215,57,58,72,209,19,24,0,262,1,6,7,8
92,Fouad Chafik,ma  MAR,DF,Dijon,31,1986,20.5,944,727,217,10,1,163,11,38,1,0,0,0,454,217,273,49,637,41,206,2,706,2,18,21,30
93,Kwon Chang-hoon,kr  KOR,"FW,MF",Dijon,24,1994,10.4,348,314,34,8,0,75,14,21,22,3,2,3,214,60,74,281,43,12,2,1,244,1,4,7,16
94,Xavier Chavalerin,fr  FRA,MF,Reims,27,1991,36.0,1519,1386,133,68,1,206,78,39,58,3,4,0,990,160,369,1227,232,39,6,4,1178,10,34,29,34
95,Pablo Chavarría,ar  ARG,FW,Reims,30,1988,21.9,417,391,26,0,0,138,5,29,0,0,0,0,231,116,70,47,264,44,0,16,256,2,9,18,21
96,Pape Cheikh Diop,sn  SEN,MF,Lyon,20,1997,5.0,233,228,5,4,0,46,5,0,0,0,0,0,203,19,11,45,179,8,1,0,211,0,1,6,5
97,Laurent Ciman,be  BEL,DF,Dijon,32,1985,8.0,568,545,23,20,0,69,24,0,0,0,0,0,414,33,121,74,454,28,3,1,495,1,12,4,7
98,Till Cissokho,fr  FRA,DF,Bordeaux,18,2000,0.9,34,33,1,1,0,7,0,0,0,0,0,0,23,1,10,30,0,3,0,0,27,0,0,0,1
99,Marcus Coco,fr  FRA,"FW,MF",Guingamp,22,1996,20.4,587,568,19,0,0,155,12,49,0,0,0,0,356,99,132,74,405,42,10,6,368,0,21,13,37
100,Racine Coly,sn  SEN,"DF,MF",Nice,22,1995,5.6,307,252,55,5,0,60,3,9,0,0,0,0,189,82,36,188,49,18,50,0,255,0,7,0,10
101,Daniel Congré,fr  FRA,DF,Montpellier,33,1985,36.6,1539,1465,74,44,1,240,38,5,0,0,0,0,1014,169,356,451,925,93,30,6,1250,1,38,25,20
102,Benjamin Corgnet,fr  FRA,"MF,FW",Strasbourg,31,1987,7.5,286,273,13,1,1,58,10,10,3,0,0,0,179,59,48,53,191,23,2,2,178,1,10,13,16
103,Andreas Cornelius,dk  DEN,FW,Bordeaux,25,1993,8.8,253,242,11,0,0,74,4,4,0,0,0,0,120,78,55,120,25,51,0,14,160,1,4,3,9
104,Maxwel Cornet,ci  CIV,FW,Lyon,21,1996,14.2,485,460,25,4,2,107,16,42,15,7,0,2,328,88,69,346,103,16,6,7,348,1,11,11,21
105,Quentin Cornette,fr  FRA,"MF,FW",Amiens,24,1994,2.3,64,58,6,5,0,15,3,3,1,0,0,0,46,7,11,3,56,3,0,1,44,0,2,3,3
106,Nuno da Costa,cv  CPV,FW,Strasbourg,27,1991,22.8,500,475,25,0,4,121,7,19,0,0,0,0,336,98,66,36,385,29,5,12,348,1,14,17,26
107,Benoît Costil,fr  FRA,GK,Bordeaux,31,1987,37.0,1150,725,425,118,0,87,44,0,0,0,0,0,479,54,617,58,915,2,1,123,792,4,24,5,3
108,Kalifa Coulibaly,ml  MLI,FW,Nantes,26,1991,19.5,443,427,16,0,4,141,7,22,1,0,0,0,196,132,115,28,254,69,3,18,252,3,22,15,18
109,Senou Coulibaly,ml  MLI,"DF,MF",Dijon,23,1994,4.6,201,201,0,0,1,25,8,0,0,0,0,0,141,16,44,8,168,20,0,0,149,0,8,2,5
110,Nicolas Cozza,fr  FRA,DF,Montpellier,19,1999,10.9,465,436,29,11,1,49,10,3,0,0,0,0,340,59,66,338,78,23,18,1,390,3,10,4,12
111,Enzo Crivelli,fr  FRA,FW,Caen,23,1995,25.1,557,511,46,1,1,145,9,7,0,0,0,0,311,136,110,49,372,49,4,19,364,2,20,17,17
112,Wylan Cyprien,fr  FRA,MF,Nice,23,1995,26.2,2020,1823,197,91,6,370,84,38,101,5,4,0,1591,137,292,389,1585,29,5,6,1688,3,31,30,29
113,Damien Da Silva,fr  FRA,DF,Rennes,30,1988,31.9,1424,1382,42,39,0,192,27,2,0,0,0,0,1096,102,226,24,1279,87,3,3,1247,3,28,5,17
114,Kouadio-Yves Dabila,ci  CIV,DF,Lille,21,1997,8.7,386,371,15,15,0,35,11,0,0,0,0,0,301,18,67,33,332,20,0,1,325,2,10,1,4
115,Abdoulaye Dabo,fr  FRA,FW,Nantes,17,2001,1.3,32,31,1,0,0,12,0,1,0,0,0,0,20,4,8,20,7,4,1,0,26,0,1,1,0
116,Colin Dagba,fr  FRA,DF,Paris S-G,19,1998,10.2,647,585,62,3,1,115,1,22,0,0,0,0,529,59,59,83,495,7,59,2,596,1,4,3,11
117,Dante,br  BRA,DF,Nice,34,1983,35.8,2352,2293,59,56,2,236,72,4,0,0,0,0,1971,129,252,1818,443,65,3,6,2147,4,34,11,9
118,Lucas Deaux,fr  FRA,MF,Guingamp,29,1988,13.2,533,522,11,7,1,111,15,14,0,0,0,0,304,114,115,83,379,45,4,4,371,2,9,14,18
119,Mathieu Debuchy,fr  FRA,DF,Saint-Étienne,33,1985,21.6,1165,915,250,16,2,175,26,67,0,0,0,0,557,325,283,26,792,71,234,2,861,3,26,19,48
120,Romain Del Castillo,fr  FRA,"FW,MF",Rennes,22,1996,14.9,560,531,29,1,3,152,11,47,13,3,0,0,400,81,79,378,124,28,15,1,380,1,13,10,37
121,Andy Delort,dz  ALG,FW,Montpellier,26,1991,34.6,1197,1121,76,8,5,309,64,116,12,2,2,1,541,283,373,72,866,98,11,65,694,5,41,25,91
122,Moussa Dembélé,fr  FRA,FW,Lyon,22,1996,22.4,435,388,47,1,0,78,4,13,0,0,0,0,295,93,47,73,306,25,4,11,324,7,3,16,23
123,Jessy Deminguet,fr  FRA,"MF,FW",Caen,20,1998,14.1,468,449,19,11,0,81,27,6,4,0,2,0,360,39,69,370,69,18,3,1,379,1,9,9,15
124,Jason Denayer,be  BEL,DF,Lyon,23,1995,30.6,1947,1891,56,52,1,173,13,2,0,0,0,0,1710,131,106,101,1741,80,4,7,1840,3,11,16,10
125,Memphis Depay,nl  NED,"FW,MF",Lyon,24,1994,30.4,1491,1251,240,48,19,239,105,78,148,11,10,3,1002,178,311,191,1248,26,16,5,1093,16,40,37,58
126,Clément Depres,fr  FRA,FW,Nîmes,23,1994,4.9,166,161,5,0,0,51,3,2,0,0,0,0,96,32,38,10,106,22,0,1,114,1,13,2,4
127,Ángel Di María,ar  ARG,"FW,MF",Paris S-G,30,1988,25.8,1457,1321,136,41,30,267,53,89,71,10,3,1,1029,173,255,1312,99,23,18,5,1068,8,37,41,60
128,Boulaye Dia,sn  SEN,FW,Reims,21,1996,8.3,158,148,10,0,1,48,1,3,0,0,0,0,106,36,16,28,103,13,0,3,109,0,5,2,8
129,Moussa Diaby,fr  FRA,"MF,FW",Paris S-G,19,1999,12.7,579,553,26,0,7,111,6,28,4,0,0,0,483,61,35,412,139,4,22,1,464,2,12,13,32
130,Bafodé Diakité,fr  FRA,DF,Toulouse,17,2001,7.0,345,270,75,4,0,69,6,4,0,0,0,0,189,73,83,62,179,22,71,1,271,1,8,2,6
131,Abdoulaye Diallo,sn  SEN,GK,Rennes,26,1992,5.5,147,98,49,14,0,14,5,0,0,0,0,0,79,8,60,10,107,0,0,23,106,0,3,0,0
132,Mustapha Diallo,sn  SEN,MF,Nîmes,32,1986,5.1,173,171,2,2,0,27,1,2,0,0,0,0,90,42,41,8,107,45,0,3,116,1,7,5,8
133,Lassana Diarra,fr  FRA,MF,Paris S-G,33,1985,1.8,147,147,0,0,0,17,3,0,0,0,0,0,132,7,8,11,131,3,0,1,131,0,2,1,1
134,Bakaye Dibassy,ml  MLI,DF,Amiens,28,1989,32.7,1442,1270,172,22,1,229,21,40,0,0,0,0,904,214,324,1006,196,59,150,2,1097,3,40,34,35
135,Étienne Didot,fr  FRA,MF,Guingamp,35,1983,23.4,1232,1146,86,64,1,181,66,21,17,2,0,0,682,182,368,182,900,123,5,4,927,4,45,22,31
136,Tristan Dingomé,cm  CMR,MF,Reims,27,1991,14.9,605,589,16,3,3,117,13,10,1,0,0,0,413,113,79,507,81,10,3,1,474,3,20,13,17
137,Ismaël Diomandé,ci  CIV,"MF,DF",Caen,25,1992,14.4,594,578,16,16,0,128,29,3,0,0,0,0,439,49,106,22,544,20,0,4,499,0,17,4,8
138,Lois Diony,fr  FRA,FW,Saint-Étienne,25,1992,17.7,339,328,11,1,1,105,5,28,0,0,0,0,236,60,43,53,244,22,1,1,220,1,8,11,28
139,Sofiane Diop,fr  FRA,"MF,FW",Monaco,18,2000,8.2,235,224,11,1,1,57,10,12,4,0,0,0,170,34,31,46,170,10,5,0,163,1,8,7,17
140,Assane Dioussé,sn  SEN,MF,Saint-Étienne,20,1997,2.4,139,136,3,3,0,19,3,2,0,0,0,0,110,16,13,115,16,6,0,0,120,0,3,3,1
141,Axel Disasi,fr  FRA,DF,Reims,20,1998,1.8,69,66,3,0,0,13,2,0,0,0,0,0,52,9,8,26,33,4,3,0,52,0,2,3,1
142,Koffi Djidji,ci  CIV,DF,Nantes,25,1992,1.0,50,49,1,1,0,3,4,0,0,0,0,0,36,2,12,1,48,1,0,0,44,0,2,0,1
143,Alexander Djiku,gh  GHA,DF,Caen,23,1994,30.6,1375,1316,59,47,1,186,52,0,0,0,0,0,950,148,277,257,971,105,8,1,1158,3,36,12,14
144,Papy Djilobodji,sn  SEN,"DF,FW",Guingamp,29,1988,1.9,83,78,5,5,0,16,5,1,0,0,0,0,42,9,32,59,12,6,0,0,56,1,7,1,0
145,Keagan Dolly,za  RSA,FW,Montpellier,25,1993,1.0,41,34,7,4,0,7,3,1,3,0,0,0,26,6,9,37,3,0,0,1,34,0,0,0,2
146,Gabriel Dos Santos,br  BRA,DF,Lille,20,1997,11.8,617,589,28,25,1,72,11,0,0,0,0,0,486,37,94,546,46,17,1,1,541,1,11,5,5
147,Mathieu Dossevi,tg  TOG,"FW,MF",Toulouse,30,1988,27.4,931,841,90,24,1,196,44,113,47,7,12,1,562,138,231,66,814,31,11,4,618,4,16,24,46
148,Moussa Doumbia,ml  MLI,"FW,MF",Reims,23,1994,17.8,653,631,22,5,3,142,22,29,7,1,1,0,475,93,85,114,489,33,6,4,503,4,16,7,19
149,Souleyman Doumbia,ci  CIV,DF,Rennes,21,1996,6.7,356,293,63,7,1,45,5,5,0,0,0,0,248,67,41,255,32,7,56,1,311,0,10,5,4
150,Julian Draxler,de  GER,"MF,FW",Paris S-G,24,1993,22.7,1610,1546,64,15,11,376,33,22,34,1,3,0,1390,123,97,183,1384,15,13,4,1421,7,12,32,33
151,Leo Dubois,fr  FRA,DF,Lyon,23,1994,22.7,1494,1277,217,17,0,219,22,78,2,0,1,0,981,287,226,191,1025,62,198,1,1247,7,22,30,45
152,Maxime Dupé,fr  FRA,GK,Nantes,25,1993,10.4,301,174,127,36,0,20,3,0,0,0,0,0,91,11,199,26,222,0,0,38,172,3,7,0,0
