,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2022-08-14,22:00,La Liga,Matchweek 1,Sun,Home,L,1.0,2.0,Real Madrid,0.7,2.1,33.0,14386.0,Srđan Babić,5-3-2,Juan Martínez,Match Report,
1,2022-08-22,20:00,La Liga,Matchweek 2,Mon,Away,D,1.0,1.0,Elche,0.7,1.0,46.0,23361.0,Srđan Babić,3-4-1-2,Isidro Díaz de Mera,Match Report,
2,2022-08-27,22:00,La Liga,Matchweek 3,Sat,Home,W,2.0,1.0,Sevilla,2.3,1.0,33.0,13788.0,Srđan Babić,3-4-1-2,Jesús Gil,Match Report,
3,2022-09-05,21:00,La Liga,Matchweek 4,Mon,Away,L,0.0,1.0,Valladolid,0.5,1.2,49.0,20260.0,César de la Hoz,4-2-3-1,Pablo González,Match Report,
4,2022-09-12,21:00,La Liga,Matchweek 5,Mon,Home,L,0.0,1.0,Osasuna,0.2,2.0,61.0,12397.0,Srđan Babić,4-3-3,Javier Villanueva,Match Report,
5,2022-09-17,14:00,La Liga,Matchweek 6,Sat,Away,L,0.0,1.0,Mallorca,0.4,0.6,56.0,12687.0,Srđan Babić,5-3-2,Juan Martínez,Match Report,
6,2022-09-30,21:00,La Liga,Matchweek 7,Fri,Away,L,0.0,4.0,Athletic Club,0.7,2.1,42.0,42110.0,Srđan Babić,5-3-2,Juan Pulido,Match Report,
7,2022-10-08,14:00,La Liga,Matchweek 8,Sat,Home,W,3.0,1.0,Rayo Vallecano,1.2,0.8,37.0,10783.0,César de la Hoz,4-2-3-1,Pablo González,Match Report,
8,2022-10-16,21:00,La Liga,Matchweek 9,Sun,Away,L,1.0,3.0,Betis,0.8,2.5,46.0,46112.0,César de la Hoz,4-3-3,Alejandro Muñíz,Match Report,
9,2022-10-20,19:00,La Liga,Matchweek 10,Thu,Home,W,3.0,2.0,Girona,1.8,2.8,35.0,11194.0,César de la Hoz,4-2-3-1,Guillermo Cuadra,Match Report,
10,2022-10-23,18:30,La Liga,Matchweek 11,Sun,Away,L,1.0,2.0,Villarreal,1.0,1.0,48.0,13816.0,Lucas Robertone,5-3-2,Ricardo de Burgos,Match Report,
11,2022-10-29,14:00,La Liga,Matchweek 12,Sat,Home,W,3.0,1.0,Celta Vigo,2.3,0.3,61.0,11080.0,César de la Hoz,4-1-4-1,Carlos del Cerro,Match Report,
12,2022-11-05,21:00,La Liga,Matchweek 13,Sat,Away,L,0.0,2.0,Barcelona,0.5,4.0,30.0,92605.0,Lucas Robertone,5-3-2,Pablo González,Match Report,
13,2022-11-09,19:00,La Liga,Matchweek 14,Wed,Home,W,1.0,0.0,Getafe,0.5,0.4,54.0,11454.0,César de la Hoz,4-1-4-1,Alejandro Muñíz,Match Report,
14,2022-11-13,21:00,Copa del Rey,First round,Sun,Away,L,0.0,2.0,CD Arenteiro,,,62.0,2000.0,Juan Brandáriz,4-1-4-1,Juan Pulido,Match Report,
15,2022-12-30,19:15,La Liga,Matchweek 15,Fri,Away,D,1.0,1.0,Cádiz,2.3,1.3,51.0,17345.0,César de la Hoz,4-1-4-1,Juan Martínez,Match Report,
16,2023-01-08,14:00,La Liga,Matchweek 16,Sun,Home,L,0.0,2.0,Real Sociedad,0.6,1.7,44.0,12020.0,César de la Hoz,4-3-3,Alberola Rojas,Match Report,
17,2023-01-15,16:15,La Liga,Matchweek 17,Sun,Home,,,,Atlético Madrid,,,,,,,,Head-to-Head,
18,2023-01-22,,La Liga,Matchweek 18,Sun,Away,,,,Valencia,,,,,,,,Head-to-Head,
19,2023-01-29,,La Liga,Matchweek 19,Sun,Home,,,,Espanyol,,,,,,,,Head-to-Head,
20,2023-02-05,,La Liga,Matchweek 20,Sun,Away,,,,Rayo Vallecano,,,,,,,,Head-to-Head,
21,2023-02-12,,La Liga,Matchweek 21,Sun,Home,,,,Betis,,,,,,,,Head-to-Head,
