,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Lionel Messi,10.0,ar  ARG,"FW,RW,AM",33-178,90,96,0,1,32,71,7,89,3,6,50.0,3,0,75,478,312,18,5,2,1,1,91,82,90.1,4
1,Martin Braithwaite,9.0,dk  DEN,"LM,FW,LW",29-197,90,46,1,4,22,21,4,46,3,3,100.0,3,0,38,192,95,4,1,1,0,1,57,38,66.7,9
2,Philippe Coutinho,14.0,br  BRA,"CM,LW",28-190,78,86,2,5,21,65,9,81,0,2,0.0,0,0,60,351,221,13,3,5,1,3,91,71,78.0,11
3,Clément Lenglet,15.0,fr  FRA,CB,25-185,12,5,1,3,1,1,0,5,0,0,,0,0,2,23,0,0,0,0,0,0,3,2,66.7,1
4,Pedri,16.0,es  ESP,"CM,DM",18-024,85,88,3,10,36,49,2,86,3,4,75.0,3,0,70,351,152,7,5,1,3,0,69,68,98.6,2
5,Miralem Pjanić,8.0,ba  BIH,CM,30-261,5,8,0,1,2,5,1,6,0,0,,0,0,4,28,7,1,0,1,0,0,5,5,100.0,0
6,Antoine Griezmann,7.0,fr  FRA,"RM,AM",29-273,72,49,0,1,11,38,8,49,1,1,100.0,1,0,41,208,84,6,1,0,1,1,53,44,83.0,13
7,Francisco Trincão,17.0,pt  POR,RW,20-356,18,10,0,1,4,6,2,9,0,1,0.0,0,0,7,72,46,2,1,0,0,0,10,7,70.0,2
8,Sergio Busquets,5.0,es  ESP,DM,32-156,45,67,0,10,38,22,2,65,1,1,100.0,1,0,43,162,95,6,0,1,1,0,57,57,100.0,0
9,Frenkie de Jong,21.0,nl  NED,CM,23-221,45,51,2,8,31,19,3,51,2,2,100.0,2,0,45,385,240,9,4,1,0,0,43,41,95.3,2
10,Jordi Alba,18.0,es  ESP,"LB,WB",31-273,90,135,3,18,48,72,5,125,2,2,100.0,2,0,91,343,158,9,1,0,0,0,111,109,98.2,8
11,Óscar Mingueza,28.0,es  ESP,CB,21-220,90,78,9,38,37,10,1,75,1,1,100.0,1,0,55,324,159,3,2,0,0,1,50,50,100.0,0
12,Ronald Araújo,4.0,uy  URU,CB,21-287,90,56,9,25,31,2,1,54,1,1,100.0,1,0,32,162,62,1,0,0,0,0,32,29,90.6,0
13,Sergiño Dest,2.0,us  USA,"RB,WB",20-046,90,62,0,8,25,33,10,55,1,4,25.0,1,0,50,259,194,16,2,5,0,1,50,46,92.0,4
14,Marc-André ter Stegen,1.0,de  GER,GK,28-233,90,33,30,33,0,0,0,25,0,0,,0,0,17,85,68,0,0,0,0,0,18,18,100.0,0
15,15 Players,,,,,990,870,60,166,339,414,55,821,18,28,64.3,18,0,630,3423,1893,95,25,17,7,8,740,667,90.1,56
