,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,Gonçalo Guedes,7.0,pt  POR,FW,24-020,86,0,0,0,2,4,1,2,0,1,0,0,0,7,0,0,
1,Manu Vallejo,21.0,es  ESP,FW,23-309,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
2,Maxi Gómez,22.0,uy  URU,FW,24-127,90,0,0,0,2,2,0,0,0,1,0,0,0,4,2,3,40.0
3,Denis Cheryshev,17.0,ru  RUS,LM,29-359,89,0,0,0,0,0,0,2,2,1,0,0,0,5,0,4,0.0
4,Lee Kangin,20.0,kr  KOR,LM,19-304,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5,Uroš Račić,19.0,rs  SRB,CM,22-277,90,0,0,0,4,0,0,0,1,2,0,0,0,11,1,1,50.0
6,Carlos Soler,8.0,es  ESP,CM,23-352,90,0,0,0,2,1,0,0,1,0,0,0,0,4,1,2,33.3
7,Yunus Musah,30.0,us  USA,RM,18-020,41,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0.0
8,Alejandro Blanco,37.0,es  ESP,RM,22-003,49,1,0,0,1,1,0,1,1,0,0,0,0,3,0,0,
9,José Luis Gayà,14.0,es  ESP,LB,25-208,90,1,0,0,2,0,0,2,2,2,0,1,0,6,1,0,100.0
10,Mouctar Diakhaby,12.0,fr  FRA,CB,24-000,90,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,
11,Gabriel Paulista,5.0,br  BRA,CB,30-023,90,0,0,0,0,0,0,0,2,0,0,0,0,8,0,1,0.0
12,Daniel Wass,18.0,dk  DEN,RB,31-202,90,0,0,0,3,1,0,1,1,2,0,0,0,9,2,0,100.0
13,Jaume Doménech,1.0,es  ESP,GK,30-044,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
14,14 Players,,,,,990,2,0,0,18,10,1,9,10,10,0,1,0,66,7,12,36.8
