,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Lionel Messi,10.0,ar  ARG,"FW,RW,AM",33-178,90,81,74,7,3,2,10,1,3,2,1,0,0,60,7,14,73,4,2,0,1,62,0,1,2,6
1,Martin Braithwaite,9.0,dk  DEN,"LM,FW,LW",29-197,90,38,38,0,0,0,4,0,0,0,0,0,0,34,2,2,5,32,1,0,0,33,0,0,1,0
2,Philippe Coutinho,14.0,br  BRA,"CM,LW",28-190,78,72,67,5,0,0,6,1,0,4,2,0,0,62,6,4,3,67,2,0,0,69,0,0,0,0
3,Clément Lenglet,15.0,fr  FRA,CB,25-185,12,4,4,0,0,0,1,1,0,0,0,0,0,3,1,0,3,1,0,0,0,4,0,0,0,0
4,Pedri,16.0,es  ESP,"CM,DM",18-024,85,74,72,2,2,0,6,1,0,0,0,0,0,62,6,6,17,55,1,0,0,64,0,2,2,2
5,Miralem Pjanić,8.0,ba  BIH,CM,30-261,5,7,5,2,0,0,1,1,0,2,2,0,0,4,1,2,0,7,0,0,0,4,0,0,0,1
6,Antoine Griezmann,7.0,fr  FRA,"RM,AM",29-273,72,44,44,0,0,0,3,4,1,0,0,0,0,38,2,4,37,6,1,0,0,38,0,1,0,1
7,Francisco Trincão,17.0,pt  POR,RW,20-356,18,7,6,1,0,0,0,0,0,0,0,0,0,5,1,1,5,1,0,1,0,5,0,0,1,1
8,Sergio Busquets,5.0,es  ESP,DM,32-156,45,64,61,3,3,0,3,2,0,0,0,0,0,48,8,8,9,52,0,0,1,61,0,1,1,0
9,Frenkie de Jong,21.0,nl  NED,CM,23-221,45,47,47,0,0,3,1,2,0,0,0,0,0,40,6,1,5,41,1,0,0,45,1,0,0,0
10,Jordi Alba,18.0,es  ESP,"LB,WB",31-273,90,127,117,10,2,0,3,2,9,0,0,0,0,100,15,12,102,16,0,8,1,104,0,2,2,4
11,Óscar Mingueza,28.0,es  ESP,CB,21-220,90,66,63,3,1,0,6,0,0,0,0,0,0,58,3,5,3,60,1,1,0,60,0,0,0,1
12,Ronald Araújo,4.0,uy  URU,CB,21-287,90,45,43,2,0,0,4,0,0,0,0,0,0,34,4,7,5,31,6,1,0,40,0,0,0,0
13,Sergiño Dest,2.0,us  USA,"RB,WB",20-046,90,53,46,7,0,0,2,0,2,0,0,0,0,45,5,3,3,43,0,7,0,51,0,0,0,0
14,Marc-André ter Stegen,1.0,de  GER,GK,28-233,90,31,23,8,2,0,1,0,0,0,0,0,0,20,3,8,4,21,0,0,5,27,0,0,0,0
15,15 Players,,,,,990,760,710,50,13,5,51,15,15,8,5,0,0,613,70,77,274,437,15,18,8,667,1,7,9,16
