,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,Lionel Messi,10.0,ar  ARG,"FW,RW,AM",33-178,90,0,0,0,1,3,0,3,0,0,0,0,0,7,1,0,100.0
1,Martin Braithwaite,9.0,dk  DEN,"LM,FW,LW",29-197,90,0,0,0,1,2,1,0,1,0,0,0,0,5,0,1,0.0
2,Philippe Coutinho,14.0,br  BRA,"CM,LW",28-190,78,0,0,0,0,1,0,0,1,0,0,0,0,8,0,1,0.0
3,Clément Lenglet,15.0,fr  FRA,CB,25-185,12,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,
4,Pedri,16.0,es  ESP,"CM,DM",18-024,85,0,0,0,1,2,0,0,1,2,0,0,0,8,1,0,100.0
5,Miralem Pjanić,8.0,ba  BIH,CM,30-261,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
6,Antoine Griezmann,7.0,fr  FRA,"RM,AM",29-273,72,1,0,0,2,2,0,1,1,0,1,0,0,4,0,0,
7,Francisco Trincão,17.0,pt  POR,RW,20-356,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
8,Sergio Busquets,5.0,es  ESP,DM,32-156,45,0,0,0,2,3,0,0,0,0,0,0,0,7,2,1,66.7
9,Frenkie de Jong,21.0,nl  NED,CM,23-221,45,0,0,0,0,2,0,0,1,0,0,0,0,5,1,1,50.0
10,Jordi Alba,18.0,es  ESP,"LB,WB",31-273,90,1,0,0,0,2,0,9,0,0,0,0,0,10,1,1,50.0
11,Óscar Mingueza,28.0,es  ESP,CB,21-220,90,1,0,0,1,0,0,0,3,3,0,0,0,14,2,1,66.7
12,Ronald Araújo,4.0,uy  URU,CB,21-287,90,0,0,0,1,1,0,0,1,1,0,0,0,14,4,0,100.0
13,Sergiño Dest,2.0,us  USA,"RB,WB",20-046,90,0,0,0,1,0,0,2,0,3,0,0,0,4,0,1,0.0
14,Marc-André ter Stegen,1.0,de  GER,GK,28-233,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
15,15 Players,,,,,990,4,0,0,11,18,1,15,9,10,1,0,0,93,12,7,63.2
