,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Lionel Messi,10.0,ar  ARG,"FW,RW,AM",33-178,90,1,0,0,1,8,3,0,0,96,1,0,0,0,1.4,0.4,0.5,9,0,62,81,76.5,13,75,18,3,6
1,Martin Braithwaite,9.0,dk  DEN,"LM,FW,LW",29-197,90,0,0,0,0,1,1,0,0,46,12,0,1,1,0.4,0.4,0.0,0,0,33,38,86.8,0,38,4,3,3
2,Philippe Coutinho,14.0,br  BRA,"CM,LW",28-190,78,0,0,0,0,5,1,0,0,86,8,0,1,1,0.3,0.3,0.0,4,0,69,72,95.8,5,60,13,0,2
3,Clément Lenglet,15.0,fr  FRA,CB,25-185,12,0,0,0,0,0,0,1,0,5,0,1,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,2,0,0,0
4,Pedri,16.0,es  ESP,"CM,DM",18-024,85,0,0,0,0,1,0,0,0,88,22,2,1,5,0.1,0.1,0.1,3,0,64,74,86.5,3,70,7,3,4
5,Miralem Pjanić,8.0,ba  BIH,CM,30-261,5,0,0,0,0,1,0,0,0,8,0,0,0,0,0.0,0.0,0.0,1,0,4,7,57.1,1,4,1,0,0
6,Antoine Griezmann,7.0,fr  FRA,"RM,AM",29-273,72,0,0,0,0,1,1,1,0,49,5,0,1,0,0.1,0.1,0.0,5,0,38,44,86.4,5,41,6,1,1
7,Francisco Trincão,17.0,pt  POR,RW,20-356,18,0,0,0,0,1,0,0,0,10,6,0,0,1,0.1,0.1,0.0,1,0,5,7,71.4,0,7,2,0,1
8,Sergio Busquets,5.0,es  ESP,DM,32-156,45,0,0,0,0,0,0,0,0,67,9,0,0,1,0.0,0.0,0.0,1,0,61,64,95.3,10,43,6,1,1
9,Frenkie de Jong,21.0,nl  NED,CM,23-221,45,0,0,0,0,0,0,0,0,51,6,0,1,0,0.0,0.0,0.2,6,0,45,47,95.7,6,45,9,2,2
10,Jordi Alba,18.0,es  ESP,"LB,WB",31-273,90,0,0,0,0,1,0,1,0,135,8,0,0,3,0.0,0.0,0.2,6,0,104,127,81.9,8,91,9,2,2
11,Óscar Mingueza,28.0,es  ESP,CB,21-220,90,0,0,0,0,2,1,1,0,78,16,3,3,3,0.0,0.0,0.1,2,0,60,66,90.9,2,55,3,1,1
12,Ronald Araújo,4.0,uy  URU,CB,21-287,90,1,0,0,0,1,1,0,0,56,7,1,1,4,0.0,0.0,0.0,1,0,40,45,88.9,2,32,1,1,1
13,Sergiño Dest,2.0,us  USA,"RB,WB",20-046,90,0,0,0,0,1,0,0,0,62,9,3,0,1,0.0,0.0,0.0,1,0,51,53,96.2,1,50,16,1,4
14,Marc-André ter Stegen,1.0,de  GER,GK,28-233,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,0.0,0.0,0,0,27,31,87.1,0,17,0,0,0
15,15 Players,,,,,990,2,0,0,1,23,8,4,0,870,109,10,9,20,2.4,1.4,1.2,40,0,667,760,87.8,56,630,95,18,28
