,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Maranhão,16.0,br  BRA,FW,24-063,45,6.0,6.0,0.0,0.0,0.0,3.0,1.0,0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
1,Toni Villa,19.0,es  ESP,FW,25-350,45,36.0,32.0,4.0,0.0,0.0,5.0,2.0,2,2.0,1.0,0.0,0.0,27.0,4.0,5.0,3.0,33.0,0.0,0.0,0.0,27.0,0.0,1.0,0.0,2.0
2,Shon Weissman,9.0,il  ISR,FW,24-312,90,11.0,9.0,2.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0
3,Óscar Plano,10.0,es  ESP,LM,29-315,56,18.0,17.0,1.0,0.0,0.0,4.0,0.0,0,1.0,0.0,0.0,0.0,16.0,1.0,1.0,16.0,2.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0
4,Kike Pérez,8.0,es  ESP,LM,23-312,34,24.0,24.0,0.0,0.0,0.0,4.0,1.0,0,0.0,0.0,0.0,0.0,20.0,1.0,3.0,20.0,3.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0
5,Rubén Alcaraz,14.0,es  ESP,"CM,CB",29-235,90,53.0,52.0,1.0,1.0,0.0,4.0,9.0,0,0.0,0.0,0.0,0.0,42.0,2.0,9.0,8.0,44.0,0.0,0.0,1.0,52.0,0.0,1.0,0.0,0.0
6,Míchel,21.0,es  ESP,CM,32-146,56,31.0,30.0,1.0,1.0,0.0,6.0,6.0,1,0.0,0.0,0.0,0.0,23.0,2.0,6.0,2.0,29.0,0.0,0.0,0.0,27.0,0.0,1.0,2.0,0.0
7,Roque Mesa,17.0,es  ESP,CM,31-198,34,22.0,22.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,18.0,3.0,1.0,3.0,17.0,2.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
8,Jota,40.0,pt  POR,RM,21-267,56,,,,,,,,1,,,,,,,,,,,,,,,,,
9,Fabián Orellana,12.0,cl  CHI,RM,34-330,34,15.0,15.0,0.0,0.0,0.0,5.0,0.0,1,0.0,0.0,0.0,0.0,11.0,2.0,2.0,4.0,10.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0
10,Nacho,22.0,es  ESP,LB,31-290,90,60.0,51.0,9.0,0.0,0.0,14.0,1.0,1,0.0,0.0,0.0,0.0,35.0,19.0,6.0,40.0,9.0,2.0,9.0,0.0,46.0,0.0,0.0,2.0,3.0
11,Javi Sánchez,5.0,es  ESP,CB,23-283,78,28.0,27.0,1.0,1.0,0.0,4.0,2.0,0,0.0,0.0,0.0,0.0,21.0,2.0,5.0,11.0,15.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
12,Sergi Guardiola,7.0,es  ESP,CM,29-207,12,6.0,5.0,1.0,1.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
13,Joaquín Fernández,24.0,es  ESP,CB,24-205,90,46.0,43.0,3.0,2.0,0.0,7.0,0.0,0,0.0,0.0,0.0,0.0,37.0,3.0,6.0,6.0,36.0,1.0,1.0,1.0,37.0,0.0,1.0,2.0,0.0
14,Pablo Hervías,11.0,es  ESP,RB,27-289,90,63.0,55.0,8.0,1.0,0.0,8.0,2.0,3,1.0,1.0,0.0,0.0,45.0,13.0,5.0,7.0,50.0,0.0,6.0,0.0,52.0,0.0,2.0,1.0,2.0
15,Jordi Masip,1.0,es  ESP,GK,31-354,90,29.0,19.0,10.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,11.0,4.0,14.0,0.0,22.0,0.0,0.0,5.0,16.0,1.0,0.0,0.0,0.0
16,16 Players,,,,,990,448.0,407.0,41.0,7.0,0.0,79.0,24.0,9,4.0,2.0,0.0,0.0,323.0,60.0,65.0,126.0,285.0,8.0,16.0,7.0,369.0,4.0,6.0,8.0,9.0
