,Player,#,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
0,Maranhão,16.0,br  BRA,FW,24-063,45,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
1,Toni Villa,19.0,es  ESP,FW,25-350,45,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,2.0,18.2,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,Shon Weissman,9.0,il  ISR,FW,24-312,90,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,20.0,6.0,30.0,1.0,10.0,9.0,1.0,0.0,0.0,1.0,0,1.0,0.0,0.0
3,Óscar Plano,10.0,es  ESP,LM,29-315,56,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,12.0,3.0,25.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0
4,Kike Pérez,8.0,es  ESP,LM,23-312,34,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,12.0,1.0,8.3,5.0,6.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0
5,Rubén Alcaraz,14.0,es  ESP,"CM,CB",29-235,90,7.0,5,5.0,2.0,0.0,2.0,6.0,33.3,4.0,23.0,6.0,26.1,15.0,8.0,0.0,0.0,0.0,0.0,0.0,2,9.0,0.0,0.0
6,Míchel,21.0,es  ESP,CM,32-146,56,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,19.0,5.0,26.3,9.0,6.0,4.0,2.0,1.0,0.0,1.0,2,2.0,0.0,0.0
7,Roque Mesa,17.0,es  ESP,CM,31-198,34,2.0,2,1.0,1.0,0.0,0.0,2.0,0.0,2.0,13.0,3.0,23.1,2.0,11.0,0.0,1.0,0.0,0.0,1.0,0,2.0,0.0,0.0
8,Jota,40.0,pt  POR,RM,21-267,56,,0,,,,,,,,,,,,,,,,,,0,,,
9,Fabián Orellana,12.0,cl  CHI,RM,34-330,34,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0
10,Nacho,22.0,es  ESP,LB,31-290,90,3.0,2,2.0,1.0,0.0,2.0,5.0,40.0,3.0,20.0,7.0,35.0,12.0,6.0,2.0,2.0,0.0,0.0,2.0,0,3.0,0.0,0.0
11,Javi Sánchez,5.0,es  ESP,CB,23-283,78,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,7.0,2.0,28.6,5.0,2.0,0.0,4.0,3.0,0.0,1.0,3,4.0,2.0,0.0
12,Sergi Guardiola,7.0,es  ESP,CM,29-207,12,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0
13,Joaquín Fernández,24.0,es  ESP,CB,24-205,90,4.0,3,3.0,1.0,0.0,1.0,3.0,33.3,2.0,13.0,5.0,38.5,10.0,3.0,0.0,4.0,2.0,0.0,2.0,0,4.0,3.0,0.0
14,Pablo Hervías,11.0,es  ESP,RB,27-289,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,2.0,50.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0.0,1.0,0.0
15,Jordi Masip,1.0,es  ESP,GK,31-354,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
16,16 Players,,,,,990,19.0,15,12.0,7.0,0.0,5.0,20.0,25.0,15.0,171.0,42.0,24.6,67.0,71.0,33.0,15.0,6.0,0.0,9.0,11,30.0,6.0,0.0
