,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Maranhão,16.0,br  BRA,FW,24-063,45,4.0,6.0,66.7,108.0,23.0,2.0,3.0,66.7,0.0,1.0,0.0,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,1.0
1,Toni Villa,19.0,es  ESP,FW,25-350,45,27.0,36.0,75.0,500.0,254.0,8.0,10.0,80.0,15.0,20.0,75.0,4.0,5.0,80.0,0,0.2,3.0,2.0,3.0,1.0,7.0
2,Shon Weissman,9.0,il  ISR,FW,24-312,90,10.0,11.0,90.9,145.0,8.0,5.0,5.0,100.0,5.0,5.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0
3,Óscar Plano,10.0,es  ESP,LM,29-315,56,16.0,18.0,88.9,255.0,76.0,10.0,10.0,100.0,5.0,5.0,100.0,1.0,3.0,33.3,0,0.0,0.0,3.0,1.0,0.0,2.0
4,Kike Pérez,8.0,es  ESP,LM,23-312,34,22.0,24.0,91.7,393.0,56.0,13.0,14.0,92.9,6.0,6.0,100.0,3.0,3.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,Rubén Alcaraz,14.0,es  ESP,"CM,CB",29-235,90,52.0,53.0,98.1,1297.0,280.0,17.0,17.0,100.0,19.0,19.0,100.0,16.0,17.0,94.1,0,0.0,0.0,3.0,0.0,0.0,2.0
6,Míchel,21.0,es  ESP,CM,32-146,56,27.0,31.0,87.1,610.0,90.0,12.0,14.0,85.7,6.0,7.0,85.7,8.0,9.0,88.9,0,0.0,1.0,1.0,0.0,0.0,0.0
7,Roque Mesa,17.0,es  ESP,CM,31-198,34,21.0,22.0,95.5,405.0,100.0,5.0,6.0,83.3,15.0,15.0,100.0,1.0,1.0,100.0,0,0.0,0.0,2.0,0.0,0.0,0.0
8,Jota,40.0,pt  POR,RM,21-267,56,,,,,,,,,,,,,,,0,,,,,,
9,Fabián Orellana,12.0,cl  CHI,RM,34-330,34,12.0,15.0,80.0,163.0,18.0,8.0,8.0,100.0,4.0,7.0,57.1,0.0,0.0,,0,0.0,0.0,1.0,0.0,0.0,0.0
10,Nacho,22.0,es  ESP,LB,31-290,90,46.0,60.0,76.7,738.0,333.0,24.0,26.0,92.3,18.0,23.0,78.3,4.0,7.0,57.1,0,0.0,1.0,5.0,3.0,0.0,5.0
11,Javi Sánchez,5.0,es  ESP,CB,23-283,78,24.0,28.0,85.7,586.0,182.0,3.0,5.0,60.0,15.0,15.0,100.0,5.0,7.0,71.4,0,0.0,0.0,3.0,0.0,0.0,5.0
12,Sergi Guardiola,7.0,es  ESP,CM,29-207,12,3.0,6.0,50.0,58.0,0.0,1.0,2.0,50.0,2.0,4.0,50.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0
13,Joaquín Fernández,24.0,es  ESP,CB,24-205,90,37.0,46.0,80.4,828.0,203.0,9.0,9.0,100.0,20.0,23.0,87.0,8.0,13.0,61.5,0,0.0,0.0,1.0,0.0,0.0,2.0
14,Pablo Hervías,11.0,es  ESP,RB,27-289,90,52.0,63.0,82.5,830.0,265.0,26.0,28.0,92.9,24.0,26.0,92.3,2.0,7.0,28.6,0,0.1,1.0,1.0,0.0,0.0,3.0
15,Jordi Masip,1.0,es  ESP,GK,31-354,90,16.0,29.0,55.2,428.0,254.0,4.0,4.0,100.0,5.0,5.0,100.0,7.0,20.0,35.0,0,0.0,0.0,0.0,0.0,0.0,0.0
16,16 Players,,,,,990,369.0,448.0,82.4,7344.0,2142.0,147.0,161.0,91.3,159.0,181.0,87.8,61.0,94.0,64.9,0,0.4,6.0,22.0,7.0,1.0,27.0
