,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Martin Braithwaite,9.0,dk  DEN,FW,29-200,90,9,8,1,0,0,3,0,0,0,0,0,0,7,1,1,1,6,1,0,0,7,0,0,0,0
1,Pedri,16.0,es  ESP,AM,18-027,80,50,46,4,1,0,6,4,0,3,0,0,0,40,5,5,12,36,2,0,0,38,0,0,4,3
2,Philippe Coutinho,14.0,br  BRA,AM,28-193,10,10,9,1,1,0,0,0,0,0,0,0,0,9,0,1,0,9,1,0,0,10,0,0,0,0
3,Lionel Messi,10.0,ar  ARG,AM,33-181,90,88,83,5,3,0,15,2,0,2,1,1,0,75,7,6,76,9,0,0,2,81,0,2,1,0
4,Frenkie de Jong,21.0,nl  NED,DM,23-224,70,65,64,1,1,0,15,3,2,0,0,0,0,49,8,8,6,53,2,0,0,55,0,3,0,0
5,Sergio Busquets,5.0,es  ESP,DM,32-159,20,25,25,0,0,2,1,1,0,0,0,0,0,16,4,5,6,19,0,0,0,23,0,1,1,0
6,Miralem Pjanić,8.0,ba  BIH,DM,30-264,90,112,108,4,4,0,7,2,1,0,0,0,0,87,19,6,6,99,4,0,3,108,0,1,1,0
7,Jordi Alba,18.0,es  ESP,WB,31-276,70,54,50,4,0,0,1,0,2,0,0,0,0,37,12,5,41,8,1,4,0,47,0,1,0,3
8,Junior Firpo,24.0,es  ESP,WB,24-122,20,12,10,2,1,0,2,0,1,0,0,0,0,10,2,0,10,1,0,1,0,12,0,0,0,0
9,Sergiño Dest,2.0,us  USA,WB,20-049,90,52,46,6,0,0,5,0,5,0,0,0,0,39,7,6,5,40,1,6,0,47,0,0,0,3
10,Clément Lenglet,15.0,fr  FRA,CB,25-188,90,75,74,1,1,0,5,1,0,0,0,0,0,63,6,6,64,6,3,0,0,73,0,0,0,1
11,Ronald Araújo,4.0,uy  URU,CB,21-290,70,47,46,1,1,0,2,0,0,0,0,0,0,41,4,2,3,40,2,0,1,46,0,0,0,0
12,Samuel Umtiti,23.0,fr  FRA,CB,27-038,20,7,7,0,0,0,1,1,0,0,0,0,0,6,0,1,5,2,0,0,0,6,0,0,1,0
13,Óscar Mingueza,28.0,es  ESP,CB,21-223,90,68,64,4,2,0,5,0,0,0,0,0,0,55,8,5,4,62,0,2,0,60,0,1,0,0
14,Marc-André ter Stegen,1.0,de  GER,GK,28-236,90,43,31,12,1,0,12,0,0,0,0,0,0,23,3,17,6,31,0,0,5,35,0,0,2,0
15,15 Players,,,,,990,717,671,46,16,2,80,14,11,5,1,1,0,557,86,74,245,421,17,13,11,648,0,9,10,10
