,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Maranhão,16.0,br  BRA,FW,24-063,45,0,0,0,0,1,1,0,0,12.0,11.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,66.7,1.0,8.0,1.0,0.0,1.0
1,Toni Villa,19.0,es  ESP,FW,25-350,45,0,0,0,0,0,0,0,0,39.0,11.0,0.0,0,0.0,0.0,0.0,0.2,5.0,0.0,27.0,36.0,75.0,7.0,30.0,3.0,1.0,1.0
2,Shon Weissman,9.0,il  ISR,FW,24-312,90,0,0,0,0,0,0,0,0,15.0,20.0,1.0,0,1.0,0.0,0.0,0.0,2.0,0.0,10.0,11.0,90.9,0.0,7.0,0.0,0.0,1.0
3,Óscar Plano,10.0,es  ESP,LM,29-315,56,0,0,0,0,0,0,0,0,23.0,12.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,88.9,2.0,16.0,3.0,0.0,0.0
4,Kike Pérez,8.0,es  ESP,LM,23-312,34,0,0,0,0,1,1,0,0,26.0,12.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,91.7,0.0,20.0,4.0,1.0,1.0
5,Rubén Alcaraz,14.0,es  ESP,"CM,CB",29-235,90,0,0,0,0,2,0,0,0,63.0,23.0,7.0,2,0.0,0.1,0.1,0.0,0.0,0.0,52.0,53.0,98.1,2.0,38.0,3.0,0.0,0.0
6,Míchel,21.0,es  ESP,CM,32-146,56,0,0,0,0,0,0,0,0,36.0,19.0,0.0,2,2.0,0.0,0.0,0.0,3.0,0.0,27.0,31.0,87.1,0.0,21.0,0.0,0.0,0.0
7,Roque Mesa,17.0,es  ESP,CM,31-198,34,0,0,0,0,2,0,0,0,29.0,13.0,2.0,0,1.0,0.2,0.2,0.0,2.0,0.0,21.0,22.0,95.5,0.0,21.0,3.0,0.0,0.0
8,Jota,40.0,pt  POR,RM,21-267,56,0,0,0,0,1,1,0,0,,,,0,,,,,,,,,,,,,,
9,Fabián Orellana,12.0,cl  CHI,RM,34-330,34,0,0,0,0,2,2,0,0,20.0,2.0,0.0,1,0.0,0.1,0.1,0.0,2.0,0.0,12.0,15.0,80.0,0.0,13.0,2.0,0.0,1.0
10,Nacho,22.0,es  ESP,LB,31-290,90,0,0,0,0,0,0,0,0,65.0,20.0,3.0,0,2.0,0.0,0.0,0.0,3.0,0.0,46.0,60.0,76.7,5.0,37.0,2.0,0.0,0.0
11,Javi Sánchez,5.0,es  ESP,CB,23-283,78,0,0,0,0,1,0,0,0,39.0,7.0,1.0,3,4.0,0.1,0.1,0.0,0.0,0.0,24.0,28.0,85.7,5.0,21.0,3.0,1.0,1.0
12,Sergi Guardiola,7.0,es  ESP,CM,29-207,12,0,0,0,0,1,0,0,0,9.0,4.0,0.0,1,0.0,0.1,0.1,0.0,1.0,0.0,3.0,6.0,50.0,0.0,6.0,1.0,0.0,1.0
13,Joaquín Fernández,24.0,es  ESP,CB,24-205,90,0,0,0,0,0,0,1,0,56.0,13.0,4.0,0,4.0,0.0,0.0,0.0,0.0,0.0,37.0,46.0,80.4,2.0,27.0,1.0,0.0,0.0
14,Pablo Hervías,11.0,es  ESP,RB,27-289,90,0,0,0,0,1,0,0,0,70.0,4.0,0.0,0,1.0,0.1,0.1,0.1,2.0,0.0,52.0,63.0,82.5,3.0,44.0,9.0,0.0,2.0
15,Jordi Masip,1.0,es  ESP,GK,31-354,90,0,0,0,0,0,0,0,0,34.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,29.0,55.2,0.0,9.0,0.0,0.0,0.0
16,16 Players,,,,,990,0,0,0,0,12,5,1,0,536.0,171.0,19.0,11,15.0,0.7,0.7,0.4,20.0,0.0,369.0,448.0,82.4,27.0,318.0,35.0,3.0,9.0
