,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Martin Braithwaite,9.0,dk  DEN,FW,29-200,90,1,0,0,0,6,2,0,0,25,11,1,1,0,1.6,1.6,0.0,1,0,7,9,77.8,0,16,4,0,0
1,Pedri,16.0,es  ESP,AM,18-027,80,0,1,0,0,0,0,0,0,61,17,2,0,2,0.0,0.0,0.8,7,2,38,50,76.0,9,40,6,2,2
2,Philippe Coutinho,14.0,br  BRA,AM,28-193,10,0,0,0,0,1,0,0,0,12,4,0,0,0,0.0,0.0,0.0,0,0,10,10,100.0,0,8,3,0,1
3,Lionel Messi,10.0,ar  ARG,AM,33-181,90,1,1,0,0,11,7,0,0,104,20,1,0,0,1.6,1.6,0.3,10,3,81,88,92.0,14,86,16,5,7
4,Frenkie de Jong,21.0,nl  NED,DM,23-224,70,0,0,0,0,0,0,1,0,73,9,0,0,1,0.0,0.0,0.3,2,0,55,65,84.6,5,51,12,2,2
5,Sergio Busquets,5.0,es  ESP,DM,32-159,20,0,0,0,0,0,0,0,0,29,7,1,0,1,0.0,0.0,0.4,2,0,23,25,92.0,2,18,2,2,2
6,Miralem Pjanić,8.0,ba  BIH,DM,30-264,90,0,0,0,0,2,0,0,0,116,9,1,1,0,0.1,0.1,0.0,3,0,108,112,96.4,10,68,5,1,1
7,Jordi Alba,18.0,es  ESP,WB,31-276,70,0,0,0,0,0,0,1,0,62,15,3,2,1,0.0,0.0,0.5,3,0,47,54,87.0,3,29,2,0,0
8,Junior Firpo,24.0,es  ESP,WB,24-122,20,0,0,0,0,0,0,0,0,14,2,0,0,0,0.0,0.0,0.1,1,0,12,12,100.0,1,12,2,1,1
9,Sergiño Dest,2.0,us  USA,WB,20-049,90,0,1,0,0,0,0,0,0,58,20,0,1,1,0.0,0.0,1.2,7,1,47,52,90.4,3,41,3,1,4
10,Clément Lenglet,15.0,fr  FRA,CB,25-188,90,1,0,0,0,1,1,0,0,85,7,1,2,1,0.2,0.2,0.0,0,0,73,75,97.3,5,54,3,0,0
11,Ronald Araújo,4.0,uy  URU,CB,21-290,70,0,0,0,0,0,0,0,0,47,3,0,0,0,0.0,0.0,0.0,0,0,46,47,97.9,0,36,1,0,0
12,Samuel Umtiti,23.0,fr  FRA,CB,27-038,20,0,0,0,0,0,0,0,0,10,5,2,0,0,0.0,0.0,0.0,0,0,6,7,85.7,0,8,0,0,0
13,Óscar Mingueza,28.0,es  ESP,CB,21-223,90,0,0,0,0,0,0,0,0,76,19,4,2,4,0.0,0.0,0.0,2,0,60,68,88.2,4,58,6,0,0
14,Marc-André ter Stegen,1.0,de  GER,GK,28-236,90,0,0,0,0,0,0,0,0,46,0,0,0,0,0.0,0.0,0.0,1,0,35,43,81.4,0,23,0,0,0
15,15 Players,,,,,990,3,3,0,0,21,10,2,0,818,148,16,9,11,3.6,3.6,3.6,39,6,648,717,90.4,56,548,65,14,20
