,Minute,Player,Squad,Outcome,Distance,Body Part,Notes,Player_SCA 1,Event_SCA 1,Player_SCA 2,Event_SCA 2
0,7,Maranhão,Valladolid,Saved,15.0,Right Foot,,Nacho,Pass (Live),Míchel,Pass (Live)
1,21,Clément Lenglet,Barcelona,Goal,7.0,Head,,Lionel Messi,Pass (Live),Pedri,Pass (Live)
2,,,,,,,,,,,
3,47,João Pedro Neves Filipe,Valladolid,Saved,26.0,Right Foot,,Toni Villa,Pass (Live),Nacho,Pass (Live)
4,53,Pablo Hervías,Valladolid,Off Target,25.0,Right Foot,Free kick,Toni Villa,Fouled,Toni Villa,Dribble
5,64,Javi Sánchez,Valladolid,Off Target,4.0,Head,,Toni Villa,Pass (Live),Roque Mesa,Pass (Live)
6,72,Kike Pérez,Valladolid,Saved,19.0,Left Foot,,Fabián Orellana,Shot,,
7,83,Sergi Guardiola,Valladolid,Blocked,12.0,Left Foot,,Sergi Guardiola,Interception,,
8,90,Philippe Coutinho,Barcelona,Off Target,18.0,Right Foot,,Lionel Messi,Pass (Live),Sergiño Dest,Pass (Live)
