,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,Drib_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,Drib_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types
0,Luis Abram,pe  PER,DF,Granada,25,1996,6.2,3,0.48,1,0,0,2,0,0,1,0.16,0,0,0,1,0,0
1,Marcos Acuña,ar  ARG,DF,Sevilla,29,1991,25.1,75,2.99,48,19,2,3,3,0,3,0.12,1,2,0,0,0,0
2,Martin Agirregabiria,es  ESP,DF,Alavés,25,1996,18.0,32,1.78,25,3,2,0,2,0,3,0.17,2,0,1,0,0,0
3,Julen Agirrezabala,es  ESP,GK,Athletic Club,20,2000,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
4,Sergio Agüero,ar  ARG,FW,Barcelona,33,1988,1.7,3,1.78,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
5,Álvaro Aguirre,es  ESP,FW,Rayo Vallecano,21,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
6,Joseph Aidoo,gh  GHA,DF,Celta Vigo,25,1995,29.3,16,0.55,15,0,0,1,0,0,2,0.07,2,0,0,0,0,0
7,Carlos Akapo,gq  EQG,DF,Cádiz,28,1993,20.5,26,1.27,17,4,1,1,3,0,1,0.05,1,0,0,0,0,0
8,Ilias Akhomach,es  ESP,FW,Barcelona,17,2004,1.4,9,6.53,5,0,1,1,2,0,0,0.00,0,0,0,0,0,0
9,Paul Akouokou,ci  CIV,MF,Betis,23,1997,5.7,7,1.22,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
10,David Alaba,at  AUT,DF,Real Madrid,29,1992,29.4,46,1.57,39,2,0,4,0,1,8,0.27,7,0,0,1,0,0
11,Tomás Alarcón,cl  CHI,MF,Cádiz,22,1999,15.8,28,1.77,14,12,1,0,0,1,2,0.13,0,2,0,0,0,0
12,Jordi Alba,es  ESP,DF,Barcelona,32,1989,29.4,89,3.03,82,3,0,2,2,0,14,0.48,13,0,0,1,0,0
13,Raúl Albiol,es  ESP,DF,Villarreal,35,1985,27.4,9,0.33,8,0,0,1,0,0,2,0.07,1,0,0,1,0,0
14,Paco Alcácer,es  ESP,FW,Villarreal,27,1993,8.7,15,1.71,12,0,1,2,0,0,6,0.69,5,0,1,0,0,0
15,Rubén Alcaraz,es  ESP,MF,Cádiz,30,1991,12.3,39,3.18,28,5,1,2,3,0,1,0.08,1,0,0,0,0,0
16,Omar Alderete,py  PAR,DF,Valencia,24,1996,26.7,17,0.64,14,1,1,0,0,1,2,0.07,2,0,0,0,0,0
17,Iván Alejo,es  ESP,"MF,FW",Cádiz,26,1995,11.8,38,3.21,33,1,3,1,0,0,4,0.34,3,0,1,0,0,0
18,Carles Aleñá,es  ESP,MF,Getafe,23,1998,25.8,64,2.48,50,2,2,4,6,0,4,0.16,4,0,0,0,0,0
19,Mircea Alexandru Tirlea,ro  ROU,DF,Alavés,21,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
20,Hugo Álvarez,es  ESP,FW,Celta Vigo,18,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
21,Yeray Álvarez,es  ESP,DF,Athletic Club,26,1995,20.7,17,0.82,16,1,0,0,0,0,1,0.05,1,0,0,0,0,0
22,Dani Alves,br  BRA,DF,Barcelona,38,1983,12.2,34,2.79,26,7,0,0,1,0,4,0.33,4,0,0,0,0,0
23,Emmanuel Amankwaa Akurugu,gh  GHA,DF,Getafe,19,2001,0.9,1,1.14,0,1,0,0,0,0,1,1.14,0,1,0,0,0,0
24,Amath,sn  SEN,"FW,MF",Mallorca,25,1996,9.8,23,2.34,11,1,2,4,4,1,3,0.31,1,0,0,2,0,0
25,Florin Andone,ro  ROU,FW,Cádiz,28,1993,2.0,4,2.05,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
26,José Ángel,es  ESP,DF,Osasuna,31,1989,12.0,20,1.66,14,1,3,1,1,0,2,0.17,1,0,0,1,0,0
27,Josep Antoni Gayá,es  ESP,DF,Mallorca,21,2000,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
28,Mauro Arambarri,uy  URU,MF,Getafe,25,1995,29.6,75,2.53,35,31,2,2,3,2,10,0.34,4,4,1,0,0,1
29,Néstor Araujo,mx  MEX,DF,Celta Vigo,29,1991,29.1,14,0.48,12,0,1,1,0,0,2,0.07,2,0,0,0,0,0
30,Ronald Araújo,uy  URU,DF,Barcelona,22,1999,25.2,15,0.59,12,0,0,2,1,0,0,0.00,0,0,0,0,0,0
31,Jesús Areso,es  ESP,DF,Osasuna,22,1999,2.1,4,1.91,1,2,0,0,1,0,0,0.00,0,0,0,0,0,0
32,Matias Arezo,uy  URU,"FW,MF",Granada,18,2002,1.8,6,3.33,5,0,0,1,0,0,1,0.56,0,0,0,1,0,0
33,Santiago Arias,co  COL,DF,Granada,29,1992,4.9,9,1.84,6,1,1,0,1,0,0,0.00,0,0,0,0,0,0
34,Santiago Arzamendia,py  PAR,MF,Cádiz,23,1998,5.2,5,0.96,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0
35,Sergio Asenjo,es  ESP,GK,Villarreal,32,1989,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
36,Alejandro Asensio,es  ESP,FW,Rayo Vallecano,20,2000,0.1,2,13.85,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
37,Marco Asensio,es  ESP,"FW,MF",Real Madrid,25,1996,19.2,70,3.64,42,12,5,9,2,0,6,0.31,3,0,1,2,0,0
38,Iago Aspas,es  ESP,FW,Celta Vigo,33,1987,34.3,120,3.50,90,7,6,11,6,0,15,0.44,9,0,1,5,0,0
39,Pierre-Emerick Aubameyang,ga  GAB,FW,Barcelona,32,1989,12.0,15,1.25,13,0,0,2,0,0,3,0.25,3,0,0,0,0,0
40,Ludwig Augustinsson,se  SWE,"DF,FW",Sevilla,27,1994,8.8,13,1.48,9,3,0,0,0,1,1,0.11,0,1,0,0,0,0
41,Serge Aurier,ci  CIV,DF,Villarreal,28,1992,11.2,16,1.43,13,1,0,2,0,0,1,0.09,1,0,0,0,0,0
42,Ezequiel Ávila,ar  ARG,"FW,MF",Osasuna,27,1994,20.8,47,2.26,26,4,4,6,7,0,4,0.19,2,1,0,0,1,0
43,Iddrisu Baba,gh  GHA,MF,Mallorca,25,1996,21.5,25,1.16,20,0,0,4,0,1,3,0.14,1,0,0,2,0,0
44,Carlos Bacca,co  COL,FW,Granada,34,1986,5.7,12,2.09,8,0,0,2,2,0,2,0.35,1,0,0,0,1,0
45,Édgar Badía,es  ESP,GK,Elche,29,1992,24.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
46,Miguel Baeza,es  ESP,DF,Celta Vigo,21,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
47,Alejandro Balde,es  ESP,"DF,FW",Barcelona,17,2003,2.1,3,1.44,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
48,Gareth Bale,wls  WAL,FW,Real Madrid,32,1989,3.1,2,0.64,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
49,Mikel Balenziaga,es  ESP,DF,Athletic Club,33,1988,22.5,23,1.02,19,2,0,1,1,0,1,0.04,0,0,0,0,1,0
50,Iván Balliu,al  ALB,DF,Rayo Vallecano,29,1992,35.0,94,2.69,68,13,6,2,3,2,5,0.14,4,0,1,0,0,0
51,Barbero,es  ESP,"FW,MF",Osasuna,22,1998,0.2,1,4.29,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
52,Barcia,es  ESP,DF,Granada,20,2000,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
53,Enis Bardhi,mk  MKD,"MF,FW",Levante,26,1995,18.9,83,4.39,44,23,3,8,5,0,5,0.26,2,2,1,0,0,0
54,Keidi Bare,al  ALB,MF,Espanyol,23,1997,16.5,20,1.21,18,0,1,0,1,0,2,0.12,1,0,0,0,1,0
55,Kike Barja,es  ESP,"MF,FW",Osasuna,24,1997,9.6,21,2.18,12,0,2,2,4,1,2,0.21,0,0,0,1,1,0
56,Antonio Barragán,es  ESP,DF,Elche,34,1987,11.3,8,0.71,7,0,0,0,1,0,2,0.18,2,0,0,0,0,0
57,Ander Barrenetxea,es  ESP,"FW,MF",Real Sociedad,19,2001,6.1,14,2.31,10,0,3,0,1,0,3,0.49,2,0,1,0,0,0
58,Marc Bartra,es  ESP,DF,Betis,30,1991,22.1,12,0.54,8,1,0,3,0,0,0,0.00,0,0,0,0,0,0
59,Álvaro Bastida,es  ESP,MF,Cádiz,17,2004,2.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
60,Rodrigo Battaglia,ar  ARG,MF,Mallorca,30,1991,13.1,13,0.99,10,0,1,0,2,0,0,0.00,0,0,0,0,0,0
61,Jon Bautista,es  ESP,MF,Real Sociedad,26,1995,0.5,2,4.00,0,0,0,0,2,0,1,2.00,0,0,0,0,1,0
62,Bebé,cv  CPV,FW,Rayo Vallecano,31,1990,9.6,39,4.05,19,6,5,5,4,0,5,0.52,1,1,2,0,1,0
63,Héctor Bellerín,es  ESP,DF,Betis,26,1995,22.0,47,2.14,39,6,2,0,0,0,7,0.32,6,0,1,0,0,0
64,Fran Beltrán,es  ESP,MF,Celta Vigo,22,1999,28.9,38,1.32,34,0,1,1,1,1,1,0.03,0,0,0,1,0,0
65,Darío Benedetto,ar  ARG,"FW,MF",Elche,31,1990,6.6,12,1.84,7,0,3,2,0,0,3,0.46,2,0,0,1,0,0
66,Iker Benito,es  ESP,"FW,MF",Osasuna,18,2002,1.3,2,1.53,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
67,Pedro Benito,es  ESP,FW,Cádiz,21,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
68,Karim Benzema,fr  FRA,FW,Real Madrid,33,1987,28.8,130,4.52,110,0,12,7,1,0,22,0.77,16,0,5,1,0,0
69,Yuri Berchiche,es  ESP,DF,Athletic Club,31,1990,11.3,17,1.51,14,2,0,0,1,0,3,0.27,2,1,0,0,0,0
70,Álex Berenguer,es  ESP,MF,Athletic Club,26,1995,24.1,77,3.20,47,16,6,3,4,1,10,0.41,6,2,0,1,0,1
71,Pedro Bigas,es  ESP,DF,Elche,30,1990,17.2,12,0.70,9,0,0,1,2,0,1,0.06,1,0,0,0,0,0
72,Blanco,es  ESP,MF,Real Madrid,21,2000,0.3,1,2.90,1,0,0,0,0,0,1,2.90,1,0,0,0,0,0
73,Yassine Bounou,ma  MAR,GK,Sevilla,30,1991,31.0,4,0.13,3,1,0,0,0,0,2,0.06,1,1,0,0,0,0
74,Lucas Boyé,ar  ARG,FW,Elche,25,1996,19.0,46,2.42,29,0,8,3,3,3,9,0.47,4,0,3,0,0,2
75,Martin Braithwaite,dk  DEN,FW,Barcelona,30,1991,2.6,2,0.77,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
76,Darko Brašanac,rs  SRB,MF,Osasuna,29,1992,26.7,63,2.36,56,0,0,4,2,1,7,0.26,6,0,0,1,0,0
77,Claudio Bravo,cl  CHI,GK,Betis,38,1983,16.2,4,0.25,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
78,Yan Brice Eteki,cm  CMR,MF,Granada,23,1997,3.8,3,0.79,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
79,Bryan,es  ESP,"MF,FW",Valencia,20,2001,8.4,26,3.10,18,5,2,0,1,0,1,0.12,1,0,0,0,0,0
80,Ante Budimir,hr  CRO,FW,Osasuna,30,1991,19.3,28,1.45,14,0,2,4,7,1,4,0.21,2,0,0,1,1,0
81,Sergio Busquets,es  ESP,MF,Barcelona,33,1988,35.5,91,2.56,84,0,0,0,4,3,3,0.08,3,0,0,0,0,0
82,Adrián Butzke,es  ESP,FW,Granada,22,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
83,Erick Cabaco,uy  URU,DF,Getafe,26,1995,4.5,5,1.12,4,1,0,0,0,0,1,0.22,1,0,0,0,0,0
84,Leandro Cabrera,uy  URU,DF,Espanyol,30,1991,37.0,27,0.73,22,2,0,3,0,0,4,0.11,2,1,0,1,0,0
85,Martín Cáceres,uy  URU,DF,Levante,34,1987,7.4,6,0.81,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
86,Cala,es  ESP,DF,Cádiz,31,1989,10.5,2,0.19,0,1,0,1,0,0,0,0.00,0,0,0,0,0,0
87,Calderón,es  ESP,DF,Betis,21,2000,0.7,2,2.77,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
88,Fernando Calero,es  ESP,DF,Espanyol,25,1995,12.1,7,0.58,7,0,0,0,0,0,1,0.08,1,0,0,0,0,0
89,Víctor Camarasa,es  ESP,"MF,FW",Betis,27,1994,1.2,1,0.83,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
90,Eduardo Camavinga,fr  FRA,MF,Real Madrid,18,2002,13.7,34,2.48,30,0,0,0,2,2,2,0.15,2,0,0,0,0,0
91,José Campaña,es  ESP,MF,Levante,28,1993,15.8,42,2.63,28,9,0,4,0,1,3,0.19,2,0,0,1,0,0
92,Sergio Canales,es  ESP,"FW,MF",Betis,30,1991,31.0,133,4.29,115,7,5,5,1,0,13,0.42,11,0,2,0,0,0
93,Álex Cantero,es  ESP,"FW,MF",Levante,21,2000,6.8,18,2.65,14,0,1,3,0,0,4,0.59,4,0,0,0,0,0
94,Ander Capa,es  ESP,DF,Athletic Club,29,1992,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
95,Étienne Capoue,fr  FRA,MF,Villarreal,33,1988,25.4,32,1.26,21,0,5,3,1,2,6,0.24,4,0,1,1,0,0
96,Isaac Carcelen,es  ESP,"DF,MF",Cádiz,28,1993,17.2,26,1.51,18,0,0,4,4,0,2,0.12,2,0,0,0,0,0
97,Cárdenas,es  ESP,GK,Levante,24,1997,24.0,6,0.25,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0
98,Carlo,es  ESP,MF,Villarreal,20,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
99,Diego Carlos,br  BRA,DF,Sevilla,28,1993,32.9,19,0.58,16,0,0,2,0,1,2,0.06,2,0,0,0,0,0
100,Carmona,es  ESP,DF,Sevilla,19,2002,0.3,1,3.75,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
101,Yannick Carrasco,be  BEL,"FW,MF",Atlético Madrid,27,1993,28.7,122,4.25,62,26,25,6,3,0,10,0.35,5,4,1,0,0,0
102,Guido Carrillo,ar  ARG,FW,Elche,30,1991,13.0,22,1.69,14,0,0,3,3,2,1,0.08,1,0,0,0,0,0
103,Dani Carvajal,es  ESP,DF,Real Madrid,29,1992,17.2,38,2.21,36,0,1,0,0,1,6,0.35,5,0,1,0,0,0
104,William Carvalho,pt  POR,MF,Betis,29,1992,20.1,59,2.92,51,0,4,2,0,2,7,0.35,3,0,2,1,0,1
105,Casemiro,br  BRA,MF,Real Madrid,29,1992,28.5,64,2.24,57,0,1,2,2,2,10,0.35,7,0,0,1,1,1
106,Kiko Casilla,es  ESP,GK,Elche,34,1986,14.0,6,0.43,2,4,0,0,0,0,0,0.00,0,0,0,0,0,0
107,Catena,es  ESP,DF,Rayo Vallecano,26,1994,36.0,31,0.86,22,3,0,3,2,1,2,0.06,1,0,0,1,0,0
108,Dani Ceballos,es  ESP,MF,Real Madrid,24,1996,3.1,12,3.93,9,0,0,3,0,0,1,0.33,0,0,0,1,0,0
109,Franco Cervi,ar  ARG,MF,Celta Vigo,27,1994,20.0,33,1.65,23,1,0,3,5,1,7,0.35,4,0,0,2,1,0
110,Chapela,es  ESP,"MF,FW",Cádiz,22,1999,4.4,5,1.13,4,0,0,0,1,0,1,0.23,1,0,0,0,0,0
111,Chema,es  ESP,MF,Getafe,29,1992,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
112,Denis Cheryshev,ru  RUS,"MF,FW",Valencia,30,1990,6.3,15,2.40,10,2,1,1,1,0,3,0.48,1,0,1,0,1,0
113,Samuel Chukwueze,ng  NGA,"MF,FW",Villarreal,22,1999,14.8,51,3.44,37,0,10,2,2,0,7,0.47,3,0,2,2,0,0
114,Víctor Chust,es  ESP,DF,Cádiz,21,2000,20.3,11,0.54,10,0,0,1,0,0,0,0.00,0,0,0,0,0,0
115,Jasper Cillessen,nl  NED,GK,Valencia,32,1989,16.2,5,0.31,4,1,0,0,0,0,2,0.12,2,0,0,0,0,0
116,Pathé Ciss,sn  SEN,MF,Rayo Vallecano,27,1994,12.2,24,1.97,16,0,0,3,2,3,1,0.08,1,0,0,0,0,0
117,Carlos Clerc,es  ESP,DF,Levante,29,1992,16.8,23,1.37,19,3,1,0,0,0,2,0.12,2,0,0,0,0,0
118,Coke,es  ESP,DF,Levante,34,1987,1.3,3,2.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
119,Álex Collado,es  ESP,"MF,FW",Granada,22,1999,11.3,36,3.18,23,6,2,2,3,0,3,0.26,2,1,0,0,0,0
120,Eray Cömert,ch  SUI,DF,Valencia,23,1998,4.5,3,0.66,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
121,Santi Comesaña,es  ESP,MF,Rayo Vallecano,24,1996,29.8,60,2.01,50,0,3,3,3,1,6,0.20,3,0,1,2,0,0
122,Diego Conde,es  ESP,GK,Getafe,22,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
123,Francis Coquelin,fr  FRA,MF,Villarreal,30,1991,9.2,19,2.06,14,0,0,1,2,2,1,0.11,1,0,0,0,0,0
124,Jesús Corona,mx  MEX,"FW,DF",Sevilla,28,1993,12.9,48,3.73,39,3,5,0,1,0,7,0.54,5,0,2,0,0,0
125,Ángel Correa,ar  ARG,"FW,MF",Atlético Madrid,26,1995,20.6,67,3.25,47,3,8,4,4,1,11,0.53,8,0,0,2,0,1
126,Thierry Correia,pt  POR,DF,Valencia,22,1999,15.7,22,1.40,18,1,1,0,1,1,1,0.06,1,0,0,0,0,0
127,Hélder Costa,ao  ANG,"MF,FW",Valencia,27,1994,12.4,37,2.98,31,2,2,1,1,0,2,0.16,2,0,0,0,0,0
128,Jaume Costa,es  ESP,DF,Mallorca,33,1988,20.3,46,2.27,36,7,0,0,2,1,6,0.30,5,0,0,0,0,1
129,Thibaut Courtois,be  BEL,GK,Real Madrid,29,1992,36.0,3,0.08,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
130,Philippe Coutinho,br  BRA,"MF,FW",Barcelona,29,1992,5.6,16,2.87,11,1,1,1,1,1,3,0.54,2,0,0,0,1,0
131,Cristo,es  ESP,DF,Real Sociedad,21,2000,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
132,Juan Cruz Armada,es  ESP,DF,Osasuna,29,1992,21.5,14,0.65,12,2,0,0,0,0,0,0.00,0,0,0,0,0,0
133,Marc Cucurella,es  ESP,"MF,DF",Getafe,23,1998,0.3,4,15.65,2,1,1,0,0,0,0,0.00,0,0,0,0,0,0
134,Jorge Cuenca,es  ESP,DF,Getafe,21,1999,29.8,10,0.34,9,0,0,0,1,0,1,0.03,1,0,0,0,0,0
135,Matheus Cunha,br  BRA,FW,Atlético Madrid,22,1999,11.8,28,2.37,17,0,0,3,5,3,7,0.59,4,0,0,1,2,0
136,Sergi Darder,es  ESP,MF,Espanyol,27,1993,34.7,92,2.65,72,5,7,4,3,1,14,0.40,13,0,0,1,0,0
137,Rodrigo De Paul,ar  ARG,MF,Atlético Madrid,27,1994,23.9,95,3.97,68,21,2,1,2,1,6,0.25,5,1,0,0,0,0
138,Thomas Delaney,dk  DEN,MF,Sevilla,29,1991,17.2,21,1.22,15,1,1,3,1,0,2,0.12,1,0,0,1,0,0
139,Ousmane Dembélé,fr  FRA,FW,Barcelona,24,1997,15.7,88,5.62,60,11,10,4,3,0,17,1.09,13,3,1,0,0,0
140,Yusuf Demir,at  AUT,FW,Barcelona,18,2003,2.1,5,2.34,1,2,0,0,2,0,0,0.00,0,0,0,0,0,0
141,Sergiño Dest,us  USA,"DF,FW",Barcelona,20,2000,16.8,43,2.56,32,2,7,0,2,0,3,0.18,3,0,0,0,0,0
142,Boulaye Dia,sn  SEN,FW,Villarreal,24,1996,14.1,36,2.56,30,0,3,2,1,0,7,0.50,6,0,0,1,0,0
143,Mouctar Diakhaby,gn  GUI,DF,Valencia,24,1996,21.6,10,0.46,6,1,1,0,1,1,2,0.09,2,0,0,0,0,0
144,Javier Díaz,es  ESP,GK,Sevilla,24,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
