,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,xG_Per 90 Minutes,xAG_Per 90 Minutes,xG+xAG_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xAG_Per 90 Minutes
240,Aridane Hernández,gq  EQG,DF,Osasuna,32,1989,15,12,1159,12.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.01,0.01,0.02,0.01,0.02
241,Luis Hernández,es  ESP,DF,Cádiz,32,1989,16,15,1366,15.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,1.0,0.05,0.01,0.06,0.05,0.06
242,Mario Hernández,es  ESP,"DF,FW",Rayo Vallecano,22,1999,9,5,395,4.4,1,0,1,0,0,3,0,0.23,0.00,0.23,0.23,0.23,0.3,0.3,0.0,0.4,0.07,0.01,0.08,0.07,0.08
243,Héctor Herrera,mx  MEX,MF,Atlético Madrid,31,1990,21,8,859,9.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,0.9,0.05,0.05,0.10,0.05,0.10
244,Sergio Herrera,es  ESP,GK,Osasuna,28,1993,36,36,3240,36.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
245,Yangel Herrera,ve  VEN,MF,Espanyol,23,1998,23,19,1645,18.3,1,1,1,0,0,7,1,0.05,0.05,0.11,0.05,0.11,1.0,1.0,0.8,1.9,0.06,0.05,0.10,0.06,0.10
246,Matthew Hoppe,us  USA,"FW,MF",Mallorca,20,2001,5,1,131,1.5,0,1,0,0,0,0,0,0.00,0.69,0.69,0.00,0.69,0.1,0.1,0.2,0.3,0.08,0.12,0.19,0.08,0.19
247,Robert Ibáñez,es  ESP,"MF,FW",Osasuna,28,1993,4,1,93,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.28,0.29,0.57,0.28,0.57
248,Vicente Iborra,es  ESP,MF,Villarreal,33,1988,20,12,1034,11.5,0,1,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,0.9,0.9,0.4,1.3,0.08,0.03,0.11,0.08,0.11
249,Iglesias,es  ESP,DF,Getafe,23,1998,20,7,719,8.0,0,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,0.1,0.1,0.7,0.8,0.01,0.08,0.10,0.01,0.10
250,Borja Iglesias,es  ESP,FW,Betis,28,1993,33,18,1573,17.5,10,0,7,3,3,4,0,0.57,0.00,0.57,0.40,0.40,7.5,5.1,2.4,7.5,0.43,0.14,0.57,0.29,0.43
251,Asier Illarramendi,es  ESP,MF,Real Sociedad,31,1990,8,6,374,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.08,0.08,0.00,0.08
252,Nikita Iosifov,ru  RUS,MF,Villarreal,20,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
253,Alexander Isak,se  SWE,FW,Real Sociedad,21,1999,32,26,2140,23.8,6,2,4,2,2,6,0,0.25,0.08,0.34,0.17,0.25,11.2,9.6,4.1,13.7,0.47,0.17,0.64,0.40,0.58
254,Isco,es  ESP,"MF,FW",Real Madrid,29,1992,14,3,331,3.7,1,0,1,0,0,1,0,0.27,0.00,0.27,0.27,0.27,1.0,1.0,1.4,2.4,0.27,0.37,0.64,0.27,0.64
255,Nicolas Jackson,sn  SEN,"FW,MF",Villarreal,20,2001,9,0,165,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.3,1.0,0.39,0.14,0.53,0.39,0.53
256,Jakub Jankto,cz  CZE,"DF,MF",Getafe,25,1996,14,6,587,6.5,0,2,0,0,0,1,1,0.00,0.31,0.31,0.00,0.31,0.4,0.4,1.4,1.8,0.05,0.22,0.27,0.05,0.27
257,Adnan Januzaj,be  BEL,"FW,MF",Real Sociedad,26,1995,33,17,1625,18.1,3,0,1,2,2,5,0,0.17,0.00,0.17,0.06,0.06,4.5,2.9,3.9,6.8,0.25,0.22,0.47,0.16,0.38
258,Luis Javier Suárez,co  COL,FW,Granada,23,1997,37,34,2844,31.6,8,4,8,0,1,6,0,0.25,0.13,0.38,0.25,0.38,11.4,10.7,3.4,14.2,0.36,0.11,0.47,0.34,0.45
259,Álvaro Jiménez,es  ESP,"MF,FW",Cádiz,26,1995,9,1,234,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.3,0.06,0.07,0.13,0.06,0.13
260,Joaquín,es  ESP,"FW,MF",Betis,40,1981,21,2,471,5.2,0,1,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,1.9,1.9,1.4,3.3,0.37,0.27,0.64,0.37,0.64
261,Jofre,es  ESP,"MF,DF",Espanyol,20,2001,3,0,20,0.2,0,1,0,0,0,0,0,0.00,4.50,4.50,0.00,4.50,0.0,0.0,0.5,0.5,0.00,2.13,2.13,0.00,2.13
262,Frenkie de Jong,nl  NED,MF,Barcelona,24,1997,32,30,2476,27.5,3,3,3,0,0,7,1,0.11,0.11,0.22,0.11,0.22,4.2,4.2,4.1,8.4,0.15,0.15,0.30,0.15,0.30
263,Luuk de Jong,nl  NED,FW,Barcelona,30,1990,21,6,654,7.3,6,0,6,0,0,1,0,0.83,0.00,0.83,0.83,0.83,4.3,4.3,0.3,4.6,0.59,0.05,0.64,0.59,0.64
264,Joan Jordán,es  ESP,MF,Sevilla,27,1994,36,31,2514,27.9,0,1,0,0,0,9,0,0.00,0.04,0.04,0.00,0.04,1.1,1.1,1.9,3.0,0.04,0.07,0.11,0.04,0.11
265,Josan,es  ESP,"DF,MF",Elche,31,1989,31,10,1211,13.5,2,3,2,0,0,2,0,0.15,0.22,0.37,0.15,0.37,1.2,1.2,3.1,4.3,0.09,0.23,0.32,0.09,0.32
266,Willian José,br  BRA,FW,Betis,29,1991,32,19,1604,17.8,8,4,5,3,3,2,0,0.45,0.22,0.67,0.28,0.50,6.7,4.4,3.2,7.6,0.38,0.18,0.56,0.25,0.43
267,Joselu,es  ESP,FW,Alavés,31,1990,37,35,3122,34.7,14,4,8,6,7,0,0,0.40,0.12,0.52,0.23,0.35,13.9,8.4,5.0,13.4,0.40,0.15,0.55,0.24,0.39
268,Josema,es  ESP,DF,Elche,25,1996,6,1,183,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.09,0.09,0.00,0.09
269,Luka Jović,rs  SRB,FW,Real Madrid,23,1997,15,1,369,4.1,1,3,1,0,0,1,0,0.24,0.73,0.98,0.24,0.98,2.7,2.7,0.8,3.5,0.66,0.19,0.85,0.66,0.85
270,Miguel Juan Llambrich,es  ESP,DF,Espanyol,25,1996,2,1,70,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
271,José Juan Macías,mx  MEX,"FW,MF",Getafe,21,1999,7,2,201,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.07,0.00,0.07,0.07,0.07
272,Juanmi,es  ESP,FW,Betis,28,1993,33,26,2131,23.7,16,4,16,0,0,5,0,0.68,0.17,0.84,0.68,0.84,11.3,11.3,2.7,14.0,0.48,0.11,0.59,0.48,0.59
273,Lago Junior,ci  CIV,"FW,MF",Mallorca,30,1990,6,1,177,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.31,0.00,0.31,0.31,0.31
274,Vinicius Júnior,br  BRA,FW,Real Madrid,21,2000,35,30,2690,29.9,17,10,17,0,0,6,0,0.57,0.33,0.90,0.57,0.90,13.7,13.7,8.2,22.0,0.46,0.28,0.73,0.46,0.73
275,Jutglà,es  ESP,FW,Barcelona,22,1999,6,4,301,3.3,1,0,1,0,0,1,0,0.30,0.00,0.30,0.30,0.30,1.9,1.9,0.3,2.2,0.57,0.09,0.65,0.57,0.65
276,Jens Jønsson,dk  DEN,MF,Cádiz,28,1993,22,17,1303,14.5,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.5,0.5,1.0,1.5,0.04,0.07,0.10,0.04,0.10
277,Lee Kangin,kr  KOR,"MF,FW",Mallorca,20,2001,30,15,1411,15.7,1,2,1,0,0,4,1,0.06,0.13,0.19,0.06,0.19,1.6,1.6,2.6,4.2,0.10,0.17,0.27,0.10,0.27
278,Kike,es  ESP,FW,Osasuna,31,1989,33,18,1862,20.7,5,1,4,1,1,2,0,0.24,0.05,0.29,0.19,0.24,7.3,6.5,2.3,8.8,0.35,0.11,0.47,0.31,0.43
279,Koba Koindredi,fr  FRA,MF,Valencia,19,2001,10,1,181,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.08,0.09,0.01,0.09
280,Koke,es  ESP,MF,Atlético Madrid,29,1992,31,29,2508,27.9,1,2,1,0,0,6,0,0.04,0.07,0.11,0.04,0.11,1.1,1.1,1.8,3.0,0.04,0.07,0.11,0.04,0.11
281,Luca Koleosho,ca  CAN,FW,Espanyol,16,2004,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
282,Geoffrey Kondogbia,cf  CTA,"MF,DF",Atlético Madrid,28,1993,28,21,1882,20.9,1,2,1,0,0,13,2,0.05,0.10,0.14,0.05,0.14,0.6,0.6,1.1,1.7,0.03,0.05,0.08,0.03,0.08
283,Jules Koundé,fr  FRA,DF,Sevilla,22,1998,32,31,2736,30.4,2,1,2,0,0,2,2,0.07,0.03,0.10,0.07,0.10,1.5,1.5,2.6,4.1,0.05,0.09,0.14,0.05,0.14
284,Toni Kroos,de  GER,MF,Real Madrid,31,1990,28,25,2103,23.4,1,3,1,0,0,4,0,0.04,0.13,0.17,0.04,0.17,2.7,2.7,4.2,6.9,0.12,0.18,0.29,0.12,0.29
285,Takefusa Kubo,jp  JPN,"FW,MF",Mallorca,20,2001,28,17,1605,17.8,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,3.2,3.2,3.4,6.6,0.18,0.19,0.37,0.18,0.37
286,Víctor Laguardia,es  ESP,DF,Alavés,31,1989,34,34,3042,33.8,3,2,3,0,0,9,0,0.09,0.06,0.15,0.09,0.15,1.9,1.9,1.1,3.0,0.06,0.03,0.09,0.06,0.09
287,Diego Lainez,mx  MEX,FW,Betis,21,2000,7,1,140,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.06,0.27,0.33,0.06,0.33
288,Érik Lamela,ar  ARG,"FW,MF",Sevilla,29,1992,20,10,1015,11.3,5,2,5,0,0,5,0,0.44,0.18,0.62,0.44,0.62,3.0,3.0,2.4,5.4,0.27,0.21,0.48,0.27,0.48
289,Latasa,es  ESP,FW,Real Madrid,20,2001,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.90,0.00,0.90,0.90,0.90
290,Toni Lato,es  ESP,DF,Valencia,23,1997,11,7,590,6.6,0,1,0,0,0,5,0,0.00,0.15,0.15,0.00,0.15,0.0,0.0,0.4,0.4,0.00,0.07,0.07,0.00,0.07
291,Robin Le Normand,fr  FRA,DF,Real Sociedad,24,1996,37,37,3330,37.0,1,1,1,0,0,6,0,0.03,0.03,0.05,0.03,0.05,1.8,1.8,0.5,2.4,0.05,0.01,0.06,0.05,0.06
292,Jeremías Ledesma,ar  ARG,GK,Cádiz,28,1993,38,38,3420,38.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
293,Wu Lei,cn  CHN,"FW,MF",Espanyol,29,1991,23,4,474,5.3,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,0.9,0.9,1.0,1.8,0.16,0.18,0.35,0.16,0.35
294,Florian Lejeune,fr  FRA,DF,Alavés,30,1991,30,30,2699,30.0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,1.7,1.7,0.3,1.9,0.06,0.01,0.06,0.06,0.06
295,Iñigo Lekue,es  ESP,DF,Athletic Club,28,1993,25,22,1925,21.4,0,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,2.1,2.4,0.01,0.10,0.11,0.01,0.11
296,Thomas Lemar,fr  FRA,MF,Atlético Madrid,25,1995,24,17,1440,16.0,4,5,4,0,0,2,0,0.25,0.31,0.56,0.25,0.56,3.8,3.8,3.8,7.6,0.24,0.24,0.47,0.24,0.47
297,Ruben Lendinez,es  ESP,DF,Valencia,18,2003,4,1,137,1.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02
298,Clément Lenglet,fr  FRA,DF,Barcelona,26,1995,21,7,826,9.2,0,1,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,0.5,0.7,0.02,0.05,0.07,0.02,0.07
299,Javier Llabrés,es  ESP,"FW,MF",Mallorca,18,2002,5,1,132,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.12,0.10,0.22,0.12,0.22
300,Marcos Llorente,es  ESP,"MF,DF",Atlético Madrid,26,1995,29,29,2447,27.2,0,2,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,0.9,0.9,2.8,3.7,0.03,0.10,0.14,0.03,0.14
301,Giovani Lo Celso,ar  ARG,"FW,MF",Villarreal,25,1996,16,11,994,11.0,1,1,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,1.4,1.4,2.6,4.0,0.13,0.23,0.36,0.13,0.36
302,Julen Lobete,es  ESP,"FW,MF",Real Sociedad,20,2000,13,2,284,3.2,2,0,2,0,0,0,0,0.63,0.00,0.63,0.63,0.63,1.1,1.1,0.0,1.2,0.36,0.01,0.36,0.36,0.36
303,Renan Lodi,br  BRA,DF,Atlético Madrid,23,1998,29,13,1181,13.1,2,2,2,0,0,4,0,0.15,0.15,0.30,0.15,0.30,0.8,0.8,1.9,2.7,0.06,0.14,0.21,0.06,0.21
304,David López,es  ESP,"MF,DF",Espanyol,31,1989,18,8,743,8.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.06,0.03,0.08,0.06,0.08
305,Diego López,es  ESP,GK,Espanyol,39,1981,36,36,3177,35.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
306,Javi López,es  ESP,DF,Alavés,19,2002,9,4,462,5.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.08,0.08,0.00,0.08
307,Unai López,es  ESP,MF,Rayo Vallecano,25,1995,27,13,1160,12.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,1.9,3.1,0.10,0.14,0.24,0.10,0.24
308,Mamadou Loum,sn  SEN,MF,Alavés,24,1996,32,26,2312,25.7,2,0,2,0,0,10,0,0.08,0.00,0.08,0.08,0.08,3.1,3.1,0.7,3.8,0.12,0.03,0.15,0.12,0.15
309,Anthony Lozano,hn  HON,"FW,MF",Cádiz,28,1993,31,21,1672,18.6,7,2,7,0,0,8,0,0.38,0.11,0.48,0.38,0.48,5.4,5.4,1.1,6.4,0.29,0.06,0.35,0.29,0.35
310,Florentino Luís,pt  POR,MF,Getafe,21,1999,22,9,992,11.0,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.1,0.1,0.4,0.5,0.01,0.04,0.04,0.01,0.04
311,José Luis Gayà,es  ESP,DF,Valencia,26,1995,24,22,1871,20.8,2,4,2,0,0,8,2,0.10,0.19,0.29,0.10,0.29,1.6,1.6,2.7,4.3,0.08,0.13,0.21,0.08,0.21
312,José Luis Morales,es  ESP,"FW,MF",Levante,34,1987,35,31,2719,30.2,13,7,10,3,5,7,0,0.43,0.23,0.66,0.33,0.56,15.1,11.8,5.5,17.3,0.50,0.18,0.68,0.39,0.57
313,Luismi,es  ESP,"FW,MF",Sevilla,20,2001,2,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
314,Andriy Lunin,ua  UKR,GK,Real Madrid,22,1999,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
315,Darwin Machís,ve  VEN,"MF,FW",Granada,28,1993,25,16,1376,15.3,4,2,4,0,0,2,0,0.26,0.13,0.39,0.26,0.39,2.1,2.1,2.8,5.0,0.14,0.19,0.32,0.14,0.32
316,Pablo Maffeo,es  ESP,DF,Mallorca,24,1997,35,35,2945,32.7,1,4,1,0,0,10,0,0.03,0.12,0.15,0.03,0.15,2.2,2.2,2.5,4.8,0.07,0.08,0.15,0.07,0.15
317,Nemanja Maksimović,rs  SRB,MF,Getafe,26,1995,35,34,2936,32.6,1,2,1,0,0,5,0,0.03,0.06,0.09,0.03,0.09,2.9,2.9,1.2,4.1,0.09,0.04,0.13,0.09,0.13
318,Hugo Mallo,es  ESP,DF,Celta Vigo,30,1991,21,21,1826,20.3,1,1,1,0,0,5,2,0.05,0.05,0.10,0.05,0.10,1.1,1.1,2.1,3.2,0.05,0.10,0.16,0.05,0.16
319,Mickael Malsa,mq  MTQ,MF,Levante,25,1995,26,11,1143,12.7,1,2,1,0,0,7,0,0.08,0.16,0.24,0.08,0.24,1.0,1.0,2.5,3.5,0.08,0.19,0.27,0.08,0.27
320,Giorgi Mamardashvili,ge  GEO,GK,Valencia,20,2000,18,18,1620,18.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
321,Reinildo Mandava,mz  MOZ,DF,Atlético Madrid,27,1994,17,15,1298,14.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.5,0.03,0.01,0.04,0.03,0.04
322,Aïssa Mandi,dz  ALG,DF,Villarreal,29,1991,17,14,1375,15.3,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,1.6,1.6,0.1,1.7,0.10,0.00,0.11,0.10,0.11
323,Maranhão,br  BRA,"FW,MF",Valencia,24,1996,29,8,973,10.8,1,3,1,0,0,3,0,0.09,0.28,0.37,0.09,0.37,3.7,3.7,2.4,6.2,0.35,0.23,0.57,0.35,0.57
324,Nikola Maraš,rs  SRB,DF,Rayo Vallecano,25,1995,16,11,1044,11.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01
325,Marcelo,br  BRA,DF,Real Madrid,33,1988,12,5,525,5.8,0,2,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,0.4,0.4,0.8,1.2,0.06,0.14,0.20,0.06,0.20
326,Iván Marcone,ar  ARG,MF,Elche,31,1990,20,10,809,9.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02
327,Óscar de Marcos,es  ESP,DF,Athletic Club,32,1989,22,19,1679,18.7,1,2,1,0,0,5,0,0.05,0.11,0.16,0.05,0.16,0.3,0.3,2.2,2.6,0.02,0.12,0.14,0.02,0.14
328,José Mari,es  ESP,MF,Cádiz,33,1987,11,4,386,4.3,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.10,0.00,0.10,0.10,0.10
329,José María Giménez,uy  URU,DF,Atlético Madrid,26,1995,24,24,2042,22.7,1,1,1,0,0,7,0,0.04,0.04,0.09,0.04,0.09,2.0,2.0,0.9,2.9,0.09,0.04,0.13,0.09,0.13
330,Mariano,do  DOM,FW,Real Madrid,27,1993,9,3,342,3.8,1,1,1,0,0,2,0,0.26,0.26,0.53,0.26,0.53,2.3,2.3,0.7,3.0,0.61,0.18,0.80,0.61,0.80
331,Mika Màrmol,es  ESP,DF,Barcelona,19,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
332,Roger Martí,es  ESP,FW,Levante,30,1991,29,25,2115,23.5,7,3,6,1,3,8,0,0.30,0.13,0.43,0.26,0.38,9.0,6.6,3.0,9.7,0.38,0.13,0.51,0.28,0.41
333,Anthony Martial,fr  FRA,"FW,MF",Sevilla,25,1995,9,7,490,5.4,0,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,0.6,0.6,0.1,0.8,0.12,0.03,0.14,0.12,0.14
334,Martín,es  ESP,MF,Cádiz,22,1999,6,1,115,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.01,0.08,0.06,0.08
335,Ander Martin,es  ESP,"FW,MF",Real Sociedad,20,2000,5,1,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.15,0.09,0.23,0.15,0.23
336,Andrés Martín,es  ESP,"FW,MF",Rayo Vallecano,22,1999,7,1,186,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.33,0.00,0.33,0.33,0.33
337,Carlos Martín,es  ESP,DF,Atlético Madrid,19,2002,1,0,6,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
338,Iván Martín,es  ESP,"MF,FW",Alavés,22,1999,6,2,166,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.06,0.06
339,Iñigo Martínez,es  ESP,DF,Athletic Club,30,1991,27,26,2341,26.0,3,0,3,0,0,9,2,0.12,0.00,0.12,0.12,0.12,2.2,2.2,0.6,2.8,0.08,0.02,0.11,0.08,0.11
340,Javi Martínez,es  ESP,"MF,FW",Osasuna,21,1999,26,9,879,9.8,1,1,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20,0.7,0.7,0.9,1.6,0.07,0.09,0.17,0.07,0.17
341,Pablo Martínez,es  ESP,MF,Levante,23,1998,13,7,656,7.3,0,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,0.7,0.7,1.0,1.6,0.09,0.13,0.22,0.09,0.22
342,Omar Mascarell,es  ESP,MF,Elche,28,1993,32,30,2493,27.7,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.9,0.02,0.01,0.03,0.02,0.03
343,Jaime Mata,es  ESP,FW,Getafe,32,1988,22,4,672,7.5,1,0,1,0,0,7,0,0.13,0.00,0.13,0.13,0.13,1.2,1.2,0.9,2.1,0.15,0.12,0.28,0.15,0.28
344,Luís Maximiano,pt  POR,GK,Granada,22,1999,35,35,3136,34.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
345,Borja Mayoral,es  ESP,FW,Getafe,24,1997,18,11,1044,11.6,6,1,5,1,1,3,0,0.52,0.09,0.60,0.43,0.52,2.9,2.2,1.5,3.6,0.25,0.13,0.38,0.19,0.31
346,Jordi Mboula,es  ESP,FW,Mallorca,22,1999,11,5,434,4.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.14,0.03,0.17,0.14,0.17
347,Óscar Melendo,es  ESP,"MF,FW",Espanyol,23,1997,21,14,990,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.7,2.3,0.05,0.16,0.21,0.05,0.21
348,Gonzalo Melero,es  ESP,MF,Levante,27,1994,29,20,1692,18.8,7,2,5,2,2,5,0,0.37,0.11,0.48,0.27,0.37,4.2,2.6,1.1,3.7,0.22,0.06,0.28,0.14,0.20
349,Memphis,nl  NED,FW,Barcelona,27,1994,28,20,1851,20.6,12,2,8,4,5,3,0,0.58,0.10,0.68,0.39,0.49,11.5,7.5,5.1,12.7,0.56,0.25,0.81,0.37,0.62
350,Tomás Mendes,es  ESP,MF,Alavés,16,2004,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
351,Brais Méndez,es  ESP,MF,Celta Vigo,24,1997,37,36,3021,33.6,4,5,4,0,0,8,0,0.12,0.15,0.27,0.12,0.27,5.2,5.2,3.6,8.8,0.16,0.11,0.26,0.16,0.26
352,Édgar Méndez,es  ESP,"FW,MF",Alavés,31,1990,32,17,1614,17.9,1,1,1,0,0,6,0,0.06,0.06,0.11,0.06,0.11,1.9,1.9,2.5,4.4,0.11,0.14,0.25,0.11,0.25
353,Ferland Mendy,fr  FRA,DF,Real Madrid,26,1995,22,20,1734,19.3,2,1,2,0,0,4,0,0.10,0.05,0.16,0.10,0.16,1.1,1.1,1.7,2.8,0.06,0.09,0.14,0.06,0.14
354,Fran Mérida,es  ESP,MF,Espanyol,31,1990,10,3,266,3.0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.06,0.06,0.12,0.06,0.12
355,Mikel Merino,es  ESP,MF,Real Sociedad,25,1996,34,33,2890,32.1,3,2,3,0,0,8,0,0.09,0.06,0.16,0.09,0.16,4.5,4.5,4.0,8.5,0.14,0.12,0.27,0.14,0.27
356,Martín Merquelanz,es  ESP,"FW,MF",Rayo Vallecano,26,1995,4,3,173,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.0,1.2,0.08,0.53,0.61,0.08,0.61
357,Matt Miazga,us  USA,DF,Alavés,26,1995,11,9,833,9.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.8,0.06,0.02,0.08,0.06,0.08
358,Miguel,es  ESP,"FW,MF",Alavés,21,1999,22,10,829,9.2,1,1,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,2.5,2.5,0.2,2.7,0.27,0.02,0.29,0.27,0.29
359,Éder Militão,br  BRA,DF,Real Madrid,23,1998,34,34,3031,33.7,1,2,1,0,0,5,0,0.03,0.06,0.09,0.03,0.09,3.0,3.0,1.3,4.3,0.09,0.04,0.13,0.09,0.13
360,Luis Milla,es  ESP,MF,Granada,26,1994,34,33,2773,30.8,3,3,0,3,3,4,0,0.10,0.10,0.19,0.00,0.10,3.9,1.5,4.3,5.8,0.13,0.14,0.27,0.05,0.19
