,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Ante Budimir,17.0,hr  CRO,FW,29-130,73,14,19,73.7,221,30,8,9,88.9,6,9,66.7,0,1,0.0,0,0.2,2,1,0,0,2
1,Enric Gallego,19.0,es  ESP,FW,34-078,17,3,6,50.0,37,8,2,2,100.0,1,3,33.3,0,0,,0,0.0,0,0,0,0,0
2,Rubén García,14.0,es  ESP,FW,27-138,73,20,30,66.7,375,66,5,9,55.6,11,14,78.6,2,4,50.0,0,0.0,1,0,0,0,1
3,Kike Barja,11.0,es  ESP,FW,23-242,17,1,4,25.0,9,0,1,2,50.0,0,0,,0,0,,0,0.0,0,0,0,0,0
4,Jony,7.0,es  ESP,LM,29-143,22,5,9,55.6,117,81,1,2,50.0,2,2,100.0,2,4,50.0,0,0.3,1,1,1,0,3
5,Juan Cruz Armada,3.0,es  ESP,LM,28-124,68,19,24,79.2,270,93,13,14,92.9,6,7,85.7,0,1,0.0,0,0.0,1,0,2,0,2
6,Iñigo Pérez,21.0,es  ESP,CM,32-316,62,21,33,63.6,341,132,12,15,80.0,6,9,66.7,2,8,25.0,0,0.1,1,3,1,1,2
7,Roberto Torres,10.0,es  ESP,CM,31-267,28,11,16,68.8,207,59,8,9,88.9,1,2,50.0,2,4,50.0,0,0.0,0,3,0,0,2
8,Oier Sanjurjo,6.0,es  ESP,CM,34-188,63,15,22,68.2,240,96,7,9,77.8,7,10,70.0,1,1,100.0,0,0.0,0,1,0,0,2
9,Darko Brašanac,8.0,rs  SRB,CM,28-291,27,9,12,75.0,156,52,4,4,100.0,3,4,75.0,1,3,33.3,0,0.0,0,1,0,0,1
10,Jon Moncayola,27.0,es  ESP,RM,22-200,90,19,24,79.2,415,78,5,5,100.0,10,13,76.9,4,6,66.7,0,0.0,0,1,0,0,1
11,Facundo Roncaglia,12.0,ar  ARG,LB,33-293,90,33,37,89.2,668,311,14,15,93.3,14,15,93.3,5,7,71.4,0,0.0,0,2,0,0,4
12,Raúl Navas,22.0,es  ESP,CB,32-202,90,26,29,89.7,604,247,9,9,100.0,10,11,90.9,7,9,77.8,0,0.0,0,1,0,0,4
13,Unai García,4.0,es  ESP,CB,28-300,90,21,26,80.8,515,156,5,7,71.4,10,11,90.9,6,8,75.0,0,0.0,1,3,0,0,3
14,Nacho Vidal,2.0,es  ESP,RB,25-310,90,22,27,81.5,412,234,8,9,88.9,12,16,75.0,1,1,100.0,0,0.3,1,2,1,0,3
15,Sergio Herrera,1.0,es  ESP,GK,27-177,90,25,33,75.8,1104,861,4,4,100.0,2,2,100.0,18,26,69.2,0,0.0,0,2,0,0,0
16,16 Players,,,,,990,264,351,75.2,5691,2504,106,124,85.5,101,128,78.9,51,83,61.4,0,0.9,8,21,5,1,30
