,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Martin Braithwaite,9.0,dk  DEN,FW,29-177,60,22,1,2,7,13,5,21,0,0,,0,0,16,26,9,1,0,1,3,3,29,15,51.7,7
1,Francisco Trincão,17.0,pt  POR,"RW,FW",20-336,30,25,1,5,11,13,2,24,1,2,50.0,1,0,23,196,130,2,0,0,0,0,23,22,95.7,3
2,Antoine Griezmann,7.0,fr  FRA,"LW,AM",29-253,90,83,0,7,44,36,7,82,2,3,66.7,3,0,74,235,75,1,1,0,2,0,78,72,92.3,4
3,Lionel Messi,10.0,ar  ARG,"RW,FW",33-158,90,80,0,0,49,37,5,73,3,4,75.0,3,0,72,386,213,14,6,1,2,1,88,70,79.5,4
4,Philippe Coutinho,14.0,br  BRA,CM,28-170,60,72,0,3,41,30,7,71,0,1,0.0,0,0,62,251,127,9,2,0,0,2,74,66,89.2,7
5,Ousmane Dembélé,11.0,fr  FRA,"LW,CM",23-198,30,19,0,1,10,11,1,18,0,1,0.0,0,0,17,100,57,4,2,0,1,0,18,17,94.4,6
6,Pedri,16.0,es  ESP,CM,18-004,45,44,1,12,27,7,0,41,1,1,100.0,1,0,38,121,61,4,1,0,0,1,35,34,97.1,1
7,Sergio Busquets,5.0,es  ESP,CM,32-136,45,48,3,14,28,8,0,46,0,0,,0,0,38,70,32,0,0,0,0,1,39,38,97.4,0
8,Frenkie de Jong,21.0,nl  NED,"DM,CB",23-201,90,110,8,30,68,18,1,108,1,1,100.0,1,0,91,398,154,4,3,0,2,0,93,91,97.8,0
9,Jordi Alba,18.0,es  ESP,LB,31-253,90,119,5,27,56,43,7,113,0,0,,0,0,96,350,193,14,5,2,0,2,100,97,97.0,12
10,Clément Lenglet,15.0,fr  FRA,CB,25-165,66,72,9,44,27,2,0,72,0,0,,0,0,55,273,119,2,0,0,0,0,56,56,100.0,0
11,Carles Aleñá,6.0,es  ESP,CM,22-329,24,32,2,10,17,5,0,32,0,1,0.0,1,0,30,102,49,1,0,0,0,1,37,32,86.5,0
12,Óscar Mingueza,28.0,es  ESP,CB,21-200,90,87,16,42,47,1,0,87,0,0,,0,0,71,275,118,3,0,0,1,0,67,67,100.0,0
13,Sergiño Dest,2.0,us  USA,RB,20-026,60,59,2,16,29,15,1,54,0,0,,0,0,45,162,92,7,0,1,2,1,40,40,100.0,1
14,Junior Firpo,24.0,es  ESP,RB,24-099,30,32,2,10,17,7,1,29,1,1,100.0,1,0,23,77,21,0,0,0,0,0,23,22,95.7,0
15,Marc-André ter Stegen,1.0,de  GER,GK,28-213,90,44,40,44,0,0,0,36,0,0,,0,0,31,76,44,0,0,0,0,0,27,27,100.0,0
16,16 Players,,,,,990,948,90,267,478,246,37,907,9,15,60.0,11,0,782,3098,1494,66,20,5,13,12,827,766,92.6,45
