,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Ante Budimir,17.0,hr  CRO,FW,29-130,73,19,16,3,0,0,6,0,2,0,0,0,0,12,3,4,11,3,1,0,1,14,0,1,1,0
1,Enric Gallego,19.0,es  ESP,FW,34-078,17,6,5,1,0,0,3,0,0,0,0,0,0,3,3,0,2,1,2,0,0,3,0,0,0,0
2,Rubén García,14.0,es  ESP,FW,27-138,73,30,28,2,1,0,6,1,2,0,0,0,0,23,0,7,25,4,0,0,1,20,0,0,4,0
3,Kike Barja,11.0,es  ESP,FW,23-242,17,4,4,0,0,0,2,0,0,0,0,0,0,1,3,0,2,1,1,0,0,1,0,0,0,1
4,Jony,7.0,es  ESP,LM,29-143,22,9,8,1,0,0,1,0,1,1,0,0,0,6,0,3,7,2,0,0,0,5,0,0,0,1
5,Juan Cruz Armada,3.0,es  ESP,LM,28-124,68,24,23,1,0,0,5,0,1,0,0,0,0,16,6,2,20,2,0,1,0,19,0,0,0,2
6,Iñigo Pérez,21.0,es  ESP,CM,32-316,62,33,30,3,1,0,7,2,2,2,0,1,0,21,3,9,31,0,2,0,0,21,0,0,1,0
7,Roberto Torres,10.0,es  ESP,CM,31-267,28,16,13,3,3,0,2,1,2,0,0,0,0,10,0,6,2,14,0,0,0,11,0,0,0,2
8,Oier Sanjurjo,6.0,es  ESP,CM,34-188,63,22,22,0,0,0,6,0,0,0,0,0,0,16,2,4,4,16,0,0,0,15,0,1,0,2
9,Darko Brašanac,8.0,rs  SRB,CM,28-291,27,12,11,1,1,0,3,0,1,0,0,0,0,9,0,3,3,9,0,0,0,9,0,1,0,0
10,Jon Moncayola,27.0,es  ESP,RM,22-200,90,24,24,0,0,0,4,1,2,0,0,0,0,22,0,2,1,23,0,0,0,19,0,1,1,0
11,Facundo Roncaglia,12.0,ar  ARG,LB,33-293,90,37,34,3,0,0,3,0,1,0,0,0,0,27,2,8,11,22,1,3,0,33,1,0,1,0
12,Raúl Navas,22.0,es  ESP,CB,32-202,90,29,28,1,1,0,2,1,0,0,0,0,0,17,2,10,7,21,0,0,1,26,0,0,2,0
13,Unai García,4.0,es  ESP,CB,28-300,90,26,25,1,0,0,7,2,2,0,0,0,0,18,3,5,3,21,0,1,0,21,1,1,0,1
14,Nacho Vidal,2.0,es  ESP,RB,25-310,90,27,22,5,0,0,1,0,2,0,0,0,0,15,7,5,3,17,1,5,0,22,0,0,0,0
15,Sergio Herrera,1.0,es  ESP,GK,27-177,90,33,22,11,2,0,0,2,0,0,0,0,0,10,1,22,2,26,0,0,2,25,0,1,0,0
16,16 Players,,,,,990,351,315,36,9,0,58,10,18,3,0,1,0,226,35,90,134,182,8,10,5,264,2,6,10,9
