,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Ante Budimir,17.0,hr  CRO,FW,29-130,73,0,0,0,0,2,0,0,0,31,15,2,0,1,0.4,0.4,0.2,2,0,14,19,73.7,2,12,3,0,0
1,Enric Gallego,19.0,es  ESP,FW,34-078,17,0,0,0,0,0,0,0,0,6,2,0,0,0,0.0,0.0,0.0,0,0,3,6,50.0,0,1,0,0,0
2,Rubén García,14.0,es  ESP,FW,27-138,73,0,0,0,0,1,1,0,0,38,10,1,0,1,0.0,0.0,0.0,3,0,20,30,66.7,1,24,3,0,0
3,Kike Barja,11.0,es  ESP,FW,23-242,17,0,0,0,0,2,2,0,0,7,2,0,0,0,0.3,0.3,0.0,1,0,1,4,25.0,0,6,2,1,2
4,Jony,7.0,es  ESP,LM,29-143,22,0,0,0,0,0,0,0,0,13,2,0,0,0,0.0,0.0,0.3,1,0,5,9,55.6,3,8,0,0,1
5,Juan Cruz Armada,3.0,es  ESP,LM,28-124,68,0,0,0,0,0,0,0,0,27,3,1,0,0,0.0,0.0,0.0,1,0,19,24,79.2,2,21,2,0,0
6,Iñigo Pérez,21.0,es  ESP,CM,32-316,62,0,0,0,0,0,0,0,0,37,8,2,1,1,0.0,0.0,0.1,2,0,21,33,63.6,2,26,4,0,2
7,Roberto Torres,10.0,es  ESP,CM,31-267,28,0,0,0,0,2,1,0,0,19,1,0,0,1,0.3,0.3,0.0,1,0,11,16,68.8,2,12,1,0,1
8,Oier Sanjurjo,6.0,es  ESP,CM,34-188,63,0,0,0,0,0,0,0,0,26,13,2,1,0,0.0,0.0,0.0,0,0,15,22,68.2,2,14,0,0,0
9,Darko Brašanac,8.0,rs  SRB,CM,28-291,27,0,0,0,0,0,0,0,0,13,5,0,0,0,0.0,0.0,0.0,0,0,9,12,75.0,1,4,0,0,0
10,Jon Moncayola,27.0,es  ESP,RM,22-200,90,0,0,0,0,1,0,0,0,29,15,0,0,1,0.1,0.1,0.0,0,0,19,24,79.2,1,18,1,1,1
11,Facundo Roncaglia,12.0,ar  ARG,LB,33-293,90,0,0,0,0,2,1,0,0,47,23,2,1,1,0.0,0.0,0.0,2,0,33,37,89.2,4,28,4,0,0
12,Raúl Navas,22.0,es  ESP,CB,32-202,90,0,0,0,0,0,0,0,0,42,16,3,3,2,0.0,0.0,0.0,1,0,26,29,89.7,4,20,0,0,0
13,Unai García,4.0,es  ESP,CB,28-300,90,0,0,0,0,0,0,0,0,33,3,0,0,2,0.0,0.0,0.0,1,0,21,26,80.8,3,16,1,0,0
14,Nacho Vidal,2.0,es  ESP,RB,25-310,90,0,0,0,0,0,0,0,0,37,6,3,1,1,0.0,0.0,0.3,1,0,22,27,81.5,3,18,1,0,2
15,Sergio Herrera,1.0,es  ESP,GK,27-177,90,0,0,0,0,0,0,0,0,41,1,0,0,0,0.0,0.0,0.0,0,0,25,33,75.8,0,15,0,0,0
16,16 Players,,,,,990,0,0,0,0,10,5,0,0,446,125,16,7,11,1.1,1.1,0.9,16,0,264,351,75.2,30,243,22,2,9
