,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Ante Budimir,17.0,hr  CRO,FW,29-130,73,31,1,2,17,14,5,28,0,0,,0,0,12,68,49,3,1,2,4,2,41,21,51.2,3
1,Enric Gallego,19.0,es  ESP,FW,34-078,17,6,0,0,6,0,0,5,0,0,,0,0,1,3,3,0,0,0,0,0,9,4,44.4,0
2,Rubén García,14.0,es  ESP,FW,27-138,73,38,2,4,11,24,5,36,0,0,,0,0,24,116,46,3,1,1,2,0,38,26,68.4,10
3,Kike Barja,11.0,es  ESP,FW,23-242,17,7,0,0,3,5,2,7,1,2,50.0,1,0,6,29,19,2,0,0,0,0,13,7,53.8,2
4,Jony,7.0,es  ESP,LM,29-143,22,13,1,3,7,6,0,12,0,1,0.0,0,0,8,35,23,0,0,0,1,2,10,8,80.0,1
5,Juan Cruz Armada,3.0,es  ESP,LM,28-124,68,27,1,7,13,9,0,26,0,0,,0,0,21,128,56,2,0,0,1,0,27,19,70.4,2
6,Iñigo Pérez,21.0,es  ESP,CM,32-316,62,37,0,8,22,8,1,34,0,2,0.0,1,1,26,111,60,4,0,0,1,0,26,24,92.3,3
7,Roberto Torres,10.0,es  ESP,CM,31-267,28,19,0,1,9,9,4,17,0,1,0.0,0,0,12,25,17,1,0,0,0,0,17,12,70.6,1
8,Oier Sanjurjo,6.0,es  ESP,CM,34-188,63,26,0,3,20,3,0,26,0,0,,0,0,14,53,15,0,0,0,0,1,14,11,78.6,1
9,Darko Brašanac,8.0,rs  SRB,CM,28-291,27,13,0,2,9,2,0,12,0,0,,0,0,4,8,1,0,0,0,0,0,9,9,100.0,2
10,Jon Moncayola,27.0,es  ESP,RM,22-200,90,29,1,5,20,6,0,29,1,1,100.0,1,0,18,116,66,1,1,0,2,0,26,23,88.5,2
11,Facundo Roncaglia,12.0,ar  ARG,LB,33-293,90,47,5,17,31,5,0,44,0,0,,0,0,28,176,91,4,3,0,1,0,34,33,97.1,1
12,Raúl Navas,22.0,es  ESP,CB,32-202,90,42,12,28,15,0,0,41,0,0,,0,0,20,114,54,0,0,0,0,0,19,18,94.7,0
13,Unai García,4.0,es  ESP,CB,28-300,90,33,7,16,15,4,2,32,0,0,,0,0,16,120,58,1,0,0,0,0,16,16,100.0,0
14,Nacho Vidal,2.0,es  ESP,RB,25-310,90,37,4,10,19,10,1,32,0,2,0.0,0,0,18,62,23,1,1,0,0,1,25,19,76.0,2
15,Sergio Herrera,1.0,es  ESP,GK,27-177,90,41,35,41,0,0,0,30,0,0,,0,0,15,105,58,0,0,0,0,0,14,14,100.0,0
16,16 Players,,,,,990,446,69,147,217,105,20,411,2,9,22.2,3,1,243,1269,639,22,7,3,12,6,338,264,78.1,30
