,Minute,Player,Squad,Outcome,Distance,Body Part,Notes,Player_SCA 1,Event_SCA 1,Player_SCA 2,Event_SCA 2
0,45+2,Jon Moncayola,Osasuna,Off Target,66.0,Right Foot,Volley,,,,
1,,,,,,,,,,,
2,46,Rubén García,Osasuna,Saved,30.0,Left Foot,,Ante Budimir,Pass (Live),Facundo Roncaglia,Pass (Live)
3,51,Frenkie de Jong,Barcelona,Off Target,5.0,Head,Open goal,Lionel Messi,Pass (Live),Antoine Griezmann,Pass (Live)
4,84,Ousmane Dembélé,Barcelona,Off Target,14.0,Right Foot,,Jordi Alba,Pass (Live),Lionel Messi,Pass (Live)
5,90,Francisco Trincão,Barcelona,Off Target,9.0,Left Foot,,Lionel Messi,Pass (Live),Marc-André ter Stegen,Pass (Live)
