,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Portu,7.0,es  ESP,"FW,RW",29-086,65,7,11,63.6,116,27,3,5,60.0,2,2,100.0,1,1,100.0,0,0.0,0,0,0,0,0
1,Julen Lobete,35.0,es  ESP,RW,20-331,25,6,7,85.7,77,6,3,3,100.0,3,4,75.0,0,0,,0,0.0,0,1,0,0,0
2,Mikel Oyarzabal,10.0,es  ESP,"LW,AM",24-116,90,21,28,75.0,383,16,9,11,81.8,10,11,90.9,2,4,50.0,0,0.0,1,0,0,0,0
3,Adnan Januzaj,11.0,be  BEL,RW,26-191,45,7,11,63.6,153,62,1,2,50.0,6,7,85.7,0,2,0.0,0,0.0,0,0,1,0,3
4,Ander Barrenetxea,22.0,es  ESP,"LW,RW",19-231,45,10,15,66.7,145,19,6,9,66.7,4,4,100.0,0,0,,1,0.4,1,0,1,0,1
5,David Silva,21.0,es  ESP,AM,35-219,45,14,18,77.8,313,92,3,4,75.0,7,8,87.5,3,4,75.0,0,0.0,1,3,1,0,4
6,Jon Bautista,25.0,es  ESP,"FW,AM",26-043,45,6,8,75.0,81,21,4,5,80.0,0,1,0.0,1,1,100.0,0,0.0,0,0,1,0,2
7,Martín Zubimendi,3.0,es  ESP,DM,22-194,90,26,30,86.7,464,49,7,7,100.0,16,19,84.2,2,3,66.7,0,0.0,1,2,0,0,1
8,Mikel Merino,8.0,es  ESP,DM,25-054,90,33,42,78.6,643,205,17,19,89.5,10,11,90.9,6,10,60.0,0,0.1,1,5,0,0,2
9,Aihen Muñoz,12.0,es  ESP,LB,23-364,90,35,50,70.0,592,369,18,19,94.7,14,20,70.0,3,5,60.0,0,0.0,1,2,1,1,5
10,Robin Le Normand,24.0,fr  FRA,CB,24-277,90,40,46,87.0,814,337,9,9,100.0,25,28,89.3,6,8,75.0,0,0.0,0,2,0,0,4
11,Aritz Elustondo,6.0,es  ESP,CB,27-140,80,20,22,90.9,392,169,9,9,100.0,8,8,100.0,3,4,75.0,0,0.0,0,3,0,0,3
12,Jon Pacheco,26.0,es  ESP,CB,20-219,10,4,4,100.0,85,8,2,2,100.0,1,1,100.0,1,1,100.0,0,0.0,0,0,0,0,0
13,Joseba Zaldúa,2.0,es  ESP,RB,29-052,65,17,24,70.8,265,167,10,12,83.3,6,8,75.0,1,2,50.0,0,0.0,0,1,0,0,0
14,Andoni Gorosabel,18.0,es  ESP,RB,25-011,25,8,11,72.7,113,35,4,5,80.0,4,4,100.0,0,1,0.0,0,0.0,0,0,0,0,0
15,Álex Remiro,1.0,es  ESP,GK,26-144,90,20,24,83.3,593,435,2,2,100.0,10,10,100.0,8,12,66.7,0,0.0,0,0,0,0,0
16,16 Players,,,,,990,274,351,78.1,5229,2017,107,123,87.0,126,146,86.3,37,58,63.8,1,0.6,6,19,5,1,25
