,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Portu,7.0,es  ESP,"FW,RW",29-086,65,18,0,2,11,8,1,16,1,1,100.0,1,0,16,44,19,1,1,0,4,1,20,13,65.0,4
1,Julen Lobete,35.0,es  ESP,RW,20-331,25,11,1,3,5,4,1,11,0,0,,0,0,7,28,5,0,0,0,0,1,13,9,69.2,3
2,Mikel Oyarzabal,10.0,es  ESP,"LW,AM",24-116,90,37,2,8,17,15,3,33,3,3,100.0,3,0,27,109,29,3,0,1,2,0,30,22,73.3,1
3,Adnan Januzaj,11.0,be  BEL,RW,26-191,45,19,1,2,11,7,0,17,1,4,25.0,2,0,15,26,8,0,0,0,2,0,18,12,66.7,2
4,Ander Barrenetxea,22.0,es  ESP,"LW,RW",19-231,45,24,1,3,11,11,4,24,5,6,83.3,5,0,26,131,69,5,1,2,1,2,20,17,85.0,4
5,David Silva,21.0,es  ESP,AM,35-219,45,19,1,4,12,3,0,18,1,1,100.0,1,0,15,83,36,1,0,0,0,1,18,14,77.8,2
6,Jon Bautista,25.0,es  ESP,"FW,AM",26-043,45,16,2,2,9,7,1,15,1,1,100.0,1,0,7,13,10,1,1,0,0,1,12,7,58.3,1
7,Martín Zubimendi,3.0,es  ESP,DM,22-194,90,36,3,7,27,5,0,35,0,0,,0,0,28,141,38,3,2,0,0,1,28,28,100.0,2
8,Mikel Merino,8.0,es  ESP,DM,25-054,90,51,3,19,30,4,0,51,1,1,100.0,1,0,40,143,47,3,0,0,1,1,38,36,94.7,1
9,Aihen Muñoz,12.0,es  ESP,LB,23-364,90,66,3,18,30,22,2,54,3,4,75.0,3,0,42,177,104,6,2,0,1,2,34,32,94.1,4
10,Robin Le Normand,24.0,fr  FRA,CB,24-277,90,57,12,38,23,0,0,54,0,0,,0,0,36,283,170,1,0,0,0,0,33,33,100.0,0
11,Aritz Elustondo,6.0,es  ESP,CB,27-140,80,29,6,18,16,0,0,29,0,0,,0,0,17,132,86,1,0,0,0,0,18,18,100.0,0
12,Jon Pacheco,26.0,es  ESP,CB,20-219,10,4,1,3,1,0,0,4,0,0,,0,0,2,18,18,0,0,0,0,0,2,2,100.0,0
13,Joseba Zaldúa,2.0,es  ESP,RB,29-052,65,32,4,11,14,7,0,24,0,0,,0,0,12,8,6,0,0,0,1,1,13,12,92.3,1
14,Andoni Gorosabel,18.0,es  ESP,RB,25-011,25,13,0,4,8,3,0,12,1,1,100.0,1,0,10,68,42,3,2,0,0,0,5,5,100.0,0
15,Álex Remiro,1.0,es  ESP,GK,26-144,90,30,28,30,0,0,0,25,0,0,,0,0,17,79,38,0,0,0,1,0,15,14,93.3,0
16,16 Players,,,,,990,462,68,172,225,96,12,422,17,22,77.3,18,0,317,1483,725,28,9,3,13,11,317,274,86.4,25
