,Player,#,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
0,Memphis Depay,9.0,nl  NED,FW,27-183,89,0,0,0,0,0,0,2,0.0,2,10,3,30.0,1,2,7,1,0,0,1,0,0,1,0
1,Clément Lenglet,15.0,fr  FRA,CB,26-059,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,0
2,Martin Braithwaite,12.0,dk  DEN,"LW,AM",30-071,90,1,1,0,0,1,0,0,,0,8,3,37.5,2,2,4,1,0,0,1,0,1,1,0
3,Antoine Griezmann,7.0,fr  FRA,"RW,FW",30-147,90,5,2,2,3,0,1,4,25.0,3,26,15,57.7,6,13,7,3,0,0,3,1,6,2,0
4,Pedri,16.0,es  ESP,"CM,DM",18-263,90,2,2,0,2,0,1,6,16.7,5,26,8,30.8,9,12,5,2,0,0,2,0,2,0,0
5,Frenkie de Jong,21.0,nl  NED,CM,24-095,70,0,0,0,0,0,0,1,0.0,1,9,2,22.2,2,3,4,0,0,0,0,2,2,0,0
6,Sergi Roberto,20.0,es  ESP,"CM,AM",29-189,20,0,0,0,0,0,0,0,,0,3,1,33.3,0,2,1,0,0,0,0,0,0,0,0
7,Sergio Busquets,5.0,es  ESP,DM,33-030,82,1,1,0,1,0,1,4,25.0,3,15,3,20.0,8,7,0,1,0,0,1,1,2,1,0
8,Nicolás González,28.0,es  ESP,DM,19-224,8,0,0,0,0,0,0,0,,0,2,1,50.0,1,1,0,0,0,0,0,0,0,0,0
9,Jordi Alba,18.0,es  ESP,"LB,WB",32-147,90,2,2,1,1,0,0,3,0.0,3,11,2,18.2,6,3,2,5,1,0,4,3,5,2,0
10,Gerard Piqué,3.0,es  ESP,CB,34-194,90,1,0,0,1,0,0,0,,0,7,2,28.6,3,4,0,2,0,0,2,3,4,3,0
11,Eric García,24.0,es  ESP,CB,20-218,82,2,2,1,1,0,0,0,,0,7,2,28.6,3,4,0,3,2,0,1,3,5,2,0
12,Ronald Araújo,4.0,uy  URU,CB,22-161,8,0,0,0,0,0,0,0,,0,4,0,0.0,2,2,0,0,0,0,0,1,1,0,0
13,Sergiño Dest,2.0,us  USA,RB,20-285,70,1,0,1,0,0,1,2,50.0,1,16,2,12.5,5,7,4,6,0,0,6,0,1,0,0
14,Emerson,22.0,br  BRA,"RB,WB",22-213,20,0,0,0,0,0,0,0,,0,5,0,0.0,1,2,2,0,0,0,0,0,0,0,0
15,Neto,13.0,br  BRA,GK,32-027,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
16,16 Players,,,,,990,15,10,5,9,1,4,22,18.2,18,149,44,29.5,49,64,36,24,3,0,21,15,30,12,0
