,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Memphis Depay,9.0,nl  NED,FW,27-183,89,58,0,2,27,29,5,49,0,1,0.0,0,0,41,90,29,1,0,0,4,3,63,46,73.0,8
1,Clément Lenglet,15.0,fr  FRA,CB,26-059,1,2,0,2,0,0,0,2,0,0,,0,0,1,2,1,0,0,0,0,0,1,1,100.0,0
2,Martin Braithwaite,12.0,dk  DEN,"LW,AM",30-071,90,46,1,5,21,24,9,45,2,3,66.7,2,0,35,108,74,3,1,1,5,3,49,38,77.6,6
3,Antoine Griezmann,7.0,fr  FRA,"RW,FW",30-147,90,60,2,12,33,22,5,60,2,3,66.7,2,1,45,202,102,4,3,0,5,4,52,43,82.7,6
4,Pedri,16.0,es  ESP,"CM,DM",18-263,90,58,1,6,30,25,1,57,0,0,,0,0,45,218,89,4,0,0,0,5,50,43,86.0,3
5,Frenkie de Jong,21.0,nl  NED,CM,24-095,70,38,0,4,29,8,0,36,1,1,100.0,1,0,33,146,98,7,1,0,1,1,34,29,85.3,5
6,Sergi Roberto,20.0,es  ESP,"CM,AM",29-189,20,15,0,4,9,3,2,15,0,0,,0,0,10,20,1,0,0,0,0,0,14,12,85.7,0
7,Sergio Busquets,5.0,es  ESP,DM,33-030,82,56,2,14,37,7,0,53,0,0,,0,0,39,92,50,3,1,0,0,1,43,43,100.0,0
8,Nicolás González,28.0,es  ESP,DM,19-224,8,7,0,1,6,0,0,6,0,0,,0,0,5,23,7,1,0,0,0,0,5,5,100.0,0
9,Jordi Alba,18.0,es  ESP,"LB,WB",32-147,90,96,3,27,35,36,5,77,2,3,66.7,2,1,57,174,96,5,1,2,0,0,60,56,93.3,4
10,Gerard Piqué,3.0,es  ESP,CB,34-194,90,83,13,35,49,1,1,77,0,0,,0,0,56,204,73,1,0,0,0,0,63,62,98.4,0
11,Eric García,24.0,es  ESP,CB,20-218,82,86,14,41,46,3,0,82,0,0,,0,0,59,253,141,7,1,0,0,0,66,65,98.5,0
12,Ronald Araújo,4.0,uy  URU,CB,22-161,8,6,0,3,3,0,0,6,0,0,,0,0,5,15,7,1,0,0,0,0,5,5,100.0,0
13,Sergiño Dest,2.0,us  USA,RB,20-285,70,50,0,11,27,15,3,37,1,1,100.0,1,0,24,84,39,3,1,1,2,0,23,22,95.7,1
14,Emerson,22.0,br  BRA,"RB,WB",22-213,20,14,0,3,10,3,0,9,0,0,,0,0,9,28,17,0,0,0,0,0,9,9,100.0,1
15,Neto,13.0,br  BRA,GK,32-027,90,51,49,51,0,0,0,45,0,0,,0,0,33,102,50,0,0,0,0,0,40,40,100.0,0
16,16 Players,,,,,990,726,85,221,362,176,31,656,8,12,66.7,8,2,497,1761,874,40,9,4,17,17,577,519,89.9,34
