,Minute,Player,Squad,Outcome,Distance,Body Part,Notes,Player_SCA 1,Event_SCA 1,Player_SCA 2,Event_SCA 2
0,19,Gerard Piqué,Barcelona,Goal,8.0,Head,,Memphis Depay,Pass (Dead),Pedri,Fouled
1,30,Portu,Real Sociedad,Blocked,16.0,Right Foot,,David Silva,Pass (Live),Adnan Januzaj,Pass (Live)
2,,,,,,,,,,,
3,50,Jordi Alba,Barcelona,Woodwork,15.0,Left Foot,,Frenkie de Jong,Pass (Live),Memphis Depay,Pass (Live)
4,54,Jon Bautista,Real Sociedad,Off Target,14.0,Left Foot,Volley,Aihen Muñoz,Pass (Live),Mikel Merino,Pass (Live)
5,66,Mikel Merino,Real Sociedad,Saved,29.0,Left Foot,,Martín Zubimendi,Pass (Live),Ander Barrenetxea,Pass (Live)
6,73,Pedri,Barcelona,Saved,15.0,Right Foot,,Sergi Roberto,Pass (Live),,
7,82,Julen Lobete,Real Sociedad,Goal,9.0,Left Foot,,Ander Barrenetxea,Pass (Live),Ander Barrenetxea,Dribble
8,90+1,Sergi Roberto,Barcelona,Goal,3.0,Left Foot,"Open goal, Half volley",Martin Braithwaite,Pass (Live),Antoine Griezmann,Pass (Live)
